state_postal,county_fips,county_name,votes_dem,votes_gop,total_votes,level
MI,26039,Crawford,2752,5613,8476,county
MI,26053,Gogebic,3385,4803,8292,county
MI,26001,Alcona,2140,5257,7481,county
MI,26097,Mackinac,2675,4476,7238,county
MI,26071,Iron,2441,4501,7027,county
MI,26085,Lake,2298,4523,6915,county
MI,26119,Montmorency,1702,4599,6391,county
MI,26003,Alger,2075,3116,5258,county
MI,26135,Oscoda,1414,3716,5192,county
MI,26153,Schoolcraft,1631,3196,4897,county
MI,26013,Baraga,1488,2779,4332,county
MI,26131,Ontonagon,1313,2479,3841,county
MI,26095,Luce,769,2170,2985,county
MI,26083,Keweenaw,690,896,1611,county
MN,27053,Hennepin,502710,197244,716591,county
MN,27123,Ramsey,195168,75284,276736,county
MN,27037,Dakota,143267,109995,258590,county
MN,27003,Anoka,97667,106974,209656,county
MN,27163,Washington,90324,75271,168743,county
MN,27137,St. Louis,66335,50065,118587,county
MN,27109,Olmsted,49121,39467,90524,county
MN,27139,Scott,40214,47837,89806,county
MN,27171,Wright,30883,57211,89700,county
MN,27145,Stearns,30829,53932,86361,county
MN,27019,Carver,31869,35586,68804,county
MN,27141,Sherburne,18329,38491,57777,county
MN,27035,Crow Wing,14173,27423,42212,county
MN,27111,Otter Tail,11752,24276,36608,county
MN,27013,Blue Earth,17558,18001,36326,county
MN,27131,Rice,17353,18264,36284,county
MN,27025,Chisago,11894,23047,35502,county
MN,27027,Clay,16121,15965,32734,county
MN,27049,Goodhue,11731,16461,28746,county
MN,27169,Winona,12929,14288,27721,county
MN,27061,Itasca,10467,15863,26760,county
MN,27059,Isanti,7384,18027,25829,county
MN,27041,Douglas,7938,16726,25019,county
MN,27007,Beltrami,11493,12898,24807,county
MN,27067,Kandiyohi,7814,15014,23213,county
MN,27009,Benton,7084,15260,22763,county
MN,27085,McLeod,6374,14394,21131,county
MN,27147,Steele,7650,12742,20809,county
MN,27017,Carlton,9905,10435,20746,county
MN,27097,Morrison,4306,15666,20272,county
MN,27005,Becker,6435,12961,19696,county
MN,27103,Nicollet,9441,9540,19354,county
MN,27021,Cass,6300,12759,19316,county
MN,27099,Mower,8312,10297,18926,county
MN,27079,Le Sueur,5636,11503,17422,county
MN,27115,Pine,5339,11274,16876,county
MN,27047,Freeborn,6448,10003,16670,county
MN,27119,Polk,4967,10162,15387,county
MN,27095,Mille Lacs,4374,10570,15163,county
MN,27015,Brown,4576,9692,14526,county
MN,27153,Todd,3072,10392,13672,county
MN,27093,Meeker,3802,9645,13647,county
MN,27057,Hubbard,4536,8809,13570,county
MN,27157,Wabasha,4721,8523,13481,county
MN,27083,Lyon,4284,8400,12946,county
MN,27039,Dodge,4108,8095,12448,county
MN,27045,Fillmore,4491,7638,12335,county
MN,27055,Houston,4667,6547,11394,county
MN,27091,Martin,3171,7442,10765,county
MN,27001,Aitkin,3524,6741,10419,county
MN,27161,Waseca,3402,6770,10361,county
MN,27065,Kanabec,2718,6818,9682,county
MN,27143,Sibley,2351,6014,8512,county
MN,27135,Roseau,2093,6279,8486,county
MN,27127,Redwood,2300,5895,8299,county
MN,27105,Nobles,2599,5541,8258,county
MN,27129,Renville,2280,5610,8042,county
MN,27159,Wadena,1898,6028,8024,county
MN,27043,Faribault,2352,5247,7739,county
MN,27113,Pennington,2439,4756,7361,county
MN,27121,Pope,2398,4677,7191,county
MN,27075,Lake,3534,3265,6929,county
MN,27071,Koochiching,2465,4204,6776,county
MN,27023,Chippewa,2026,4175,6300,county
MN,27033,Cottonwood,1705,4157,5965,county
MN,27063,Jackson,1581,3949,5625,county
MN,27173,Yellow Medicine,1548,3738,5391,county
MN,27133,Rock,1585,3690,5361,county
MN,27149,Stevens,1827,3213,5122,county
MN,27151,Swift,1618,3340,5041,county
MN,27089,Marshall,1177,3774,5024,county
MN,27165,Watonwan,1723,3087,4910,county
MN,27117,Pipestone,1215,3537,4828,county
MN,27029,Clearwater,1169,3575,4805,county
MN,27101,Murray,1329,3346,4755,county
MN,27073,Lac Qui Parle,1314,2600,3989,county
MN,27031,Cook,2416,1142,3641,county
MN,27051,Grant,1187,2266,3531,county
MN,27167,Wilkin,986,2290,3343,county
MN,27107,Norman,1233,1963,3285,county
MN,27081,Lincoln,972,2190,3226,county
MN,27011,Big Stone,964,1796,2816,county
MN,27069,Kittson,911,1535,2495,county
MN,27077,Lake of the Woods,604,1710,2346,county
MN,27087,Mahnomen,975,1165,2176,county
MN,27125,Red Lake,642,1425,2110,county
MN,27155,Traverse,597,1165,1801,county
MS,28049,Hinds,62840,22816,86830,county
MS,28033,DeSoto,29023,48064,79082,county
MS,28047,Harrison,26555,48497,75923,county
MS,28121,Rankin,18060,50896,69678,county
MS,28089,Madison,22700,32333,55710,county
MS,28059,Jackson,15469,36376,52410,county
MS,28081,Lee,10616,24339,35338,county
MS,28035,Forrest,11475,16579,28466,county
MS,28073,Lamar,7038,20775,28171,county
MS,28067,Jones,7272,20265,27755,county
MS,28075,Lauderdale,10677,16487,27407,county
MS,28109,Pearl River,3982,20438,24671,county
MS,28087,Lowndes,11096,13087,24426,county
MS,28071,Lafayette,8956,14050,23409,county
MS,28045,Hancock,4262,16684,21175,county
MS,28149,Warren,8683,9407,18298,county
MS,28105,Oktibbeha,8851,8901,18051,county
MS,28095,Monroe,5090,10861,16069,county
MS,28085,Lincoln,4262,11432,15802,county
MS,28113,Pike,7402,7943,15485,county
MS,28003,Alcorn,2328,12657,15112,county
MS,28093,Marshall,6888,7977,14983,county
MS,28151,Washington,9735,4649,14540,county
MS,28107,Panola,6061,8202,14422,county
MS,28115,Pontotoc,2214,11740,14068,county
MS,28137,Tate,3555,9185,12861,county
MS,28145,Union,1807,10559,12478,county
MS,28001,Adams,6743,5081,11928,county
MS,28029,Copiah,5426,6134,11665,county
MS,28091,Marion,3215,7874,11188,county
MS,28127,Simpson,3479,7552,11094,county
MS,28039,George,1138,9858,11069,county
MS,28099,Neshoba,2622,8154,10861,county
MS,28057,Itawamba,1027,9523,10621,county
MS,28011,Bolivar,6419,3943,10435,county
MS,28117,Prentiss,1727,8581,10381,county
MS,28123,Scott,3729,6098,9891,county
MS,28043,Grenada,4060,5651,9766,county
MS,28139,Tippah,1547,7984,9591,county
MS,28083,Leflore,6476,2854,9421,county
MS,28101,Newton,2603,6641,9323,county
MS,28153,Wayne,3028,6013,9119,county
MS,28025,Clay,4960,4017,9057,county
MS,28141,Tishomingo,921,8064,9050,county
MS,28163,Yazoo,4342,4558,8971,county
MS,28031,Covington,2921,5869,8861,county
MS,28159,Winston,3392,4922,8384,county
MS,28079,Leake,3182,5143,8380,county
MS,28131,Stone,1620,6214,7919,county
MS,28061,Jasper,3722,4118,7890,county
MS,28133,Sunflower,5312,2515,7876,county
MS,28007,Attala,2930,4723,7703,county
MS,28129,Smith,1486,6146,7676,county
MS,28023,Clarke,2430,5093,7571,county
MS,28017,Chickasaw,3090,4079,7234,county
MS,28005,Amite,2246,4484,6815,county
MS,28027,Coahoma,4711,2008,6790,county
MS,28051,Holmes,5420,1243,6730,county
MS,28147,Walthall,2355,4114,6529,county
MS,28077,Lawrence,1899,4113,6053,county
MS,28013,Calhoun,1547,4443,6034,county
MS,28161,Yalobusha,2289,3518,5878,county
MS,28041,Greene,835,4776,5649,county
MS,28111,Perry,1078,4425,5539,county
MS,28065,Jeff Davis,3041,2302,5378,county
MS,28015,Carroll,1431,3730,5194,county
MS,28155,Webster,872,4195,5095,county
MS,28135,Tallahatchie,2630,2333,5012,county
MS,28103,Noxubee,3269,1151,4449,county
MS,28097,Montgomery,1737,2658,4424,county
MS,28069,Kemper,2381,1691,4086,county
MS,28037,Franklin,1213,2831,4066,county
MS,28019,Choctaw,965,2881,3890,county
MS,28009,Benton,1318,2535,3880,county
MS,28021,Claiborne,2950,558,3541,county
MS,28053,Humphreys,2443,990,3468,county
MS,28063,Jefferson,2727,541,3299,county
MS,28157,Wilkinson,1817,1075,2931,county
MS,28119,Quitman,1725,902,2677,county
MS,28143,Tunica,1837,799,2668,county
MS,28125,Sharkey,1201,551,1766,county
MS,28055,Issaquena,287,296,622,county
MO,29189,St. Louis County,305635,187982,502356,county
MO,29095,Jackson,187026,125610,317702,county
MO,29183,St. Charles,92226,130588,226052,county
MO,29077,Greene,55971,85956,143935,county
MO,29047,Clay,60345,67688,130063,county
MO,29099,Jefferson,36965,80796,119287,county
MO,29510,St. Louis City,94458,19342,116082,county
MO,29019,Boone,48452,39673,89978,county
MO,29037,Cass,19753,38792,59327,county
MO,29165,Platte,27566,29381,57787,county
MO,29071,Franklin,14694,40126,55454,county
MO,29097,Jasper,13943,39084,53756,county
MO,29043,Christian,11850,38379,50770,county
MO,29031,Cape Girardeau,10561,29315,40336,county
MO,29051,Cole,12874,26686,40128,county
MO,29021,Buchanan,12598,22606,35737,county
MO,29113,Lincoln,6908,24866,32129,county
MO,29145,Newton,5867,22923,29083,county
MO,29187,St. Francois,6811,21521,28614,county
MO,29213,Taney,5329,21236,26811,county
MO,29029,Camden,5724,19597,25548,county
MO,29101,Johnson,6960,16298,23591,county
MO,29027,Callaway,5926,15206,21447,county
MO,29219,Warren,4970,14915,20094,county
MO,29225,Webster,3653,15984,19808,county
MO,29161,Phelps,5379,13658,19294,county
MO,29209,Stone,3620,15357,19122,county
MO,29091,Howell,3073,15733,18963,county
MO,29159,Pettis,4703,13907,18877,county
MO,29109,Lawrence,3248,15001,18417,county
MO,29023,Butler,3160,14549,17859,county
MO,29201,Scott,3525,13786,17418,county
MO,29107,Lafayette,4294,12720,17244,county
MO,29105,LaClede,2756,14155,17076,county
MO,29009,Barry,2873,13138,16160,county
MO,29167,Polk,2948,12691,15817,county
MO,29169,Pulaski,3765,11579,15545,county
MO,29207,Stoddard,1736,11783,13599,county
MO,29127,Marion,3032,9991,13148,county
MO,29131,Miller,2067,10826,13009,county
MO,29177,Ray,2927,8602,11662,county
MO,29215,Texas,1589,9855,11525,county
MO,29049,Clinton,2855,8235,11228,county
MO,29175,Randolph,2571,8322,11025,county
MO,29083,Henry,2535,8286,10932,county
MO,29055,Crawford,2007,8742,10829,county
MO,29015,Benton,2166,8526,10769,county
MO,29007,Audrain,2688,7699,10519,county
MO,29221,Washington,1747,8424,10235,county
MO,29001,Adair,3334,6771,10234,county
MO,29069,Dunklin,1885,8096,10051,county
MO,29003,Andrew,2312,7407,9846,county
MO,29157,Perry,1757,7986,9823,county
MO,29186,Ste. Genevieve,2629,7031,9775,county
MO,29141,Morgan,1914,7725,9733,county
MO,29147,Nodaway,2674,6909,9682,county
MO,29119,McDonald,1423,7843,9338,county
MO,29195,Saline,2726,6498,9330,county
MO,29229,Wright,1057,7850,8978,county
MO,29217,Vernon,1774,7112,8973,county
MO,29053,Cooper,2347,6393,8833,county
MO,29059,Dallas,1458,6907,8440,county
MO,29013,Bates,1563,6702,8340,county
MO,29073,Gasconade,1555,6370,7996,county
MO,29121,Macon,1481,6300,7838,county
MO,29163,Pike,1618,6151,7824,county
MO,29151,Osage,1009,6657,7725,county
MO,29067,Douglas,996,6242,7289,county
MO,29135,Moniteau,1313,5877,7273,county
MO,29039,Cedar,1060,6064,7187,county
MO,29065,Dent,1025,6013,7103,county
MO,29117,Livingston,1422,5395,6871,county
MO,29143,New Madrid,1561,5203,6811,county
MO,29017,Bollinger,756,5365,6161,county
MO,29011,Barton,820,5159,6014,county
MO,29139,Montgomery,1170,4776,5996,county
MO,29223,Wayne,783,5030,5847,county
MO,29181,Ripley,763,5002,5804,county
MO,29173,Ralls,1154,4575,5777,county
MO,29123,Madison,986,4721,5753,county
MO,29115,Linn,1183,4437,5684,county
MO,29155,Pemiscot,1331,3917,5270,county
MO,29085,Hickory,978,4108,5120,county
MO,29185,St. Clair,959,3982,4987,county
MO,29089,Howard,1341,3534,4955,county
MO,29063,DeKalb,870,3885,4814,county
MO,29125,Maries,755,3987,4786,county
MO,29153,Ozark,698,4044,4779,county
MO,29025,Caldwell,888,3771,4703,county
MO,29149,Oregon,696,3884,4612,county
MO,29033,Carroll,789,3708,4528,county
MO,29093,Iron,824,3644,4517,county
MO,29111,Lewis,872,3565,4484,county
MO,29133,Mississippi,1015,3404,4449,county
MO,29079,Grundy,784,3582,4400,county
MO,29137,Monroe,857,3476,4376,county
MO,29057,Dade,671,3480,4185,county
MO,29041,Chariton,875,3179,4088,county
MO,29203,Shannon,625,3364,4013,county
MO,29061,Daviess,701,3185,3925,county
MO,29081,Harrison,534,3293,3845,county
MO,29045,Clark,628,2679,3333,county
MO,29075,Gentry,616,2651,3292,county
MO,29205,Shelby,550,2691,3262,county
MO,29179,Reynolds,472,2560,3057,county
MO,29035,Carter,364,2488,2862,county
MO,29005,Atchison,529,2152,2713,county
MO,29211,Sullivan,408,2035,2463,county
MO,29171,Putnam,347,2021,2380,county
MO,29087,Holt,357,1982,2352,county
MO,29197,Schuyler,334,1588,1945,county
MO,29199,Scotland,358,1537,1918,county
MO,29103,Knox,311,1479,1810,county
MO,29129,Mercer,235,1545,1792,county
MO,29227,Worth,190,904,1105,county
MT,30111,Yellowstone,28392,50460,81391,county
MT,30063,Missoula,42903,27306,72773,county
MT,30031,Gallatin,34938,32695,69897,county
MT,30029,Flathead,20062,41390,63140,county
MT,30049,Lewis and Clark,19085,21479,42023,county
MT,30013,Cascade,14021,22419,37583,county
MT,30081,Ravalli,8485,20617,29904,county
MT,30093,Silver Bow,9386,8110,18226,county
MT,30047,Lake,6510,9880,16910,county
MT,30053,Lincoln,2615,8909,11789,county
MT,30067,Park,5224,6128,11717,county
MT,30043,Jefferson,2516,5544,8291,county
MT,30089,Sanders,1705,6150,8069,county
MT,30009,Carbon,2353,4719,7297,county
MT,30041,Hill,2634,3871,6804,county
MT,30027,Fergus,1522,4965,6712,county
MT,30057,Madison,1689,4615,6461,county
MT,30095,Stillwater,1056,4699,5906,county
MT,30017,Custer,1385,4208,5797,county
MT,30001,Beaverhead,1543,4058,5794,county
MT,30083,Richland,778,4387,5309,county
MT,30035,Glacier,2933,1939,5078,county
MT,30023,Deer Lodge,2376,2329,4870,county
MT,30007,Broadwater,885,3770,4810,county
MT,30021,Dawson,894,3627,4638,county
MT,30003,Big Horn,2112,2188,4470,county
MT,30105,Valley,935,3019,4079,county
MT,30085,Roosevelt,1680,2055,3914,county
MT,30087,Rosebud,1095,2466,3693,county
MT,30099,Teton,927,2533,3568,county
MT,30077,Powell,710,2466,3282,county
MT,30005,Blaine,1348,1526,3019,county
MT,30065,Musselshell,396,2550,3012,county
MT,30015,Chouteau,940,1885,2934,county
MT,30073,Pondera,782,1972,2852,county
MT,30061,Mineral,689,2049,2833,county
MT,30097,Sweet Grass,525,1789,2381,county
MT,30071,Phillips,385,1753,2189,county
MT,30039,Granite,579,1537,2176,county
MT,30101,Toole,415,1571,2046,county
MT,30091,Sheridan,509,1321,1912,county
MT,30025,Fallon,163,1303,1507,county
MT,30045,Judith Basin,265,1051,1353,county
MT,30059,Meagher,256,888,1172,county
MT,30075,Powder River,131,963,1106,county
MT,30107,Wheatland,209,843,1086,county
MT,30055,McCone,129,931,1082,county
MT,30051,Liberty,214,752,988,county
MT,30019,Daniels,154,778,951,county
MT,30011,Carter,75,760,854,county
MT,30033,Garfield,39,756,800,county
MT,30079,Prairie,122,546,688,county
MT,30109,Wibaux,71,463,546,county
MT,30037,Golden Valley,67,440,515,county
MT,30103,Treasure,57,367,442,county
MT,30069,Petroleum,37,284,324,county
NE,31055,Douglas,148733,120919,273403,county
NE,31109,Lancaster,81012,74215,157633,county
NE,31153,Sarpy,43825,55567,100735,county
NE,31019,Buffalo,6386,17064,23759,county
NE,31079,Hall,6956,15566,22804,county
NE,31111,Lincoln,3586,12674,16464,county
NE,31053,Dodge,5434,10795,16443,county
NE,31025,Cass,4824,10685,15755,county
NE,31119,Madison,3360,12145,15690,county
NE,31141,Platte,3191,12326,15658,county
NE,31157,Scotts Bluff,3856,11033,15040,county
NE,31001,Adams,4100,10077,14364,county
NE,31155,Saunders,3558,9854,13565,county
NE,31177,Washington,3538,8855,12545,county
NE,31067,Gage,3242,7523,10916,county
NE,31159,Seward,2388,6667,9184,county
NE,31047,Dawson,2101,6312,8491,county
NE,31131,Otoe,2463,5651,8198,county
NE,31185,York,1648,5234,6984,county
NE,31043,Dakota,2109,3934,6120,county
NE,31041,Custer,786,5042,5886,county
NE,31151,Saline,1855,3734,5655,county
NE,31081,Hamilton,1067,4416,5547,county
NE,31089,Holt,681,4708,5442,county
NE,31145,Red Willow,815,4457,5323,county
NE,31137,Phelps,758,4158,4965,county
NE,31013,Box Butte,1043,3827,4931,county
NE,31027,Cedar,702,4141,4912,county
NE,31023,Butler,906,3642,4587,county
NE,31033,Cheyenne,787,3692,4530,county
NE,31039,Cuming,867,3536,4445,county
NE,31107,Knox,786,3593,4436,county
NE,31121,Merrick,730,3551,4342,county
NE,31101,Keith,731,3416,4199,county
NE,31179,Wayne,1006,3011,4073,county
NE,31147,Richardson,934,2962,3942,county
NE,31139,Pierce,446,3420,3897,county
NE,31045,Dawes,992,2812,3868,county
NE,31021,Burt,983,2632,3656,county
NE,31095,Jefferson,968,2614,3631,county
NE,31099,Kearney,736,2828,3604,county
NE,31093,Howard,642,2868,3550,county
NE,31037,Colfax,845,2636,3516,county
NE,31003,Antelope,396,3032,3447,county
NE,31127,Nemaha,915,2443,3418,county
NE,31035,Clay,577,2677,3310,county
NE,31031,Cherry,349,2687,3069,county
NE,31167,Stanton,492,2536,3064,county
NE,31011,Boone,496,2499,3031,county
NE,31059,Fillmore,662,2315,3013,county
NE,31051,Dixon,573,2271,2895,county
NE,31169,Thayer,544,2278,2852,county
NE,31143,Polk,501,2296,2819,county
NE,31161,Sheridan,362,2102,2484,county
NE,31123,Morrill,366,2026,2426,county
NE,31065,Furnas,358,2043,2413,county
NE,31175,Valley,403,1872,2299,county
NE,31129,Nuckolls,399,1836,2258,county
NE,31097,Johnson,625,1496,2152,county
NE,31173,Thurston,978,1125,2123,county
NE,31029,Chase,204,1648,1866,county
NE,31125,Nance,352,1462,1837,county
NE,31083,Harlan,280,1506,1802,county
NE,31181,Webster,296,1449,1763,county
NE,31105,Kimball,272,1424,1720,county
NE,31163,Sherman,328,1344,1687,county
NE,31017,Brown,201,1428,1642,county
NE,31061,Franklin,236,1351,1600,county
NE,31087,Hitchcock,152,1269,1433,county
NE,31135,Perkins,187,1224,1426,county
NE,31063,Frontier,185,1213,1410,county
NE,31133,Pawnee,284,1085,1379,county
NE,31077,Greeley,192,1030,1235,county
NE,31073,Gosper,203,907,1118,county
NE,31069,Garden,162,949,1117,county
NE,31015,Boyd,132,938,1075,county
NE,31071,Garfield,116,893,1015,county
NE,31049,Deuel,151,843,1012,county
NE,31057,Dundy,96,829,929,county
NE,31149,Rock,85,745,834,county
NE,31165,Sioux,77,597,678,county
NE,31103,Keya Paha,44,500,544,county
NE,31085,Hayes,19,472,494,county
NE,31183,Wheeler,57,424,486,county
NE,31113,Logan,25,409,440,county
NE,31115,Loup,73,354,428,county
NE,31091,Hooker,55,369,427,county
NE,31171,Thomas,44,348,393,county
NE,31007,Banner,34,348,386,county
NE,31075,Grant,15,351,366,county
NE,31009,Blaine,37,250,291,county
NE,31117,McPherson,12,267,283,county
NE,31005,Arthur,17,264,282,county
NV,32003,Clark,520187,493052,1031223,county
NV,32031,Washoe,130071,127443,263734,county
NV,32005,Douglas,11553,23237,35556,county
NV,32019,Lyon,8954,23861,33541,county
NV,32510,Carson City,13375,16873,31068,county
NV,32023,Nye,7559,18946,26997,county
NV,32007,Elko,4632,17352,22465,county
NV,32001,Churchill,3179,9962,13503,county
NV,32013,Humboldt,1711,6141,8030,county
NV,32033,White Pine,883,3364,4351,county
NV,32029,Storey,913,2108,3075,county
NV,32015,Lander,482,2180,2725,county
NV,32017,Lincoln,314,2108,2472,county
NV,32027,Pershing,496,1764,2308,county
NV,32021,Mineral,711,1528,2295,county
NV,32011,Eureka,104,910,1036,county
NV,32009,Esmeralda,73,376,461,county
NH,33011,Hillsborough,118780,112068,233234,county
NH,33015,Rockingham,97616,102542,201949,county
NH,33013,Merrimack,48181,43365,92475,county
NH,33017,Strafford,42374,33163,76323,county
NH,33009,Grafton,32998,21911,55603,county
NH,33005,Cheshire,24579,20142,45200,county
NH,33001,Belknap,17469,22765,40550,county
NH,33003,Carroll,16827,17407,34498,county
NH,33019,Sullivan,12317,12484,25091,county
NH,33007,Coos,7355,9731,17230,county
NJ,34003,Bergen,232660,217096,459077,county
NJ,34023,Middlesex,191802,162459,365187,county
NJ,34025,Monmouth,156382,197409,360143,county
NJ,34029,Ocean,105789,227232,337135,county
NJ,34013,Essex,224596,83908,313283,county
NJ,34027,Morris,135672,143439,284666,county
NJ,34007,Camden,155522,87767,246954,county
NJ,34039,Union,147327,89063,240632,county
NJ,34017,Hudson,144765,79913,231181,county
NJ,34005,Burlington,132275,94116,229466,county
NJ,34031,Passaic,95156,100954,202767,county
NJ,34035,Somerset,98790,74101,177412,county
NJ,34015,Gloucester,78708,83326,164635,county
NJ,34021,Mercer,107558,52274,163270,county
NJ,34001,Atlantic,61879,65817,129759,county
NJ,34037,Sussex,31019,52123,84629,county
NJ,34019,Hunterdon,36995,42391,80925,county
NJ,34041,Warren,23318,35772,60150,county
NJ,34011,Cumberland,26577,28675,55885,county
NJ,34009,Cape May,21648,32151,54568,county
NJ,34033,Salem,12275,18229,31001,county
NM,35001,Bernalillo,184117,118762,310844,county
NM,35013,Dona Ana,45937,37594,85407,county
NM,35049,Santa Fe,61405,20457,83719,county
NM,35043,Sandoval,41205,36605,79540,county
NM,35045,San Juan,17464,34264,52926,county
NM,35061,Valencia,13609,19057,33277,county
NM,35031,McKinley,15711,9364,25867,county
NM,35035,Otero,8582,15117,24242,county
NM,35015,Eddy,5032,18141,23472,county
NM,35005,Chaves,5941,15894,22200,county
NM,35025,Lea,3930,16997,21209,county
NM,35055,Taos,12038,4139,16636,county
NM,35039,Rio Arriba,9373,6268,15989,county
NM,35009,Curry,4230,10714,15223,county
NM,35017,Grant,7301,6580,14224,county
NM,35028,Los Alamos,7726,4047,12187,county
NM,35047,San Miguel,6985,3887,11108,county
NM,35027,Lincoln,3033,6942,10165,county
NM,35006,Cibola,4450,4311,8977,county
NM,35029,Luna,3176,4698,8056,county
NM,35053,Socorro,3384,3651,7233,county
NM,35057,Torrance,2144,4880,7179,county
NM,35041,Roosevelt,1820,4687,6639,county
NM,35051,Sierra,2332,3473,5953,county
NM,35007,Colfax,2436,3252,5813,county
NM,35037,Quay,1055,2570,3704,county
NM,35033,Mora,1439,1010,2487,county
NM,35003,Catron,571,1752,2357,county
NM,35019,Guadalupe,959,945,1938,county
NM,35023,Hidalgo,705,1140,1862,county
NM,35059,Union,378,1247,1665,county
NM,35011,DeBaca,206,649,874,county
NM,35021,Harding,128,297,431,county
NY,36047,Brooklyn,601265,233964,835229,county
NY,36103,Suffolk,341812,417549,759361,county
NY,36059,Nassau,338453,368138,706591,county
NY,36081,Queens,437282,264628,701910,county
NY,36061,Manhattan,533782,113921,647703,county
NY,36119,Westchester,287434,167795,455229,county
NY,36029,Erie,248651,204774,453425,county
NY,36055,Monroe,214757,145940,360697,county
NY,36005,Bronx,261670,98174,359844,county
NY,36067,Onondaga,133155,93916,227071,county
NY,36085,Staten Island,69345,128151,197496,county
NY,36071,Orange,80253,94936,175189,county
NY,36027,Dutchess,79994,71778,151772,county
NY,36087,Rockland,65880,83543,149423,county
NY,36001,Albany,92589,54560,147149,county
NY,36091,Saratoga,66321,63940,130261,county
NY,36063,Niagara,43438,58678,102116,county
NY,36065,Oneida,39415,60687,100102,county
NY,36111,Ulster,57974,39743,97717,county
NY,36007,Broome,45142,44763,89905,county
NY,36083,Rensselaer,39668,38601,78269,county
NY,36093,Schenectady,39733,31975,71708,county
NY,36069,Ontario,29520,30221,59741,county
NY,36013,Chautauqua,22085,34528,56613,county
NY,36079,Putnam,23956,31553,55509,county
NY,36075,Oswego,20483,33548,54031,county
NY,36109,Tompkins,34631,11354,45985,county
NY,36101,Steuben,15413,29777,45190,county
NY,36117,Wayne,17056,27286,44342,county
NY,36089,Saint Lawrence,18010,25919,43929,county
NY,36045,Jefferson,16326,26417,42743,county
NY,36015,Chemung,15572,21861,37433,county
NY,36011,Cayuga,15772,20482,36254,county
NY,36019,Clinton,17478,18247,35725,county
NY,36113,Warren,17099,18606,35705,county
NY,36021,Columbia,20396,15168,35564,county
NY,36105,Sullivan,14549,20386,34935,county
NY,36009,Cattaraugus,11424,22586,34010,county
NY,36053,Madison,14629,19025,33654,county
NY,36051,Livingston,12148,18780,30928,county
NY,36043,Herkimer,9110,19557,28667,county
NY,36115,Washington,11224,17268,28492,county
NY,36037,Genesee,9367,18997,28364,county
NY,36077,Otsego,13031,15256,28287,county
NY,36039,Greene,10436,14702,25138,county
NY,36107,Tioga,9437,15038,24475,county
NY,36035,Fulton,7666,16237,23903,county
NY,36025,Delaware,9237,13789,23026,county
NY,36017,Chenango,8177,14294,22471,county
NY,36023,Cortland,10290,11706,21996,county
NY,36057,Montgomery,7356,13286,20642,county
NY,36003,Allegany,5802,14425,20227,county
NY,36033,Franklin,8821,10569,19390,county
NY,36031,Essex,9629,9533,19162,county
NY,36121,Wyoming,4929,14112,19041,county
NY,36073,Orleans,5366,12659,18025,county
NY,36095,Schoharie,5547,10423,15970,county
NY,36099,Seneca,6610,8379,14989,county
NY,36049,Lewis,3600,9353,12953,county
NY,36123,Yates,4401,6098,10499,county
NY,36097,Schuyler,3736,5717,9453,county
NY,36041,Hamilton,1211,2223,3434,county
NC,37183,Wake,402984,236735,650796,county
NC,37119,Mecklenburg,376454,187770,573679,county
NC,37081,Guilford,171118,109077,284114,county
NC,37067,Forsyth,114145,87292,203928,county
NC,37063,Durham,144450,32853,180189,county
NC,37021,Buncombe,98662,59016,159885,county
NC,37051,Cumberland,78631,59840,140175,county
NC,37179,Union,51168,86271,138875,county
NC,37129,New Hanover,68814,67949,138243,county
NC,37101,Johnston,48116,74878,124360,county
NC,37025,Cabarrus,54494,63746,119820,county
NC,37071,Gaston,44062,73828,118959,county
NC,37097,Iredell,36739,72801,110560,county
NC,37019,Brunswick,40557,67658,109049,county
NC,37057,Davidson,24150,67959,93091,county
NC,37001,Alamance,40624,47937,89568,county
NC,37135,Orange,65444,20806,87426,county
NC,37147,Pitt,45595,40403,86924,county
NC,37035,Catawba,26569,59577,86885,county
NC,37133,Onslow,25684,54960,81476,county
NC,37151,Randolph,15951,59357,75841,county
NC,37159,Rowan,23788,50807,75236,county
NC,37089,Henderson,29361,39497,69651,county
NC,37085,Harnett,23472,39440,63597,county
NC,37125,Moore,21436,39617,61590,county
NC,37049,Craven,22011,33477,56028,county
NC,37109,Lincoln,14842,40183,55433,county
NC,37191,Wayne,22618,31580,54667,county
NC,37127,Nash,25508,26431,52364,county
NC,37037,Chatham,29014,22507,52098,county
NC,37045,Cleveland,16603,34654,51602,county
NC,37157,Rockingham,15676,33447,49492,county
NC,37155,Robeson,16728,29647,46677,county
NC,37023,Burke,13272,32130,45733,county
NC,37031,Carteret,12813,32508,45693,county
NC,37027,Caldwell,10146,33009,43451,county
NC,37069,Franklin,18167,23938,42526,county
NC,37195,Wilson,19909,19750,39978,county
NC,37141,Pender,12460,26042,38837,county
NC,37087,Haywood,13913,23393,37724,county
NC,37171,Surry,8613,28565,37424,county
NC,37167,Stanly,8881,27518,36651,county
NC,37193,Wilkes,7194,28812,36240,county
NC,37161,Rutherford,8914,25456,34600,county
NC,37189,Watauga,17225,15254,32934,county
NC,37077,Granville,14365,17383,32044,county
NC,37105,Lee,12245,17489,30007,county
NC,37163,Sampson,9797,18178,28138,county
NC,37107,Lenoir,12700,14564,27465,county
NC,37169,Stokes,5380,21548,27127,county
