"fips","county","state","y1960","y1964","y1968","y1972","y1976","y1980","y1984","y1988","y1992","y1996","y2000","y2004","y2008","y2012","y2016","y2020","y2024"
"46085","LYMAN","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46087","MCCOOK","SD","R","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R","R"
"46089","MCPHERSON","SD","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46091","MARSHALL","SD","R","D","D","D","D","R","R","D","D","D","R","R","D","D","R","R","R"
"46093","MEADE","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46095","MELLETTE","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46097","MINER","SD","R","D","D","D","D","R","R","D","D","D","R","R","D","R","R","R","R"
"46099","MINNEHAHA","SD","R","D","R","R","R","R","R","D","D","D","R","R","D","R","R","R","R"
"46101","MOODY","SD","R","D","R","D","D","R","R","D","D","D","R","R","D","R","R","R","R"
"46103","PENNINGTON","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46105","PERKINS","SD","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46107","POTTER","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46109","ROBERTS","SD","D","D","D","D","D","R","R","D","D","D","R","D","D","D","R","R","R"
"46111","SANBORN","SD","R","D","R","D","D","R","R","R","D","D","R","R","R","R","R","R","R"
"46115","SPINK","SD","R","D","D","R","D","R","R","D","D","R","R","R","R","R","R","R","R"
"46117","STANLEY","SD","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46119","SULLY","SD","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46121","TODD","SD","R","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"46123","TRIPP","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46125","TURNER","SD","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46127","UNION","SD","R","D","R","D","D","R","R","D","D","D","R","R","R","R","R","R","R"
"46129","WALWORTH","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46135","YANKTON","SD","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"46137","ZIEBACH","SD","R","D","R","R","D","R","R","D","R","D","R","D","D","D","R","D","R"
"47001","ANDERSON","TN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47003","BEDFORD","TN","D","D","D","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47005","BENTON","TN","D","D","R","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47007","BLEDSOE","TN","R","R","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"47009","BLOUNT","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47011","BRADLEY","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47013","CAMPBELL","TN","R","D","R","R","D","R","R","R","D","D","D","R","R","R","R","R","R"
"47015","CANNON","TN","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47017","CARROLL","TN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47019","CARTER","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47021","CHEATHAM","TN","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47023","CHESTER","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47025","CLAIBORNE","TN","R","R","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"47027","CLAY","TN","R","D","R","R","D","D","R","R","D","D","D","D","R","R","R","R","R"
"47029","COCKE","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47031","COFFEE","TN","D","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47033","CROCKETT","TN","R","R","R","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47035","CUMBERLAND","TN","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47037","DAVIDSON","TN","D","D","D","R","D","D","R","R","D","D","D","D","D","D","D","D","D"
"47039","DECATUR","TN","R","D","R","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47041","DE KALB","TN","D","D","R","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47043","DICKSON","TN","D","D","D","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47045","DYER","TN","R","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47047","FAYETTE","TN","R","R","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47049","FENTRESS","TN","R","R","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47051","FRANKLIN","TN","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47053","GIBSON","TN","D","D","R","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47055","GILES","TN","D","D","D","R","D","D","R","D","D","D","D","R","R","R","R","R","R"
"47057","GRAINGER","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47059","GREENE","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47061","GRUNDY","TN","D","D","D","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47063","HAMBLEN","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47065","HAMILTON","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47067","HANCOCK","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47069","HARDEMAN","TN","D","D","D","R","D","D","D","R","D","D","D","D","D","D","R","R","R"
"47071","HARDIN","TN","R","R","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"47073","HAWKINS","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47075","HAYWOOD","TN","D","R","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"47077","HENDERSON","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47079","HENRY","TN","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47081","HICKMAN","TN","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47083","HOUSTON","TN","D","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R"
"47085","HUMPHREYS","TN","D","D","D","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47087","JACKSON","TN","D","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R"
"47089","JEFFERSON","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47091","JOHNSON","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47093","KNOX","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47095","LAKE","TN","D","D","D","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47097","LAUDERDALE","TN","D","D","D","R","D","D","R","R","D","D","D","D","R","R","R","R","R"
"47099","LAWRENCE","TN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47101","LEWIS","TN","D","D","D","D","D","D","R","D","D","D","D","R","R","R","R","R","R"
"47103","LINCOLN","TN","D","D","D","R","D","D","D","R","D","R","R","R","R","R","R","R","R"
"47105","LOUDON","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47107","MCMINN","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47109","MCNAIRY","TN","R","R","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47111","MACON","TN","R","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R","R"
"47113","MADISON","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47115","MARION","TN","D","D","R","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47117","MARSHALL","TN","D","D","D","R","D","D","R","R","D","D","D","R","R","R","R","R","R"
"47119","MAURY","TN","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47121","MEIGS","TN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47123","MONROE","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47125","MONTGOMERY","TN","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47127","MOORE","TN","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47129","MORGAN","TN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47131","OBION","TN","D","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47133","OVERTON","TN","D","D","D","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47135","PERRY","TN","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47137","PICKETT","TN","R","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R","R"
"47139","POLK","TN","R","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47141","PUTNAM","TN","D","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47143","RHEA","TN","R","R","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47145","ROANE","TN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47147","ROBERTSON","TN","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47149","RUTHERFORD","TN","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"47151","SCOTT","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47153","SEQUATCHIE","TN","D","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"47155","SEVIER","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47157","SHELBY","TN","R","D","D","R","D","D","R","R","D","D","D","D","D","D","D","D","D"
"47159","SMITH","TN","D","D","D","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47161","STEWART","TN","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47163","SULLIVAN","TN","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47165","SUMNER","TN","D","D","R","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"47167","TIPTON","TN","D","D","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"47169","TROUSDALE","TN","D","D","D","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47171","UNICOI","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47173","UNION","TN","R","R","R","R","R","R","R","R","D","D","R","R","R","R","R","R","R"
"47175","VAN BUREN","TN","D","D","R","R","D","D","D","D","D","D","D","D","R","R","R","R","R"
"47177","WARREN","TN","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"47179","WASHINGTON","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47181","WAYNE","TN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"47183","WEAKLEY","TN","D","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"47185","WHITE","TN","D","D","D","R","D","D","D","R","D","D","D","R","R","R","R","R","R"
"47187","WILLIAMSON","TN","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"47189","WILSON","TN","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48001","ANDERSON","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48003","ANDREWS","TX","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48005","ANGELINA","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48007","ARANSAS","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48009","ARCHER","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48011","ARMSTRONG","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48013","ATASCOSA","TX","D","D","D","R","D","R","R","R","R","D","R","R","R","R","R","R","R"
"48015","AUSTIN","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48017","BAILEY","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48019","BANDERA","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48021","BASTROP","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48023","BAYLOR","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48025","BEE","TX","D","D","D","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"48027","BELL","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48029","BEXAR","TX","D","D","D","R","D","R","R","R","D","D","R","R","D","D","D","D","D"
"48031","BLANCO","TX","D","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48033","BORDEN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48035","BOSQUE","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48037","BOWIE","TX","D","D","D","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"48039","BRAZORIA","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48041","BRAZOS","TX","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48043","BREWSTER","TX","R","D","D","R","R","R","R","R","D","D","R","R","D","R","R","R","R"
"48045","BRISCOE","TX","D","D","D","R","D","R","R","D","D","R","R","R","R","R","R","R","R"
"48047","BROOKS","TX","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"48049","BROWN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48051","BURLESON","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48053","BURNET","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48055","CALDWELL","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48057","CALHOUN","TX","D","D","D","R","D","R","R","D","R","R","R","R","R","R","R","R","R"
"48059","CALLAHAN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48061","CAMERON","TX","D","D","D","R","D","D","R","D","D","D","D","R","D","D","D","D","R"
"48063","CAMP","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48065","CARSON","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48067","CASS","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48069","CASTRO","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48071","CHAMBERS","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48073","CHEROKEE","TX","D","D","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"48075","CHILDRESS","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48077","CLAY","TX","D","D","D","R","D","D","R","D","D","R","R","R","R","R","R","R","R"
"48079","COCHRAN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48081","COKE","TX","D","D","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"48083","COLEMAN","TX","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"48085","COLLIN","TX","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48087","COLLINGSWORTH","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48089","COLORADO","TX","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48091","COMAL","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48093","COMANCHE","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48095","CONCHO","TX","D","D","D","R","D","D","R","D","D","R","R","R","R","R","R","R","R"
"48097","COOKE","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48099","CORYELL","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48101","COTTLE","TX","D","D","D","D","D","D","D","D","D","D","R","R","R","R","R","R","R"
"48103","CRANE","TX","D","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48105","CROCKETT","TX","R","D","D","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"48107","CROSBY","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48109","CULBERSON","TX","D","D","D","R","D","R","R","D","D","D","D","R","D","D","D","D","R"
"48111","DALLAM","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48113","DALLAS","TX","R","D","R","R","R","R","R","R","R","R","R","R","D","D","D","D","D"
"48115","DAWSON","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48117","DEAF SMITH","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48119","DELTA","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48121","DENTON","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48123","DE WITT","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48125","DICKENS","TX","D","D","D","R","D","D","D","D","D","D","R","R","R","R","R","R","R"
"48127","DIMMIT","TX","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"48129","DONLEY","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48131","DUVAL","TX","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","R"
"48133","EASTLAND","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48135","ECTOR","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48137","EDWARDS","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48139","ELLIS","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48141","EL PASO","TX","D","D","D","R","D","R","R","D","D","D","D","D","D","D","D","D","D"
"48143","ERATH","TX","R","D","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"48145","FALLS","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48147","FANNIN","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48149","FAYETTE","TX","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48151","FISHER","TX","D","D","D","R","D","D","D","D","D","D","R","R","R","R","R","R","R"
"48153","FLOYD","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48155","FOARD","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48157","FORT BEND","TX","D","D","R","R","R","R","R","R","R","R","R","R","R","R","D","D","D"
"48159","FRANKLIN","TX","D","D","D","R","D","D","R","D","D","R","R","R","R","R","R","R","R"
"48161","FREESTONE","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48163","FRIO","TX","D","D","D","R","D","D","D","D","D","D","D","R","D","D","D","R","R"
"48165","GAINES","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48167","GALVESTON","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48169","GARZA","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48171","GILLESPIE","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48173","GLASSCOCK","TX","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48175","GOLIAD","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48177","GONZALES","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48179","GRAY","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48181","GRAYSON","TX","D","D","D","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"48183","GREGG","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48185","GRIMES","TX","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"48187","GUADALUPE","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48189","HALE","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48191","HALL","TX","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"48193","HAMILTON","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48195","HANSFORD","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48197","HARDEMAN","TX","R","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48199","HARDIN","TX","D","D","D","R","D","D","R","D","D","R","R","R","R","R","R","R","R"
"48201","HARRIS","TX","R","D","R","R","R","R","R","R","R","R","R","R","D","D","D","D","D"
"48203","HARRISON","TX","D","D","D","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"48205","HARTLEY","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48207","HASKELL","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48209","HAYS","TX","D","D","D","R","D","R","R","R","D","R","R","R","R","R","R","D","D"
"48211","HEMPHILL","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48213","HENDERSON","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48215","HIDALGO","TX","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","R"
"48217","HILL","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48219","HOCKLEY","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48221","HOOD","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48223","HOPKINS","TX","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"48225","HOUSTON","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48227","HOWARD","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48229","HUDSPETH","TX","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"48231","HUNT","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48233","HUTCHINSON","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48235","IRION","TX","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48237","JACK","TX","R","D","D","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"48239","JACKSON","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48241","JASPER","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48243","JEFF DAVIS","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48245","JEFFERSON","TX","D","D","D","R","D","D","D","D","D","D","D","D","D","D","R","R","R"
"48247","JIM HOGG","TX","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"48249","JIM WELLS","TX","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","R","R"
"48251","JOHNSON","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48253","JONES","TX","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"48255","KARNES","TX","D","D","D","R","D","R","R","D","R","D","R","R","R","R","R","R","R"
"48257","KAUFMAN","TX","D","D","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"48259","KENDALL","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48261","KENEDY","TX","D","D","D","R","D","D","D","D","D","D","D","D","D","R","D","R","R"
"48263","KENT","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48265","KERR","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48267","KIMBLE","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48269","KING","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48271","KINNEY","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48273","KLEBERG","TX","D","D","D","R","D","D","R","D","D","D","R","R","D","D","D","R","R"
"48275","KNOX","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48277","LAMAR","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48279","LAMB","TX","D","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48281","LAMPASAS","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48283","LA SALLE","TX","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","R","R"
"48285","LAVACA","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48287","LEE","TX","D","D","D","R","D","R","R","D","R","R","R","R","R","R","R","R","R"
"48289","LEON","TX","D","D","D","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"48291","LIBERTY","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48293","LIMESTONE","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48295","LIPSCOMB","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48297","LIVE OAK","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48299","LLANO","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48301","LOVING","TX","D","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48303","LUBBOCK","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48305","LYNN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48307","MCCULLOCH","TX","D","D","D","R","D","D","R","D","D","R","R","R","R","R","R","R","R"
"48309","MCLENNAN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48311","MCMULLEN","TX","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48313","MADISON","TX","D","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48315","MARION","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48317","MARTIN","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48319","MASON","TX","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48321","MATAGORDA","TX","R","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48323","MAVERICK","TX","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","R"
"48325","MEDINA","TX","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"48327","MENARD","TX","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"48329","MIDLAND","TX","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"48331","MILAM","TX","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"48333","MILLS","TX","R","D","D","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"48335","MITCHELL","TX","D","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"48337","MONTAGUE","TX","D","D","D","R","D","D","R","D","D","R","R","R","R","R","R","R","R"
