"SUMLVL","LEVEL","S203_GEOID","ST","CNTY","NAMELSAD","LANGUAGE","VACIT","MVACIT","VACLEP","MVACLEP","ILLIT","MILLIT","LEPPCT","MLEPPCT","ILLRAT","MILLRAT","FLAG10","FLAG5","FLAG_EDU","FLAG_AIAN","FLAG_ANRC","FLAG_COV"
"050","County","0500000US48109","48","109","Culberson County","Hispanic",1117,107,518,67,44,15,35.2,5.3,8.5,2.7,0,1,1,0,0,1
"050","County","0500000US48111","48","111","Dallam County","Total Population",3931,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48111","48","111","Dallam County","Hispanic",1071,88,255,52,50,19,6.5,1.4,19.6,6.5,0,1,1,0,0,1
"050","County","0500000US48113","48","113","Dallas County","Total Population",1507000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48113","48","113","Dallas County","Hispanic",359500,1785,89950,1203,10510,437,6,0.1,11.7,0.5,1,1,1,0,0,1
"050","County","0500000US48113","48","113","Dallas County","Vietnamese alone or in combination",20630,889,10190,525,1961,191,0.7,0,19.2,1.6,1,0,1,0,0,1
"050","County","0500000US48115","48","115","Dawson County","Total Population",9121,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48115","48","115","Dawson County","Hispanic",4735,58,686,78,205,42,7.5,0.9,29.9,5.1,0,1,1,0,0,1
"050","County","0500000US48117","48","117","Deaf Smith County","Total Population",10560,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48117","48","117","Deaf Smith County","Hispanic",6456,165,772,101,204,50,7.3,1,26.4,5.7,0,1,1,0,0,1
"050","County","0500000US48121","48","121","Denton County","Total Population",561200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48121","48","121","Denton County","Hispanic",75800,650,10760,428,988,133,1.9,0.1,9.2,1.2,1,0,1,0,0,1
"050","County","0500000US48127","48","127","Dimmit County","Total Population",6995,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48127","48","127","Dimmit County","Hispanic",5935,80,1039,123,233,56,14.9,1.8,22.4,4.8,0,1,1,0,0,1
"050","County","0500000US48131","48","131","Duval County","Total Population",8072,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48131","48","131","Duval County","Hispanic",7075,69,1047,115,117,36,13,1.4,11.2,3.2,0,1,1,0,0,1
"050","County","0500000US48135","48","135","Ector County","Total Population",98660,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48135","48","135","Ector County","Hispanic",51510,463,8018,388,1167,158,8.1,0.4,14.6,1.8,0,1,1,0,0,1
"050","County","0500000US48137","48","137","Edwards County","Total Population",1611,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48137","48","137","Edwards County","Hispanic",830,98,94,29,25,12,5.8,1.9,26.6,9.4,0,1,1,0,0,1
"050","County","0500000US48141","48","141","El Paso County","Total Population",506400,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48141","48","141","El Paso County","Hispanic",396800,1155,124000,1281,10670,431,24.5,0.3,8.6,0.3,1,1,1,0,0,1
"050","County","0500000US48153","48","153","Floyd County","Total Population",3862,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48153","48","153","Floyd County","Hispanic",1867,49,210,38,71,20,5.4,1,33.8,7.6,0,1,1,0,0,1
"050","County","0500000US48157","48","157","Fort Bend County","Total Population",466200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48157","48","157","Fort Bend County","Hispanic",90580,849,14720,589,1820,209,3.2,0.1,12.4,1.3,1,0,1,0,0,1
"050","County","0500000US48163","48","163","Frio County","Total Population",12650,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48163","48","163","Frio County","Hispanic",9410,182,1223,138,265,61,9.7,1.1,21.7,4.3,0,1,1,0,0,1
"050","County","0500000US48165","48","165","Gaines County","Total Population",10490,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48165","48","165","Gaines County","Hispanic",4133,131,854,107,102,34,8.1,1.1,11.9,3.7,0,1,1,0,0,1
"050","County","0500000US48169","48","169","Garza County","Total Population",3146,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48169","48","169","Garza County","Hispanic",760,77,205,38,54,17,6.5,1.2,26.3,6.6,0,1,1,0,0,1
"050","County","0500000US48177","48","177","Gonzales County","Total Population",13290,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48177","48","177","Gonzales County","Hispanic",5024,117,689,79,148,36,5.2,0.6,21.5,4.6,0,1,1,0,0,1
"050","County","0500000US48189","48","189","Hale County","Total Population",22280,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48189","48","189","Hale County","Hispanic",11230,148,1118,112,291,57,5,0.5,26,4.3,0,1,1,0,0,1
"050","County","0500000US48195","48","195","Hansford County","Total Population",2900,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48195","48","195","Hansford County","Hispanic",679,69,259,47,94,26,8.9,1.6,36.3,8.1,0,1,1,0,0,1
"050","County","0500000US48201","48","201","Harris County","Total Population",2706000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48201","48","201","Harris County","Hispanic",809100,2712,195600,1941,24620,742,7.2,0.1,12.6,0.4,1,1,1,0,0,1
"050","County","0500000US48201","48","201","Harris County","Chinese (including Taiwanese) alone or in combination",36190,1001,12420,506,1158,135,0.5,0,9.3,1,1,0,1,0,0,1
"050","County","0500000US48201","48","201","Harris County","Vietnamese alone or in combination",67980,1597,33660,981,4667,318,1.2,0,13.9,0.9,1,0,1,0,0,1
"050","County","0500000US48215","48","215","Hidalgo County","Total Population",420900,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48215","48","215","Hidalgo County","Hispanic",369900,1541,89210,1298,14100,546,21.2,0.3,15.8,0.6,1,1,1,0,0,1
"050","County","0500000US48219","48","219","Hockley County","Total Population",15930,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48219","48","219","Hockley County","Hispanic",6341,94,932,86,316,52,5.8,0.5,33.9,4.6,0,1,1,0,0,1
"050","County","0500000US48229","48","229","Hudspeth County","Total Population",2003,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48229","48","229","Hudspeth County","Hispanic",1328,91,674,76,95,28,33.6,4.7,14.1,3.8,0,1,1,0,0,1
"050","County","0500000US48243","48","243","Jeff Davis County","Total Population",1683,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48243","48","243","Jeff Davis County","Hispanic",368,77,130,39,13,7,7.7,2.4,10,4.4,0,1,1,0,0,1
"050","County","0500000US48247","48","247","Jim Hogg County","Total Population",3427,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48247","48","247","Jim Hogg County","Hispanic",3114,150,602,80,83,26,17.6,2.4,13.8,4,0,1,1,0,0,1
"050","County","0500000US48249","48","249","Jim Wells County","Total Population",28200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48249","48","249","Jim Wells County","Hispanic",22050,144,2616,218,495,92,9.3,0.8,18.9,3.2,0,1,1,0,0,1
"050","County","0500000US48255","48","255","Karnes County","Total Population",11150,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48255","48","255","Karnes County","Hispanic",5186,98,696,77,130,32,6.2,0.7,18.7,4.1,0,1,1,0,0,1
"050","County","0500000US48261","48","261","Kenedy County","Total Population",364,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48261","48","261","Kenedy County","Hispanic",312,74,150,42,29,13,41.2,14.7,19.3,6.9,0,1,1,0,0,1
"050","County","0500000US48271","48","271","Kinney County","Total Population",2864,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48271","48","271","Kinney County","Hispanic",1459,129,278,60,32,14,9.7,2.1,11.5,4.5,0,1,1,0,0,1
"050","County","0500000US48273","48","273","Kleberg County","Total Population",22390,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48273","48","273","Kleberg County","Hispanic",15850,108,1780,162,173,49,8,0.7,9.7,2.6,0,1,1,0,0,1
"050","County","0500000US48275","48","275","Knox County","Total Population",2498,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48275","48","275","Knox County","Hispanic",627,30,126,23,31,10,5,0.9,24.6,6.7,0,1,1,0,0,1
"050","County","0500000US48279","48","279","Lamb County","Total Population",8666,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48279","48","279","Lamb County","Hispanic",4011,74,593,62,142,30,6.8,0.7,23.9,4.4,0,1,1,0,0,1
"050","County","0500000US48283","48","283","La Salle County","Total Population",5402,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48283","48","283","La Salle County","Hispanic",4307,221,653,99,74,28,12.1,1.9,11.3,3.9,0,1,1,0,0,1
"050","County","0500000US48297","48","297","Live Oak County","Total Population",9104,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48297","48","297","Live Oak County","Hispanic",3008,71,589,68,149,34,6.5,0.8,25.3,5,0,1,1,0,0,1
"050","County","0500000US48305","48","305","Lynn County","Total Population",4054,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48305","48","305","Lynn County","Hispanic",1751,27,240,34,62,16,5.9,0.8,25.8,5.8,0,1,1,0,0,1
"050","County","0500000US48317","48","317","Martin County","Total Population",3761,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48317","48","317","Martin County","Hispanic",1539,101,219,48,39,16,5.8,1.3,17.8,6.3,0,1,1,0,0,1
"050","County","0500000US48323","48","323","Maverick County","Total Population",29220,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48323","48","323","Maverick County","Hispanic",27740,421,8134,387,1081,157,27.8,1.5,13.3,1.8,0,1,1,0,0,1
"050","County","0500000US48323","48","323","Maverick County","All other American Indian tribes alone or in combination",198,73,39,18,24,12,0.1,0.1,61.5,13.2,0,0,1,1,0,1
"050","County","0500000US48325","48","325","Medina County","Total Population",37450,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48325","48","325","Medina County","Hispanic",17880,135,2385,193,226,57,6.4,0.5,9.5,2.3,0,1,1,0,0,1
"050","County","0500000US48327","48","327","Menard County","Total Population",1747,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48327","48","327","Menard County","Hispanic",614,65,132,33,28,12,7.6,1.9,21.2,7.3,0,1,1,0,0,1
"050","County","0500000US48341","48","341","Moore County","Total Population",10850,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48341","48","341","Moore County","Hispanic",4456,178,815,106,131,38,7.5,1,16.1,4.2,0,1,1,0,0,1
"050","County","0500000US48355","48","355","Nueces County","Total Population",253800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48355","48","355","Nueces County","Hispanic",151200,477,15390,479,2280,197,6.1,0.2,14.8,1.2,1,1,1,0,0,1
"050","County","0500000US48357","48","357","Ochiltree County","Total Population",5606,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48357","48","357","Ochiltree County","Hispanic",1957,111,430,69,52,20,7.7,1.3,12.1,4.3,0,1,1,0,0,1
"050","County","0500000US48369","48","369","Parmer County","Total Population",5500,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48369","48","369","Parmer County","Hispanic",2828,94,486,64,91,25,8.8,1.2,18.7,4.6,0,1,1,0,0,1
"050","County","0500000US48371","48","371","Pecos County","Total Population",10630,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48371","48","371","Pecos County","Hispanic",6498,115,1185,116,347,62,11.1,1.1,29.3,4.5,0,1,1,0,0,1
"050","County","0500000US48373","48","373","Polk County","Total Population",36970,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48373","48","373","Polk County","All other American Indian tribes alone or in combination",483,52,25,8,0,1,0.1,0,0,2.5,0,0,0,1,0,1
"050","County","0500000US48377","48","377","Presidio County","Total Population",3282,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48377","48","377","Presidio County","Hispanic",2385,166,773,118,238,63,23.6,4,30.8,6.8,0,1,1,0,0,1
"050","County","0500000US48383","48","383","Reagan County","Total Population",2132,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48383","48","383","Reagan County","Hispanic",1214,82,259,47,28,12,12.1,2.3,10.8,4.2,0,1,1,0,0,1
"050","County","0500000US48389","48","389","Reeves County","Total Population",9704,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48389","48","389","Reeves County","Hispanic",6465,138,1154,108,231,48,11.9,1.2,20,3.7,0,1,1,0,0,1
"050","County","0500000US48409","48","409","San Patricio County","Total Population",46800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48409","48","409","San Patricio County","Hispanic",24830,155,2654,183,568,86,5.7,0.4,21.4,2.9,0,1,1,0,0,1
"050","County","0500000US48413","48","413","Schleicher County","Total Population",1998,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48413","48","413","Schleicher County","Hispanic",925,36,118,28,16,8,5.9,1.4,13.6,5.8,0,1,1,0,0,1
"050","County","0500000US48421","48","421","Sherman County","Total Population",2016,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48421","48","421","Sherman County","Hispanic",541,46,113,25,18,8,5.6,1.3,15.9,5.8,0,1,1,0,0,1
"050","County","0500000US48427","48","427","Starr County","Total Population",30500,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48427","48","427","Starr County","Hispanic",30210,389,10800,363,1660,158,35.4,1.3,15.4,1.4,1,1,1,0,0,1
"050","County","0500000US48431","48","431","Sterling County","Total Population",751,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48431","48","431","Sterling County","Hispanic",310,46,40,15,7,4,5.3,2,17.5,7.1,0,1,1,0,0,1
"050","County","0500000US48435","48","435","Sutton County","Total Population",2526,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48435","48","435","Sutton County","Hispanic",1453,100,154,35,21,10,6.1,1.4,13.6,5.6,0,1,1,0,0,1
"050","County","0500000US48439","48","439","Tarrant County","Total Population",1326000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48439","48","439","Tarrant County","Hispanic",256100,1279,47270,905,5475,330,3.6,0.1,11.6,0.7,1,0,1,0,0,1
"050","County","0500000US48439","48","439","Tarrant County","Vietnamese alone or in combination",22830,947,12190,591,1663,177,0.9,0,13.6,1.3,1,0,1,0,0,1
"050","County","0500000US48443","48","443","Terrell County","Total Population",750,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48443","48","443","Terrell County","Hispanic",413,94,64,23,12,6,8.5,3.3,18.8,7.5,0,1,1,0,0,1
"050","County","0500000US48445","48","445","Terry County","Total Population",8197,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48445","48","445","Terry County","Hispanic",3921,80,609,73,211,43,7.4,0.9,34.6,5.8,0,1,1,0,0,1
"050","County","0500000US48449","48","449","Titus County","Total Population",18810,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48449","48","449","Titus County","Hispanic",4339,169,1015,109,92,30,5.4,0.6,9.1,2.8,0,1,1,0,0,1
"050","County","0500000US48453","48","453","Travis County","Total Population",826600,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48453","48","453","Travis County","Hispanic",203200,1103,25640,718,3188,263,3.1,0.1,12.4,1,1,0,1,0,0,1
"050","County","0500000US48463","48","463","Uvalde County","Total Population",17820,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48463","48","463","Uvalde County","Hispanic",11760,181,2085,198,319,74,11.7,1.1,15.3,3.3,0,1,1,0,0,1
"050","County","0500000US48465","48","465","Val Verde County","Total Population",29360,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48465","48","465","Val Verde County","Hispanic",22420,272,3989,240,806,112,13.6,0.8,20.2,2.6,0,1,1,0,0,1
"050","County","0500000US48475","48","475","Ward County","Total Population",7923,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48475","48","475","Ward County","Hispanic",3767,66,570,69,134,32,7.2,0.9,23.5,4.9,0,1,1,0,0,1
"050","County","0500000US48479","48","479","Webb County","Total Population",136700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48479","48","479","Webb County","Hispanic",128000,704,40280,694,3812,241,29.5,0.6,9.5,0.6,1,1,1,0,0,1
"050","County","0500000US48489","48","489","Willacy County","Total Population",14570,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48489","48","489","Willacy County","Hispanic",12430,141,2664,168,596,81,18.3,1.2,22.4,2.7,0,1,1,0,0,1
"050","County","0500000US48495","48","495","Winkler County","Total Population",4875,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48495","48","495","Winkler County","Hispanic",2551,83,313,59,56,21,6.4,1.2,17.9,6,0,1,1,0,0,1
"050","County","0500000US48501","48","501","Yoakum County","Total Population",4261,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48501","48","501","Yoakum County","Hispanic",2268,125,448,79,145,42,10.5,2,32.4,7.6,0,1,1,0,0,1
"050","County","0500000US48505","48","505","Zapata County","Total Population",6985,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48505","48","505","Zapata County","Hispanic",6358,199,2093,183,162,50,30,3.2,7.7,2.2,0,1,1,0,0,1
"050","County","0500000US48507","48","507","Zavala County","Total Population",7915,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48507","48","507","Zavala County","Hispanic",7377,104,1194,148,137,46,15.1,1.9,11.5,3.5,0,1,1,0,0,1
"050","County","0500000US49035","49","035","Salt Lake County","Total Population",740800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US49035","49","035","Salt Lake County","Hispanic",79910,804,10940,444,1530,164,1.5,0.1,14,1.4,1,0,1,0,0,1
"050","County","0500000US49037","49","037","San Juan County","Total Population",10480,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US49037","49","037","San Juan County","Navajo alone or in combination",4932,52,953,61,178,27,9.1,0.6,18.7,2.6,0,1,1,1,0,1
"050","County","0500000US49037","49","037","San Juan County","Ute alone or in combination",116,32,20,17,1,2,0.2,0.2,5,7.8,0,0,1,1,0,1
"050","County","0500000US51059","51","059","Fairfax County","Total Population",735100,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US51059","51","059","Fairfax County","Hispanic",72630,762,18310,536,1530,160,2.5,0.1,8.4,0.8,1,0,1,0,0,1
"050","County","0500000US51059","51","059","Fairfax County","Vietnamese alone or in combination",23840,922,10700,495,945,111,1.5,0.1,8.8,0.9,1,0,1,0,0,1
"050","County","0500000US51153","51","153","Prince William County","Total Population",287700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US51153","51","153","Prince William County","Hispanic",41790,597,11740,470,1263,154,4.1,0.2,10.8,1.2,1,0,1,0,0,1
"050","County","0500000US51683","51","683","Manassas city","Total Population",24050,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US51683","51","683","Manassas city","Hispanic",4388,234,1301,165,70,28,5.4,0.7,5.4,2.1,0,1,1,0,0,1
"050","County","0500000US51685","51","685","Manassas Park city","Total Population",9613,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US51685","51","685","Manassas Park city","Hispanic",2125,166,552,98,55,23,5.7,1,10,3.8,0,1,1,0,0,1
"050","County","0500000US53001","53","001","Adams County","Total Population",9314,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US53001","53","001","Adams County","Hispanic",3828,166,924,108,99,28,9.9,1.2,10.7,2.9,0,1,1,0,0,1
"050","County","0500000US53021","53","021","Franklin County","Total Population",47820,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US53021","53","021","Franklin County","Hispanic",15770,400,3934,274,808,122,8.2,0.6,20.5,2.8,0,1,1,0,0,1
"050","County","0500000US53033","53","033","King County","Total Population",1507000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US53033","53","033","King County","Hispanic",86610,779,10930,423,1242,143,0.7,0,11.4,1.2,1,0,1,0,0,1
"050","County","0500000US53033","53","033","King County","Chinese (including Taiwanese) alone or in combination",66510,1162,19200,562,2062,177,1.3,0,10.7,0.9,1,0,1,0,0,1
"050","County","0500000US53033","53","033","King County","Vietnamese alone or in combination",34250,976,16060,586,1979,176,1.1,0,12.3,1,1,0,1,0,0,1
"050","County","0500000US53077","53","077","Yakima County","Total Population",145200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US53077","53","077","Yakima County","Hispanic",45610,518,9083,356,1851,164,6.3,0.2,20.4,1.6,0,1,1,0,0,1
"060","MCD","0600000US0900008070","09","000","Bridgeport town","Total Population",88420,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900008070","09","000","Bridgeport town","Hispanic",30060,725,10490,418,1390,144,11.9,0.5,13.3,1.3,1,1,1,0,0,1
"060","MCD","0600000US0900022630","09","000","East Hartford town","Total Population",34440,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900022630","09","000","East Hartford town","Hispanic",10650,473,2939,248,237,54,8.5,0.7,8.1,1.7,0,1,1,0,0,1
"060","MCD","0600000US0900037070","09","000","Hartford town","Total Population",80590,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900037070","09","000","Hartford town","Hispanic",33270,683,11620,415,1639,154,14.4,0.5,14.1,1.2,1,1,1,0,0,1
"060","MCD","0600000US0900046520","09","000","Meriden town","Total Population",45090,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900046520","09","000","Meriden town","Hispanic",11180,497,3294,241,261,52,7.3,0.5,7.9,1.5,0,1,1,0,0,1
"060","MCD","0600000US0900050440","09","000","New Britain town","Total Population",49480,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900050440","09","000","New Britain town","Hispanic",18950,524,5740,307,570,90,11.6,0.6,9.9,1.5,0,1,1,0,0,1
"060","MCD","0600000US0900052070","09","000","New Haven town","Total Population",86190,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900052070","09","000","New Haven town","Hispanic",20780,685,6360,362,480,84,7.4,0.4,7.5,1.3,0,1,1,0,0,1
"060","MCD","0600000US0900052350","09","000","New London town","Total Population",19220,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900052350","09","000","New London town","Hispanic",4604,264,1466,151,115,30,7.6,0.8,7.8,1.9,0,1,1,0,0,1
"060","MCD","0600000US0900056060","09","000","Norwalk town","Total Population",58440,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900056060","09","000","Norwalk town","Hispanic",9651,474,3457,270,323,66,5.9,0.5,9.3,1.7,0,1,1,0,0,1
"060","MCD","0600000US0900080070","09","000","Waterbury town","Total Population",73690,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900080070","09","000","Waterbury town","Hispanic",22860,603,6815,346,820,112,9.2,0.5,12,1.5,0,1,1,0,0,1
"060","MCD","0600000US0900086790","09","000","Windham town","Total Population",18070,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US0900086790","09","000","Windham town","Hispanic",5616,236,1894,171,164,39,10.5,1,8.7,1.9,0,1,1,0,0,1
"060","MCD","0600000US2500007000","25","000","Boston city","Total Population",483400,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500007000","25","000","Boston city","Hispanic",70050,815,22650,584,2517,202,4.7,0.1,11.1,0.8,1,0,1,0,0,1
"060","MCD","0600000US2500013205","25","000","Chelsea city","Total Population",18410,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500013205","25","000","Chelsea city","Hispanic",8664,372,3611,260,648,105,19.6,1.5,17.9,2.6,0,1,1,0,0,1
"060","MCD","0600000US2500014395","25","000","Clinton town","Total Population",10170,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500014395","25","000","Clinton town","Hispanic",1606,154,559,91,60,19,5.5,0.9,10.7,2.9,0,1,1,0,0,1
"060","MCD","0600000US2500021990","25","000","Everett city","Total Population",25430,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500021990","25","000","Everett city","Hispanic",4650,353,1496,198,187,49,5.9,0.8,12.5,2.9,0,1,1,0,0,1
"060","MCD","0600000US2500023875","25","000","Fitchburg city","Total Population",29890,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500023875","25","000","Fitchburg city","Hispanic",6575,366,1590,171,166,40,5.3,0.6,10.4,2.3,0,1,1,0,0,1
"060","MCD","0600000US2500030840","25","000","Holyoke city","Total Population",29810,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500030840","25","000","Holyoke city","Hispanic",14230,375,4991,263,600,88,16.7,0.9,12,1.6,0,1,1,0,0,1
"060","MCD","0600000US2500034550","25","000","Lawrence city","Total Population",44780,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"060","MCD","0600000US2500034550","25","000","Lawrence city","Hispanic",32420,586,14070,455,2226,195,31.4,1.1,15.8,1.3,1,1,1,0,0,1
