"fips","x","y","r","winner"
"54091",1773,555,3.9,"R"
"54103",1740,538,3.6,"R"
"39051",1617,436,6.9,"R"
"47011",1633,776,10.2,"R"
"12079",1699,982,4.4,"R"
"51005",1778,615,4.2,"R"
"22021",1348,935,3,"R"
"22041",1364,932,4.3,"R"
"29037",1264,650,11.2,"R"
"36045",1862,296,9.6,"R"
"36105",1915,410,8.6,"R"
"48041",1177,964,13.9,"R"
"51047",1851,557,7.8,"R"
"51187",1830,560,6.9,"R"
"35023",685,912,2,"R"
"41025",408,327,3,"R"
"01077",1501,790,9.6,"R"
"06111",242,664,28.4,"D"
"12023",1731,977,8.4,"R"
"54019",1741,614,5.7,"R"
"55043",1374,423,7.6,"R"
"51131",1936,600,3.8,"D"
"36049",1874,304,5.3,"R"
"27157",1320,360,5.3,"R"
"40013",1185,861,6.1,"R"
"01117",1572,878,15.5,"R"
"12063",1628,975,6.9,"R"
"01025",1519,946,5,"R"
"01085",1563,918,3.5,"D"
"04021",610,873,21.1,"R"
"20011",1235,666,3.7,"R"
"31065",1053,553,2.3,"R"
"26079",1558,323,4.9,"R"
"01115",1578,838,9.6,"R"
"05093",1413,753,4.7,"R"
"12013",1630,994,3.7,"R"
"51175",1891,658,4.6,"R"
"55121",1355,354,5.8,"R"
"36075",1848,311,10.8,"R"
"06113",267,476,13.8,"D"
"37139",1948,669,6.6,"R"
"13245",1734,864,13.3,"D"
"18163",1498,642,12.5,"R"
"18051",1497,624,5.8,"R"
"21037",1611,622,10.1,"R"
"21111",1557,641,27.3,"D"
"25003",1953,357,12,"D"
"26139",1512,415,19.4,"R"
"29189",1389,633,32.5,"D"
"12037",1646,1020,3.8,"R"
"12045",1632,1014,4.3,"R"
"12053",1734,1062,15.3,"R"
"12133",1610,984,5.2,"R"
"12075",1747,1043,7.2,"R"
"22051",1444,1073,19.3,"R"
"36079",1985,398,10.9,"R"
"37143",1922,660,4,"R"
"55123",1345,360,5.9,"R"
"48299",1085,1001,5.4,"R"
"25027",1961,262,29.6,"D"
"36061",2061,424,37.2,"D"
"36021",1969,371,8.7,"D"
"35039",788,710,5.8,"D"
"48391",1143,1117,2.6,"R"
"20017",1171,644,1.8,"R"
"01023",1500,930,3.8,"R"
"05003",1358,882,3.8,"R"
"12077",1643,997,2.7,"R"
"06033",234,456,7.5,"R"
"12107",1780,996,8.8,"R"
"12127",1840,950,25.7,"R"
"36089",1889,270,9.7,"R"
"48317",957,921,2.1,"R"
"26141",1592,284,4.3,"R"
"06055",205,494,11.7,"D"
"37045",1757,735,10.5,"R"
"06103",264,418,7.4,"R"
"39015",1626,585,6.8,"R"
"42029",1858,576,26.2,"D"
"06075",175,520,28.8,"D"
"06017",345,527,15.3,"R"
"01009",1560,843,7.7,"R"
"13111",1651,797,5.9,"R"
"12131",1594,988,10.3,"R"
"13087",1653,965,5,"R"
"13095",1662,937,8.5,"D"
"13235",1690,901,3,"R"
"40119",1155,747,7.8,"R"
"28157",1380,978,2.5,"D"
"22065",1381,920,2.9,"D"
"28149",1393,921,6.2,"R"
"12097",1830,1110,19.1,"R"
"53049",299,127,5.4,"R"
"08097",794,579,4.8,"D"
"16019",668,362,10.8,"R"
"17087",1457,675,3.6,"R"
"17085",1380,448,5.1,"R"
"05063",1360,763,5.4,"R"
"27075",1340,201,3.8,"D"
"29069",1418,732,4.6,"R"
"28011",1393,851,4.7,"D"
"28025",1474,854,4.4,"D"
"54063",1758,637,3.7,"R"
"46129",1060,305,2.3,"R"
"28085",1415,960,5.8,"R"
"22067",1357,905,4.6,"R"
"05137",1338,755,3.6,"R"
"51740",1931,647,9.3,"D"
"08013",835,528,20.2,"D"
"29223",1397,695,3.5,"R"
"48329",952,942,11.2,"R"
"29153",1326,720,3.2,"R"
"18087",1560,453,4.7,"R"
"18037",1519,625,6.7,"R"
"18061",1524,637,6.6,"R"
"21231",1609,691,4.3,"R"
"22053",1321,1022,5.5,"R"
"29105",1319,672,6,"R"
"31153",1204,533,14.6,"R"
"28087",1488,860,7.2,"R"
"39095",1612,462,20.1,"D"
"12073",1668,987,18.2,"D"
"28047",1472,1003,12.7,"R"
"54075",1778,590,2.9,"R"
"18135",1584,520,4.7,"R"
"29179",1385,696,2.5,"R"
"08041",916,630,28.2,"R"
"22077",1361,993,5,"R"
"30063",617,174,12.3,"D"
"21007",1453,693,2.9,"R"
"31141",1139,487,5.8,"R"
"36097",1848,387,4.5,"R"
"37163",1886,751,7.7,"R"
"39151",1725,531,19.8,"R"
"39103",1677,439,15.1,"R"
"45035",1804,857,12.8,"R"
"51165",1801,575,10.1,"R"
"05087",1280,751,4,"R"
"16051",641,336,5.7,"R"
"18013",1556,592,4.3,"R"
"20151",1091,676,2.9,"R"
"21005",1600,631,5.2,"R"
"21199",1614,676,8.2,"R"
"55137",1403,357,5.5,"R"
"34037",1882,432,13.3,"R"
"29111",1346,556,3.1,"R"
"34003",1956,348,31,"D"
"48487",1068,840,3.1,"R"
"08071",893,675,4,"R"
"45033",1834,782,5,"R"
"31105",921,496,1.9,"R"
"48045",992,818,1.3,"R"
"48177",1140,1070,4.1,"R"
"51137",1836,592,6.9,"R"
"51183",1884,647,3.2,"D"
"54087",1725,583,3.4,"R"
"55049",1383,414,5.5,"D"
"22015",1293,921,10.5,"R"
"27033",1221,376,3.5,"R"
"29213",1302,728,7.5,"R"
"30101",698,119,2.1,"R"
"37035",1739,696,13.6,"R"
"36033",1916,265,6.4,"R"
"36101",1836,397,9.8,"R"
"04005",593,723,12.2,"D"
"33013",2029,277,14,"D"
"29181",1385,718,3.5,"R"
"29186",1409,665,4.5,"R"
"22083",1360,920,4.4,"R"
"48261",1120,1182,0.6,"R"
"30089",584,140,4.1,"R"
"38025",979,205,2.2,"R"
"46063",945,292,1.3,"R"
"51021",1742,656,2.7,"R"
"04027",482,846,12,"R"
"08113",735,631,3.2,"D"
"37005",1747,681,3.7,"R"
"47051",1565,777,6.5,"R"
"13015",1630,782,11.1,"R"
"13251",1760,863,3.8,"R"
"17143",1403,520,12.9,"D"
"13239",1630,922,1.6,"R"
"19077",1243,489,3.7,"R"
"17037",1406,471,10,"D"
"26045",1586,408,11.7,"R"
"37155",1849,782,10,"R"
"21121",1648,679,5.3,"R"
"21125",1637,674,7.7,"R"
"55023",1362,421,4.4,"R"
"08035",872,605,22.6,"R"
"48061",1130,1220,15.7,"R"
"22089",1416,1041,7.5,"R"
"01047",1544,909,5.7,"D"
"21027",1529,657,4.6,"R"
"21185",1592,611,8.9,"R"
"17151",1468,679,2.1,"R"
"36011",1847,363,8.8,"R"
"19171",1313,465,4.3,"R"
"20155",1116,657,7.5,"R"
"21133",1679,667,4.2,"R"
"22001",1330,1013,7.5,"R"
"26015",1567,412,9,"R"
"28089",1429,903,10.9,"R"
"29199",1330,539,2,"R"
"21127",1679,622,3.7,"R"
"21145",1464,696,8.2,"R"
"46091",1140,291,2.1,"R"
"21181",1633,613,2.6,"R"
"21189",1649,658,2,"R"
"21197",1652,647,3.4,"R"
"36065",1891,312,14.6,"R"
"37113",1666,762,6.8,"R"
"20019",1184,699,1.8,"R"
"40001",1240,749,3.9,"R"
"48183",1250,910,10,"R"
"37043",1657,767,4,"R"
"39013",1732,559,8.1,"R"
"44009",2058,409,12.6,"D"
"20137",1053,571,2.2,"R"
"30085",910,159,2.8,"R"
"35035",804,888,7.1,"R"
"36015",1854,401,9,"R"
"42091",1797,459,33.2,"D"
"47165",1559,696,14.4,"R"
"17039",1450,552,4,"R"
"06009",310,525,7.4,"R"
"21017",1617,621,4.5,"R"
"27015",1232,365,5.5,"R"
"21035",1479,713,6,"R"
"45073",1676,771,9.5,"R"
"42127",1905,390,7.9,"R"
"46127",1168,432,4.3,"R"
"48215",1097,1203,21.5,"R"
"55059",1480,434,13.8,"R"
"26085",1534,352,3.8,"R"
"46103",955,365,10.9,"R"
"47071",1490,780,5.1,"R"
"48231",1201,883,10,"R"
"48245",1279,1045,13.5,"R"
"48119",1206,871,2.4,"R"
"45013",1808,884,14.9,"R"
"37087",1669,747,8.9,"R"
"47057",1659,702,4.9,"R"
"45021",1756,753,7.3,"R"
"36043",1913,316,7.8,"R"
"05071",1289,774,4.4,"R"
"36095",1918,350,5.8,"R"
"42103",1958,454,8.6,"R"
"42115",1901,417,6.9,"R"
"01035",1555,950,3.6,"R"
"17169",1384,553,2.8,"R"
"18145",1576,577,6.4,"R"
"18157",1490,538,11.8,"R"
"18027",1507,622,4.9,"R"
"20117",1174,574,3.2,"R"
"22009",1355,983,5.8,"R"
"28073",1451,973,7.7,"R"
"31143",1137,506,2.4,"R"
"51550",1928,680,16.4,"D"
"53025",446,127,8.7,"R"
"35051",758,865,3.5,"R"
"38001",980,268,1.6,"R"
"29171",1298,540,2.3,"R"
"29197",1316,540,2,"R"
"53027",296,79,8.8,"R"
"53031",312,75,7.1,"D"
"53043",478,123,3.9,"R"
"35001",783,773,25.5,"D"
"35061",773,805,8.4,"R"
"36009",1799,398,8.5,"R"
"12125",1742,990,3.6,"R"
"17057",1395,537,5.8,"R"
"19133",1194,467,3.1,"R"
"20043",1222,573,2.7,"R"
"13265",1703,830,1.4,"D"
"13267",1747,900,4.3,"R"
"40057",1045,807,1.4,"R"
"05081",1262,861,3.2,"R"
"42003",1834,532,39.1,"D"
"06027",392,635,4.3,"R"
"53055",346,41,5.2,"D"
"20021",1236,697,4.3,"R"
"13229",1739,934,4.6,"R"
"13299",1737,950,5.5,"R"
"42033",1806,446,9.3,"R"
"12115",1737,1174,24.3,"R"
"13279",1734,901,4.8,"R"
"40085",1149,840,3,"R"
"23011",2049,228,12.3,"R"
"10001",1936,505,13.6,"D"
"13189",1705,836,4.7,"R"
"34001",1995,502,16.5,"R"
"05097",1283,822,2.8,"R"
"51660",1817,580,6,"D"
"29205",1334,570,2.6,"R"
"48201",1216,1130,57.2,"D"
"37061",1901,748,7,"R"
"12029",1710,1028,4.2,"R"
"27021",1249,237,6.4,"R"
"39171",1593,482,6.2,"R"
"30087",847,261,2.8,"R"
"48065",989,776,2.6,"R"
"38101",1019,173,7.7,"R"
"20009",1092,637,4.7,"R"
"45045",1678,811,23.5,"R"
"16077",616,383,2.5,"R"
"17141",1421,457,7.4,"R"
"20161",1164,596,7.1,"D"
"41061",464,225,5.5,"R"
"13085",1645,786,6.5,"R"
"13063",1651,901,15.4,"D"
"41063",501,223,3.3,"R"
"05105",1310,803,3.1,"R"
"22101",1383,1048,6.7,"R"
"05109",1284,840,3,"R"
"40035",1222,715,3.6,"R"
"48217",1129,961,6,"R"
"20015",1164,672,8.2,"R"
"17083",1401,598,5,"R"
"18035",1583,535,9.8,"R"
"20185",1094,653,2,"R"
"40131",1214,728,9.9,"R"
"40101",1215,773,7.2,"R"
"26031",1572,279,5.9,"R"
"40135",1238,779,5.7,"R"
"41041",269,199,7.8,"D"
"48419",1268,953,4.6,"R"
"55115",1423,315,7,"R"
"16061",530,198,2,"R"
"16069",517,195,6.5,"R"
"41071",291,184,10.9,"R"
"55057",1382,360,5.5,"R"
"05077",1392,806,2.3,"D"
"55053",1370,354,4.7,"R"
"48221",1113,917,8.8,"R"
"12015",1810,1159,16.2,"R"
"13001",1737,916,4.2,"R"
"01051",1578,901,9.4,"R"
"18039",1547,474,12.1,"R"
"41035",316,308,8.6,"R"
"08017",953,609,1.5,"R"
"32023",436,608,7.5,"R"
"51145",1856,609,6.6,"R"
"06089",280,396,13.6,"R"
"45091",1753,778,17.8,"R"
"27077",1228,147,2.2,"R"
"55125",1408,271,5.8,"R"
"34017",1978,431,21.9,"D"
"38093",1097,233,4.6,"R"
"10005",1927,535,17.7,"R"
"37089",1722,733,12.1,"R"
"16001",511,338,23.6,"R"
"08045",759,554,8,"D"
"12061",1859,1095,14.5,"R"
"37049",1920,725,10.9,"R"
"48181",1167,860,11.8,"R"
"22033",1385,1000,20,"D"
"01001",1561,903,7.7,"R"
"38079",1072,144,2.9,"D"
"30103",825,251,1,"R"
"30111",790,256,13,"R"
"31051",1163,446,2.5,"R"
"55007",1348,254,4.8,"D"
"45029",1786,863,6.2,"R"
"42019",1768,463,16.1,"R"
"27139",1249,384,13.7,"R"
"46017",1084,369,1,"D"
"42007",1752,492,14.2,"R"
"36013",1784,411,11,"R"
"20003",1217,657,2.8,"R"
"17075",1482,519,5.3,"R"
"01067",1623,940,4.4,"R"
"39099",1736,468,15.5,"R"
"19039",1269,513,3.1,"R"
"40041",1238,735,6.2,"R"
"36017",1894,349,6.9,"R"
"48471",1212,1007,7.3,"R"
"51810",1963,645,21.9,"D"
"48307",1058,975,2.7,"R"
"26163",1689,491,42,"D"
"51053",1876,647,5.8,"R"
"20181",986,589,2.3,"R"
"01101",1579,925,13.8,"D"
"39121",1707,548,3.6,"R"
"48361",1279,1023,8.8,"R"
"06035",343,435,4.9,"R"
"39057",1658,553,13.8,"R"
"42039",1763,412,9.5,"R"
"17091",1469,519,10,"R"
"21101",1498,661,6.4,"R"
"16003",517,261,2.4,"R"
"01073",1534,864,25,"D"
"48287",1159,1027,4.2,"R"
"40069",1169,839,3,"R"
"51031",1816,644,8.1,"R"
"48225",1215,978,4.5,"R"
"40121",1200,804,6.1,"R"
"26099",1693,336,32.7,"R"
"26135",1589,318,3.3,"R"
"18183",1546,493,6.1,"R"
"19111",1351,532,5.8,"R"
"51073",1926,603,7,"R"
"17161",1399,479,11.5,"D"
"39135",1597,549,6.8,"R"
"13059",1719,820,10.6,"D"
"08091",763,627,2.9,"D"
"17153",1447,688,2.2,"R"
"05121",1381,733,3.7,"R"
"39003",1616,509,9.9,"R"
"27059",1280,297,7.4,"R"
"48407",1226,1007,5.2,"R"
"48395",1165,977,4.2,"R"
"51079",1830,582,5,"R"
"51139",1827,573,5.3,"R"
"39009",1707,558,7.4,"D"
"22057",1419,1058,9.5,"R"
"26047",1558,282,6.9,"R"
"37185",1868,661,4.6,"D"
"17089",1386,494,21.7,"D"
"16085",546,273,3.9,"R"
"51083",1831,644,6.2,"R"
"08111",763,642,1.1,"D"
"48385",1037,1042,2,"R"
"06079",286,651,17.7,"D"
"05147",1375,787,2.2,"R"
"13039",1761,945,7.5,"R"
"42125",1760,521,16.1,"R"
"54053",1700,586,4.7,"R"
"37075",1651,759,3.2,"R"
"01065",1521,893,3.9,"D"
"30005",784,141,2.5,"R"
"38033",939,232,1.4,"R"
"55017",1359,317,9,"R"
"51085",1863,565,12.4,"R"
"13081",1679,915,4.2,"R"
"48387",1231,867,3.5,"R"
"19129",1212,516,4.2,"R"
"08125",963,556,3.1,"R"
"19161",1224,453,3.4,"R"
"05073",1287,883,2.2,"R"
"06043",318,583,4.4,"R"
"39081",1711,484,8.1,"R"
"28083",1416,862,4.5,"D"
"39001",1649,594,5.1,"R"
"39111",1743,546,3.8,"R"
"54099",1689,620,5.8,"R"
"39167",1719,549,8.1,"R"
"18003",1571,492,18.5,"R"
"19163",1377,490,13.8,"R"
"46101",1170,373,2.6,"R"
"55051",1381,262,2.9,"R"
"01071",1575,789,7.1,"R"
"17181",1443,675,4.2,"R"
"08039",894,586,6.5,"R"
"21053",1599,695,3.2,"R"
"48403",1279,971,3.4,"R"
"48427",1070,1198,5.9,"R"
"13109",1752,895,3,"R"
"17195",1418,483,7.4,"R"
"13293",1640,884,5.4,"R"
"48279",947,837,3,"R"
"27145",1215,291,13.5,"R"
"30065",792,232,2.5,"R"
"13297",1707,842,11.1,"R"
"34013",1844,423,25.7,"D"
"51027",1710,648,4.5,"R"
"51091",1791,587,1.8,"R"
"54061",1764,546,9.3,"R"
"01089",1552,800,20.3,"R"
"18107",1512,555,5.9,"R"
"39091",1621,524,7,"R"
"29019",1322,610,13.7,"D"
"37179",1810,764,17.1,"R"
"19107",1327,498,3.3,"R"
"06105",241,400,3.4,"R"
"17203",1422,527,6.7,"R"
"13139",1670,749,14.7,"R"
"30007",691,224,3.2,"R"
"30077",644,184,2.6,"R"
"13209",1726,897,2.9,"R"
"01129",1505,957,4.2,"R"
"28133",1405,856,4.1,"D"
"28159",1467,879,4.2,"R"
"29129",1279,543,2,"R"
"39049",1734,551,35.6,"D"
"29165",1232,591,11,"R"
"53057",389,38,12,"D"
"13313",1625,819,9.2,"R"
"50003",1978,330,6.5,"D"
"17015",1394,465,4.1,"R"
"17001",1365,561,8.2,"R"
"39165",1588,607,17.2,"R"
"12011",1899,1184,43.1,"D"
"13161",1723,914,3.5,"R"
"12051",1824,1142,5.3,"R"
"39175",1636,499,4.9,"R"
"33019",2018,313,7.3,"R"
"35059",910,726,1.9,"R"
"39089",1683,542,14.2,"R"
"51181",1908,631,3.1,"R"
"48175",1132,1100,2.9,"R"
"37191",1901,716,10.8,"R"
"48141",787,937,23,"D"
"39061",1675,592,29.5,"D"
"54003",1814,530,10.9,"R"
"50019",1978,238,5.5,"R"
"53029",361,44,10.4,"D"
"13181",1710,822,3.2,"R"
"39025",1633,608,15.6,"R"
"13191",1757,917,4,"R"
"13199",1637,873,5,"R"
"48481",1184,1070,5.9,"R"
"48483",1030,783,2.2,"R"
"26131",1406,243,2.8,"R"
"05053",1331,831,4.1,"R"
"05055",1399,743,5.8,"R"
"26153",1514,258,3.2,"R"
"37071",1783,728,15.9,"R"
"42121",1782,428,7.5,"R"
"01011",1601,916,3,"D"
"30027",769,193,3.7,"R"
"30071",816,153,2.1,"R"
"47081",1491,750,4.7,"R"
"55101",1471,407,15.1,"R"
"50023",1973,265,8.5,"D"
"31107",1127,440,3.1,"R"
"31173",1173,462,2.1,"R"
"13215",1641,909,13.1,"D"
"13219",1694,830,7.6,"R"
"13225",1663,879,5.4,"R"
"39017",1572,541,19.7,"R"
"13231",1647,876,5.2,"R"
"39031",1691,511,5.9,"R"
"13319",1692,880,3.2,"R"
"01109",1597,930,5.3,"R"
"42123",1794,425,6.6,"R"
"51193",1889,578,4.7,"R"
"34039",1905,458,22.5,"D"
"29029",1311,655,7.4,"R"
"51197",1743,664,5.7,"R"
"38091",1137,210,1.5,"R"
"49015",662,566,3.3,"R"
"48029",1054,1102,40,"D"
"48281",1088,976,4.9,"R"
"49023",600,528,3.7,"R"
"49041",620,575,4.8,"R"
"50017",1982,276,6,"D"
"55029",1496,321,6.6,"D"
"32019",368,509,8.4,"R"
"41045",459,327,4.7,"R"
"39055",1704,436,10.8,"R"
"22023",1305,1044,2.7,"R"
"24009",1934,575,10.6,"R"
"31055",1192,497,24,"D"
"38097",1155,212,2.9,"R"
"05069",1350,829,6.7,"D"
"37081",1768,721,24.5,"D"
"48057",1170,1090,4.1,"R"
"48323",1008,1096,5.8,"R"
"49051",658,502,6.2,"R"
"53019",487,83,2.9,"R"
"13029",1768,895,7.2,"R"
"01041",1579,942,3.7,"R"
"01045",1608,945,6.4,"R"
"01081",1612,896,12.4,"R"
"20153",1010,569,1.7,"R"
"19097",1374,456,4.8,"R"
"08099",957,654,3.3,"R"
"54009",1743,509,4.5,"R"
"16011",634,362,6.6,"R"
"20149",1180,594,5.3,"R"
"31157",924,465,5.6,"R"
"37197",1771,676,6.6,"R"
"48213",1217,938,9.1,"R"
"51081",1881,654,3,"D"
"38005",1082,179,2,"R"
"22109",1401,1060,9.3,"R"
"01029",1609,835,4,"R"
"29013",1250,644,4.2,"R"
"22059",1345,958,3.7,"R"
"46123",1060,407,2.4,"R"
"48161",1195,969,4.4,"R"
"13051",1788,909,17.3,"D"
"39143",1640,464,7.9,"R"
"21227",1536,678,10.9,"R"
"19181",1279,518,8.3,"R"
"13103",1771,879,8.8,"R"
"48197",1048,829,1.7,"R"
"04023",604,922,6.4,"D"
"08087",909,549,5.3,"R"
"12119",1764,1057,15,"R"
"21173",1658,625,5.2,"R"
"19025",1240,453,3.3,"R"
"38061",991,168,2.9,"R"
"31139",1137,458,2.9,"R"
"51770",1794,648,9.4,"D"
"26115",1636,445,13.9,"R"
"26157",1626,350,8.1,"R"
"18103",1547,503,5.4,"R"
"37189",1720,687,8.3,"D"
"34011",1954,520,10.9,"R"
"08029",762,589,6.4,"R"
"18141",1520,468,15.3,"D"
"40079",1243,801,6.3,"R"
"54083",1775,574,4.9,"R"
"48451",1016,971,9.8,"R"
"17069",1480,671,2,"R"
"13145",1631,892,6.9,"R"
"48457",1258,1000,4.5,"R"
"12086",1845,1257,48.2,"R"
"54093",1789,558,2.8,"R"
"48071",1255,1038,7.3,"R"
"06013",270,523,33.1,"D"
"06045",224,442,9,"D"
"31021",1179,473,2.8,"R"
"50005",1984,250,5.8,"D"
"22063",1415,1010,11.8,"R"
"26095",1532,235,2.5,"R"
"05047",1275,778,3.8,"R"
"36041",1919,307,2.7,"R"
"40087",1131,802,6.7,"R"
"48343",1242,890,3.4,"R"
"16005",637,391,9.1,"R"
"16073",500,362,3.2,"R"
"21071",1682,648,5.7,"R"
"51107",1784,545,21.8,"D"
"24029",1906,522,4.8,"R"
"37159",1731,724,12.6,"R"
"21239",1619,647,5.6,"R"
"55003",1365,261,4.3,"D"
"08015",820,618,5.5,"D"
"29101",1256,634,7.1,"R"
"08055",865,660,3,"R"
"22095",1418,1028,6.3,"D"
"28063",1392,950,2.6,"D"
"37173",1657,757,3.9,"R"
"48051",1166,1031,4.5,"R"
"54007",1748,580,3.3,"R"
"48351",1284,1001,3.5,"R"
"13283",1724,887,2.6,"R"
"31121",1120,509,3,"R"
"27029",1213,206,3.2,"R"
"56001",855,463,6.1,"R"
"54095",1740,551,2.8,"R"
"19165",1216,482,3.7,"R"
"55061",1479,330,5.1,"R"
"35027",824,843,4.6,"R"
"34005",2005,465,22,"D"
"01123",1593,895,6.5,"R"
"09140",2032,368,21.4,"R"
"08119",845,613,5.8,"R"
"48459",1235,906,6.5,"R"
"36071",1871,338,19.4,"R"
"29211",1296,555,2.3,"R"
"54107",1717,571,8.9,"R"
"54015",1737,594,2.6,"R"
"36115",1967,314,7.8,"R"
"54027",1827,540,4.7,"R"
"17119",1454,598,16.7,"R"
"16087",497,276,3.4,"R"
"47137",1600,702,2.5,"R"
"05039",1321,848,2.2,"R"
"34025",1991,597,27.5,"R"
"26109",1472,285,5.3,"R"
"21107",1507,672,6.6,"R"
"48117",939,798,3,"R"
"53007",441,87,9.3,"R"
"12017",1728,1033,14.5,"R"
"12117",1834,1069,23.2,"R"
"54005",1715,620,4.1,"R"
"54035",1712,584,5.2,"R"
"01079",1512,816,5.9,"R"
"05035",1394,790,5.5,"D"
"06025",466,815,10.6,"R"
"40153",1069,734,3.9,"R"
"18085",1536,511,8.6,"R"
"51177",1855,590,12.9,"R"
"35015",864,906,7,"R"
"26105",1546,358,6.2,"R"
"27053",1296,345,38.7,"D"
"17067",1366,540,4.4,"R"
"42013",1821,459,11.7,"R"
"28001",1380,963,5,"D"
"08023",842,674,2.1,"D"
"34031",1903,361,20.5,"R"
"31161",971,433,2.3,"R"
"45031",1825,791,8,"R"
"31177",1169,478,5.1,"R"
"30031",691,272,12,"D"
"56003",790,322,3.5,"R"
"21115",1677,633,4.5,"R"
"37037",1831,718,10.5,"D"
"21157",1477,701,6.1,"R"
"51025",1874,656,4.1,"D"
"26121",1528,386,14.2,"R"
"48137",1015,1036,1.5,"R"
"47017",1478,745,5,"R"
"45017",1796,843,4.1,"R"
"45053",1786,876,6.2,"R"
"47077",1481,761,5.1,"R"
"27069",1168,150,2.3,"R"
"40115",1237,713,4.9,"R"
"13183",1753,908,3.9,"R"
"36069",1826,367,11.3,"R"
"45067",1838,793,5.3,"D"
"29005",1215,546,2.4,"R"
"53011",340,154,23.9,"D"
"47155",1664,729,9.7,"R"
"48035",1124,951,4.5,"R"
"56009",868,399,3.8,"R"
"47067",1665,696,2.5,"R"
"45039",1776,801,4.9,"D"
"45049",1776,860,4.2,"D"
"45057",1779,785,10.7,"R"
"55095",1319,269,7.7,"R"
"49009",711,490,1.1,"R"
"49025",608,643,3.1,"R"
"56031",882,446,3.2,"R"
"45075",1784,849,8.8,"D"
"41031",352,244,4.9,"R"
"46109",1158,298,3,"R"
"06087",181,608,16.6,"D"
"28045",1459,1017,6.7,"R"
"17133",1424,650,6.6,"R"
"48037",1255,875,8.8,"R"
"53003",505,193,4.9,"R"
"41067",278,151,24.7,"D"
"56033",830,316,5.8,"R"
"34015",1901,578,18.6,"R"
"45003",1754,846,13.5,"R"
"21065",1641,654,3.6,"R"
"28081",1476,827,8.6,"R"
"55037",1443,277,2.6,"R"
"19071",1217,521,2.8,"R"
"42061",1835,485,7,"R"
"42071",1927,542,24.8,"R"
"39007",1717,421,9.6,"R"
"31063",1037,534,1.7,"R"
"26013",1440,244,3,"R"
"04019",568,907,32.9,"D"
"18043",1540,607,9.3,"R"
"53021",455,166,8.1,"R"
"30093",645,238,6.1,"D"
"41039",303,273,20.7,"D"
"29201",1432,695,6.1,"R"
"21057",1591,695,2.7,"R"
"45047",1727,819,8.1,"R"
"48321",1164,1096,5.3,"R"
"01107",1502,865,4.4,"R"
"01033",1501,807,7.6,"R"
"05145",1354,784,8,"R"
"39019",1725,506,5.4,"R"
"06061",319,497,22.1,"R"
"20113",1132,640,5.4,"R"
"16057",527,173,6.5,"R"
"16081",678,344,3.7,"D"
"17179",1412,543,12,"R"
"28109",1461,985,7.2,"R"
"13305",1748,916,5.4,"R"
"27171",1220,328,13.7,"R"
"51099",1880,587,5.7,"R"
"30057",666,273,3.7,"R"
"54029",1738,502,5.2,"R"
"27049",1325,380,7.8,"R"
"21069",1651,616,3.8,"R"
"40023",1210,846,3.5,"R"
"55031",1326,253,7.3,"D"
"26049",1574,329,21.7,"D"
"42079",1945,396,18.2,"R"
"31037",1154,488,2.7,"R"
"48443",942,1021,0.9,"R"
"39157",1711,501,9.6,"R"
"13221",1703,822,4.3,"R"
"13317",1708,828,3.3,"R"
"12069",1797,1043,21.9,"R"
"31025",1185,526,5.8,"R"
"42129",1788,494,21.2,"R"
"51019",1803,632,10.4,"R"
"40033",1101,837,2.3,"R"
"12083",1762,1019,21.3,"R"
"25021",2015,367,28.3,"D"
"17077",1436,666,6.9,"D"
"21151",1628,658,9.7,"R"
"37015",1907,680,4.4,"D"
"31133",1184,558,1.7,"R"
"08009",949,689,2,"R"
"26055",1542,324,11.5,"R"
"46023",1108,412,2.8,"R"
"18139",1577,566,4,"R"
"41059",451,216,8,"R"
"55041",1432,291,3.3,"R"
"28007",1445,883,4,"R"
"08107",800,520,5.8,"D"
"28147",1428,971,3.7,"R"
"48275",1047,866,1.7,"R"
"40129",1053,765,1.9,"R"
"06059",313,894,53.7,"D"
"31147",1203,557,2.9,"R"
"47151",1617,694,4.5,"R"
"22073",1344,917,11.7,"R"
"40149",1078,786,3.1,"R"
"41037",361,327,2.9,"R"
"51141",1764,669,4.5,"R"
"42067",1843,480,5.1,"R"
"47107",1627,757,7.1,"R"
"24033",1940,614,29,"D"
"21043",1668,612,4.9,"R"
"39117",1661,499,6.3,"R"
"27063",1221,390,3.4,"R"
"48331",1148,996,4.9,"R"
"51103",1915,600,3.9,"R"
"18177",1565,568,7.5,"R"
"05085",1359,802,8,"R"
"42005",1789,454,8.9,"R"
"18129",1483,652,5.2,"R"
"06069",280,624,7.6,"D"
"40029",1181,820,2.3,"R"
"54021",1742,572,2.2,"R"
"51125",1810,607,4.5,"R"
"06041",220,518,17.3,"D"
"48017",928,832,1.9,"R"
"21003",1578,696,4.5,"R"
"28095",1485,840,5.8,"R"
"33001",2028,301,9.3,"R"
"36005",2010,324,27.7,"D"
"05011",1343,871,2.6,"R"
"35013",764,903,13.4,"D"
"26161",1636,410,21.5,"D"
"27163",1324,295,18.8,"D"
"13157",1693,813,10,"R"
"20031",1203,651,3,"R"
"27023",1203,329,3.6,"R"
"20075",979,655,1.3,"R"
"39113",1613,575,23.2,"D"
"40123",1172,816,5.6,"R"
"01133",1531,834,4.9,"R"
"30083",917,184,3.3,"R"
"49045",573,488,8.4,"R"
