"rank","cum_land","cum_votes","cum_counties","winner"
1332,60.4638,5.7577,42.8434,"R"
1333,60.472,5.7603,42.8755,"R"
1334,60.4999,5.7693,42.9077,"R"
1335,60.5116,5.773,42.9399,"R"
1336,60.5306,5.7791,42.972,"R"
1337,60.5654,5.7903,43.0042,"R"
1338,60.58,5.795,43.0363,"R"
1339,60.5913,5.7987,43.0685,"R"
1340,60.6299,5.8112,43.1007,"R"
1341,60.6506,5.8179,43.1328,"R"
1342,60.6721,5.825,43.165,"R"
1343,60.7308,5.8441,43.1972,"R"
1344,60.7374,5.8463,43.2293,"R"
1345,60.7495,5.8503,43.2615,"R"
1346,60.7663,5.8558,43.2937,"R"
1347,60.7861,5.8622,43.3258,"R"
1348,60.8178,5.8727,43.358,"R"
1349,60.8545,5.8847,43.3902,"R"
1350,60.8664,5.8886,43.4223,"R"
1351,60.8744,5.8912,43.4545,"R"
1352,60.8848,5.8947,43.4867,"R"
1353,60.897,5.8987,43.5188,"R"
1354,60.9087,5.9025,43.551,"R"
1355,60.9183,5.9057,43.5831,"R"
1356,60.9416,5.9135,43.6153,"R"
1357,60.9684,5.9224,43.6475,"R"
1358,60.9865,5.9284,43.6796,"D"
1359,60.9982,5.9323,43.7118,"D"
1360,61.0098,5.9362,43.744,"R"
1361,61.0244,5.941,43.7761,"R"
1362,61.0601,5.953,43.8083,"R"
1363,61.0784,5.9591,43.8405,"R"
1364,61.1991,5.9996,43.8726,"D"
1365,61.2464,6.0155,43.9048,"R"
1366,61.266,6.0221,43.937,"R"
1367,61.281,6.0271,43.9691,"R"
1368,61.2984,6.033,44.0013,"R"
1369,61.3308,6.0439,44.0335,"R"
1370,61.3392,6.0468,44.0656,"R"
1371,61.3533,6.0515,44.0978,"R"
1372,61.3692,6.0569,44.1299,"R"
1373,61.3885,6.0635,44.1621,"R"
1374,61.4007,6.0676,44.1943,"R"
1375,61.4222,6.0749,44.2264,"R"
1376,61.4338,6.0789,44.2586,"R"
1377,61.4474,6.0835,44.2908,"R"
1378,61.4572,6.0869,44.3229,"R"
1379,61.4698,6.0912,44.3551,"R"
1380,61.4833,6.0958,44.3873,"R"
1381,61.495,6.0998,44.4194,"R"
1382,61.51,6.105,44.4516,"R"
1383,61.529,6.1115,44.4838,"R"
1384,61.5453,6.1171,44.5159,"R"
1385,61.5638,6.1235,44.5481,"R"
1386,61.5905,6.1327,44.5803,"R"
1387,61.6017,6.1366,44.6124,"R"
1388,61.6336,6.1476,44.6446,"R"
1389,61.6449,6.1515,44.6767,"R"
1390,61.6566,6.1556,44.7089,"R"
1391,61.6947,6.1688,44.7411,"R"
1392,61.7188,6.1771,44.7732,"R"
1393,61.7342,6.1824,44.8054,"R"
1394,61.7534,6.1891,44.8376,"R"
1395,61.7665,6.1937,44.8697,"R"
1396,61.7878,6.2011,44.9019,"R"
1397,61.8131,6.21,44.9341,"R"
1398,61.8311,6.2163,44.9662,"R"
1399,61.857,6.2254,44.9984,"R"
1400,61.8625,6.2273,45.0306,"R"
1401,61.8919,6.2376,45.0627,"R"
1402,61.9115,6.2445,45.0949,"R"
1403,61.9322,6.2519,45.1271,"R"
1404,61.9633,6.2628,45.1592,"R"
1405,61.9719,6.2658,45.1914,"R"
1406,62.0078,6.2785,45.2235,"R"
1407,62.0329,6.2874,45.2557,"R"
1408,62.1142,6.3163,45.2879,"R"
1409,62.1292,6.3216,45.32,"R"
1410,62.1396,6.3253,45.3522,"R"
1411,62.4144,6.4231,45.3844,"R"
1412,62.4325,6.4295,45.4165,"R"
1413,62.4617,6.4399,45.4487,"R"
1414,62.4751,6.4447,45.4809,"R"
1415,62.5418,6.4685,45.513,"R"
1416,62.5594,6.4748,45.5452,"R"
1417,62.5958,6.4878,45.5774,"R"
1418,62.6059,6.4914,45.6095,"R"
1419,62.6197,6.4963,45.6417,"R"
1420,62.6396,6.5034,45.6739,"R"
1421,62.6664,6.513,45.706,"R"
1422,62.6815,6.5185,45.7382,"R"
1423,62.693,6.5226,45.7703,"R"
1424,62.7168,6.5312,45.8025,"R"
1425,62.7352,6.5377,45.8347,"R"
1426,62.7748,6.552,45.8668,"R"
1427,62.8196,6.5681,45.899,"R"
1428,62.8366,6.5742,45.9312,"R"
1429,62.8559,6.5812,45.9633,"R"
1430,62.8698,6.5862,45.9955,"D"
1431,62.8995,6.5969,46.0277,"R"
1432,62.9143,6.6023,46.0598,"R"
1433,62.9239,6.6058,46.092,"R"
1434,62.9429,6.6127,46.1242,"R"
1435,62.9719,6.6232,46.1563,"R"
1436,62.9867,6.6286,46.1885,"R"
1437,62.9946,6.6314,46.2206,"R"
1438,63.2059,6.7083,46.2528,"D"
1439,63.2207,6.7137,46.285,"R"
1440,63.2402,6.7208,46.3171,"R"
1441,63.2492,6.724,46.3493,"R"
1442,63.2762,6.7339,46.3815,"R"
1443,63.2962,6.7412,46.4136,"R"
1444,63.3221,6.7507,46.4458,"R"
1445,63.3569,6.7635,46.478,"R"
1446,63.3652,6.7665,46.5101,"R"
1447,63.3719,6.769,46.5423,"R"
1448,63.4103,6.7831,46.5745,"R"
1449,63.4361,6.7926,46.6066,"D"
1450,63.4516,6.7983,46.6388,"R"
1451,63.4857,6.8109,46.671,"R"
1452,63.5051,6.818,46.7031,"R"
1453,63.5206,6.8237,46.7353,"R"
1454,63.5399,6.8308,46.7674,"R"
1455,63.5614,6.8387,46.7996,"R"
1456,63.5832,6.8468,46.8318,"R"
1457,63.6482,6.8708,46.8639,"R"
1458,63.6549,6.8733,46.8961,"R"
1459,63.6711,6.8793,46.9283,"R"
1460,63.6907,6.8865,46.9604,"R"
1461,63.7125,6.8946,46.9926,"R"
1462,63.72,6.8974,47.0248,"R"
1463,63.7641,6.9138,47.0569,"D"
1464,63.7937,6.9247,47.0891,"R"
1465,63.8218,6.9352,47.1213,"R"
1466,63.8353,6.9402,47.1534,"R"
1467,63.8503,6.9458,47.1856,"R"
1468,63.8597,6.9493,47.2178,"R"
1469,63.871,6.9536,47.2499,"R"
1470,63.8943,6.9623,47.2821,"R"
1471,63.9586,6.9864,47.3142,"R"
1472,63.9779,6.9937,47.3464,"R"
1473,63.9981,7.0013,47.3786,"R"
1474,64.0278,7.0125,47.4107,"R"
1475,64.0635,7.0259,47.4429,"R"
1476,64.0786,7.0316,47.4751,"R"
1477,64.0858,7.0343,47.5072,"R"
1478,64.1027,7.0407,47.5394,"R"
1479,64.1497,7.0584,47.5716,"D"
1480,64.1803,7.07,47.6037,"R"
1481,64.294,7.1132,47.6359,"R"
1482,64.3109,7.1196,47.6681,"R"
1483,64.3219,7.1238,47.7002,"R"
1484,64.3434,7.132,47.7324,"R"
1485,64.3776,7.145,47.7646,"R"
1486,64.4003,7.1536,47.7967,"R"
1487,64.4211,7.1616,47.8289,"R"
1488,64.4351,7.1669,47.861,"R"
1489,64.4504,7.1728,47.8932,"R"
1490,64.4706,7.1806,47.9254,"R"
1491,64.4866,7.1867,47.9575,"R"
1492,64.5016,7.1925,47.9897,"R"
1493,64.5196,7.1995,48.0219,"R"
1494,64.533,7.2047,48.054,"R"
1495,64.5473,7.2102,48.0862,"R"
1496,64.5591,7.2148,48.1184,"R"
1497,64.5849,7.2247,48.1505,"R"
1498,64.6788,7.2611,48.1827,"R"
1499,64.6978,7.2684,48.2149,"R"
1500,64.7119,7.2739,48.247,"R"
1501,64.7364,7.2834,48.2792,"D"
1502,64.7564,7.2911,48.3114,"R"
1503,64.7773,7.2993,48.3435,"R"
1504,64.8104,7.3121,48.3757,"R"
1505,64.8251,7.3179,48.4078,"R"
1506,64.8415,7.3242,48.44,"R"
1507,64.8657,7.3337,48.4722,"R"
1508,64.8805,7.3394,48.5043,"R"
1509,65.0258,7.3963,48.5365,"R"
1510,65.0451,7.4038,48.5687,"R"
1511,65.0701,7.4136,48.6008,"R"
1512,65.0807,7.4178,48.633,"R"
1513,65.1043,7.4271,48.6652,"R"
1514,65.1183,7.4326,48.6973,"R"
1515,65.1359,7.4396,48.7295,"R"
1516,65.1428,7.4423,48.7617,"R"
1517,65.1786,7.4564,48.7938,"R"
1518,65.1978,7.464,48.826,"R"
1519,65.2158,7.4712,48.8582,"R"
1520,65.2362,7.4792,48.8903,"R"
1521,65.2675,7.4916,48.9225,"R"
1522,65.2865,7.4991,48.9546,"R"
1523,65.3051,7.5065,48.9868,"R"
1524,65.3529,7.5254,49.019,"R"
1525,65.3625,7.5293,49.0511,"R"
1526,65.3728,7.5334,49.0833,"R"
1527,65.3882,7.5395,49.1155,"R"
1528,65.3936,7.5416,49.1476,"R"
1529,65.412,7.549,49.1798,"R"
1530,65.4249,7.5541,49.212,"R"
1531,65.4484,7.5635,49.2441,"R"
1532,65.4665,7.5708,49.2763,"R"
1533,65.4794,7.5759,49.3085,"R"
1534,65.5365,7.5989,49.3406,"D"
1535,65.5526,7.6053,49.3728,"R"
1536,65.5673,7.6112,49.405,"R"
1537,65.5936,7.6218,49.4371,"R"
1538,65.6086,7.6278,49.4693,"R"
1539,65.6366,7.639,49.5014,"R"
1540,65.6554,7.6466,49.5336,"R"
1541,65.6821,7.6573,49.5658,"R"
1542,65.7065,7.6672,49.5979,"R"
1543,65.7366,7.6793,49.6301,"R"
1544,65.7791,7.6964,49.6623,"R"
1545,65.7886,7.7003,49.6944,"R"
1546,65.8016,7.7055,49.7266,"R"
1547,65.8211,7.7134,49.7588,"R"
1548,65.8472,7.724,49.7909,"R"
1549,65.8703,7.7334,49.8231,"R"
1550,65.8858,7.7397,49.8553,"R"
1551,65.9117,7.7502,49.8874,"R"
1552,65.9279,7.7569,49.9196,"D"
1553,65.938,7.761,49.9518,"R"
1554,66.0635,7.8123,49.9839,"D"
1555,66.106,7.8298,50.0161,"R"
1556,66.116,7.8339,50.0482,"R"
1557,66.1399,7.8437,50.0804,"R"
1558,66.1693,7.8558,50.1126,"R"
1559,66.1911,7.8647,50.1447,"R"
1560,66.2135,7.874,50.1769,"R"
1561,66.2337,7.8823,50.2091,"R"
1562,66.248,7.8882,50.2412,"R"
1563,66.2678,7.8964,50.2734,"R"
1564,66.329,7.9217,50.3056,"D"
1565,66.3438,7.9279,50.3377,"R"
1566,66.356,7.9329,50.3699,"R"
1567,66.3695,7.9385,50.4021,"R"
1568,66.3807,7.9431,50.4342,"R"
1569,66.3947,7.9489,50.4664,"R"
1570,66.4433,7.9691,50.4986,"R"
1571,66.4487,7.9714,50.5307,"R"
1572,66.4685,7.9796,50.5629,"R"
1573,66.5225,8.0022,50.595,"R"
1574,66.5419,8.0103,50.6272,"R"
1575,66.5504,8.0139,50.6594,"R"
1576,66.5744,8.024,50.6915,"R"
1577,66.5809,8.0267,50.7237,"R"
1578,66.598,8.0339,50.7559,"R"
1579,66.6086,8.0384,50.788,"R"
1580,66.6451,8.0539,50.8202,"R"
1581,66.6699,8.0643,50.8524,"R"
1582,66.7078,8.0803,50.8845,"R"
1583,66.7354,8.092,50.9167,"R"
1584,66.7508,8.0985,50.9489,"R"
1585,66.7654,8.1048,50.981,"R"
1586,66.7914,8.1158,51.0132,"R"
1587,66.8115,8.1243,51.0454,"R"
1588,66.8335,8.1336,51.0775,"R"
1589,66.8528,8.1419,51.1097,"R"
1590,66.8748,8.1512,51.1418,"R"
1591,66.8993,8.1616,51.174,"R"
1592,66.92,8.1704,51.2062,"R"
1593,66.9339,8.1764,51.2383,"D"
1594,67.0627,8.2315,51.2705,"D"
1595,67.0764,8.2374,51.3027,"R"
1596,67.1141,8.2536,51.3348,"R"
1597,67.1282,8.2596,51.367,"R"
1598,67.1765,8.2805,51.3992,"R"
1599,67.1956,8.2887,51.4313,"R"
1600,67.2046,8.2926,51.4635,"R"
1601,67.2305,8.3038,51.4957,"R"
1602,67.251,8.3126,51.5278,"R"
1603,67.2668,8.3194,51.56,"R"
1604,67.3205,8.3428,51.5922,"D"
1605,67.3397,8.3512,51.6243,"R"
1606,67.3794,8.3684,51.6565,"R"
1607,67.3923,8.3741,51.6886,"R"
1608,67.411,8.3822,51.7208,"R"
1609,67.4393,8.3946,51.753,"R"
1610,67.4539,8.401,51.7851,"R"
1611,67.4895,8.4166,51.8173,"R"
1612,67.5015,8.4219,51.8495,"R"
1613,67.5445,8.4408,51.8816,"R"
1614,67.5608,8.448,51.9138,"R"
1615,67.5796,8.4562,51.946,"R"
1616,67.6168,8.4727,51.9781,"R"
1617,67.641,8.4834,52.0103,"R"
1618,67.6622,8.4927,52.0425,"R"
1619,67.6892,8.5048,52.0746,"R"
1620,67.725,8.5207,52.1068,"R"
1621,67.7446,8.5294,52.139,"R"
1622,67.7674,8.5396,52.1711,"R"
1623,67.7764,8.5436,52.2033,"R"
1624,67.7917,8.5504,52.2354,"R"
1625,67.8108,8.559,52.2676,"R"
1626,67.8253,8.5655,52.2998,"D"
1627,67.9531,8.6227,52.3319,"R"
1628,67.9693,8.63,52.3641,"R"
1629,67.9921,8.6402,52.3963,"R"
1630,68.0064,8.6466,52.4284,"R"
1631,68.0306,8.6575,52.4606,"R"
1632,68.0482,8.6654,52.4928,"R"
1633,68.0544,8.6682,52.5249,"R"
1634,68.0768,8.6783,52.5571,"R"
1635,68.0915,8.685,52.5893,"R"
1636,68.1202,8.6979,52.6214,"R"
1637,68.1436,8.7085,52.6536,"R"
1638,68.1732,8.7219,52.6858,"R"
1639,68.2031,8.7355,52.7179,"R"
1640,68.227,8.7463,52.7501,"R"
1641,68.2577,8.7603,52.7822,"R"
1642,68.2707,8.7662,52.8144,"R"
1643,68.2961,8.7777,52.8466,"R"
1644,68.3148,8.7862,52.8787,"R"
1645,68.3219,8.7895,52.9109,"R"
1646,68.3532,8.8037,52.9431,"R"
1647,68.3739,8.8131,52.9752,"R"
1648,68.3898,8.8204,53.0074,"R"
1649,68.4176,8.8331,53.0396,"R"
1650,68.4263,8.8371,53.0717,"R"
1651,68.444,8.8451,53.1039,"D"
1652,68.4828,8.8629,53.1361,"R"
1653,68.4998,8.8706,53.1682,"R"
1654,68.5151,8.8777,53.2004,"R"
1655,68.5265,8.8829,53.2326,"R"
1656,68.5327,8.8857,53.2647,"D"
1657,68.5534,8.8952,53.2969,"D"
1658,68.5718,8.9037,53.329,"R"
1659,68.601,8.9171,53.3612,"R"
1660,68.6228,8.9272,53.3934,"R"
1661,68.643,8.9365,53.4255,"R"
1662,68.6555,8.9423,53.4577,"R"
1663,68.663,8.9458,53.4899,"R"
1664,68.6804,8.9538,53.522,"R"
1665,68.7024,8.964,53.5542,"R"
1666,68.7193,8.9719,53.5864,"R"
1667,68.7503,8.9864,53.6185,"R"
1668,68.7829,9.0016,53.6507,"R"
1669,68.7975,9.0085,53.6829,"R"
1670,68.812,9.0153,53.715,"R"
1671,68.8264,9.022,53.7472,"R"
1672,68.8371,9.027,53.7794,"R"
1673,68.8698,9.0425,53.8115,"R"
1674,68.8762,9.0455,53.8437,"R"
1675,68.8888,9.0515,53.8758,"R"
1676,68.9137,9.0633,53.908,"R"
1677,68.9303,9.0711,53.9402,"R"
1678,68.9563,9.0835,53.9723,"R"
1679,68.9737,9.0917,54.0045,"R"
1680,68.998,9.1033,54.0367,"D"
1681,69.0275,9.1173,54.0688,"D"
1682,69.047,9.1266,54.101,"R"
1683,69.0536,9.1298,54.1332,"R"
1684,69.0745,9.1398,54.1653,"R"
1685,69.0965,9.1503,54.1975,"D"
1686,69.1051,9.1544,54.2297,"R"
1687,69.1144,9.1589,54.2618,"R"
1688,69.1259,9.1643,54.294,"R"
1689,69.1491,9.1755,54.3261,"D"
1690,69.1706,9.1858,54.3583,"R"
1691,69.1831,9.1918,54.3905,"R"
1692,69.2168,9.2081,54.4226,"R"
1693,69.2309,9.2149,54.4548,"R"
1694,69.2472,9.2228,54.487,"D"
1695,69.2595,9.2288,54.5191,"R"
1696,69.3015,9.2492,54.5513,"R"
1697,69.3152,9.2559,54.5835,"R"
1698,69.3875,9.2911,54.6156,"R"
1699,69.4004,9.2974,54.6478,"R"
1700,69.4215,9.3077,54.68,"R"
1701,69.4368,9.3152,54.7121,"R"
1702,69.5518,9.3716,54.7443,"R"
1703,69.582,9.3864,54.7765,"R"
1704,69.6011,9.3958,54.8086,"R"
1705,69.6141,9.4022,54.8408,"R"
1706,69.6185,9.4044,54.8729,"R"
1707,69.653,9.4214,54.9051,"R"
1708,69.6677,9.4286,54.9373,"R"
1709,69.705,9.4471,54.9694,"R"
1710,69.7332,9.461,55.0016,"R"
1711,69.7509,9.4698,55.0338,"R"
1712,69.7702,9.4793,55.0659,"R"
1713,69.7784,9.4834,55.0981,"R"
1714,69.7982,9.4933,55.1303,"R"
1715,69.8217,9.505,55.1624,"R"
1716,69.8522,9.5202,55.1946,"R"
1717,69.8678,9.528,55.2268,"D"
1718,69.8768,9.5325,55.2589,"R"
1719,69.8889,9.5385,55.2911,"R"
1720,69.9099,9.5491,55.3233,"R"
1721,69.9234,9.5558,55.3554,"R"
1722,69.9355,9.5619,55.3876,"R"
1723,69.9567,9.5726,55.4197,"R"
1724,69.9651,9.5769,55.4519,"R"
1725,69.9733,9.581,55.4841,"R"
1726,70.0035,9.5963,55.5162,"R"
1727,70.0916,9.641,55.5484,"D"
1728,70.1359,9.6634,55.5806,"R"
1729,70.1581,9.6747,55.6127,"R"
1730,70.1689,9.6802,55.6449,"R"
1731,70.1883,9.6901,55.6771,"R"
1732,70.1999,9.696,55.7092,"R"
1733,70.224,9.7083,55.7414,"R"
1734,70.2394,9.7162,55.7736,"R"
1735,70.2491,9.7211,55.8057,"R"
1736,70.2636,9.7286,55.8379,"R"
1737,70.2932,9.7438,55.8701,"R"
1738,70.3125,9.7537,55.9022,"R"
1739,70.3267,9.761,55.9344,"R"
1740,70.3467,9.7714,55.9665,"R"
1741,70.3663,9.7815,55.9987,"R"
1742,70.3854,9.7914,56.0309,"R"
1743,70.4037,9.8009,56.063,"R"
1744,70.4088,9.8035,56.0952,"D"
1745,70.4293,9.8142,56.1274,"R"
1746,70.4585,9.8293,56.1595,"R"
1747,70.4652,9.8328,56.1917,"R"
1748,70.477,9.8389,56.2239,"R"
1749,70.4936,9.8476,56.256,"R"
1750,70.5256,9.8643,56.2882,"R"
1751,70.5455,9.8746,56.3204,"R"
1752,70.6581,9.9336,56.3525,"R"
1753,70.6861,9.9484,56.3847,"D"
1754,70.7253,9.9689,56.4169,"R"
1755,70.7448,9.9792,56.449,"R"
1756,70.7549,9.9845,56.4812,"R"
1757,70.7937,10.0049,56.5133,"R"
1758,70.8066,10.0117,56.5455,"R"
1759,70.8344,10.0264,56.5777,"R"
1760,70.8545,10.0369,56.6098,"R"
1761,70.8711,10.0457,56.642,"D"
1762,70.9299,10.0767,56.6742,"D"
1763,71.0176,10.1231,56.7063,"D"
1764,71.037,10.1333,56.7385,"R"
1765,71.0583,10.1446,56.7707,"R"
1766,71.0699,10.1507,56.8028,"R"
1767,71.0856,10.159,56.835,"R"
1768,71.1015,10.1675,56.8672,"R"
1769,71.1262,10.1806,56.8993,"R"
1770,71.1368,10.1862,56.9315,"R"
1771,71.155,10.1958,56.9637,"R"
1772,71.1749,10.2064,56.9958,"R"
1773,71.1868,10.2127,57.028,"R"
1774,71.1988,10.2191,57.0601,"R"
1775,71.2215,10.2312,57.0923,"R"
1776,71.2445,10.2435,57.1245,"R"
1777,71.2525,10.2477,57.1566,"R"
1778,71.2613,10.2524,57.1888,"R"
1779,71.2783,10.2615,57.221,"R"
1780,71.2953,10.2706,57.2531,"R"
1781,71.3081,10.2775,57.2853,"R"
1782,71.3303,10.2894,57.3175,"R"
1783,71.3441,10.2969,57.3496,"R"
1784,71.359,10.3049,57.3818,"R"
1785,71.371,10.3114,57.414,"D"
1786,71.3797,10.316,57.4461,"R"
1787,71.4139,10.3345,57.4783,"R"
1788,71.4297,10.343,57.5105,"R"
1789,71.4539,10.3562,57.5426,"R"
1790,71.4677,10.3636,57.5748,"R"
1791,71.486,10.3736,57.6069,"R"
1792,71.5009,10.3816,57.6391,"R"
1793,71.5106,10.3869,57.6713,"R"
1794,71.5295,10.3971,57.7034,"R"
1795,71.5484,10.4074,57.7356,"R"
1796,71.5527,10.4098,57.7678,"R"
1797,71.5803,10.4248,57.7999,"R"
1798,71.5876,10.4287,57.8321,"R"
1799,71.5956,10.4331,57.8643,"R"
1800,71.613,10.4426,57.8964,"R"
1801,71.6335,10.4538,57.9286,"D"
1802,71.6653,10.4711,57.9608,"R"
1803,71.8285,10.5603,57.9929,"R"
1804,71.841,10.5671,58.0251,"R"
1805,71.8578,10.5763,58.0573,"R"
1806,71.8771,10.5869,58.0894,"R"
1807,71.8956,10.597,58.1216,"R"
1808,71.9237,10.6124,58.1537,"R"
1809,71.9574,10.6308,58.1859,"R"
1810,71.9718,10.6387,58.2181,"R"
1811,71.9781,10.6422,58.2502,"R"
1812,71.9966,10.6524,58.2824,"R"
1813,72.0305,10.6711,58.3146,"R"
1814,72.054,10.684,58.3467,"R"
1815,72.0677,10.6916,58.3789,"R"
1816,72.0905,10.7042,58.4111,"R"
1817,72.1164,10.7185,58.4432,"D"
1818,72.1242,10.7228,58.4754,"R"
1819,72.1455,10.7347,58.5076,"R"
1820,72.1615,10.7436,58.5397,"R"
1821,72.1799,10.7538,58.5719,"R"
1822,72.1849,10.7566,58.6041,"R"
1823,72.2049,10.7677,58.6362,"R"
1824,72.2237,10.7782,58.6684,"R"
1825,72.2352,10.7846,58.7005,"R"
1826,72.2466,10.7909,58.7327,"R"
1827,72.2735,10.806,58.7649,"R"
1828,72.2926,10.8167,58.797,"R"
1829,72.3119,10.8275,58.8292,"R"
1830,72.323,10.8338,58.8614,"R"
1831,72.3405,10.8436,58.8935,"R"
1832,72.3678,10.859,58.9257,"R"
1833,72.4232,10.8902,58.9579,"R"
1834,72.4426,10.9011,58.99,"R"
1835,72.4569,10.9092,59.0222,"R"
1836,72.4727,10.9181,59.0544,"R"
1837,72.4864,10.9259,59.0865,"R"
1838,72.4968,10.9317,59.1187,"R"
1839,72.5083,10.9383,59.1509,"R"
1840,72.5212,10.9456,59.183,"R"
1841,72.5486,10.9612,59.2152,"R"
1842,72.5836,10.9811,59.2473,"R"
1843,72.6306,11.0079,59.2795,"R"
1844,72.6938,11.0439,59.3117,"R"
1845,72.712,11.0543,59.3438,"R"
1846,72.7452,11.0733,59.376,"D"
1847,72.7647,11.0844,59.4082,"R"
1848,72.7737,11.0896,59.4403,"R"
1849,72.7797,11.0931,59.4725,"R"
1850,72.7904,11.0992,59.5047,"R"
1851,72.8178,11.115,59.5368,"R"
1852,72.8693,11.1447,59.569,"R"
1853,72.9013,11.1632,59.6012,"R"
1854,72.9207,11.1743,59.6333,"R"
1855,72.9299,11.1797,59.6655,"R"
1856,72.9527,11.1929,59.6977,"D"
1857,72.9679,11.2017,59.7298,"R"
1858,72.9873,11.213,59.762,"R"
1859,73.0165,11.2299,59.7941,"R"
1860,73.0281,11.2367,59.8263,"R"
1861,73.0422,11.2448,59.8585,"R"
1862,73.0665,11.2589,59.8906,"R"
1863,73.0812,11.2675,59.9228,"R"
1864,73.1019,11.2796,59.955,"R"
1865,73.1307,11.2963,59.9871,"R"
1866,73.1585,11.3126,60.0193,"R"
1867,73.1772,11.3235,60.0515,"R"
1868,73.1895,11.3306,60.0836,"R"
1869,73.21,11.3426,60.1158,"R"
1870,73.2991,11.3946,60.148,"R"
1871,73.3765,11.4401,60.1801,"R"
1872,73.3853,11.4452,60.2123,"R"
1873,73.4128,11.4614,60.2445,"R"
1874,73.4394,11.477,60.2766,"R"
1875,73.4585,11.4883,60.3088,"R"
1876,73.4768,11.4991,60.3409,"R"
1877,73.4905,11.5071,60.3731,"R"
1878,73.509,11.5181,60.4053,"R"
1879,73.5208,11.5251,60.4374,"R"
1880,73.545,11.5394,60.4696,"R"
1881,73.576,11.5578,60.5018,"R"
1882,73.593,11.5679,60.5339,"R"
1883,73.5985,11.5713,60.5661,"R"
1884,73.6161,11.5817,60.5983,"R"
1885,73.6245,11.5867,60.6304,"R"
1886,73.642,11.5972,60.6626,"R"
1887,73.6591,11.6074,60.6948,"R"
1888,73.6694,11.6135,60.7269,"R"
1889,73.6868,11.6239,60.7591,"R"
1890,73.7229,11.6455,60.7913,"R"
1891,73.7408,11.6562,60.8234,"R"
1892,73.7541,11.6641,60.8556,"R"
1893,73.7894,11.6853,60.8877,"D"
1894,73.8032,11.6935,60.9199,"R"
1895,73.8231,11.7055,60.9521,"R"
1896,73.8401,11.7157,60.9842,"R"
1897,73.8529,11.7234,61.0164,"R"
1898,73.8637,11.7299,61.0486,"R"
1899,73.8767,11.7377,61.0807,"R"
1900,73.881,11.7403,61.1129,"R"
1901,73.8958,11.7492,61.1451,"R"
1902,73.9114,11.7586,61.1772,"D"
1903,73.918,11.7626,61.2094,"R"
1904,73.9294,11.7696,61.2416,"R"
1905,73.9419,11.7772,61.2737,"R"
1906,73.9971,11.8107,61.3059,"R"
1907,74.009,11.8179,61.3381,"R"
1908,74.0228,11.8263,61.3702,"R"
1909,74.0437,11.8391,61.4024,"R"
1910,74.0799,11.8613,61.4345,"R"
1911,74.0936,11.8698,61.4667,"R"
1912,74.1237,11.8883,61.4989,"R"
1913,74.1327,11.8938,61.531,"R"
1914,74.1593,11.9102,61.5632,"D"
1915,74.1826,11.9246,61.5954,"R"
1916,74.2108,11.942,61.6275,"R"
1917,74.2351,11.957,61.6597,"R"
1918,74.2504,11.9665,61.6919,"R"
1919,74.2647,11.9753,61.724,"R"
1920,74.2779,11.9835,61.7562,"R"
1921,74.303,11.9991,61.7884,"R"
1922,74.3225,12.0112,61.8205,"R"
1923,74.3376,12.0206,61.8527,"R"
1924,74.3641,12.0371,61.8849,"R"
1925,74.3767,12.0449,61.917,"R"
1926,74.3984,12.0585,61.9492,"D"
1927,74.4149,12.0688,61.9813,"R"
1928,74.4221,12.0733,62.0135,"D"
1929,74.4298,12.0781,62.0457,"R"
1930,74.4461,12.0883,62.0778,"R"
1931,74.4661,12.1009,62.11,"R"
1932,74.5239,12.1371,62.1422,"D"
1933,74.541,12.1478,62.1743,"R"
1934,74.5714,12.167,62.2065,"R"
1935,74.5812,12.1732,62.2387,"R"
1936,74.6133,12.1935,62.2708,"R"
1937,74.6215,12.1986,62.303,"R"
1938,74.642,12.2116,62.3352,"R"
1939,74.689,12.2415,62.3673,"R"
1940,74.712,12.2561,62.3995,"R"
1941,74.7323,12.269,62.4317,"R"
1942,74.7436,12.2762,62.4638,"R"
1943,74.7567,12.2846,62.496,"R"
1944,74.7812,12.3003,62.5281,"D"
1945,74.8097,12.3187,62.5603,"R"
1946,74.8244,12.3282,62.5925,"R"
1947,74.8618,12.3523,62.6246,"D"
1948,74.8797,12.3638,62.6568,"R"
1949,74.8918,12.3717,62.689,"R"
1950,74.9118,12.3846,62.7211,"R"
1951,74.9534,12.4116,62.7533,"R"
1952,74.9691,12.4217,62.7855,"R"
1953,74.9837,12.4312,62.8176,"R"
1954,74.9941,12.4379,62.8498,"R"
1955,75.0179,12.4534,62.882,"R"
1956,75.0318,12.4625,62.9141,"R"
1957,75.0623,12.4824,62.9463,"R"
1958,75.088,12.4991,62.9784,"R"
1959,75.0984,12.5059,63.0106,"R"
1960,75.1161,12.5174,63.0428,"R"
1961,75.1408,12.5336,63.0749,"D"
1962,75.1657,12.5499,63.1071,"R"
1963,75.1788,12.5585,63.1393,"R"
1964,75.2217,12.5867,63.1714,"R"
1965,75.2452,12.6022,63.2036,"R"
1966,75.2724,12.6201,63.2358,"R"
1967,75.2866,12.6295,63.2679,"R"
1968,75.3056,12.642,63.3001,"R"
1969,75.3217,12.6526,63.3323,"R"
1970,75.3414,12.6657,63.3644,"R"
1971,75.6166,12.848,63.3966,"R"
1972,75.6357,12.8606,63.4288,"R"
1973,75.6497,12.8699,63.4609,"R"
1974,75.6603,12.8769,63.4931,"R"
