"from_2020","to_2024","weight","pop"
"APPLING|1B","APPLING|1B",1,1856
"GWINNETT|SUGAR HILL A","GWINNETT|SUGAR HILL A",1,9344
"GWINNETT|SUGAR HILL B","GWINNETT|SUGAR HILL B",1,9283
"GWINNETT|SUGAR HILL C","GWINNETT|SUGAR HILL C",1,7481
"GWINNETT|SUGAR HILL D","GWINNETT|SUGAR HILL D",1,8579
"GWINNETT|SUGAR HILL E","GWINNETT|SUGAR HILL E",1,5627
"GWINNETT|SUGAR HILL F","GWINNETT|SUGAR HILL F",1,6984
"GWINNETT|SUGAR HILL G","GWINNETT|SUGAR HILL G",1,3971
"GWINNETT|SUWANEE A","GWINNETT|SUWANEE A",1,2772
"GWINNETT|SUWANEE B","GWINNETT|SUWANEE B",1,7364
"GWINNETT|SUWANEE C","GWINNETT|SUWANEE C",1,9256
"GWINNETT|SUWANEE D","GWINNETT|SUWANEE D",1,7036
"GWINNETT|SUWANEE E","GWINNETT|SUWANEE E",1,6267
"GWINNETT|SUWANEE F","GWINNETT|SUWANEE F",1,6060
"GWINNETT|SUWANEE G","GWINNETT|SUWANEE G",1,5953
"GWINNETT|SUWANEE H","GWINNETT|SUWANEE H",1,5275
"HABERSHAM|AMYS CREEK","HABERSHAM|AMYS CREEK",1,1784
"HABERSHAM|CITY OF BALDWIN","HABERSHAM|HABERSHAM SOUTH",0.990888,2610
"HABERSHAM|CITY OF BALDWIN","HABERSHAM|MUD CREEK",0.009112,24
"HABERSHAM|DEMOREST","HABERSHAM|HABERSHAM NORTH",0.534008,4381
"HABERSHAM|DEMOREST","HABERSHAM|DEMOREST",0.252925,2075
"HABERSHAM|DEMOREST","HABERSHAM|HABERSHAM SOUTH",0.213067,1748
"HABERSHAM|HABERSHAM NORTH","HABERSHAM|HABERSHAM NORTH",1,12544
"HABERSHAM|HABERSHAM SOUTH","HABERSHAM|HABERSHAM SOUTH",0.999252,10686
"HABERSHAM|HABERSHAM SOUTH","HABERSHAM|TOWN OF MOUNT AIRY",0.000748,8
"HABERSHAM|MUD CREEK","HABERSHAM|MUD CREEK",0.962061,8419
"HABERSHAM|MUD CREEK","HABERSHAM|HABERSHAM SOUTH",0.037139,325
"HABERSHAM|MUD CREEK","BANKS|GOLDEN HILL",8e-04,7
"HABERSHAM|TOWN OF MOUNT AIRY","HABERSHAM|TOWN OF MOUNT AIRY",0.969166,1383
"HABERSHAM|TOWN OF MOUNT AIRY","HABERSHAM|HABERSHAM SOUTH",0.030834,44
"HALL|BARK CAMP","HALL|BARK CAMP",1,8137
"HALL|BIG HICKORY","HALL|BIG HICKORY",1,4979
"HALL|CANDLER","HALL|CANDLER",1,10189
"HALL|CHESTATEE","HALL|CHESTATEE",1,5231
"HALL|CHICOPEE","HALL|CHICOPEE",1,9232
"HALL|CLERMONT","HALL|CLERMONT",1,4807
"HALL|FLOWERY BRANCH I","HALL|FLOWERY BRANCH I",1,5891
"HALL|FLOWERY BRANCH II","HALL|FLOWERY BRANCH II",1,5315
"HALL|FORK","HALL|FORK",1,4305
"HALL|FRIENDSHIP I","HALL|FRIENDSHIP I",1,10874
"HALL|FRIENDSHIP II","HALL|FRIENDSHIP II",1,4420
"HALL|FRIENDSHIP III","HALL|FRIENDSHIP III",1,6083
"HALL|FRIENDSHIP IV","HALL|FRIENDSHIP IV",1,4086
"HALL|GAINESVILLE I","HALL|GAINESVILLE I",1,6787
"HALL|GAINESVILLE II","HALL|GAINESVILLE II",1,6466
"HALL|GAINESVILLE III","HALL|GAINESVILLE III",1,14853
"HALL|GAINESVILLE IV","HALL|GAINESVILLE IV",1,6286
"HALL|GAINESVILLE V","HALL|GAINESVILLE V",1,2799
"HALL|GILLSVILLE","HALL|GILLSVILLE",1,1826
"HALL|GLADE","HALL|GLADE",1,6870
"HALL|LULA","HALL|LULA",1,5309
"HALL|MORGAN I","HALL|MORGAN I",1,5413
"HALL|MORGAN II","HALL|MORGAN II",1,6881
"HALL|OAKWOOD I","HALL|OAKWOOD I",1,5112
"HALL|OAKWOOD II","HALL|OAKWOOD II",1,5485
"HALL|QUILLIANS","HALL|QUILLIANS",1,3926
"HALL|ROBERTS","HALL|ROBERTS",1,7819
"HALL|TADMORE","HALL|TADMORE",1,14349
"HALL|WEST WHELCHEL","HALL|WEST WHELCHEL",1,4573
"HALL|WHELCHEL","HALL|WHELCHEL",1,6051
"HALL|WILSON","HALL|WILSON",1,8782
"HANCOCK|COURTHOUSE","HANCOCK|COURTHOUSE",1,872
"HANCOCK|DEVEREUX FIRE STATION","HANCOCK|DEVEREUX FIRE STATION",0.991711,1316
"HANCOCK|DEVEREUX FIRE STATION","BALDWIN|EAST BALDWIN",0.008289,11
"HANCOCK|MAYFIELD COMMUNITY CENTER","HANCOCK|MAYFIELD COMMUNITY CENTER",1,408
"HANCOCK|POWER OF GOD","HANCOCK|POWER OF GOD",1,805
"HANCOCK|SECOND BEULAH","HANCOCK|SECOND BEULAH",1,1144
"HANCOCK|SECOND DARRIEN","HANCOCK|SECOND DARRIEN",1,583
"HANCOCK|SPARTA 4C","HANCOCK|SPARTA 4C",1,163
"HANCOCK|ST. MARK","HANCOCK|ST. MARK",1,784
"HANCOCK|WARREN CHAPEL","HANCOCK|WARREN CHAPEL",1,457
"HANCOCK|YOUTH CENTER","HANCOCK|YOUTH CENTER",1,2203
"HARALSON|BEREA-STEADMAN","HARALSON|BEREA-STEADMAN",1,1462
"HARALSON|BREMEN","HARALSON|BREMEN",1,9518
"HARALSON|BUCHANAN","HARALSON|BUCHANAN",1,3472
"HARALSON|BUNCOMBE","HARALSON|BUNCOMBE",1,1608
"HARALSON|CORINTH","HARALSON|CORINTH",1,2283
"HARALSON|FELTON","HARALSON|FELTON",1,527
"HARALSON|LITTLE CREEK","HARALSON|LITTLE CREEK",1,545
"HARALSON|MT VIEW","HARALSON|MT VIEW",1,419
"HARALSON|SEVENTH","HARALSON|SEVENTH",1,2684
"HARALSON|TALLAPOOSA","HARALSON|TALLAPOOSA",1,4677
"HARALSON|TWENTIETH","HARALSON|TWENTIETH",1,1073
"HARALSON|WACO","HARALSON|WACO",1,1651
"HARRIS|CATAULA","HARRIS|CATAULA",1,3704
"HARRIS|ELLERSLIE","HARRIS|ELLERSLIE",1,5522
"HARRIS|GOODMAN","HARRIS|GOODMAN",1,2093
"HARRIS|HAMILTON","HARRIS|HAMILTON",1,4080
"HARRIS|LOWER 19TH","HARRIS|LOWER 19TH",1,3677
"HARRIS|MULBERRY GROVE","HARRIS|MULBERRY GROVE",1,3695
"HARRIS|PINE MOUNTAIN VALLEY","HARRIS|PINE MOUNTAIN VALLEY",1,1648
"HARRIS|SKINNER","HARRIS|SKINNER",1,1232
"HARRIS|UPPER 19TH","HARRIS|UPPER 19TH",1,2246
"HARRIS|VALLEY PLAINS","HARRIS|VALLEY PLAINS",1,1148
"HARRIS|WAVERLY HALL","HARRIS|WAVERLY HALL",1,3808
"HARRIS|WHITESVILLE","HARRIS|WHITESVILLE",1,1815
"HART|BIO","HART|BIO",1,2330
"HART|BOWERSVILLE","HART|BOWERSVILLE",1,2231
"HART|COKESBURY","HART|COKESBURY",1,1729
"HART|GOLDMINE","HART|GOLDMINE",1,3100
"HART|HARTWELL","HART|HARTWELL",1,10172
"HART|REED CREEK","HART|REED CREEK",1,3853
"HART|SHOAL CREEK","HART|SHOAL CREEK",1,2413
"HEARD|CENTRALHATCHEE","HEARD|CENTRALHATCHEE",1,2410
"HEARD|COOKSVILLE - CORINTH","HEARD|COOKSVILLE - CORINTH",1,1103
"HEARD|ENON GROVE","HEARD|ENON GROVE",1,1644
"HEARD|EPHESUS","HEARD|EPHESUS",1,1978
"HEARD|FRANKLIN","HEARD|FRANKLIN",1,3327
"HEARD|SOUTHWEST","HEARD|SOUTHWEST",0.997895,948
"HEARD|SOUTHWEST","HEARD|EPHESUS",0.002105,2
"HENRY|AUSTIN ROAD","HENRY|AUSTIN ROAD",1,4294
"HENRY|COTTON INDIAN","HENRY|COTTON INDIAN",1,7211
"HENRY|DUTCHTOWN","HENRY|DUTCHTOWN",1,3610
"HENRY|EAST LAKE","HENRY|EAST LAKE",1,4457
"HENRY|ELLENWOOD","HENRY|ELLENWOOD",1,5241
"HENRY|FLIPPEN","HENRY|FLIPPEN",1,5703
"HENRY|GROVE PARK","HENRY|GROVE PARK",1,6090
"HENRY|HICKORY FLAT","HENRY|HICKORY FLAT",1,7135
"HENRY|KELLEYTOWN","HENRY|KELLEYTOWN",1,4305
"HENRY|LAKE DOW","HENRY|LAKE DOW",1,6530
"HENRY|LAKE HAVEN","HENRY|LAKE HAVEN",1,5788
"HENRY|LIGHTHOUSE","HENRY|LIGHTHOUSE",0.98227,4709
"HENRY|LIGHTHOUSE","CLAYTON|MORROW 10",0.01773,85
"HENRY|LOCUST GROVE","HENRY|LOCUST GROVE",1,9788
"HENRY|LOWES","HENRY|LOWES",1,13921
"HENRY|MCDONOUGH","HENRY|MCDONOUGH",1,4121
"HENRY|MCDONOUGH CENTRAL","HENRY|MCDONOUGH CENTRAL",1,5969
"HENRY|MCMULLEN","HENRY|MCMULLEN",1,5051
"HENRY|MOUNT CARMEL","HENRY|MOUNT CARMEL",1,7474
"HENRY|MT. BETHEL","HENRY|MT. BETHEL",1,5153
"HENRY|NORTH HAMPTON","HENRY|NORTH HAMPTON",1,10454
"HENRY|OAKLAND","HENRY|OAKLAND",1,5578
"HENRY|PATES CREEK","HENRY|PATES CREEK",1,7269
"HENRY|PLEASANT GROVE","HENRY|PLEASANT GROVE",1,5268
"HENRY|RED OAK","HENRY|RED OAK",1,7846
"HENRY|SANDY RIDGE","HENRY|SANDY RIDGE",1,7076
"HENRY|SHAKERAG","HENRY|SHAKERAG",1,5368
"HENRY|SHILOH","HENRY|SHILOH",1,5708
"HENRY|SOUTH HAMPTON","HENRY|SOUTH HAMPTON",1,7943
"HENRY|STAGECOACH","HENRY|STAGECOACH",1,5264
"HENRY|STOCKBRIDGE CENTRAL","HENRY|STOCKBRIDGE CENTRAL-MERLE MANDERS",1,7453
"HENRY|STOCKBRIDGE EAST-WEST","HENRY|STOCKBRIDGE EAST-WEST",1,9682
"HENRY|SWAN LAKE","HENRY|SWAN LAKE",1,4758
"HENRY|TIMBERRIDGE","HENRY|TIMBERRIDGE",1,2835
"HENRY|TUSSAHAW","HENRY|TUSSAHAW",1,4783
"HENRY|UNITY GROVE","HENRY|UNITY GROVE",1,6851
"HENRY|WESLEY LAKES","HENRY|WESLEY LAKES",1,8928
"HENRY|WESTSIDE","HENRY|WESTSIDE",1,11098
"HOUSTON|ANNX","HOUSTON|ANNX",1,6683
"HOUSTON|BMS","HOUSTON|BMS",1,14098
"HOUSTON|CENT","HOUSTON|CENT",1,11815
"HOUSTON|CGTC","HOUSTON|CGTC",1,7249
"HOUSTON|FMMS","HOUSTON|FMMS",1,13329
"HOUSTON|HAFS","HOUSTON|HAFS",1,2560
"HOUSTON|HCTC","HOUSTON|VFW",1,9846
"HOUSTON|HEFS","HOUSTON|HEFS",1,1869
"HOUSTON|HHPC","HOUSTON|HHPC",1,15391
"HOUSTON|MCMS","HOUSTON|MCMS",1,13494
"HOUSTON|NSES","HOUSTON|NORTH HOUSTON SPORT COMPLEX",1,3517
"HOUSTON|RECR","HOUSTON|WELLSTON CENTER",1,17798
"HOUSTON|ROZR","HOUSTON|ROZR",0.571018,11908
"HOUSTON|ROZR","HOUSTON|PEC",0.428982,8946
"HOUSTON|TMS","HOUSTON|TMS",1,9118
"HOUSTON|TWPK","HOUSTON|TWPK",1,6387
"HOUSTON|VHS","HOUSTON|VHS",1,9625
"IRWIN|HOLT","IRWIN|OCILLA",1,942
"IRWIN|IRWINVILLE","IRWIN|IRWINVILLE",1,2540
"IRWIN|OCILLA","IRWIN|OCILLA",1,6184
"JACKSON|CENTRAL JACKSON","JACKSON|CENTRAL JACKSON",1,24383
"JACKSON|NORTH JACKSON","JACKSON|NORTH JACKSON",0.99834,19247
"JACKSON|NORTH JACKSON","BANKS|BUSHVILLE",0.001141,22
"JACKSON|NORTH JACKSON","BANKS|ANDERSON",0.000519,10
"JACKSON|SOUTH JACKSON","JACKSON|SOUTH JACKSON",1,11410
"JACKSON|WEST JACKSON","JACKSON|WEST JACKSON",1,20867
"JASPER|MARTIN - BURNEY","JASPER|MARTIN & BURNEY",1,5425
"JASPER|MONTICELLO","JASPER|MONTICELLO",1,6308
"JASPER|WYATT","JASPER|WYATT",1,2855
"JEFF DAVIS|ALTAMAHA 1","JEFF DAVIS|ALTAMAHA 1",1,1109
"JEFF DAVIS|ALTAMAHA 2","JEFF DAVIS|ALTAMAHA 2",1,1889
"JEFF DAVIS|BLACKBURN 1","JEFF DAVIS|BLACKBURN 1",1,2230
"JEFF DAVIS|BLACKBURN 2","JEFF DAVIS|BLACKBURN 2",1,1147
"JEFF DAVIS|HAZLEHURST","JEFF DAVIS|HAZLEHURST",1,2847
"JEFF DAVIS|OCMULGEE 1","JEFF DAVIS|OCMULGEE 1",1,2279
"JEFF DAVIS|OCMULGEE 2","JEFF DAVIS|OCMULGEE 2",1,587
"JEFF DAVIS|WHITEHEAD 1","JEFF DAVIS|WHITEHEAD 1",1,1647
"JEFF DAVIS|WHITEHEAD 2","JEFF DAVIS|WHITEHEAD 2",1,1044
"JEFFERSON|AVERA","JEFFERSON|AVERA",1,533
"JEFFERSON|BARTOW","JEFFERSON|BARTOW",1,611
"JEFFERSON|LOUISVILLE","JEFFERSON|LOUISVILLE",1,5721
"JEFFERSON|MATTHEWS","JEFFERSON|MATTHEWS",1,778
"JEFFERSON|STAPLETON","JEFFERSON|STAPLETON",1,990
"JEFFERSON|STAPLETON CROSSROADS","JEFFERSON|STAPLETON CROSSROADS",1,773
"JEFFERSON|WADLEY","JEFFERSON|WADLEY",1,2290
"JEFFERSON|WRENS","JEFFERSON|WRENS",1,4013
"JENKINS|COURT HOUSE","JENKINS|COURT HOUSE",0.835172,1211
"JENKINS|COURT HOUSE","JENKINS|PRIMARY SCHOOL",0.164828,239
"JENKINS|FOUR POINTS","JENKINS|FOUR POINTS",0.827492,1511
"JENKINS|FOUR POINTS","JENKINS|PERKINS",0.172508,315
"JENKINS|PERKINS","JENKINS|PERKINS",0.780946,1205
"JENKINS|PERKINS","JENKINS|COURT HOUSE",0.075826,117
"JENKINS|PERKINS","JENKINS|SENIOR CITIZENS CENTER",0.075826,117
"JENKINS|PERKINS","JENKINS|PRIMARY SCHOOL",0.067401,104
"JENKINS|PRIMARY SCHOOL","JENKINS|PRIMARY SCHOOL",1,1189
"JENKINS|SENIOR CITIZENS CENTER","JENKINS|SENIOR CITIZENS CENTER",0.92123,2456
"JENKINS|SENIOR CITIZENS CENTER","JENKINS|COURT HOUSE",0.07877,210
"JOHNSON|BRAY","JOHNSON|BRAY",1,1031
"JOHNSON|KITE","JOHNSON|KITE",1,1326
"JOHNSON|SMITH","JOHNSON|SMITH",1,1198
"JOHNSON|WRIGHTSVILLE","JOHNSON|WRIGHTSVILLE",1,5634
"JONES|BARRON","JONES|BARRON",1,1854
"JONES|CLINTON","JONES|CLINTON",1,2865
"JONES|DAVIDSON","JONES|DAVIDSON",1,2169
"JONES|ETHRIDGE","JONES|ETHRIDGE",1,3211
"JONES|FINNEY","JONES|FINNEY",1,3161
"JONES|GRAY","JONES|GRAY",1,3669
"JONES|HAWKINS","JONES|ROBERTS",1,4270
"JONES|POPE","JONES|POPE",1,2476
"JONES|ROBERTS","JONES|HAWKINS",1,4382
"JONES|SANDERS","JONES|SANDERS",1,290
"LAMAR|BARNESVILLE","LAMAR|BARNESVILLE",1,3487
"LAMAR|CHAPPELL MILL V. FD","LAMAR|1712ABC",1,1983
"LAMAR|L C S C","LAMAR|L C S C",1,4552
"LAMAR|MILNER","LAMAR|MILNER",1,5768
"LAMAR|REDBONE","LAMAR|1712ABC",1,741
"LAMAR|SENIOR CITIZEN BLDG","LAMAR|1712ABC",1,1969
"LANIER|LAKELAND","LANIER|LAKELAND",1,9877
"LAURENS|BREWTON","LAURENS|BREWTON",1,2653
"LAURENS|BUCKEYE","LAURENS|BUCKEYE",1,1452
"LAURENS|BURCH","LAURENS|BURCH",1,642
"LAURENS|CADWELL","LAURENS|CADWELL",1,1252
"LAURENS|CALHOUN PARK","LAURENS|CALHOUN PARK",1,10008
"LAURENS|DUDLEY","LAURENS|DUDLEY",1,1515
"LAURENS|FBC - FLC","LAURENS|FBC - FLC",1,5589
"LAURENS|FIRE DEPT STA #5","LAURENS|FIRE DEPT STA #5",1,5305
"LAURENS|HAMPTON MILL","LAURENS|HAMPTON MILL",1,2684
"LAURENS|HARVARD","LAURENS|DUDLEY",1,521
"LAURENS|LCFS #10 (VALAMBROSIA)","LAURENS|LCFS #10 (VALAMBROSIA)",1,3192
"LAURENS|MINTER","LAURENS|MINTER",1,1446
"LAURENS|REEDY SPRINGS","LAURENS|REEDY SPRINGS",1,1341
"LAURENS|RURAL FIRE STA #17","LAURENS|RURAL FIRE STA #17",1,3654
"LAURENS|SMITH","LAURENS|SMITH",1,5622
"LAURENS|W T ADAMS FIRE STA #18","LAURENS|W T ADAMS FIRE STA #18",1,2694
"LEE|#1 CHOKEE","LEE|#1 CHOKEE",1,582
"LEE|#10 REDBONE","LEE|#10 REDBONE",1,6360
"LEE|#2 SMITHVILLE","LEE|#2 SMITHVILLE",1,1383
"LEE|#3 CJC","LEE|#3 CJC",1,1922
"LEE|#4 LEESBURG","LEE|#4 LEESBURG",1,4921
"LEE|#5 FRIENDSHIP BAPT.","LEE|#5 FRIENDSHIP BAPT.",1,2106
"LEE|#6 FIRST BAPTIST","LEE|#6 FIRST BAPTIST",1,5059
"LEE|#7 SDA CHURCH","LEE|#7 SDA CHURCH",1,2331
"LEE|#8 FLINT REFORMED BAPTIST","LEE|#8 FLINT REFORMED BAPTIST",1,3979
"LEE|#9 CENTURY FIRE STAT","LEE|#9 CENTURY FIRE STAT",1,4506
"LIBERTY|BUTTON GWINNETT","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.755422,7141
"LIBERTY|BUTTON GWINNETT","LIBERTY|MEMORIAL DRIVE EAST",0.172115,1627
"LIBERTY|BUTTON GWINNETT","LIBERTY|GUM BRANCH",0.072464,685
"LIBERTY|FLEMING EAST","LIBERTY|FLEMING EAST",0.779668,3620
"LIBERTY|FLEMING EAST","LIBERTY|LIBERTY CO COMPLEX",0.220332,1023
"LIBERTY|FLEMING WEST","LIBERTY|PERFORMING ARTS CENTER (PAC)",1,598
"LIBERTY|GUM BRANCH","LIBERTY|GUM BRANCH",1,6250
"LIBERTY|HINESVILLE","LIBERTY|HINESVILLE",0.949719,3381
"LIBERTY|HINESVILLE","LIBERTY|MEMORIAL DRIVE EAST",0.046348,165
"LIBERTY|HINESVILLE","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.003933,14
"LIBERTY|HINESVILLE LODGE 271","LIBERTY|PROGRESSIVE CHURCH",0.981919,4779
"LIBERTY|HINESVILLE LODGE 271","LIBERTY|MEMORIAL DRIVE EAST",0.018081,88
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|LEWIS FRASIER SCHOOL",0.509101,3608
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|HINESVILLE",0.319035,2261
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.115423,818
"LIBERTY|LEWIS FRASIER SCHOOL","LIBERTY|MEMORIAL DRIVE EAST",0.056441,400
"LIBERTY|LIBERTY COUNTY COMPLEX","LIBERTY|LIBERTY CO COMPLEX",0.896701,5165
"LIBERTY|LIBERTY COUNTY COMPLEX","LIBERTY|FLEMING EAST",0.098438,567
"LIBERTY|LIBERTY COUNTY COMPLEX","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.004861,28
"LIBERTY|LYMAN HALL SCHOOL","LIBERTY|LYMAN HALL SCHOOL",0.997857,7451
"LIBERTY|LYMAN HALL SCHOOL","LIBERTY|MEMORIAL DRIVE EAST",0.002143,16
"LIBERTY|MEMORIAL DR. EAST","LIBERTY|MEMORIAL DRIVE EAST",0.528166,2194
"LIBERTY|MEMORIAL DR. EAST","LIBERTY|LEWIS FRASIER SCHOOL",0.287915,1196
"LIBERTY|MEMORIAL DR. EAST","LIBERTY|PROGRESSIVE CHURCH",0.171401,712
"LIBERTY|MEMORIAL DR. EAST","LIBERTY|HINESVILLE",0.012518,52
"LIBERTY|RICEBORO YOUTH CENTER","LIBERTY|RICEBORO YOUTH CENTER",0.97874,1243
"LIBERTY|RICEBORO YOUTH CENTER","LIBERTY|VICTORY BAPTIST",0.02126,27
"LIBERTY|TOWN OF ALLENHURST","LIBERTY|TOWN OF ALLENHURST",0.592933,2584
"LIBERTY|TOWN OF ALLENHURST","LIBERTY|VICTORY BAPTIST",0.406838,1773
"LIBERTY|TOWN OF ALLENHURST","LIBERTY|PERFORMING ARTS CENTER (PAC)",0.000229,1
"LIBERTY|WALTHOURVILLE","LIBERTY|VICTORY BAPTIST",0.954051,5523
"LIBERTY|WALTHOURVILLE","LIBERTY|LYMAN HALL SCHOOL",0.038003,220
"LIBERTY|WALTHOURVILLE","LIBERTY|GUM BRANCH",0.003973,23
"LIBERTY|WALTHOURVILLE","LIBERTY|TOWN OF ALLENHURST",0.003973,23
"LINCOLN|BETHANY CHURCH","LINCOLN|BETHANY CHURCH",1,748
"LINCOLN|FAITH TEMPLE OF LINC","LINCOLN|FAITH TEMPLE OF LINC",1,652
"LINCOLN|LINCOLN CENTER","LINCOLN|LINCOLN CENTER",1,1958
"LINCOLN|LINCOLN CLUB HOUSE","LINCOLN|LINCOLN CLUB HOUSE",1,954
"LINCOLN|MARTINS CROSSROAD","LINCOLN|MARTINS CROSSROAD",1,1474
"LINCOLN|MIDWAY","LINCOLN|MIDWAY",1,731
"LINCOLN|TABERNACLE","LINCOLN|TABERNACLE",1,1173
"LONG|ALMA FLOURNOY","LONG|ALMA FLOURNOY",1,498
"LONG|BEARDS CREEK","LONG|BEARDS CREEK",1,2651
"LONG|FAITH BAPTIST ANNEX","LONG|FAITH BAPTIST ANNEX",1,1733
"LONG|NORTH LUDOWICI","LONG|NORTH LUDOWICI",1,3166
"LONG|RYE PATCH/OAK DALE","LONG|RYE PATCH/OAK DALE",1,4674
"LONG|SOUTH LUDOWICI","LONG|SOUTH LUDOWICI",1,2479
"LONG|TIBET","LONG|TIBET",1,967
"LOWNDES|CLYATTVILLE","LOWNDES|CLYAT COMM CTR",0.542429,3912
"LOWNDES|CLYATTVILLE","LOWNDES|RAINWATER",0.260538,1879
"LOWNDES|CLYATTVILLE","LOWNDES|LAKE PARK",0.098863,713
"LOWNDES|CLYATTVILLE","LOWNDES|S LOWNDES",0.09817,708
"LOWNDES|DASHER","LOWNDES|DASHER",0.533223,3218
"LOWNDES|DASHER","LOWNDES|LOWNDES CIVIC",0.3715,2242
"LOWNDES|DASHER","LOWNDES|LAKE PARK",0.080862,488
"LOWNDES|DASHER","LOWNDES|RAINWATER",0.014416,87
"LOWNDES|HAHIRA TRAIN DEPOT","LOWNDES|TRAIN DEPOT",0.523164,4359
"LOWNDES|HAHIRA TRAIN DEPOT","LOWNDES|HISTORICAL SOC",0.270043,2250
"LOWNDES|HAHIRA TRAIN DEPOT","LOWNDES|HAH COMM",0.195991,1633
"LOWNDES|HAHIRA TRAIN DEPOT","LOWNDES|RAINWATER",0.010322,86
"LOWNDES|HAHIRA TRAIN DEPOT","LOWNDES|TRINITY",0.00048,4
"LOWNDES|JAYCEE SHACK","LOWNDES|LOWNDES CIVIC",0.665448,6369
"LOWNDES|JAYCEE SHACK","LOWNDES|NEW JERUSALEM",0.322537,3087
"LOWNDES|JAYCEE SHACK","LOWNDES|JAYCEE",0.012015,115
"LOWNDES|MILDRED","LOWNDES|MILDRED",0.573403,4066
"LOWNDES|MILDRED","LOWNDES|RAINWATER",0.322239,2285
"LOWNDES|MILDRED","LOWNDES|LOWNDES CIVIC",0.104358,740
"LOWNDES|MT CALVARY","LOWNDES|LOWNDES CIVIC",0.85946,6464
"LOWNDES|MT CALVARY","LOWNDES|MT CALVARY",0.14054,1057
"LOWNDES|NAYLOR","LOWNDES|NAYLOR",1,1784
"LOWNDES|NORTHGATE ASSEMBLY","LOWNDES|PINE GROVE",0.970534,6324
"LOWNDES|NORTHGATE ASSEMBLY","LOWNDES|JAYCEE",0.029466,192
"LOWNDES|NORTHSIDE","LOWNDES|ELECTIONS OFFICE",0.317061,8515
"LOWNDES|NORTHSIDE","LOWNDES|RAINWATER",0.261766,7030
"LOWNDES|NORTHSIDE","LOWNDES|MT CALVARY",0.217791,5849
"LOWNDES|NORTHSIDE","LOWNDES|NEW JERUSALEM",0.202785,5446
"LOWNDES|NORTHSIDE","LOWNDES|TRINITY",0.000596,16
"LOWNDES|RAINWATER","LOWNDES|RAINWATER",0.998218,15127
"LOWNDES|RAINWATER","LOWNDES|MT CALVARY",0.001782,27
"LOWNDES|S LOWNDES","LOWNDES|LAKE PARK",0.668419,3814
"LOWNDES|S LOWNDES","LOWNDES|S LOWNDES",0.331581,1892
"LOWNDES|TRINITY","LOWNDES|TRINITY",0.394174,5846
"LOWNDES|TRINITY","LOWNDES|JAYCEE",0.360798,5351
"LOWNDES|TRINITY","LOWNDES|NEW JERUSALEM",0.155148,2301
"LOWNDES|TRINITY","LOWNDES|PINE GROVE",0.074708,1108
"LOWNDES|TRINITY","LOWNDES|RAINWATER",0.009372,139
"LOWNDES|TRINITY","LOWNDES|HAH COMM",0.005799,86
"LOWNDES|VSU UC # 2","LOWNDES|VSU",1,1642
"LUMPKIN|DAHLONEGA","LUMPKIN|DAHLONEGA",1,33488
"MACON|IDEAL","MACON|IDEAL",1,2073
"MACON|MARSHALLVILLE","MACON|MARSHALLVILLE",1,2253
"MACON|MONTEZUMA #4","MACON|MONTEZUMA #4",1,1900
"MACON|MONTEZUMA #5","MACON|MONTEZUMA #5",0.983051,2204
"MACON|MONTEZUMA #5","MACON|MONTEZUMA #4",0.016949,38
"MACON|OGLETHORPE","MACON|OGLETHORPE",1,3614
"MADISON|COLBERT","MADISON|COLBERT",1,4892
"MADISON|COLLINS","MADISON|COLLINS",1,1024
"MADISON|COMER","MADISON|COMER",1,2230
"MADISON|DANIELSVILLE","MADISON|DANIELSVILLE",1,4182
"MADISON|FORK","MADISON|FORK",1,830
"MADISON|HARRISON","MADISON|HARRISON",1,897
"MADISON|HULL","MADISON|HULL",1,6679
"MADISON|ILA","MADISON|ILA",1,2544
"MADISON|MILL","MADISON|MILL",1,2349
"MADISON|PAOLI","MADISON|PAOLI",1,348
"MADISON|PITTMAN","MADISON|PITTMAN",1,2627
"MADISON|POCA","MADISON|POCA",1,1518
"MARION|BRANTLEY","MARION|BRANTLEY",1,637
"MARION|BUENA VISTA","MARION|BUENA VISTA",1,3686
"MARION|FORT PERRY","MARION|FORT PERRY",1,1343
"MARION|PINEKNOT","MARION|PINEKNOT",1,1415
"MARION|TAZEWELL","MARION|TAZEWELL",1,417
"MCDUFFIE|131","MCDUFFIE|CEDAR ROCK",1,1780
"MCDUFFIE|132","MCDUFFIE|NORTH MCDUFFIE",1,1866
"MCDUFFIE|133A","MCDUFFIE|FORT CREEK",1,1947
"MCDUFFIE|133B","MCDUFFIE|DEARING",1,2882
"MCDUFFIE|134","MCDUFFIE|CEDAR ROCK",1,2653
"MCDUFFIE|135","MCDUFFIE|SWEETWATER",1,4279
"MCDUFFIE|136","MCDUFFIE|DEPOT",1,3281
"MCDUFFIE|137","MCDUFFIE|WHITE OAK",0.895985,1473
"MCDUFFIE|137","MCDUFFIE|DEPOT",0.104015,171
"MCDUFFIE|139","MCDUFFIE|WHITE OAK",1,1300
"MCINTOSH|CRESCENT","MCINTOSH|CRESCENT",1,2497
