county,precinct,registered,ballots_cast,Donald J. Trump,Kamala D. Harris,Chase Oliver,Jill Stein,Claudia De la Cruz,Cornel West,total,dem_two_party_pct
Appling,1B,,,921,108,2,0,0,0,1031,10.5
Appling,1C,,,724,67,0,0,0,0,791,8.47
Appling,2,,,541,782,1,3,0,0,1327,59.11
Appling,3A1,,,617,31,0,0,0,0,648,4.78
Appling,3C,,,934,246,3,0,0,0,1183,20.85
Appling,4B,,,720,25,0,0,0,0,745,3.36
Appling,4D,,,950,117,2,0,0,0,1069,10.97
Appling,5A,,,711,102,0,0,0,0,813,12.55
Appling,5B,,,643,82,0,2,0,0,727,11.31
Atkinson,Axson,,,460,40,2,0,0,0,502,8.0
Atkinson,Pearson City,,,183,233,1,0,0,0,417,56.01
Atkinson,Pearson County,,,1127,144,1,0,0,0,1272,11.33
Atkinson,Willacoochee,,,580,283,2,1,0,0,866,32.79
Bacon,Douglas,,,4186,645,6,2,0,0,4839,13.35
Baker,Anna,,,165,169,0,0,0,0,334,50.6
Baker,Elmodel,,,216,76,1,1,0,0,294,26.03
Baker,Hoggards Mill,,,131,164,0,0,0,0,295,55.59
Baker,Milford,,,225,87,0,1,0,0,313,27.88
Baker,Newton,,,146,94,0,0,0,0,240,39.17
Baldwin,City Hall Annex,,,144,323,2,2,0,0,471,69.16
Baldwin,Coopers,,,889,318,3,2,0,0,1212,26.35
Baldwin,Courthouse,,,118,161,0,5,0,0,284,57.71
Baldwin,East Baldwin,,,1672,1242,11,1,0,0,2926,42.62
Baldwin,East Hardwick,,,141,477,2,2,0,0,622,77.18
Baldwin,East Milledgeville,,,161,503,1,0,0,0,665,75.75
Baldwin,Meriwether,,,1554,900,7,3,0,0,2464,36.67
Baldwin,North Baldwin,,,2020,862,7,8,0,0,2897,29.91
Baldwin,North Milledgeville,,,777,859,5,3,0,0,1644,52.51
Baldwin,Scottsboro,,,453,264,1,1,0,0,719,36.82
Baldwin,South Milledgeville,,,163,534,3,1,0,0,701,76.61
Baldwin,West Baldwin,,,813,629,5,1,0,0,1448,43.62
Baldwin,West Hardwick,,,450,1398,10,1,0,0,1859,75.65
Baldwin,West Thomas,,,219,689,2,3,0,0,913,75.88
Banks,Anderson,,,1058,114,3,5,0,0,1180,9.73
Banks,Baldwin,,,587,103,1,2,0,0,693,14.93
Banks,Berlin,,,533,77,0,1,0,0,611,12.62
Banks,Bushville,,,658,91,0,0,0,0,749,12.15
Banks,Columbia,,,274,33,0,0,0,0,307,10.75
Banks,Davids,,,1282,174,5,0,0,0,1461,11.95
Banks,Golden Hill,,,604,70,0,0,0,0,674,10.39
Banks,Grove River,,,470,39,1,0,0,0,510,7.66
Banks,Hollingsworth,,,490,45,1,1,0,0,537,8.41
Banks,Homer,,,1091,120,2,1,0,0,1214,9.91
Banks,Poplar Springs,,,1285,149,1,0,0,0,1435,10.39
Banks,Washington,,,541,82,0,0,0,0,623,13.16
Banks,Wilmonts,,,485,39,1,0,0,0,525,7.44
Barrow,01,,,2104,745,8,2,0,0,2859,26.15
Barrow,02,,,4485,1267,25,6,0,0,5783,22.03
Barrow,03,,,3411,1405,21,13,0,0,4850,29.17
Barrow,04,,,2002,637,10,10,0,0,2659,24.14
Barrow,05,,,5115,2092,30,11,0,0,7248,29.03
Barrow,08,,,4371,1406,21,10,0,0,5808,24.34
Barrow,13,,,5004,2905,34,12,0,0,7955,36.73
Barrow,16,,,4238,2492,34,8,0,0,6772,37.03
Bartow,Adairsville,,,4539,1212,19,12,0,0,5782,21.07
Bartow,Allatoona,,,2103,870,13,3,0,0,2989,29.26
Bartow,Cartersville East,,,3173,1701,30,9,0,0,4913,34.9
Bartow,Cartersville West,,,4656,1890,26,13,0,0,6585,28.87
Bartow,Cassville,,,2216,933,11,8,0,0,3168,29.63
Bartow,Center,,,2518,615,14,10,0,0,3157,19.63
Bartow,Emerson,,,1731,491,9,5,0,0,2236,22.1
Bartow,Euharlee,,,3352,972,21,5,0,0,4350,22.48
Bartow,Folsom,,,1040,119,4,3,0,0,1166,10.27
Bartow,Hamilton Crossing,,,3956,1272,18,2,0,0,5248,24.33
Bartow,Kingston,,,1971,433,8,1,0,0,2413,18.01
Bartow,Mission Road,,,2390,886,9,7,0,0,3292,27.05
Bartow,Pine Log,,,1582,215,8,0,0,0,1805,11.96
Bartow,Taylorsville,,,2231,237,7,1,0,0,2476,9.6
Bartow,White,,,1907,318,17,2,0,0,2244,14.29
Bartow,Woodland,,,1048,319,6,3,0,0,1376,23.34
Bartow,Zena Drive,,,2858,1459,22,8,0,0,4347,33.8
Ben Hill,East,,,4281,2199,14,7,0,0,6501,33.94
Berrien,Alapaha,,,658,208,0,0,0,0,866,24.02
Berrien,Enigma,,,637,85,1,0,0,0,723,11.77
Berrien,Nashville,,,3668,633,9,2,0,0,4312,14.72
Berrien,Ray City,,,1142,211,3,1,0,0,1357,15.59
Berrien,West Berrien,,,736,72,2,0,0,0,810,8.91
Bibb,East Macon 1,,,64,813,0,0,0,0,877,92.7
Bibb,East Macon 2,,,177,1979,4,4,0,0,2164,91.79
Bibb,East Macon 3,,,581,1481,3,5,0,0,2070,71.82
Bibb,East Macon 4,,,123,1119,0,1,0,0,1243,90.1
Bibb,East Macon 5,,,397,1225,2,7,0,0,1631,75.52
Bibb,Godfrey 1,,,327,2616,9,6,0,0,2958,88.89
Bibb,Godfrey 2,,,125,734,4,3,0,0,866,85.45
Bibb,Godfrey 3,,,163,1385,3,4,0,0,1555,89.47
Bibb,Godfrey 4,,,131,763,3,2,0,0,899,85.35
Bibb,Godfrey 5,,,316,2176,3,2,0,0,2497,87.32
Bibb,Hazzard 1,,,213,1524,5,0,0,0,1742,87.74
Bibb,Hazzard 2,,,1243,1568,9,7,0,0,2827,55.78
Bibb,Hazzard 3,,,1321,3268,10,4,0,0,4603,71.21
Bibb,Hazzard 4,,,2231,1699,12,13,0,0,3955,43.23
Bibb,Howard 1,,,1721,926,9,10,0,0,2666,34.98
Bibb,Howard 2,,,1764,1059,4,3,0,0,2830,37.51
Bibb,Howard 3,,,2302,2161,15,11,0,0,4489,48.42
Bibb,Howard 4,,,528,608,6,4,0,0,1146,53.52
Bibb,Howard 5,,,476,975,5,0,0,0,1456,67.2
Bibb,Howard 6,,,835,707,7,7,0,0,1556,45.85
Bibb,Howard 7,,,1348,933,14,7,0,0,2302,40.9
Bibb,Rutland 1,,,2474,2112,8,17,0,0,4611,46.05
Bibb,Rutland 2,,,1565,1038,11,2,0,0,2616,39.88
Bibb,Vineville 1,,,641,1476,12,7,0,0,2136,69.72
Bibb,Vineville 2,,,284,845,5,0,0,0,1134,74.84
Bibb,Vineville 3,,,163,1499,4,1,0,0,1667,90.19
Bibb,Vineville 4,,,312,1908,7,2,0,0,2229,85.95
Bibb,Vineville 5,,,840,869,11,5,0,0,1725,50.85
Bibb,Vineville 6,,,924,1112,12,1,0,0,2049,54.62
Bibb,Warrior 1,,,1392,714,8,0,0,0,2114,33.9
Bibb,Warrior 2,,,1677,880,10,1,0,0,2568,34.42
Bleckley,1,,,4685,1339,13,7,0,0,6044,22.23
Brantley,Hoboken,,,2345,166,3,0,0,0,2514,6.61
Brantley,Nahunta,,,2739,290,9,4,0,0,3042,9.57
Brantley,Waynesville,,,2660,280,4,0,0,0,2944,9.52
Brooks,Barwick,,,196,74,0,0,0,0,270,27.41
Brooks,Briggs,,,1194,389,1,6,0,0,1590,24.57
Brooks,Dixie,,,385,370,0,2,0,0,757,49.01
Brooks,Morven,,,1018,363,2,1,0,0,1384,26.29
Brooks,Nankin,,,455,76,0,2,0,0,533,14.31
Brooks,Pavo,,,326,107,1,0,0,0,434,24.71
Brooks,Quitman,,,986,1250,4,2,0,0,2242,55.9
Bryan,Daniel Siding,,,1301,415,7,1,0,0,1724,24.18
Bryan,Devaul Henderson Park Gym,,,1948,1324,12,9,0,0,3293,40.46
Bryan,First Baptist Church,,,1621,1146,12,6,0,0,2785,41.42
Bryan,Harn Community Center,,,1215,598,5,1,0,0,1819,32.98
Bryan,Lanier,,,867,255,3,2,0,0,1127,22.73
Bryan,New Beginnings,,,2137,827,6,5,0,0,2975,27.9
Bryan,Olive Branch Baptist,,,1964,468,2,2,0,0,2436,19.24
Bryan,Spirit of Peace Lutheran Church,,,2657,1098,16,13,0,0,3784,29.24
Bryan,Timber Trail,,,1306,1029,11,6,0,0,2352,44.07
Bryan,Wetlands Center,,,1722,619,5,10,0,0,2356,26.44
Bulloch,Bay,,,1118,196,4,0,0,0,1318,14.92
Bulloch,Blitch,,,1189,462,4,2,0,0,1657,27.98
Bulloch,Brooklet,,,2191,656,17,2,0,0,2866,23.04
Bulloch,Church,,,1848,2037,18,14,0,0,3917,52.43
Bulloch,Emit,,,1917,823,5,2,0,0,2747,30.04
Bulloch,Fair,,,2942,1776,12,8,0,0,4738,37.64
Bulloch,Hagin,,,1222,603,4,0,0,0,1829,33.04
Bulloch,Leefield,,,768,114,7,2,0,0,891,12.93
Bulloch,Lockhart,,,450,121,0,0,0,0,571,21.19
Bulloch,Nevils,,,868,182,1,1,0,0,1052,17.33
Bulloch,Pittman Park,,,1071,1641,10,11,0,0,2733,60.51
Bulloch,Portal,,,931,300,9,0,0,0,1240,24.37
Bulloch,Register,,,458,240,0,1,0,0,699,34.38
Bulloch,Sinkhole,,,317,53,0,0,0,0,370,14.32
Bulloch,Statesboro,,,2218,2036,15,4,0,0,4273,47.86
Bulloch,Stilson,,,1477,274,4,1,0,0,1756,15.65
Burke,Alexander,,,154,97,2,0,0,0,253,38.65
Burke,Blakeney,,,184,242,1,0,0,0,427,56.81
Burke,Four Points,,,1263,543,3,1,0,0,1810,30.07
Burke,Girard,,,259,230,1,0,0,0,490,47.03
Burke,Gough,,,127,175,1,1,0,0,304,57.95
Burke,Greenscut,,,454,267,1,4,0,0,726,37.03
Burke,Keysville,,,158,130,0,0,0,0,288,45.14
Burke,Midville,,,148,179,1,0,0,0,328,54.74
Burke,Munnerlyn,,,133,72,0,1,0,0,206,35.12
Burke,North Waynesboro,,,558,1181,4,2,0,0,1745,67.91
Burke,Sardis,,,438,255,2,0,0,0,695,36.8
Burke,Scotts Crossroads,,,65,101,1,0,0,0,167,60.84
Burke,South Waynesboro,,,1338,1012,8,3,0,0,2361,43.06
Burke,St. Clair,,,226,121,1,1,0,0,349,34.87
Burke,Telfair,,,406,302,5,2,0,0,715,42.66
Burke,Vidette,,,116,87,2,1,0,0,206,42.86
Butts,Butts County Admin Building,,,9424,3544,39,12,0,0,13019,27.33
Calhoun,Arlington,,,94,288,1,0,0,0,383,75.39
Calhoun,Edison,,,81,244,0,0,0,0,325,75.08
Calhoun,Edison-Arlington,,,180,237,0,0,0,0,417,56.83
Calhoun,Leary,,,250,250,0,0,0,0,500,50.0
Calhoun,Morgan,,,295,134,2,0,0,0,431,31.24
Camden,East Kingsland,,,3842,2007,32,15,0,0,5896,34.31
Camden,Harrietts Bluff,,,1198,323,2,2,0,0,1525,21.24
Camden,Historic Kingsland,,,1930,1373,16,5,0,0,3324,41.57
Camden,North St. Marys,,,992,506,2,2,0,0,1502,33.78
Camden,South St. Marys,,,1167,581,13,6,0,0,1767,33.24
Camden,St. Marys,,,2412,1389,20,9,0,0,3830,36.54
Camden,Tarboro,,,579,181,1,1,0,0,762,23.82
Camden,Waverly,,,1088,357,5,2,0,0,1452,24.71
Camden,West Kingsland,,,1609,455,7,2,0,0,2073,22.04
Camden,West Saint Marys,,,2069,753,14,8,0,0,2844,26.68
Camden,Woodbine,,,933,480,3,2,0,0,1418,33.97
Candler,Jack Strickland Community Center,,,3366,1196,3,3,0,0,4568,26.22
Carroll,Bethany,,,1837,1056,9,6,0,0,2908,36.5
Carroll,Bonner Rec Ctr,,,1529,1057,17,9,0,0,2612,40.87
Carroll,Bowden Sr Ctr,,,1781,489,4,3,0,0,2277,21.54
Carroll,Carroll EMC,,,705,354,3,0,0,0,1062,33.43
Carroll,Catherine Hardy,,,1098,1450,9,6,0,0,2563,56.91
Carroll,Center Point,,,1417,197,1,1,0,0,1616,12.21
Carroll,Clem Comm Ctr,,,2336,642,10,11,0,0,2999,21.56
Carroll,Fairfield Rec Ctr,,,2295,898,16,3,0,0,3212,28.12
Carroll,Kansas,,,895,78,2,0,0,0,975,8.02
Carroll,Lakeshore Rec Ctr,,,710,530,6,1,0,0,1247,42.74
Carroll,Mars Hill,,,1654,372,10,4,0,0,2040,18.36
Carroll,Midway,,,2308,819,7,2,0,0,3136,26.19
Carroll,Mount Holly,,,886,242,8,4,0,0,1140,21.45
Carroll,Mt Zion,,,1722,331,4,6,0,0,2063,16.12
Carroll,Neva Lomason,,,1098,772,12,4,0,0,1886,41.28
Carroll,Oak Grove,,,964,245,5,4,0,0,1218,20.26
Carroll,Old Camp Church,,,1298,417,12,5,0,0,1732,24.31
Carroll,Powell Park Rec Ctr,,,2134,2406,9,7,0,0,4556,53.0
Carroll,Roopville,,,2219,349,5,3,0,0,2576,13.59
Carroll,Shiloh,,,998,192,3,1,0,0,1194,16.13
Carroll,Tabernacle,,,782,388,6,5,0,0,1181,33.16
Carroll,Temple City,,,1830,1009,4,7,0,0,2850,35.54
Carroll,Temple County,,,2379,603,15,3,0,0,3000,20.22
Carroll,Townsend Ctr UWG,,,736,523,5,3,0,0,1267,41.54
Carroll,Tyus,,,1359,176,7,0,0,0,1542,11.47
Carroll,VR Gold Dust Park,,,2549,1309,20,6,0,0,3884,33.93
Carroll,VR Sports Complex,,,1595,480,5,3,0,0,2083,23.13
Carroll,Whitesburg Rec Dept,,,1422,250,2,1,0,0,1675,14.95
Catoosa,Blackstock,,,1269,224,9,1,0,0,1503,15.0
Catoosa,Boynton,,,3677,1106,16,3,0,0,4802,23.12
Catoosa,Catoosa Keith,,,1705,363,10,8,0,0,2086,17.55
Catoosa,Chambers,,,1847,390,10,1,0,0,2248,17.43
Catoosa,Ft Oglethorpe,,,2075,758,13,5,0,0,2851,26.76
Catoosa,Graysville,,,2708,796,10,3,0,0,3517,22.72
Catoosa,Lakeview,,,1745,556,7,4,0,0,2312,24.16
Catoosa,Poplar Springs,,,2571,660,15,7,0,0,3253,20.43
Catoosa,Ringgold,,,4263,1411,23,9,0,0,5706,24.87
Catoosa,Westside,,,3196,1027,17,6,0,0,4246,24.32
Catoosa,Woodstation,,,2094,413,7,0,0,0,2514,16.47
Charlton,Folkston,,,1892,888,5,5,0,0,2790,31.94
Charlton,GA Bend,,,353,20,0,0,0,0,373,5.36
Charlton,Homeland,,,510,55,4,0,0,0,569,9.73
Charlton,Racepond,,,206,15,0,0,0,0,221,6.79
Charlton,St. George,,,431,15,0,0,0,0,446,3.36
Charlton,Winokur,,,215,14,0,0,0,0,229,6.11
Chatham,1-01C,,,907,1705,11,14,0,0,2637,65.28
Chatham,1-05C,,,635,1077,14,6,0,0,1732,62.91
Chatham,1-06C,,,829,782,12,4,0,0,1627,48.54
Chatham,1-08C,,,615,608,7,7,0,0,1237,49.71
Chatham,1-09C,,,358,743,5,0,0,0,1106,67.48
Chatham,1-10C,,,666,299,6,1,0,0,972,30.98
Chatham,1-12C,,,1114,549,6,2,0,0,1671,33.01
Chatham,1-13C,,,602,441,4,3,0,0,1050,42.28
Chatham,1-14C,,,826,530,5,1,0,0,1362,39.09
Chatham,1-16C,,,1610,619,11,4,0,0,2244,27.77
Chatham,1-17C,,,1729,850,11,3,0,0,2593,32.96
Chatham,2-02C,,,184,794,4,2,0,0,984,81.19
Chatham,2-03C,,,159,731,6,2,0,0,898,82.13
Chatham,2-04C,,,153,1264,4,17,0,0,1438,89.2
Chatham,2-05C,,,176,1455,8,12,0,0,1651,89.21
Chatham,2-06C,,,432,672,6,5,0,0,1115,60.87
Chatham,2-07C,,,273,1303,8,7,0,0,1591,82.68
Chatham,2-09C,,,318,1682,12,12,0,0,2024,84.1
Chatham,2-11C,,,172,752,3,2,0,0,929,81.39
Chatham,2-12C,,,157,887,8,10,0,0,1062,84.96
Chatham,3-02C,,,368,733,8,6,0,0,1115,66.58
Chatham,3-03C,,,71,561,2,1,0,0,635,88.77
Chatham,3-04C,,,83,828,2,0,0,0,913,90.89
Chatham,3-05C,,,315,943,6,11,0,0,1275,74.96
Chatham,3-09C,,,511,785,12,5,0,0,1313,60.57
Chatham,3-10C,,,217,1363,6,5,0,0,1591,86.27
Chatham,3-11C,,,183,680,4,1,0,0,868,78.79
Chatham,3-12C,,,527,631,4,2,0,0,1164,54.49
Chatham,3-13C,,,594,1139,12,5,0,0,1750,65.72
Chatham,3-14C,,,362,1182,4,3,0,0,1551,76.55
Chatham,4-02C,,,1129,645,7,8,0,0,1789,36.36
Chatham,4-04C,,,1182,605,10,3,0,0,1800,33.86
Chatham,4-05C,,,1193,657,7,2,0,0,1859,35.51
Chatham,4-06C,,,1296,558,7,5,0,0,1866,30.1
Chatham,4-07C,,,1608,968,11,2,0,0,2589,37.58
Chatham,4-08C,,,1506,748,19,9,0,0,2282,33.19
Chatham,4-10C,,,643,450,5,3,0,0,1101,41.17
Chatham,4-11C,,,752,525,4,3,0,0,1284,41.11
Chatham,4-12C,,,1351,668,3,2,0,0,2024,33.09
Chatham,4-13C,,,1412,825,5,8,0,0,2250,36.88
Chatham,4-14C,,,1971,1277,10,4,0,0,3262,39.32
Chatham,5-03C,,,103,834,1,2,0,0,940,89.01
Chatham,5-05C,,,83,1547,5,2,0,0,1637,94.91
Chatham,5-06C,,,310,966,4,1,0,0,1281,75.71
Chatham,5-07C,,,221,673,2,4,0,0,900,75.28
Chatham,5-08C,,,329,777,1,4,0,0,1111,70.25
Chatham,5-10C,,,135,1778,4,3,0,0,1920,92.94
Chatham,5-11C,,,370,1322,8,4,0,0,1704,78.13
Chatham,6-01C,,,438,698,7,7,0,0,1150,61.44
Chatham,6-02C,,,978,770,5,5,0,0,1758,44.05
Chatham,6-03C,,,823,1151,9,3,0,0,1986,58.31
Chatham,6-05C,,,449,848,7,6,0,0,1310,65.38
Chatham,6-06C,,,432,520,3,2,0,0,957,54.62
Chatham,6-08C,,,324,917,3,4,0,0,1248,73.89
Chatham,6-09C,,,972,1282,7,14,0,0,2275,56.88
Chatham,6-10C,,,1449,1631,8,8,0,0,3096,52.95
Chatham,6-11C,,,1151,2202,13,16,0,0,3382,65.67
Chatham,7-01C,,,458,417,3,1,0,0,879,47.66
Chatham,7-03C,,,457,252,3,1,0,0,713,35.54
Chatham,7-04C,,,509,1521,8,6,0,0,2044,74.93
Chatham,7-05C,,,313,416,2,1,0,0,732,57.06
Chatham,7-06C,,,1029,1076,9,3,0,0,2117,51.12
Chatham,7-07C,,,1668,1091,17,8,0,0,2784,39.54
Chatham,7-08C,,,1606,779,9,5,0,0,2399,32.66
Chatham,7-09C,,,803,1180,4,1,0,0,1988,59.51
Chatham,7-10C,,,982,1858,14,13,0,0,2867,65.42
Chatham,7-11C,,,649,1198,5,12,0,0,1864,64.86
Chatham,7-12C,,,1149,1604,11,4,0,0,2768,58.26
Chatham,7-13C,,,1245,855,11,5,0,0,2116,40.71
Chatham,7-14C,,,1704,2748,17,13,0,0,4482,61.73
Chatham,7-15C,,,752,1454,9,7,0,0,2222,65.91
Chatham,7-16C,,,966,1612,19,10,0,0,2607,62.53
Chatham,7-17C,,,1255,836,6,3,0,0,2100,39.98
Chatham,8-01C,,,312,1037,2,11,0,0,1362,76.87
Chatham,8-02C,,,210,958,3,9,0,0,1180,82.02
Chatham,8-03C,,,623,355,6,1,0,0,985,36.3
Chatham,8-05C,,,50,617,3,4,0,0,674,92.5
Chatham,8-06C,,,36,490,2,4,0,0,532,93.16
Chatham,8-08C,,,70,1081,2,4,0,0,1157,93.92
Chatham,8-09C,,,29,630,0,4,0,0,663,95.6
Chatham,8-10C,,,43,883,1,0,0,0,927,95.36
Chatham,8-11C,,,35,870,1,4,0,0,910,96.13
Chatham,8-12C,,,208,681,2,4,0,0,895,76.6
Chatham,8-15C,,,98,716,0,1,0,0,815,87.96
Chatham,8-16C,,,1147,1309,12,7,0,0,2475,53.3
Chatham,8-17C,,,791,1270,0,9,0,0,2070,61.62
Chatham,8-18C,,,383,534,4,2,0,0,923,58.23
Chattahoochee,Robinson Recreation Center,,,982,703,6,3,0,0,1694,41.72
Chattooga,Dirttown,,,659,131,3,1,0,0,794,16.58
Chattooga,Haywood,,,108,13,0,0,0,0,121,10.74
Chattooga,Lyerly,,,994,208,1,1,0,0,1204,17.3
Chattooga,Menlo,,,871,182,2,4,0,0,1059,17.28
Chattooga,Subligna,,,369,25,1,1,0,0,396,6.35
Chattooga,Summerville,,,2734,837,14,6,0,0,3591,23.44
Chattooga,Trion,,,3034,500,7,0,0,0,3541,14.15
Cherokee,269-Waleska,,,0,0,0,0,0,0,0,
Cherokee,Air Acres,,,1588,934,17,8,0,0,2547,37.03
Cherokee,Airport,,,4198,1303,32,13,0,0,5546,23.69
Cherokee,Arnold Mill,,,2872,1162,29,3,0,0,4066,28.81
Cherokee,Avery,,,2790,894,31,5,0,0,3720,24.27
Cherokee,Ball Ground,,,3072,641,17,7,0,0,3737,17.26
Cherokee,Bascomb,,,2253,1068,22,7,0,0,3350,32.16
Cherokee,Bells,,,2746,1661,28,17,0,0,4452,37.69
Cherokee,Booth,,,2143,1130,21,10,0,0,3304,34.52
Cherokee,Bradshaw,,,2678,1047,13,7,0,0,3745,28.11
Cherokee,Bridgemill,,,3127,1119,18,4,0,0,4268,26.35
Cherokee,Canton,,,1034,555,10,3,0,0,1602,34.93
Cherokee,Carmel,,,2085,1645,18,21,0,0,3769,44.1
Cherokee,Clark Creek,,,2601,2055,33,30,0,0,4719,44.14
Cherokee,Conns Creek,,,838,81,3,3,0,0,925,8.81
Cherokee,Deer Run,,,1467,874,8,6,0,0,2355,37.33
Cherokee,Dixie,,,2497,1639,24,12,0,0,4172,39.63
Cherokee,Free Home,,,3830,1084,28,7,0,0,4949,22.06
Cherokee,Hickory Flat,,,4937,2166,45,28,0,0,7176,30.49
Cherokee,Hickory Log,,,4609,2297,24,19,0,0,6949,33.26
Cherokee,Hightower,,,2756,665,22,7,0,0,3450,19.44
Cherokee,Hillside,,,1786,796,11,5,0,0,2598,30.83
Cherokee,Holly Springs,,,1833,731,16,8,0,0,2588,28.51
Cherokee,Liberty,,,4175,2162,35,18,0,0,6390,34.12
Cherokee,Lickskillet,,,3566,2408,41,23,0,0,6038,40.31
Cherokee,Little River,,,4038,2519,34,31,0,0,6622,38.42
Cherokee,Macedonia,,,3423,1046,23,5,0,0,4497,23.41
Cherokee,Mountain Road,,,1907,772,16,2,0,0,2697,28.82
Cherokee,Oak Grove,,,1965,905,20,7,0,0,2897,31.53
Cherokee,R M Moore,,,2696,397,13,4,0,0,3110,12.84
Cherokee,River Green,,,4755,1803,24,16,0,0,6598,27.49
Cherokee,Rosecreek,,,1973,920,21,4,0,0,2918,31.8
Cherokee,Salacoa,,,555,62,1,1,0,0,619,10.05
Cherokee,Sixes,,,1977,752,22,2,0,0,2753,27.56
Cherokee,Sutallee,,,1850,345,6,4,0,0,2205,15.72
Cherokee,Toonigh,,,3712,1830,38,20,0,0,5600,33.02
Cherokee,Union Hill,,,3033,769,18,5,0,0,3825,20.23
Cherokee,Univeter,,,3602,1051,14,5,0,0,4672,22.59
Cherokee,Victoria,,,1660,641,7,4,0,0,2312,27.86
Cherokee,Waleska,,,2194,724,11,5,0,0,2934,24.81
Cherokee,Wildcat,,,1831,712,14,9,0,0,2566,28.0
Cherokee,Woodlands,,,1625,1083,13,21,0,0,2742,39.99
Cherokee,Woodstock,,,3865,2390,28,16,0,0,6299,38.21
Clarke,1A,,,704,1125,12,13,0,0,1854,61.51
Clarke,1B,,,685,1633,7,5,0,0,2330,70.45
Clarke,1C,,,667,1538,11,20,0,0,2236,69.75
Clarke,1D,,,1007,1787,12,11,0,0,2817,63.96
Clarke,2A,,,533,1514,8,10,0,0,2065,73.96
Clarke,2B,,,411,1656,13,10,0,0,2090,80.12
Clarke,2C,,,111,1105,1,4,0,0,1221,90.87
Clarke,3A,,,485,1075,9,18,0,0,1587,68.91
Clarke,3B,,,684,1787,7,8,0,0,2486,72.32
Clarke,4A,,,424,935,5,4,0,0,1368,68.8
Clarke,4B,,,767,1260,11,9,0,0,2047,62.16
Clarke,5A,,,606,2233,14,8,0,0,2861,78.65
Clarke,5B,,,665,1411,11,9,0,0,2096,67.97
Clarke,5C,,,233,1793,11,17,0,0,2054,88.5
Clarke,5D,,,737,2074,22,10,0,0,2843,73.78
Clarke,6A,,,1126,1813,20,12,0,0,2971,61.69
Clarke,6B,,,1220,1675,12,10,0,0,2917,57.86
Clarke,6C,,,1178,1644,21,6,0,0,2849,58.26
Clarke,7A,,,948,1494,18,15,0,0,2475,61.18
Clarke,7B,,,737,1408,19,9,0,0,2173,65.64
Clarke,7C,,,609,1471,11,16,0,0,2107,70.72
Clarke,8A,,,599,1388,13,6,0,0,2006,69.85
Clarke,8B,,,346,1096,19,8,0,0,1469,76.01
Clarke,8C,,,567,1382,10,6,0,0,1965,70.91
Clay,Bluffton,,,174,94,3,0,0,0,271,35.07
Clay,Court House,,,55,197,0,0,0,0,252,78.17
Clay,Days Cross Road,,,218,145,2,0,0,0,365,39.94
Clay,Old Head Start,,,142,171,1,1,0,0,315,54.63
Clay,Zetto,,,74,164,0,1,0,0,239,68.91
Clayton,Ellenwood 1,,,181,1953,2,9,0,0,2145,91.52
Clayton,Ellenwood 2,,,222,2246,4,6,0,0,2478,91.0
Clayton,Forest Park 1,,,322,1203,5,6,0,0,1536,78.89
Clayton,Forest Park 2,,,283,1172,9,4,0,0,1468,80.55
Clayton,Forest Park 3,,,273,1122,3,5,0,0,1403,80.43
Clayton,Forest Park 4,,,365,630,4,11,0,0,1010,63.32
Clayton,Forest Park 5,,,370,1462,4,7,0,0,1843,79.8
Clayton,Forest Park 6,,,281,591,3,4,0,0,879,67.78
Clayton,Jonesboro 1,,,212,1764,4,4,0,0,1984,89.27
Clayton,Jonesboro 10,,,219,1379,7,5,0,0,1610,86.3
Clayton,Jonesboro 11,,,348,1276,7,2,0,0,1633,78.57
Clayton,Jonesboro 12,,,163,1460,1,4,0,0,1628,89.96
Clayton,Jonesboro 13,,,243,1393,4,1,0,0,1641,85.15
Clayton,Jonesboro 14,,,715,2116,10,12,0,0,2853,74.74
Clayton,Jonesboro 15,,,176,1036,2,7,0,0,1221,85.48
Clayton,Jonesboro 16,,,214,1116,8,14,0,0,1352,83.91
Clayton,Jonesboro 17,,,160,1502,4,3,0,0,1669,90.37
Clayton,Jonesboro 18,,,301,1657,6,4,0,0,1968,84.63
Clayton,Jonesboro 19,,,179,1649,2,2,0,0,1832,90.21
Clayton,Jonesboro 2,,,76,1008,1,0,0,0,1085,92.99
Clayton,Jonesboro 20,,,129,1238,4,3,0,0,1374,90.56
Clayton,Jonesboro 21,,,219,1760,5,8,0,0,1992,88.93
Clayton,Jonesboro 22,,,141,807,4,6,0,0,958,85.13
Clayton,Jonesboro 3,,,243,478,5,1,0,0,727,66.3
Clayton,Jonesboro 4,,,199,943,4,6,0,0,1152,82.57
Clayton,Jonesboro 5,,,244,978,1,6,0,0,1229,80.03
Clayton,Jonesboro 6,,,771,1184,3,4,0,0,1962,60.56
Clayton,Jonesboro 7,,,324,1563,6,8,0,0,1901,82.83
Clayton,Jonesboro 8,,,194,1727,5,3,0,0,1929,89.9
Clayton,Jonesboro 9,,,143,579,3,3,0,0,728,80.19
Clayton,Lake City,,,265,1449,4,9,0,0,1727,84.54
Clayton,Lovejoy 1,,,420,2332,9,8,0,0,2769,84.74
Clayton,Lovejoy 2,,,276,1755,3,8,0,0,2042,86.41
Clayton,Lovejoy 3,,,180,981,4,2,0,0,1167,84.5
Clayton,Lovejoy 4,,,225,1484,1,7,0,0,1717,86.83
