county,precinct,registered,ballots_cast,Joseph R. Biden,Donald J. Trump,Jo Jorgensen,total,dem_two_party_pct
DeKalb,Midway,3139,1723,1553,133,25,1711,92.11
DeKalb,Miller Grove,4747,2551,2424,96,17,2537,96.19
DeKalb,Miller Grove High,3470,1802,1700,70,19,1789,96.05
DeKalb,Miller Grove Road,2151,1499,1404,75,11,1490,94.93
DeKalb,Miller-Eldridge L Miller Elem,3455,2104,1928,143,18,2089,93.1
DeKalb,Montclair Elem,2194,1253,1067,168,13,1248,86.4
DeKalb,Montgomery Elem,2446,2089,1256,783,35,2074,61.6
DeKalb,Montreal,2586,1861,1459,375,20,1854,79.55
DeKalb,Mount Vernon East,2651,2285,1124,1108,33,2265,50.36
DeKalb,Mount Vernon West,2303,1934,1084,802,35,1921,57.48
DeKalb,North Decatur,2166,1459,1245,191,16,1452,86.7
DeKalb,North Hairston,2329,1417,1242,158,13,1413,88.71
DeKalb,North Peachtree,1916,1222,851,345,22,1218,71.15
DeKalb,Northlake,1509,1272,909,323,28,1260,73.78
DeKalb,Oak Grove Elem,2253,1901,1341,525,24,1890,71.86
DeKalb,Oak View Elem,5011,2967,2849,88,15,2952,97.0
DeKalb,Oakcliff Elem,2125,1308,913,377,13,1303,70.78
DeKalb,Oakhurst,2398,2078,1904,134,34,2072,93.42
DeKalb,Panola,1586,1003,928,62,7,997,93.74
DeKalb,Panola Road,2884,1866,1791,52,11,1854,97.18
DeKalb,Panola Way Elem,2252,1189,1114,51,15,1180,95.62
DeKalb,Peachcrest,2458,1367,1218,121,17,1356,90.96
DeKalb,Peachtree Middle,3502,2495,1803,653,25,2481,73.41
DeKalb,Pine Lake,632,485,425,49,4,478,89.66
DeKalb,Piney Grove,2018,1123,1042,62,11,1115,94.38
DeKalb,Pleasantdale Road,4538,2523,2068,394,42,2504,84.0
DeKalb,Ponce de Leon,3766,2960,2640,276,24,2940,90.53
DeKalb,Princeton Elem,2376,1560,1469,73,5,1547,95.27
DeKalb,Rainbow Elem,3768,2449,2302,118,10,2430,95.12
DeKalb,Redan Elem,3020,2045,1942,83,9,2034,95.9
DeKalb,Redan Middle,2496,1649,1535,86,17,1638,94.69
DeKalb,Redan Road,2932,1747,1620,93,18,1731,94.57
DeKalb,Redan-Trotti Library,3990,2423,2296,89,25,2410,96.27
DeKalb,Rehoboth,1813,1479,1028,424,22,1474,70.8
DeKalb,Rock Chapel Elem,2910,1931,1819,92,13,1924,95.19
DeKalb,Rock Chapel Road,4178,2894,2636,231,12,2879,91.94
DeKalb,Rockbridge Elem,3595,1947,1754,166,13,1933,91.35
DeKalb,Rockbridge Road,3965,2892,2715,144,18,2877,94.96
DeKalb,Rowland Elem,3765,1947,1780,138,20,1938,92.81
DeKalb,Rowland Road,2080,1309,1182,112,8,1302,91.34
DeKalb,Sagamore Hills Elem,2925,2564,1801,710,35,2546,71.72
DeKalb,Salem Middle,3519,2566,2436,95,21,2552,96.25
DeKalb,Scott,2805,2141,1783,313,36,2132,85.07
DeKalb,Shadow Rock Elem,4347,3051,2853,156,16,3025,94.82
DeKalb,Shamrock,1600,1350,1029,299,10,1338,77.48
DeKalb,Shaw-Robert Shaw Elem,2892,1853,1647,171,22,1840,90.59
DeKalb,Silver Lake,4979,3784,2173,1522,52,3747,58.81
DeKalb,Skyland,2100,1687,990,650,29,1669,60.37
DeKalb,Smoke Rise,2108,1769,1058,672,22,1752,61.16
DeKalb,Snapfinger Elem,1894,1352,1269,63,10,1342,95.27
DeKalb,Snapfinger Road,4872,3653,3499,116,16,3631,96.79
DeKalb,Snapfinger Road N,2705,1485,1395,69,8,1472,95.29
DeKalb,Snapfinger Road S,1960,1382,1300,62,13,1375,95.45
DeKalb,South Deshon,3470,2277,2156,95,15,2266,95.78
DeKalb,South Hairston,3814,2211,2064,106,17,2187,95.12
DeKalb,Stephenson High,3555,2409,2219,159,19,2397,93.31
DeKalb,Stephenson Middle,3822,2621,2431,154,14,2599,94.04
DeKalb,Stone Mill Elem,3714,1604,1445,133,18,1596,91.57
DeKalb,Stone Mountain Elem,2338,1595,1185,384,10,1579,75.53
DeKalb,Stone Mtn,1711,1001,801,183,9,993,81.4
DeKalb,Stone Mtn Champion,3098,1719,1502,184,23,1709,89.09
DeKalb,Stone Mtn Middle,3247,1369,1208,131,20,1359,90.22
DeKalb,Stonecrest Library,3720,2414,2285,102,13,2400,95.73
DeKalb,Stoneview Elem,1988,985,904,71,7,982,92.72
DeKalb,Terry Mill,2808,1908,1777,96,17,1890,94.87
DeKalb,Tilly Mill Road,1552,1312,674,609,15,1298,52.53
DeKalb,Toney Elem,1729,1042,984,43,6,1033,95.81
DeKalb,Tucker,2932,2167,1521,609,22,2152,71.41
DeKalb,Tucker Library,3506,2804,1750,987,52,2789,63.94
DeKalb,Valley Brook,1037,808,643,152,11,806,80.88
DeKalb,Wadsworth,3159,1931,1825,82,15,1922,95.7
DeKalb,Warren Tech,1364,939,665,248,11,924,72.84
DeKalb,Wesley Chapel Library,2922,2121,2029,73,13,2115,96.53
DeKalb,White Oak,2951,1544,1461,62,10,1533,95.93
DeKalb,Winnona Park,2020,1709,1518,162,22,1702,90.36
DeKalb,Winters Chapel,1434,1212,652,532,19,1203,55.07
DeKalb,Woodridge Elem,3851,2283,2113,140,19,2272,93.79
DeKalb,Woodrow Road,3493,1963,1805,124,15,1944,93.57
DeKalb,Woodward,3193,2374,1779,542,33,2354,76.65
DeKalb,Wynbrooke Elem,3496,2583,2394,162,11,2567,93.66
DeKalb,Young Road,1951,1372,1289,57,16,1362,95.77
Decatur,Attapulgus,1812,1275,795,462,9,1266,63.25
Decatur,BDGE-Fairgrounds,3308,2138,1099,1009,20,2128,52.13
Decatur,Bainbridge-Coliseum,5641,3998,1601,2345,37,3983,40.57
Decatur,Brinson,836,619,122,492,5,619,19.87
Decatur,Climax,975,765,200,558,5,763,26.39
Decatur,Kendrick,566,413,98,315,0,413,23.73
Decatur,Mt Pleasant,564,451,55,392,1,448,12.3
Decatur,Recovery,678,505,115,388,1,504,22.86
Decatur,West Bainbridge,2238,1505,695,797,11,1503,46.58
Dodge,Chauncey,412,308,58,248,2,308,18.95
Dodge,Clark,111,73,3,70,0,73,4.11
Dodge,Eddin,1037,780,235,540,1,776,30.32
Dodge,Empire,456,324,29,289,5,323,9.12
Dodge,Jaybird,212,149,46,102,0,148,31.08
Dodge,Jones,436,323,45,275,3,323,14.06
Dodge,Lee,4816,3198,1194,1962,25,3181,37.83
Dodge,McCranie,293,230,39,190,1,230,17.03
Dodge,Milan,332,233,41,189,1,231,17.83
Dodge,Mitchell,333,278,55,220,3,278,20.0
Dodge,Mullis,505,368,75,290,2,367,20.55
Dodge,Plainfield,454,340,38,299,2,339,11.28
Dodge,Pondtown,689,516,116,398,2,516,22.57
Dodge,Rawlins,923,650,163,480,6,649,25.35
Dodge,Vilula,170,144,10,133,1,144,6.99
Dodge,Yonker,260,184,24,158,2,184,13.19
Dooly,Byromville,609,453,215,230,3,448,48.31
Dooly,Lilly,536,358,179,174,3,356,50.71
Dooly,Pinehurst,474,387,100,282,4,386,26.18
Dooly,Unadilla,1634,1092,532,547,8,1087,49.3
Dooly,Vienna,2696,1835,885,926,17,1828,48.87
Dougherty,1st Christian Church,1505,1100,472,606,10,1088,43.78
Dougherty,2nd Mt Zion Church,1465,1009,450,549,8,1007,45.05
Dougherty,Albany Middle School,1963,945,871,63,4,938,93.25
Dougherty,Alice Coachman Elementary,750,518,494,16,4,514,96.86
Dougherty,Bill Miller Center,2404,1121,989,117,7,1113,89.42
Dougherty,Carver Teen Center,1667,657,623,21,4,648,96.74
Dougherty,Christ Church,1879,1513,583,914,6,1503,38.94
Dougherty,Covenant Church,2334,1440,759,655,18,1432,53.68
Dougherty,Darton College,4289,2572,2043,502,18,2563,80.28
Dougherty,Greenbriar Church,3885,2956,1531,1394,18,2943,52.34
Dougherty,International Studies,1042,673,485,185,2,672,72.39
Dougherty,Jackson Heights Elementary,2549,1150,1101,32,8,1141,97.18
Dougherty,Lamar Reese Elementary,1098,688,637,44,7,688,93.54
Dougherty,Litman Cathedral,1486,699,656,32,9,697,95.35
Dougherty,Lovett Hall,1174,407,392,12,2,406,97.03
Dougherty,Merry Acres Middle,2432,1623,775,816,21,1612,48.71
Dougherty,Mt Zion Center,3638,1834,1762,49,12,1823,97.29
Dougherty,Palmyra Methodist,2761,1607,776,804,18,1598,49.11
Dougherty,Phoebe East,2965,1418,1223,183,7,1413,86.98
Dougherty,Phoebe Healthworks,1574,652,512,125,8,645,80.38
Dougherty,Pine Bluff Baptist Church,2221,1346,878,457,8,1343,65.77
Dougherty,Putney 1st Baptist Church,2819,1784,909,856,13,1778,51.5
Dougherty,Radium Middle School,693,418,290,119,5,414,70.9
Dougherty,Sherwood Elementary,3205,1963,1208,722,23,1953,62.59
Dougherty,Shiloh Baptist Church,1510,716,663,42,7,712,94.04
Dougherty,Turner Elementary,1205,277,257,16,1,274,94.14
Dougherty,Westover High School,3394,2485,1433,1020,23,2476,58.42
Dougherty,Westtown Elementary,3265,1932,1805,103,9,1917,94.6
Douglas,Arbor Station,2990,1955,1336,579,29,1944,69.77
Douglas,Atlanta West Pentecostal,4076,2170,1889,253,15,2157,88.19
Douglas,Beulah Baptist Church,3500,2366,1197,1131,24,2352,51.42
Douglas,Boundary Waters,4220,2932,2496,384,28,2908,86.67
Douglas,Bright Star,2703,1842,802,1008,29,1839,44.31
Douglas,Chapel Hill,4016,2915,2098,767,31,2896,73.23
Douglas,Chestnut Log,5177,2793,2065,677,38,2780,75.31
Douglas,Church At Chapel Hill,6353,4688,3250,1370,45,4665,70.35
Douglas,Deer Lick,3042,1879,1107,749,16,1872,59.64
Douglas,Dog River Library,4915,3953,1051,2838,48,3937,27.02
Douglas,Dorsett Shoals,3901,2516,1116,1342,42,2500,45.4
Douglas,Ephesus Baptist Church,3930,3094,754,2282,44,3080,24.84
Douglas,Factory Shoals,4359,3162,2347,770,31,3148,75.3
Douglas,First Baptist Douglasville,2478,1905,1143,729,20,1892,61.06
Douglas,First Baptist Lithia Springs,1966,1300,679,581,32,1292,53.89
Douglas,Golden Methodist Church,5634,3508,2960,497,35,3492,85.62
Douglas,Lithia Springs High School,6033,4062,3331,674,38,4043,83.17
Douglas,Lutheran Church-GS,4149,3114,2009,1056,38,3103,65.55
Douglas,Mirror Lake Elementary,6745,4623,2571,1969,68,4608,56.63
Douglas,Old Courthouse,5675,3332,2249,1014,46,3309,68.92
Douglas,Prays Mill Gym,5459,3953,1702,2182,48,3932,43.82
Douglas,St Julians Episcopal,2253,1528,749,751,24,1524,49.93
Douglas,Stewart,3208,2004,1699,279,16,1994,85.89
Douglas,Turner,3847,2555,1466,1040,36,2542,58.5
Douglas,Winston,1911,1298,743,529,16,1288,58.41
Early,Arlington,911,672,369,294,3,666,55.66
Early,Blakely,3445,2312,1452,833,14,2299,63.54
Early,Cedar Springs,1114,835,191,641,1,833,22.96
Early,Cuba,1180,862,316,535,7,858,37.13
Early,Urquhart,670,536,109,419,3,531,20.64
Echols,Statenville,2156,1449,167,1256,18,1441,11.74
Effingham,1A,1965,1499,317,1168,12,1497,21.35
Effingham,1B,3005,2134,350,1753,27,2130,16.64
Effingham,1C,1446,1018,210,782,23,1015,21.17
Effingham,1D,2031,1457,202,1230,20,1452,14.11
Effingham,2A,3038,2295,510,1723,56,2289,22.84
Effingham,2B,3010,2113,549,1522,35,2106,26.51
Effingham,2C,4621,3409,931,2418,47,3396,27.8
Effingham,3A,1398,1034,184,840,8,1032,17.97
Effingham,3B,1553,1158,414,722,16,1152,36.44
Effingham,3C,2060,1469,334,1109,17,1460,23.15
Effingham,3D,3125,2251,608,1606,30,2244,27.46
Effingham,4A,3726,2596,596,1933,56,2585,23.57
Effingham,4B,1888,1278,419,847,9,1275,33.1
Effingham,4C,2837,1971,313,1602,47,1962,16.34
Effingham,5A,2924,2034,445,1551,32,2028,22.29
Effingham,5B,3962,2720,970,1707,36,2713,36.23
Effingham,5C,1684,1241,368,845,21,1234,30.34
Elbert,Centerville,1011,764,154,604,5,763,20.32
Elbert,Elberton,3798,2624,1263,1326,22,2611,48.78
Elbert,Eliam,748,620,144,469,3,616,23.49
Elbert,Gaines,570,439,55,371,9,435,12.91
Elbert,Goshen,1612,1222,248,962,5,1215,20.5
Elbert,Longstreet,622,477,122,347,3,472,26.01
Elbert,Moss-Ruckersville,468,356,83,271,1,355,23.45
Elbert,Petersburg,377,303,55,247,0,302,18.21
Elbert,Pike,1596,1214,441,756,11,1208,36.84
Elbert,Webbsboro,408,328,77,243,5,325,24.06
Elbert,Wyche,1095,871,237,630,2,869,27.34
Emanuel,Adrian,827,569,74,489,3,566,13.14
Emanuel,Blundale,756,581,29,549,3,581,5.02
Emanuel,Canoochee,681,510,101,399,4,504,20.2
Emanuel,Cross-Green,241,185,117,65,3,185,64.29
Emanuel,Garfield,489,377,77,294,6,377,20.75
Emanuel,Nunez,384,279,52,222,4,278,18.98
Emanuel,Oak Park,686,493,34,456,3,493,6.94
Emanuel,Stillmore,608,401,128,270,3,401,32.16
Emanuel,Summertown,504,374,86,287,0,373,23.06
Emanuel,Swainsboro,6988,4643,1786,2790,28,4604,39.03
Emanuel,Twin City,1551,1143,400,730,9,1139,35.4
Evans,Veterans Community Center,6135,4261,1324,2888,35,4247,31.43
Fannin,Colwell,1105,870,150,711,4,865,17.42
Fannin,Fairplay,1262,913,169,726,13,908,18.88
Fannin,Flinthill,3202,2147,299,1824,14,2137,14.08
Fannin,Hemptown,1336,986,181,791,12,984,18.62
Fannin,Hothouse,1290,960,169,784,5,958,17.73
Fannin,Mineral Bluff,1817,1395,212,1168,11,1391,15.36
Fannin,Mobile,1160,843,124,711,4,839,14.85
Fannin,Morganton,2067,1544,267,1265,10,1542,17.43
Fannin,Noontootla,839,667,138,524,1,663,20.85
Fannin,Skeniah,331,271,59,211,0,270,21.85
Fannin,Sugar Creek,2437,1805,332,1450,16,1798,18.63
Fannin,Toccoa,3553,2501,471,2004,20,2495,19.03
Fayette,Aberdeen,1805,1401,488,886,19,1393,35.52
Fayette,Antioch,1956,1508,596,870,25,1491,40.65
Fayette,Banks,1624,1229,643,567,12,1222,53.14
Fayette,Blackrock,2699,2111,1490,598,13,2101,71.36
Fayette,Braelinn,1876,1534,387,1114,21,1522,25.78
Fayette,Brooks,2567,2159,343,1793,19,2155,16.06
Fayette,Camp Creek,1895,1539,489,1021,23,1533,32.38
Fayette,Dogwood,3092,2549,970,1519,31,2520,38.97
Fayette,Europe,3310,2572,2211,323,26,2560,87.25
Fayette,Fayetteville East,2147,1516,915,568,26,1509,61.7
Fayette,Fayetteville West,2362,1748,984,732,24,1740,57.34
Fayette,Fielding Ridge,3497,2849,1105,1677,46,2828,39.72
Fayette,Flat Creek,2117,1544,621,879,34,1534,41.4
Fayette,Flint,1732,1331,825,478,22,1325,63.32
Fayette,Harps Crossing,1646,1301,478,803,15,1296,37.31
Fayette,Hopeful,2309,1727,1070,628,22,1720,63.02
Fayette,Jeff Davis,2876,1988,1299,664,15,1978,66.17
Fayette,Kedron,4862,3803,1731,1991,65,3787,46.51
Fayette,Kenwood,1014,795,625,155,11,791,80.13
Fayette,McIntosh,3323,2664,1007,1620,28,2655,38.33
Fayette,Morning Creek,3059,2378,1415,920,25,2360,60.6
Fayette,Murphy,3224,2531,1290,1189,36,2515,52.04
Fayette,Oak Grove,1344,1072,412,640,17,1069,39.16
Fayette,Oak Ridge,2225,1708,1038,643,13,1694,61.75
Fayette,Rareover,3045,2423,824,1528,48,2400,35.03
Fayette,Rising Star,3833,3464,1068,2320,47,3435,31.52
Fayette,Sandy Creek,4848,3657,2252,1338,40,3630,62.73
Fayette,Shakerag East,1689,1273,471,775,20,1266,37.8
Fayette,Shakerag West,1236,1081,417,634,21,1072,39.68
Fayette,Spring Hill,3299,2569,1453,1083,24,2560,57.29
Fayette,Starrsmill,3572,2586,653,1885,34,2572,25.73
Fayette,Whitewater,3564,2951,997,1899,40,2936,34.43
Fayette,Willow Pond,3100,2396,1188,1166,34,2388,50.47
Fayette,Willowbend,2007,1556,554,967,27,1548,36.42
Fayette,Windgate,1011,816,280,496,33,809,36.08
Fayette,Woolsey,2542,2092,476,1583,20,2079,23.12
Floyd,Alto Park,3360,2487,679,1764,31,2474,27.79
Floyd,Armuchee,1269,954,155,791,6,952,16.38
Floyd,Barkers,2355,1792,223,1543,15,1781,12.63
Floyd,Cave Spring,1617,1144,242,883,15,1140,21.51
Floyd,Chulio,1155,872,140,721,7,868,16.26
Floyd,East Lindale,3398,2416,565,1801,38,2404,23.88
Floyd,East Rome,4238,2654,1282,1303,48,2633,49.59
Floyd,Etowah,4946,3821,795,2964,37,3796,21.15
Floyd,Everett Springs,421,337,55,280,2,337,16.42
Floyd,Floyd Springs,1666,1330,150,1154,18,1322,11.5
Floyd,Fosters Mill,971,726,83,631,10,724,11.62
Floyd,Garden Lakes,2261,1500,450,1029,12,1491,30.43
Floyd,Glenwood,3635,2433,562,1823,35,2420,23.56
Floyd,Howell,1492,1098,120,971,6,1097,11.0
Floyd,Mt Alto North,5096,3247,1476,1704,51,3231,46.42
Floyd,Mt Alto South,3923,2593,1118,1426,34,2578,43.95
Floyd,North Carolina,1865,1204,216,977,8,1201,18.11
Floyd,North Rome,3369,2163,1037,1088,21,2146,48.8
Floyd,Riverside,826,565,146,405,10,561,26.5
Floyd,South Rome,1600,861,638,204,12,854,75.77
Floyd,Texas Valley,762,637,87,541,6,634,13.85
Floyd,Town Rome,3034,1980,883,1035,38,1956,46.04
Floyd,Vanns Valley,896,552,107,436,5,548,19.71
Floyd,Watters,3566,2572,397,2138,26,2561,15.66
Floyd,West Lindale,2929,1945,402,1511,26,1939,21.01
Forsyth,01 Big Creek,11222,9139,3871,5095,126,9092,43.17
Forsyth,02 Brandywine,4500,3295,1820,1404,59,3283,56.45
Forsyth,03 Browns Bridge,10740,8154,1850,6123,147,8120,23.2
Forsyth,04 Chestatee,6776,5167,889,4154,96,5139,17.63
Forsyth,05 Coal Mountain,7852,6057,1577,4346,111,6034,26.63
Forsyth,06 Crossroads,7061,5182,1082,3981,91,5154,21.37
Forsyth,07 Cumming,6281,4418,1332,2989,79,4400,30.83
Forsyth,08 Mashburn,8296,6749,1949,4633,128,6710,29.61
Forsyth,10 Midway,11631,9711,3141,6381,145,9667,32.99
Forsyth,15 Heardsville,8091,6417,1499,4801,91,6391,23.79
Forsyth,16 Otwell,6333,4890,1270,3520,82,4872,26.51
Forsyth,19 Old Atlanta,3739,3034,1169,1811,29,3009,39.23
Forsyth,21 South Forsyth,8318,6843,2297,4434,73,6804,34.13
Forsyth,25 Windermere,9714,7960,3233,4599,89,7921,41.28
Forsyth,27 Concord,9858,7856,1741,5939,136,7816,22.67
Forsyth,29 Polo,11222,8876,3281,5441,119,8841,37.62
Forsyth,34 Fowler,4965,3954,1648,2227,57,3932,42.53
Forsyth,35 Johns Creek,8444,6827,3167,3539,80,6786,47.23
Forsyth,36 Nichols,6989,5822,2379,3306,97,5782,41.85
Forsyth,37 Sawnee,11952,9594,3008,6399,145,9552,31.98
Franklin,Canon,1244,929,110,805,10,925,12.02
Franklin,Carnesville,2382,1782,193,1570,13,1776,10.95
Franklin,Lavonia,2355,1608,382,1199,15,1596,24.16
Franklin,Northeast Franklin,2935,2094,325,1750,14,2089,15.66
Franklin,Royston,2034,1439,282,1130,19,1431,19.97
Franklin,Southwest Franklin,2432,1761,173,1563,21,1757,9.97
Franklin,West Franklin,1764,1202,128,1052,11,1191,10.85
Fulton,01A,3694,2870,2579,247,25,2851,91.26
Fulton,01B,4327,3348,2984,301,42,3327,90.84
Fulton,01C,1908,786,717,49,13,779,93.6
Fulton,01D,754,478,435,34,3,472,92.75
Fulton,01E,3720,2778,2435,287,37,2759,89.46
Fulton,01F,1593,528,481,34,6,521,93.4
Fulton,01G,2312,1273,1159,87,17,1263,93.02
Fulton,01H,896,431,405,16,4,425,96.2
Fulton,01I,1,1,0,1,0,1,0.0
Fulton,01J,2848,1394,1287,72,18,1377,94.7
Fulton,01P,1444,644,603,28,7,638,95.56
Fulton,01R,1550,525,468,37,12,517,92.67
Fulton,01S,2118,998,928,56,10,994,94.31
Fulton,01T,1799,899,808,67,11,886,92.34
Fulton,02A,4884,3721,2975,666,54,3695,81.71
Fulton,02A1,733,456,354,88,8,450,80.09
Fulton,02B,4020,1446,1242,168,21,1431,88.09
Fulton,02C,2034,1337,1175,138,11,1324,89.49
Fulton,02D,5539,3750,3200,478,46,3724,87.0
Fulton,02E,2009,1628,1463,143,16,1622,91.1
Fulton,02F1,3221,2420,2092,280,37,2409,88.2
Fulton,02F2,851,508,432,65,7,504,86.92
Fulton,02G,3895,2932,2523,349,44,2916,87.85
Fulton,02J,2273,1628,1412,163,33,1608,89.65
Fulton,02K,1461,1078,924,135,14,1073,87.25
Fulton,02L1,5546,4190,3440,668,60,4168,83.74
Fulton,02L1A,1477,850,724,115,8,847,86.29
Fulton,02L2,2249,1550,1314,222,10,1546,85.55
Fulton,02S,790,505,450,43,9,502,91.28
Fulton,02W,978,660,544,104,7,655,83.95
Fulton,03A,2230,831,777,41,7,825,94.99
Fulton,03B,777,238,213,16,3,232,93.01
Fulton,03C,1879,775,728,27,11,766,96.42
Fulton,03D,1235,468,433,29,1,463,93.72
Fulton,03E,2894,1125,1024,71,15,1110,93.52
Fulton,03F,2328,1512,1253,242,8,1503,83.81
Fulton,03G,1033,293,272,14,3,289,95.1
Fulton,03H,1091,430,388,33,2,423,92.16
Fulton,03I,1607,670,559,89,16,664,86.27
Fulton,03L,748,225,206,16,2,224,92.79
Fulton,03M,965,561,455,88,10,553,83.79
Fulton,03N,2804,939,870,48,15,933,94.77
Fulton,03P1A,4404,2490,2118,313,40,2471,87.12
Fulton,03P2,23,7,7,0,0,7,100.0
Fulton,03S,908,429,408,20,0,428,95.33
Fulton,03T,1742,843,781,44,11,836,94.67
Fulton,04A,1554,617,580,20,9,609,96.67
Fulton,04B,2948,806,758,33,7,798,95.83
Fulton,04C,150,52,51,1,0,52,98.08
Fulton,04D,1736,865,812,33,12,857,96.09
Fulton,04F,2786,1286,1145,114,16,1275,90.95
Fulton,04G,1025,413,388,19,4,411,95.33
Fulton,04I,4604,861,769,71,9,849,91.55
Fulton,04J,1617,200,183,9,4,196,95.31
Fulton,04K,2736,1370,1273,67,12,1352,95.0
Fulton,04L,2014,1001,929,60,6,995,93.93
Fulton,04M,979,350,328,15,3,346,95.63
Fulton,04S,2541,1269,1198,48,14,1260,96.15
Fulton,04T,1297,695,643,40,7,690,94.14
Fulton,04V,3573,1387,1288,69,14,1371,94.92
Fulton,04W,3365,228,225,2,1,228,99.12
Fulton,04X1,2283,1111,1035,61,5,1101,94.43
Fulton,04X2,846,424,380,30,10,420,92.68
Fulton,05A1,2936,2232,1973,208,31,2212,90.46
Fulton,05A2,3343,2441,2185,217,26,2428,90.97
Fulton,05B,2171,1136,1055,68,8,1131,93.94
Fulton,05C,135,45,38,5,1,44,88.37
Fulton,05D,541,95,85,6,2,93,93.41
Fulton,05F,248,143,130,13,0,143,90.91
Fulton,05J,684,486,422,48,12,482,89.79
Fulton,05K,2826,1247,1097,119,22,1238,90.21
Fulton,06B,1889,1481,1231,224,15,1470,84.6
Fulton,06D,6160,5391,4397,897,60,5354,83.06
Fulton,06D1,2539,1506,1178,299,17,1494,79.76
Fulton,06D2,850,501,380,108,10,498,77.87
Fulton,06E,2344,1640,1337,269,22,1628,83.25
Fulton,06F,2841,2080,1726,306,34,2066,84.94
Fulton,06G,588,432,355,65,9,429,84.52
Fulton,06I,4072,2535,2142,329,44,2515,86.69
Fulton,06J,2770,2264,1894,329,30,2253,85.2
Fulton,06L1,991,807,628,162,10,800,79.49
Fulton,06L2,726,582,410,159,9,578,72.06
Fulton,06N,1770,1203,808,351,21,1180,69.72
Fulton,06Q,571,349,324,22,2,348,93.64
Fulton,06R,2015,1383,1092,261,13,1366,80.71
Fulton,07A,7691,5477,3341,2030,66,5437,62.2
Fulton,07B,2952,2498,1154,1280,29,2463,47.41
Fulton,07C,4512,3263,1945,1266,26,3237,60.57
Fulton,07D,4879,3309,2020,1211,38,3269,62.52
Fulton,07E,2247,1735,1192,510,22,1724,70.04
Fulton,07F,3790,2905,1790,1054,35,2879,62.94
Fulton,07H,2060,1676,1025,621,12,1658,62.27
Fulton,07J,3041,2305,1537,707,28,2272,68.49
Fulton,07M,2401,1515,1039,452,20,1511,69.68
Fulton,07N,2139,1334,1081,228,15,1324,82.58
Fulton,08A,3084,2415,1306,1070,26,2402,54.97
Fulton,08B,3498,2818,1444,1298,48,2790,52.66
Fulton,08C,1500,1224,506,691,5,1202,42.27
Fulton,08D,1073,900,363,517,9,889,41.25
Fulton,08E,2568,2211,1085,1079,21,2185,50.14
Fulton,08F1,2187,1897,891,956,21,1868,48.24
Fulton,08G,3086,2065,1265,737,31,2033,63.19
Fulton,08H,2556,2123,1099,971,12,2082,53.09
Fulton,08J,3344,2668,1630,955,47,2632,63.06
Fulton,08K,1049,845,570,247,19,836,69.77
Fulton,08L,4505,3315,2310,914,71,3295,71.65
Fulton,08M,2295,1821,839,942,21,1802,47.11
Fulton,08N1,824,679,338,318,15,671,51.52
Fulton,08N2,1616,1235,756,452,11,1219,62.58
Fulton,08P,1887,1162,946,186,17,1149,83.57
Fulton,09A,3856,2781,2098,595,63,2756,77.91
Fulton,09B,464,186,175,7,2,184,96.15
Fulton,09C,3353,1703,1601,67,21,1689,95.98
Fulton,09D,2299,1024,949,48,9,1006,95.19
Fulton,09E,3261,1671,1514,123,21,1658,92.49
Fulton,09F,3917,3006,1917,1029,41,2987,65.07
Fulton,09G,3943,2846,2228,538,52,2818,80.55
Fulton,09H,1185,724,624,75,14,713,89.27
Fulton,09I,1397,614,563,35,7,605,94.15
Fulton,09K,4002,1731,1598,87,27,1712,94.84
Fulton,09K1,1518,494,453,32,4,489,93.4
Fulton,09M,2578,1940,1591,279,34,1904,85.08
Fulton,10A,3186,1822,1724,72,14,1810,95.99
Fulton,10B,3965,2732,2592,96,19,2707,96.43
Fulton,10C,2598,1217,1153,52,11,1216,95.68
Fulton,10D,4968,2287,2117,121,24,2262,94.59
Fulton,10E,1084,608,569,31,2,602,94.83
Fulton,10F,1208,683,638,31,8,677,95.37
Fulton,10G,1332,893,844,38,6,888,95.69
Fulton,10H1,439,283,269,8,4,281,97.11
Fulton,10H2,2623,1152,1083,50,6,1139,95.59
Fulton,10I,331,274,264,10,0,274,96.35
Fulton,10J,1238,513,479,24,6,509,95.23
Fulton,10K,1614,1040,972,47,13,1032,95.39
Fulton,10M,2880,1642,1531,70,21,1622,95.63
Fulton,10P,1607,766,720,31,4,755,95.87
Fulton,10R,928,414,385,22,5,412,94.59
Fulton,11B,4395,2668,2557,77,11,2645,97.08
Fulton,11B1,894,418,392,24,1,417,94.23
Fulton,11C,3149,2172,2095,53,16,2164,97.53
Fulton,11E1,1340,737,688,37,5,730,94.9
Fulton,11E2,1003,611,581,24,3,608,96.03
Fulton,11E3,3605,2079,1988,64,13,2065,96.88
Fulton,11G,2556,1023,957,51,8,1016,94.94
Fulton,11H,753,405,372,26,5,403,93.47
Fulton,11J,2092,1116,1068,36,10,1114,96.74
Fulton,11K,2045,1233,1158,53,13,1224,95.62
Fulton,11M,1380,1080,1037,31,2,1070,97.1
Fulton,11M1,2190,790,733,39,10,782,94.95
Fulton,11N,2431,1538,1440,70,12,1522,95.36
Fulton,11P,2095,1142,1088,39,8,1135,96.54
Fulton,11R,2253,859,809,37,8,854,95.63
Fulton,12A,4971,2909,2663,179,36,2878,93.7
Fulton,12A1,690,405,371,20,11,402,94.88
Fulton,12D,1408,628,586,30,9,625,95.13
