county,precinct,contest,candidate,party,method,votes
Gwinnett,107 Cates O,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,107 Cates O,President of the US,Jill Stein,OTH,Advanced Voting,2
Gwinnett,108 Baycreek E,President of the US,Jill Stein,OTH,(not reported),10
Gwinnett,109 Berkshire M,President of the US,Jill Stein,OTH,(not reported),23
Gwinnett,110 Martins G,President of the US,Jill Stein,OTH,(not reported),11
Gwinnett,111 Duluth H,President of the US,Jill Stein,OTH,(not reported),17
Gwinnett,112 Berkshire N,President of the US,Jill Stein,OTH,Election Day,4
Gwinnett,112 Berkshire N,President of the US,Jill Stein,OTH,Absentee by Mail,2
Gwinnett,112 Berkshire N,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,112 Berkshire N,President of the US,Jill Stein,OTH,Advanced Voting,14
Gwinnett,113 Pinckneyville V,President of the US,Jill Stein,OTH,(not reported),16
Gwinnett,114 Pinckneyville W,President of the US,Jill Stein,OTH,(not reported),16
Gwinnett,115 Martins H,President of the US,Jill Stein,OTH,Election Day,19
Gwinnett,115 Martins H,President of the US,Jill Stein,OTH,Absentee by Mail,1
Gwinnett,115 Martins H,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,115 Martins H,President of the US,Jill Stein,OTH,Advanced Voting,4
Gwinnett,116 Martins I,President of the US,Jill Stein,OTH,Election Day,20
Gwinnett,116 Martins I,President of the US,Jill Stein,OTH,Absentee by Mail,1
Gwinnett,116 Martins I,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,116 Martins I,President of the US,Jill Stein,OTH,Advanced Voting,12
Gwinnett,117 Martins J,President of the US,Jill Stein,OTH,Election Day,7
Gwinnett,117 Martins J,President of the US,Jill Stein,OTH,Absentee by Mail,6
Gwinnett,117 Martins J,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,117 Martins J,President of the US,Jill Stein,OTH,Advanced Voting,13
Gwinnett,118 Garners F,President of the US,Jill Stein,OTH,Election Day,7
Gwinnett,118 Garners F,President of the US,Jill Stein,OTH,Absentee by Mail,0
Gwinnett,118 Garners F,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,118 Garners F,President of the US,Jill Stein,OTH,Advanced Voting,6
Gwinnett,119 Berkshire O,President of the US,Jill Stein,OTH,(not reported),15
Gwinnett,120 Berkshire P,President of the US,Jill Stein,OTH,(not reported),12
Gwinnett,121 Pinckneyville X,President of the US,Jill Stein,OTH,Election Day,14
Gwinnett,121 Pinckneyville X,President of the US,Jill Stein,OTH,Absentee by Mail,4
Gwinnett,121 Pinckneyville X,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,121 Pinckneyville X,President of the US,Jill Stein,OTH,Advanced Voting,21
Gwinnett,122 Rockbridge G,President of the US,Jill Stein,OTH,(not reported),20
Gwinnett,123 Pinckneyville Y,President of the US,Jill Stein,OTH,Election Day,17
Gwinnett,123 Pinckneyville Y,President of the US,Jill Stein,OTH,Absentee by Mail,4
Gwinnett,123 Pinckneyville Y,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,123 Pinckneyville Y,President of the US,Jill Stein,OTH,Advanced Voting,12
Gwinnett,124 Goodwins G,President of the US,Jill Stein,OTH,(not reported),15
Gwinnett,125 Pinckneyville Z,President of the US,Jill Stein,OTH,Election Day,1
Gwinnett,125 Pinckneyville Z,President of the US,Jill Stein,OTH,Absentee by Mail,0
Gwinnett,125 Pinckneyville Z,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,125 Pinckneyville Z,President of the US,Jill Stein,OTH,Advanced Voting,3
Gwinnett,126 Pinckneyville A1,President of the US,Jill Stein,OTH,Election Day,4
Gwinnett,126 Pinckneyville A1,President of the US,Jill Stein,OTH,Absentee by Mail,0
Gwinnett,126 Pinckneyville A1,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,126 Pinckneyville A1,President of the US,Jill Stein,OTH,Advanced Voting,2
Gwinnett,127 Lawrenceville J,President of the US,Jill Stein,OTH,Election Day,12
Gwinnett,127 Lawrenceville J,President of the US,Jill Stein,OTH,Absentee by Mail,0
Gwinnett,127 Lawrenceville J,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,127 Lawrenceville J,President of the US,Jill Stein,OTH,Advanced Voting,11
Gwinnett,128 Goodwins H,President of the US,Jill Stein,OTH,Election Day,5
Gwinnett,128 Goodwins H,President of the US,Jill Stein,OTH,Absentee by Mail,3
Gwinnett,128 Goodwins H,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,128 Goodwins H,President of the US,Jill Stein,OTH,Advanced Voting,6
Gwinnett,129 Duncans B,President of the US,Jill Stein,OTH,(not reported),15
Gwinnett,130 Suwanee D,President of the US,Jill Stein,OTH,(not reported),23
Gwinnett,131 Suwanee E,President of the US,Jill Stein,OTH,(not reported),17
Gwinnett,132 Lawrenceville K,President of the US,Jill Stein,OTH,(not reported),29
Gwinnett,133 Harbins B,President of the US,Jill Stein,OTH,Election Day,7
Gwinnett,133 Harbins B,President of the US,Jill Stein,OTH,Absentee by Mail,1
Gwinnett,133 Harbins B,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,133 Harbins B,President of the US,Jill Stein,OTH,Advanced Voting,6
Gwinnett,134 Baycreek F,President of the US,Jill Stein,OTH,Election Day,11
Gwinnett,134 Baycreek F,President of the US,Jill Stein,OTH,Absentee by Mail,1
Gwinnett,134 Baycreek F,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,134 Baycreek F,President of the US,Jill Stein,OTH,Advanced Voting,17
Gwinnett,135 Pucketts C,President of the US,Jill Stein,OTH,(not reported),15
Gwinnett,136 Hog Mountain C,President of the US,Jill Stein,OTH,Election Day,6
Gwinnett,136 Hog Mountain C,President of the US,Jill Stein,OTH,Absentee by Mail,1
Gwinnett,136 Hog Mountain C,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,136 Hog Mountain C,President of the US,Jill Stein,OTH,Advanced Voting,12
Gwinnett,137 Rockycreek B,President of the US,Jill Stein,OTH,(not reported),27
Gwinnett,138 Duluth I,President of the US,Jill Stein,OTH,Election Day,38
Gwinnett,138 Duluth I,President of the US,Jill Stein,OTH,Absentee by Mail,2
Gwinnett,138 Duluth I,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,138 Duluth I,President of the US,Jill Stein,OTH,Advanced Voting,20
Gwinnett,139 Martins K,President of the US,Jill Stein,OTH,Election Day,28
Gwinnett,139 Martins K,President of the US,Jill Stein,OTH,Absentee by Mail,0
Gwinnett,139 Martins K,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,139 Martins K,President of the US,Jill Stein,OTH,Advanced Voting,23
Gwinnett,140 Suwanee H,President of the US,Jill Stein,OTH,(not reported),16
Gwinnett,141 Sugar Hill G,President of the US,Jill Stein,OTH,Election Day,8
Gwinnett,141 Sugar Hill G,President of the US,Jill Stein,OTH,Absentee by Mail,1
Gwinnett,141 Sugar Hill G,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,141 Sugar Hill G,President of the US,Jill Stein,OTH,Advanced Voting,3
Gwinnett,142 Suwanee F,President of the US,Jill Stein,OTH,(not reported),25
Gwinnett,143 Lawrenceville L,President of the US,Jill Stein,OTH,Election Day,31
Gwinnett,143 Lawrenceville L,President of the US,Jill Stein,OTH,Absentee by Mail,7
Gwinnett,143 Lawrenceville L,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,143 Lawrenceville L,President of the US,Jill Stein,OTH,Advanced Voting,34
Gwinnett,144 Lawrenceville M,President of the US,Jill Stein,OTH,Election Day,14
Gwinnett,144 Lawrenceville M,President of the US,Jill Stein,OTH,Absentee by Mail,3
Gwinnett,144 Lawrenceville M,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,144 Lawrenceville M,President of the US,Jill Stein,OTH,Advanced Voting,22
Gwinnett,145 Baycreek G,President of the US,Jill Stein,OTH,(not reported),39
Gwinnett,146 Baycreek H,President of the US,Jill Stein,OTH,(not reported),31
Gwinnett,147 Baycreek I,President of the US,Jill Stein,OTH,(not reported),34
Gwinnett,148 Berkshire Q,President of the US,Jill Stein,OTH,(not reported),17
Gwinnett,149 Goodwins I,President of the US,Jill Stein,OTH,(not reported),15
Gwinnett,150 Duluth K,President of the US,Jill Stein,OTH,(not reported),8
Gwinnett,151 Harbins C,President of the US,Jill Stein,OTH,(not reported),2
Gwinnett,152 Rockycreek C,President of the US,Jill Stein,OTH,(not reported),15
Gwinnett,153 Lawrenceville N,President of the US,Jill Stein,OTH,(not reported),16
Gwinnett,154 Pucketts D,President of the US,Jill Stein,OTH,(not reported),22
Gwinnett,155 Suwanee G,President of the US,Jill Stein,OTH,Election Day,7
Gwinnett,155 Suwanee G,President of the US,Jill Stein,OTH,Absentee by Mail,4
Gwinnett,155 Suwanee G,President of the US,Jill Stein,OTH,Provisional,0
Gwinnett,155 Suwanee G,President of the US,Jill Stein,OTH,Advanced Voting,15
Gwinnett,156 Baycreek J,President of the US,Jill Stein,OTH,(not reported),11
Toombs,43 Cedar Crossing,President of the US,Donald J. Trump,REP,Election Day,412
Toombs,43 Cedar Crossing,President of the US,Donald J. Trump,REP,Absentee by Mail,26
Toombs,43 Cedar Crossing,President of the US,Donald J. Trump,REP,Provisional,0
Toombs,43 Cedar Crossing,President of the US,Donald J. Trump,REP,Advanced Voting,581
Toombs,15361 Lyons,President of the US,Donald J. Trump,REP,Election Day,364
Toombs,15361 Lyons,President of the US,Donald J. Trump,REP,Absentee by Mail,55
Toombs,15361 Lyons,President of the US,Donald J. Trump,REP,Provisional,0
Toombs,15361 Lyons,President of the US,Donald J. Trump,REP,Advanced Voting,1333
Toombs,39 Newbranch,President of the US,Donald J. Trump,REP,Election Day,356
Toombs,39 Newbranch,President of the US,Donald J. Trump,REP,Absentee by Mail,21
Toombs,39 Newbranch,President of the US,Donald J. Trump,REP,Provisional,0
Toombs,39 Newbranch,President of the US,Donald J. Trump,REP,Advanced Voting,673
Toombs,513 V.P.D.,President of the US,Donald J. Trump,REP,Election Day,486
Toombs,513 V.P.D.,President of the US,Donald J. Trump,REP,Absentee by Mail,85
Toombs,513 V.P.D.,President of the US,Donald J. Trump,REP,Provisional,0
Toombs,513 V.P.D.,President of the US,Donald J. Trump,REP,Advanced Voting,2212
Toombs,514 S.T.I.A.L.C.,President of the US,Donald J. Trump,REP,Election Day,309
Toombs,514 S.T.I.A.L.C.,President of the US,Donald J. Trump,REP,Absentee by Mail,69
Toombs,514 S.T.I.A.L.C.,President of the US,Donald J. Trump,REP,Provisional,0
Toombs,514 S.T.I.A.L.C.,President of the US,Donald J. Trump,REP,Advanced Voting,1226
Toombs,43 Cedar Crossing,President of the US,Kamala D. Harris,DEM,Election Day,30
Toombs,43 Cedar Crossing,President of the US,Kamala D. Harris,DEM,Absentee by Mail,4
Toombs,43 Cedar Crossing,President of the US,Kamala D. Harris,DEM,Provisional,0
Toombs,43 Cedar Crossing,President of the US,Kamala D. Harris,DEM,Advanced Voting,37
Toombs,15361 Lyons,President of the US,Kamala D. Harris,DEM,Election Day,196
Toombs,15361 Lyons,President of the US,Kamala D. Harris,DEM,Absentee by Mail,64
Toombs,15361 Lyons,President of the US,Kamala D. Harris,DEM,Provisional,0
Toombs,15361 Lyons,President of the US,Kamala D. Harris,DEM,Advanced Voting,303
Toombs,39 Newbranch,President of the US,Kamala D. Harris,DEM,Election Day,31
Toombs,39 Newbranch,President of the US,Kamala D. Harris,DEM,Absentee by Mail,12
Toombs,39 Newbranch,President of the US,Kamala D. Harris,DEM,Provisional,0
Toombs,39 Newbranch,President of the US,Kamala D. Harris,DEM,Advanced Voting,67
Toombs,513 V.P.D.,President of the US,Kamala D. Harris,DEM,Election Day,336
Toombs,513 V.P.D.,President of the US,Kamala D. Harris,DEM,Absentee by Mail,90
Toombs,513 V.P.D.,President of the US,Kamala D. Harris,DEM,Provisional,0
Toombs,513 V.P.D.,President of the US,Kamala D. Harris,DEM,Advanced Voting,724
Toombs,514 S.T.I.A.L.C.,President of the US,Kamala D. Harris,DEM,Election Day,243
Toombs,514 S.T.I.A.L.C.,President of the US,Kamala D. Harris,DEM,Absentee by Mail,82
Toombs,514 S.T.I.A.L.C.,President of the US,Kamala D. Harris,DEM,Provisional,0
Toombs,514 S.T.I.A.L.C.,President of the US,Kamala D. Harris,DEM,Advanced Voting,455
Toombs,43 Cedar Crossing,President of the US,Chase Oliver,OTH,Election Day,1
Toombs,43 Cedar Crossing,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Toombs,43 Cedar Crossing,President of the US,Chase Oliver,OTH,Provisional,0
Toombs,43 Cedar Crossing,President of the US,Chase Oliver,OTH,Advanced Voting,0
Toombs,15361 Lyons,President of the US,Chase Oliver,OTH,Election Day,0
Toombs,15361 Lyons,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Toombs,15361 Lyons,President of the US,Chase Oliver,OTH,Provisional,0
Toombs,15361 Lyons,President of the US,Chase Oliver,OTH,Advanced Voting,3
Toombs,39 Newbranch,President of the US,Chase Oliver,OTH,Election Day,1
Toombs,39 Newbranch,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Toombs,39 Newbranch,President of the US,Chase Oliver,OTH,Provisional,0
Toombs,39 Newbranch,President of the US,Chase Oliver,OTH,Advanced Voting,0
Toombs,513 V.P.D.,President of the US,Chase Oliver,OTH,Election Day,1
Toombs,513 V.P.D.,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Toombs,513 V.P.D.,President of the US,Chase Oliver,OTH,Provisional,0
Toombs,513 V.P.D.,President of the US,Chase Oliver,OTH,Advanced Voting,7
Toombs,514 S.T.I.A.L.C.,President of the US,Chase Oliver,OTH,Election Day,2
Toombs,514 S.T.I.A.L.C.,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Toombs,514 S.T.I.A.L.C.,President of the US,Chase Oliver,OTH,Provisional,0
Toombs,514 S.T.I.A.L.C.,President of the US,Chase Oliver,OTH,Advanced Voting,2
Toombs,43 Cedar Crossing,President of the US,Jill Stein,OTH,Election Day,0
Toombs,43 Cedar Crossing,President of the US,Jill Stein,OTH,Absentee by Mail,0
Toombs,43 Cedar Crossing,President of the US,Jill Stein,OTH,Provisional,0
Toombs,43 Cedar Crossing,President of the US,Jill Stein,OTH,Advanced Voting,1
Toombs,15361 Lyons,President of the US,Jill Stein,OTH,Election Day,0
Toombs,15361 Lyons,President of the US,Jill Stein,OTH,Absentee by Mail,0
Toombs,15361 Lyons,President of the US,Jill Stein,OTH,Provisional,0
Toombs,15361 Lyons,President of the US,Jill Stein,OTH,Advanced Voting,0
Toombs,39 Newbranch,President of the US,Jill Stein,OTH,Election Day,0
Toombs,39 Newbranch,President of the US,Jill Stein,OTH,Absentee by Mail,0
Toombs,39 Newbranch,President of the US,Jill Stein,OTH,Provisional,0
Toombs,39 Newbranch,President of the US,Jill Stein,OTH,Advanced Voting,1
Toombs,513 V.P.D.,President of the US,Jill Stein,OTH,Election Day,3
Toombs,513 V.P.D.,President of the US,Jill Stein,OTH,Absentee by Mail,1
Toombs,513 V.P.D.,President of the US,Jill Stein,OTH,Provisional,0
Toombs,513 V.P.D.,President of the US,Jill Stein,OTH,Advanced Voting,3
Toombs,514 S.T.I.A.L.C.,President of the US,Jill Stein,OTH,Election Day,1
Toombs,514 S.T.I.A.L.C.,President of the US,Jill Stein,OTH,Absentee by Mail,0
Toombs,514 S.T.I.A.L.C.,President of the US,Jill Stein,OTH,Provisional,0
Toombs,514 S.T.I.A.L.C.,President of the US,Jill Stein,OTH,Advanced Voting,2
Effingham,1A,President of the US,Donald J. Trump,REP,(not reported),1687
Effingham,1B,President of the US,Donald J. Trump,REP,Election Day,519
Effingham,1B,President of the US,Donald J. Trump,REP,Absentee by Mail,30
Effingham,1B,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,1B,President of the US,Donald J. Trump,REP,Advanced Voting,1101
Effingham,1C,President of the US,Donald J. Trump,REP,(not reported),1107
Effingham,1D,President of the US,Donald J. Trump,REP,Election Day,677
Effingham,1D,President of the US,Donald J. Trump,REP,Absentee by Mail,20
Effingham,1D,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,1D,President of the US,Donald J. Trump,REP,Advanced Voting,591
Effingham,2A,President of the US,Donald J. Trump,REP,Election Day,638
Effingham,2A,President of the US,Donald J. Trump,REP,Absentee by Mail,25
Effingham,2A,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,2A,President of the US,Donald J. Trump,REP,Advanced Voting,744
Effingham,2B,President of the US,Donald J. Trump,REP,(not reported),971
Effingham,2C,President of the US,Donald J. Trump,REP,Election Day,464
Effingham,2C,President of the US,Donald J. Trump,REP,Absentee by Mail,33
Effingham,2C,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,2C,President of the US,Donald J. Trump,REP,Advanced Voting,943
Effingham,2D,President of the US,Donald J. Trump,REP,(not reported),1829
Effingham,3A,President of the US,Donald J. Trump,REP,Election Day,362
Effingham,3A,President of the US,Donald J. Trump,REP,Absentee by Mail,17
Effingham,3A,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,3A,President of the US,Donald J. Trump,REP,Advanced Voting,548
Effingham,3B,President of the US,Donald J. Trump,REP,(not reported),1386
Effingham,3C,President of the US,Donald J. Trump,REP,Election Day,227
Effingham,3C,President of the US,Donald J. Trump,REP,Absentee by Mail,18
Effingham,3C,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,3C,President of the US,Donald J. Trump,REP,Advanced Voting,573
Effingham,3D,President of the US,Donald J. Trump,REP,Election Day,539
Effingham,3D,President of the US,Donald J. Trump,REP,Absentee by Mail,30
Effingham,3D,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,3D,President of the US,Donald J. Trump,REP,Advanced Voting,1225
Effingham,3E,President of the US,Donald J. Trump,REP,(not reported),825
Effingham,4A,President of the US,Donald J. Trump,REP,(not reported),2196
Effingham,4B,President of the US,Donald J. Trump,REP,(not reported),1077
Effingham,4C,President of the US,Donald J. Trump,REP,(not reported),1439
Effingham,5A,President of the US,Donald J. Trump,REP,(not reported),1903
Effingham,5B,President of the US,Donald J. Trump,REP,(not reported),1078
Effingham,5C,President of the US,Donald J. Trump,REP,(not reported),1164
Effingham,5D,President of the US,Donald J. Trump,REP,Election Day,290
Effingham,5D,President of the US,Donald J. Trump,REP,Absentee by Mail,22
Effingham,5D,President of the US,Donald J. Trump,REP,Provisional,0
Effingham,5D,President of the US,Donald J. Trump,REP,Advanced Voting,645
Effingham,1A,President of the US,Kamala D. Harris,DEM,(not reported),458
Effingham,1B,President of the US,Kamala D. Harris,DEM,Election Day,88
Effingham,1B,President of the US,Kamala D. Harris,DEM,Absentee by Mail,25
Effingham,1B,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,1B,President of the US,Kamala D. Harris,DEM,Advanced Voting,205
Effingham,1C,President of the US,Kamala D. Harris,DEM,(not reported),255
Effingham,1D,President of the US,Kamala D. Harris,DEM,Election Day,112
Effingham,1D,President of the US,Kamala D. Harris,DEM,Absentee by Mail,30
Effingham,1D,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,1D,President of the US,Kamala D. Harris,DEM,Advanced Voting,97
Effingham,2A,President of the US,Kamala D. Harris,DEM,Election Day,224
Effingham,2A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,39
Effingham,2A,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,2A,President of the US,Kamala D. Harris,DEM,Advanced Voting,301
Effingham,2B,President of the US,Kamala D. Harris,DEM,(not reported),267
Effingham,2C,President of the US,Kamala D. Harris,DEM,Election Day,197
Effingham,2C,President of the US,Kamala D. Harris,DEM,Absentee by Mail,44
Effingham,2C,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,2C,President of the US,Kamala D. Harris,DEM,Advanced Voting,313
Effingham,2D,President of the US,Kamala D. Harris,DEM,(not reported),702
Effingham,3A,President of the US,Kamala D. Harris,DEM,Election Day,68
Effingham,3A,President of the US,Kamala D. Harris,DEM,Absentee by Mail,17
Effingham,3A,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,3A,President of the US,Kamala D. Harris,DEM,Advanced Voting,78
Effingham,3B,President of the US,Kamala D. Harris,DEM,(not reported),423
Effingham,3C,President of the US,Kamala D. Harris,DEM,Election Day,86
Effingham,3C,President of the US,Kamala D. Harris,DEM,Absentee by Mail,13
Effingham,3C,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,3C,President of the US,Kamala D. Harris,DEM,Advanced Voting,162
Effingham,3D,President of the US,Kamala D. Harris,DEM,Election Day,288
Effingham,3D,President of the US,Kamala D. Harris,DEM,Absentee by Mail,49
Effingham,3D,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,3D,President of the US,Kamala D. Harris,DEM,Advanced Voting,447
Effingham,3E,President of the US,Kamala D. Harris,DEM,(not reported),181
Effingham,4A,President of the US,Kamala D. Harris,DEM,(not reported),705
Effingham,4B,President of the US,Kamala D. Harris,DEM,(not reported),628
Effingham,4C,President of the US,Kamala D. Harris,DEM,(not reported),370
Effingham,5A,President of the US,Kamala D. Harris,DEM,(not reported),729
Effingham,5B,President of the US,Kamala D. Harris,DEM,(not reported),431
Effingham,5C,President of the US,Kamala D. Harris,DEM,(not reported),655
Effingham,5D,President of the US,Kamala D. Harris,DEM,Election Day,155
Effingham,5D,President of the US,Kamala D. Harris,DEM,Absentee by Mail,35
Effingham,5D,President of the US,Kamala D. Harris,DEM,Provisional,0
Effingham,5D,President of the US,Kamala D. Harris,DEM,Advanced Voting,267
Effingham,1A,President of the US,Chase Oliver,OTH,(not reported),8
Effingham,1B,President of the US,Chase Oliver,OTH,Election Day,2
Effingham,1B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,1B,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,1B,President of the US,Chase Oliver,OTH,Advanced Voting,3
Effingham,1C,President of the US,Chase Oliver,OTH,(not reported),8
Effingham,1D,President of the US,Chase Oliver,OTH,Election Day,2
Effingham,1D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,1D,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,1D,President of the US,Chase Oliver,OTH,Advanced Voting,4
Effingham,2A,President of the US,Chase Oliver,OTH,Election Day,4
Effingham,2A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,2A,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,2A,President of the US,Chase Oliver,OTH,Advanced Voting,4
Effingham,2B,President of the US,Chase Oliver,OTH,(not reported),3
Effingham,2C,President of the US,Chase Oliver,OTH,Election Day,2
Effingham,2C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,2C,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,2C,President of the US,Chase Oliver,OTH,Advanced Voting,3
Effingham,2D,President of the US,Chase Oliver,OTH,(not reported),4
Effingham,3A,President of the US,Chase Oliver,OTH,Election Day,1
Effingham,3A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,3A,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,3A,President of the US,Chase Oliver,OTH,Advanced Voting,3
Effingham,3B,President of the US,Chase Oliver,OTH,(not reported),6
Effingham,3C,President of the US,Chase Oliver,OTH,Election Day,3
Effingham,3C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,3C,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,3C,President of the US,Chase Oliver,OTH,Advanced Voting,1
Effingham,3D,President of the US,Chase Oliver,OTH,Election Day,5
Effingham,3D,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Effingham,3D,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,3D,President of the US,Chase Oliver,OTH,Advanced Voting,4
Effingham,3E,President of the US,Chase Oliver,OTH,(not reported),4
Effingham,4A,President of the US,Chase Oliver,OTH,(not reported),9
Effingham,4B,President of the US,Chase Oliver,OTH,(not reported),2
Effingham,4C,President of the US,Chase Oliver,OTH,(not reported),5
Effingham,5A,President of the US,Chase Oliver,OTH,(not reported),6
Effingham,5B,President of the US,Chase Oliver,OTH,(not reported),4
Effingham,5C,President of the US,Chase Oliver,OTH,(not reported),5
Effingham,5D,President of the US,Chase Oliver,OTH,Election Day,4
Effingham,5D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Effingham,5D,President of the US,Chase Oliver,OTH,Provisional,0
Effingham,5D,President of the US,Chase Oliver,OTH,Advanced Voting,1
Effingham,1A,President of the US,Jill Stein,OTH,(not reported),1
Effingham,1B,President of the US,Jill Stein,OTH,Election Day,1
Effingham,1B,President of the US,Jill Stein,OTH,Absentee by Mail,0
Effingham,1B,President of the US,Jill Stein,OTH,Provisional,0
Effingham,1B,President of the US,Jill Stein,OTH,Advanced Voting,1
Effingham,1C,President of the US,Jill Stein,OTH,(not reported),1
Effingham,1D,President of the US,Jill Stein,OTH,Election Day,2
Effingham,1D,President of the US,Jill Stein,OTH,Absentee by Mail,0
Effingham,1D,President of the US,Jill Stein,OTH,Provisional,0
Effingham,1D,President of the US,Jill Stein,OTH,Advanced Voting,0
Effingham,2A,President of the US,Jill Stein,OTH,Election Day,3
Effingham,2A,President of the US,Jill Stein,OTH,Absentee by Mail,1
Effingham,2A,President of the US,Jill Stein,OTH,Provisional,0
Effingham,2A,President of the US,Jill Stein,OTH,Advanced Voting,0
Effingham,2B,President of the US,Jill Stein,OTH,(not reported),3
Effingham,2C,President of the US,Jill Stein,OTH,Election Day,2
Effingham,2C,President of the US,Jill Stein,OTH,Absentee by Mail,0
Effingham,2C,President of the US,Jill Stein,OTH,Provisional,0
Effingham,2C,President of the US,Jill Stein,OTH,Advanced Voting,3
Effingham,2D,President of the US,Jill Stein,OTH,(not reported),2
Effingham,3A,President of the US,Jill Stein,OTH,Election Day,0
Effingham,3A,President of the US,Jill Stein,OTH,Absentee by Mail,0
Effingham,3A,President of the US,Jill Stein,OTH,Provisional,0
Effingham,3A,President of the US,Jill Stein,OTH,Advanced Voting,1
Effingham,3B,President of the US,Jill Stein,OTH,(not reported),4
Effingham,3C,President of the US,Jill Stein,OTH,Election Day,0
Effingham,3C,President of the US,Jill Stein,OTH,Absentee by Mail,0
Effingham,3C,President of the US,Jill Stein,OTH,Provisional,0
Effingham,3C,President of the US,Jill Stein,OTH,Advanced Voting,2
Effingham,3D,President of the US,Jill Stein,OTH,Election Day,2
Effingham,3D,President of the US,Jill Stein,OTH,Absentee by Mail,0
Effingham,3D,President of the US,Jill Stein,OTH,Provisional,0
Effingham,3D,President of the US,Jill Stein,OTH,Advanced Voting,1
Effingham,3E,President of the US,Jill Stein,OTH,(not reported),1
Effingham,4A,President of the US,Jill Stein,OTH,(not reported),4
Effingham,4B,President of the US,Jill Stein,OTH,(not reported),2
Effingham,4C,President of the US,Jill Stein,OTH,(not reported),1
Effingham,5A,President of the US,Jill Stein,OTH,(not reported),1
Effingham,5B,President of the US,Jill Stein,OTH,(not reported),1
Effingham,5C,President of the US,Jill Stein,OTH,(not reported),3
Effingham,5D,President of the US,Jill Stein,OTH,Election Day,2
Effingham,5D,President of the US,Jill Stein,OTH,Absentee by Mail,1
Effingham,5D,President of the US,Jill Stein,OTH,Provisional,0
Effingham,5D,President of the US,Jill Stein,OTH,Advanced Voting,0
Butts,Butts County Admin Building,President of the US,Donald J. Trump,REP,Election Day,1156
Butts,Butts County Admin Building,President of the US,Donald J. Trump,REP,Absentee by Mail,220
Butts,Butts County Admin Building,President of the US,Donald J. Trump,REP,Provisional,0
Butts,Butts County Admin Building,President of the US,Donald J. Trump,REP,Advanced Voting,8048
Butts,Butts County Admin Building,President of the US,Kamala D. Harris,DEM,Election Day,625
Butts,Butts County Admin Building,President of the US,Kamala D. Harris,DEM,Absentee by Mail,204
