county,precinct,contest,candidate,party,method,votes
Butts,Butts County Admin Building,President of the US,Kamala D. Harris,DEM,Provisional,0
Butts,Butts County Admin Building,President of the US,Kamala D. Harris,DEM,Advanced Voting,2715
Butts,Butts County Admin Building,President of the US,Chase Oliver,OTH,Election Day,11
Butts,Butts County Admin Building,President of the US,Chase Oliver,OTH,Absentee by Mail,2
Butts,Butts County Admin Building,President of the US,Chase Oliver,OTH,Provisional,0
Butts,Butts County Admin Building,President of the US,Chase Oliver,OTH,Advanced Voting,26
Butts,Butts County Admin Building,President of the US,Jill Stein,OTH,Election Day,6
Butts,Butts County Admin Building,President of the US,Jill Stein,OTH,Absentee by Mail,1
Butts,Butts County Admin Building,President of the US,Jill Stein,OTH,Provisional,0
Butts,Butts County Admin Building,President of the US,Jill Stein,OTH,Advanced Voting,5
Early,Arlington,President of the US,Donald J. Trump,REP,Election Day,116
Early,Arlington,President of the US,Donald J. Trump,REP,Absentee by Mail,18
Early,Arlington,President of the US,Donald J. Trump,REP,Provisional,0
Early,Arlington,President of the US,Donald J. Trump,REP,Advanced Voting,173
Early,Blakely,President of the US,Donald J. Trump,REP,(not reported),747
Early,Cedar Springs,President of the US,Donald J. Trump,REP,Election Day,276
Early,Cedar Springs,President of the US,Donald J. Trump,REP,Absentee by Mail,14
Early,Cedar Springs,President of the US,Donald J. Trump,REP,Provisional,0
Early,Cedar Springs,President of the US,Donald J. Trump,REP,Advanced Voting,377
Early,Cuba,President of the US,Donald J. Trump,REP,Election Day,175
Early,Cuba,President of the US,Donald J. Trump,REP,Absentee by Mail,17
Early,Cuba,President of the US,Donald J. Trump,REP,Provisional,0
Early,Cuba,President of the US,Donald J. Trump,REP,Advanced Voting,364
Early,Urquhart,President of the US,Donald J. Trump,REP,Election Day,115
Early,Urquhart,President of the US,Donald J. Trump,REP,Absentee by Mail,19
Early,Urquhart,President of the US,Donald J. Trump,REP,Provisional,0
Early,Urquhart,President of the US,Donald J. Trump,REP,Advanced Voting,307
Early,Arlington,President of the US,Kamala D. Harris,DEM,Election Day,165
Early,Arlington,President of the US,Kamala D. Harris,DEM,Absentee by Mail,17
Early,Arlington,President of the US,Kamala D. Harris,DEM,Provisional,0
Early,Arlington,President of the US,Kamala D. Harris,DEM,Advanced Voting,146
Early,Blakely,President of the US,Kamala D. Harris,DEM,(not reported),1279
Early,Cedar Springs,President of the US,Kamala D. Harris,DEM,Election Day,53
Early,Cedar Springs,President of the US,Kamala D. Harris,DEM,Absentee by Mail,23
Early,Cedar Springs,President of the US,Kamala D. Harris,DEM,Provisional,0
Early,Cedar Springs,President of the US,Kamala D. Harris,DEM,Advanced Voting,89
Early,Cuba,President of the US,Kamala D. Harris,DEM,Election Day,77
Early,Cuba,President of the US,Kamala D. Harris,DEM,Absentee by Mail,36
Early,Cuba,President of the US,Kamala D. Harris,DEM,Provisional,0
Early,Cuba,President of the US,Kamala D. Harris,DEM,Advanced Voting,177
Early,Urquhart,President of the US,Kamala D. Harris,DEM,Election Day,23
Early,Urquhart,President of the US,Kamala D. Harris,DEM,Absentee by Mail,4
Early,Urquhart,President of the US,Kamala D. Harris,DEM,Provisional,0
Early,Urquhart,President of the US,Kamala D. Harris,DEM,Advanced Voting,69
Early,Arlington,President of the US,Chase Oliver,OTH,Election Day,1
Early,Arlington,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Early,Arlington,President of the US,Chase Oliver,OTH,Provisional,0
Early,Arlington,President of the US,Chase Oliver,OTH,Advanced Voting,0
Early,Blakely,President of the US,Chase Oliver,OTH,(not reported),0
Early,Cedar Springs,President of the US,Chase Oliver,OTH,Election Day,0
Early,Cedar Springs,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Early,Cedar Springs,President of the US,Chase Oliver,OTH,Provisional,0
Early,Cedar Springs,President of the US,Chase Oliver,OTH,Advanced Voting,0
Early,Cuba,President of the US,Chase Oliver,OTH,Election Day,0
Early,Cuba,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Early,Cuba,President of the US,Chase Oliver,OTH,Provisional,0
Early,Cuba,President of the US,Chase Oliver,OTH,Advanced Voting,0
Early,Urquhart,President of the US,Chase Oliver,OTH,Election Day,0
Early,Urquhart,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Early,Urquhart,President of the US,Chase Oliver,OTH,Provisional,0
Early,Urquhart,President of the US,Chase Oliver,OTH,Advanced Voting,0
Early,Arlington,President of the US,Jill Stein,OTH,Election Day,0
Early,Arlington,President of the US,Jill Stein,OTH,Absentee by Mail,0
Early,Arlington,President of the US,Jill Stein,OTH,Provisional,0
Early,Arlington,President of the US,Jill Stein,OTH,Advanced Voting,0
Early,Blakely,President of the US,Jill Stein,OTH,(not reported),1
Early,Cedar Springs,President of the US,Jill Stein,OTH,Election Day,1
Early,Cedar Springs,President of the US,Jill Stein,OTH,Absentee by Mail,0
Early,Cedar Springs,President of the US,Jill Stein,OTH,Provisional,0
Early,Cedar Springs,President of the US,Jill Stein,OTH,Advanced Voting,0
Early,Cuba,President of the US,Jill Stein,OTH,Election Day,0
Early,Cuba,President of the US,Jill Stein,OTH,Absentee by Mail,0
Early,Cuba,President of the US,Jill Stein,OTH,Provisional,0
Early,Cuba,President of the US,Jill Stein,OTH,Advanced Voting,0
Early,Urquhart,President of the US,Jill Stein,OTH,Election Day,0
Early,Urquhart,President of the US,Jill Stein,OTH,Absentee by Mail,0
Early,Urquhart,President of the US,Jill Stein,OTH,Provisional,0
Early,Urquhart,President of the US,Jill Stein,OTH,Advanced Voting,0
Colquitt,Shaw,President of the US,Donald J. Trump,REP,(not reported),441
Colquitt,Moultrie,President of the US,Donald J. Trump,REP,(not reported),1879
Colquitt,Autreyville,President of the US,Donald J. Trump,REP,(not reported),809
Colquitt,Bridgecreek,President of the US,Donald J. Trump,REP,Election Day,253
Colquitt,Bridgecreek,President of the US,Donald J. Trump,REP,Absentee by Mail,15
Colquitt,Bridgecreek,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Bridgecreek,President of the US,Donald J. Trump,REP,Advanced Voting,554
Colquitt,Crosland,President of the US,Donald J. Trump,REP,(not reported),156
Colquitt,Doerun,President of the US,Donald J. Trump,REP,(not reported),284
Colquitt,Funston,President of the US,Donald J. Trump,REP,Election Day,268
Colquitt,Funston,President of the US,Donald J. Trump,REP,Absentee by Mail,12
Colquitt,Funston,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Funston,President of the US,Donald J. Trump,REP,Advanced Voting,408
Colquitt,Hamilton,President of the US,Donald J. Trump,REP,Election Day,278
Colquitt,Hamilton,President of the US,Donald J. Trump,REP,Absentee by Mail,13
Colquitt,Hamilton,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Hamilton,President of the US,Donald J. Trump,REP,Advanced Voting,227
Colquitt,Hartsfield,President of the US,Donald J. Trump,REP,Election Day,164
Colquitt,Hartsfield,President of the US,Donald J. Trump,REP,Absentee by Mail,4
Colquitt,Hartsfield,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Hartsfield,President of the US,Donald J. Trump,REP,Advanced Voting,161
Colquitt,Hopewell,President of the US,Donald J. Trump,REP,(not reported),974
Colquitt,Lee,President of the US,Donald J. Trump,REP,(not reported),597
Colquitt,Millcreek,President of the US,Donald J. Trump,REP,(not reported),298
Colquitt,Monk,President of the US,Donald J. Trump,REP,(not reported),979
Colquitt,Murphy,President of the US,Donald J. Trump,REP,Election Day,178
Colquitt,Murphy,President of the US,Donald J. Trump,REP,Absentee by Mail,19
Colquitt,Murphy,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Murphy,President of the US,Donald J. Trump,REP,Advanced Voting,517
Colquitt,Norman Park,President of the US,Donald J. Trump,REP,(not reported),1314
Colquitt,Robinson,President of the US,Donald J. Trump,REP,Election Day,224
Colquitt,Robinson,President of the US,Donald J. Trump,REP,Absentee by Mail,8
Colquitt,Robinson,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Robinson,President of the US,Donald J. Trump,REP,Advanced Voting,264
Colquitt,Thigpen,President of the US,Donald J. Trump,REP,(not reported),175
Colquitt,TyTy,President of the US,Donald J. Trump,REP,Election Day,231
Colquitt,TyTy,President of the US,Donald J. Trump,REP,Absentee by Mail,7
Colquitt,TyTy,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,TyTy,President of the US,Donald J. Trump,REP,Advanced Voting,101
Colquitt,Warrior,President of the US,Donald J. Trump,REP,Election Day,300
Colquitt,Warrior,President of the US,Donald J. Trump,REP,Absentee by Mail,13
Colquitt,Warrior,President of the US,Donald J. Trump,REP,Provisional,0
Colquitt,Warrior,President of the US,Donald J. Trump,REP,Advanced Voting,326
Colquitt,Shaw,President of the US,Kamala D. Harris,DEM,(not reported),1070
Colquitt,Moultrie,President of the US,Kamala D. Harris,DEM,(not reported),1151
Colquitt,Autreyville,President of the US,Kamala D. Harris,DEM,(not reported),220
Colquitt,Bridgecreek,President of the US,Kamala D. Harris,DEM,Election Day,26
Colquitt,Bridgecreek,President of the US,Kamala D. Harris,DEM,Absentee by Mail,10
Colquitt,Bridgecreek,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Bridgecreek,President of the US,Kamala D. Harris,DEM,Advanced Voting,66
Colquitt,Crosland,President of the US,Kamala D. Harris,DEM,(not reported),51
Colquitt,Doerun,President of the US,Kamala D. Harris,DEM,(not reported),134
Colquitt,Funston,President of the US,Kamala D. Harris,DEM,Election Day,49
Colquitt,Funston,President of the US,Kamala D. Harris,DEM,Absentee by Mail,12
Colquitt,Funston,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Funston,President of the US,Kamala D. Harris,DEM,Advanced Voting,62
Colquitt,Hamilton,President of the US,Kamala D. Harris,DEM,Election Day,20
Colquitt,Hamilton,President of the US,Kamala D. Harris,DEM,Absentee by Mail,3
Colquitt,Hamilton,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Hamilton,President of the US,Kamala D. Harris,DEM,Advanced Voting,32
Colquitt,Hartsfield,President of the US,Kamala D. Harris,DEM,Election Day,8
Colquitt,Hartsfield,President of the US,Kamala D. Harris,DEM,Absentee by Mail,3
Colquitt,Hartsfield,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Hartsfield,President of the US,Kamala D. Harris,DEM,Advanced Voting,9
Colquitt,Hopewell,President of the US,Kamala D. Harris,DEM,(not reported),169
Colquitt,Lee,President of the US,Kamala D. Harris,DEM,(not reported),118
Colquitt,Millcreek,President of the US,Kamala D. Harris,DEM,(not reported),40
Colquitt,Monk,President of the US,Kamala D. Harris,DEM,(not reported),182
Colquitt,Murphy,President of the US,Kamala D. Harris,DEM,Election Day,20
Colquitt,Murphy,President of the US,Kamala D. Harris,DEM,Absentee by Mail,10
Colquitt,Murphy,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Murphy,President of the US,Kamala D. Harris,DEM,Advanced Voting,63
Colquitt,Norman Park,President of the US,Kamala D. Harris,DEM,(not reported),366
Colquitt,Robinson,President of the US,Kamala D. Harris,DEM,Election Day,45
Colquitt,Robinson,President of the US,Kamala D. Harris,DEM,Absentee by Mail,4
Colquitt,Robinson,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Robinson,President of the US,Kamala D. Harris,DEM,Advanced Voting,39
Colquitt,Thigpen,President of the US,Kamala D. Harris,DEM,(not reported),16
Colquitt,TyTy,President of the US,Kamala D. Harris,DEM,Election Day,28
Colquitt,TyTy,President of the US,Kamala D. Harris,DEM,Absentee by Mail,1
Colquitt,TyTy,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,TyTy,President of the US,Kamala D. Harris,DEM,Advanced Voting,16
Colquitt,Warrior,President of the US,Kamala D. Harris,DEM,Election Day,32
Colquitt,Warrior,President of the US,Kamala D. Harris,DEM,Absentee by Mail,7
Colquitt,Warrior,President of the US,Kamala D. Harris,DEM,Provisional,0
Colquitt,Warrior,President of the US,Kamala D. Harris,DEM,Advanced Voting,32
Colquitt,Shaw,President of the US,Chase Oliver,OTH,(not reported),2
Colquitt,Moultrie,President of the US,Chase Oliver,OTH,(not reported),10
Colquitt,Autreyville,President of the US,Chase Oliver,OTH,(not reported),1
Colquitt,Bridgecreek,President of the US,Chase Oliver,OTH,Election Day,1
Colquitt,Bridgecreek,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Bridgecreek,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Bridgecreek,President of the US,Chase Oliver,OTH,Advanced Voting,0
Colquitt,Crosland,President of the US,Chase Oliver,OTH,(not reported),0
Colquitt,Doerun,President of the US,Chase Oliver,OTH,(not reported),1
Colquitt,Funston,President of the US,Chase Oliver,OTH,Election Day,0
Colquitt,Funston,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Funston,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Funston,President of the US,Chase Oliver,OTH,Advanced Voting,0
Colquitt,Hamilton,President of the US,Chase Oliver,OTH,Election Day,2
Colquitt,Hamilton,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Hamilton,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Hamilton,President of the US,Chase Oliver,OTH,Advanced Voting,1
Colquitt,Hartsfield,President of the US,Chase Oliver,OTH,Election Day,1
Colquitt,Hartsfield,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Hartsfield,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Hartsfield,President of the US,Chase Oliver,OTH,Advanced Voting,0
Colquitt,Hopewell,President of the US,Chase Oliver,OTH,(not reported),3
Colquitt,Lee,President of the US,Chase Oliver,OTH,(not reported),0
Colquitt,Millcreek,President of the US,Chase Oliver,OTH,(not reported),2
Colquitt,Monk,President of the US,Chase Oliver,OTH,(not reported),2
Colquitt,Murphy,President of the US,Chase Oliver,OTH,Election Day,1
Colquitt,Murphy,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Murphy,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Murphy,President of the US,Chase Oliver,OTH,Advanced Voting,0
Colquitt,Norman Park,President of the US,Chase Oliver,OTH,(not reported),0
Colquitt,Robinson,President of the US,Chase Oliver,OTH,Election Day,0
Colquitt,Robinson,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Robinson,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Robinson,President of the US,Chase Oliver,OTH,Advanced Voting,1
Colquitt,Thigpen,President of the US,Chase Oliver,OTH,(not reported),0
Colquitt,TyTy,President of the US,Chase Oliver,OTH,Election Day,0
Colquitt,TyTy,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,TyTy,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,TyTy,President of the US,Chase Oliver,OTH,Advanced Voting,0
Colquitt,Warrior,President of the US,Chase Oliver,OTH,Election Day,1
Colquitt,Warrior,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Colquitt,Warrior,President of the US,Chase Oliver,OTH,Provisional,0
Colquitt,Warrior,President of the US,Chase Oliver,OTH,Advanced Voting,2
Colquitt,Shaw,President of the US,Jill Stein,OTH,(not reported),2
Colquitt,Moultrie,President of the US,Jill Stein,OTH,(not reported),7
Colquitt,Autreyville,President of the US,Jill Stein,OTH,(not reported),1
Colquitt,Bridgecreek,President of the US,Jill Stein,OTH,Election Day,0
Colquitt,Bridgecreek,President of the US,Jill Stein,OTH,Absentee by Mail,0
Colquitt,Bridgecreek,President of the US,Jill Stein,OTH,Provisional,0
Colquitt,Bridgecreek,President of the US,Jill Stein,OTH,Advanced Voting,0
Colquitt,Crosland,President of the US,Jill Stein,OTH,(not reported),0
Colquitt,Doerun,President of the US,Jill Stein,OTH,(not reported),1
Colquitt,Funston,President of the US,Jill Stein,OTH,Election Day,0
Colquitt,Funston,President of the US,Jill Stein,OTH,Absentee by Mail,0
Colquitt,Funston,President of the US,Jill Stein,OTH,Provisional,0
Colquitt,Funston,President of the US,Jill Stein,OTH,Advanced Voting,0
Colquitt,Hamilton,President of the US,Jill Stein,OTH,Election Day,0
Colquitt,Hamilton,President of the US,Jill Stein,OTH,Absentee by Mail,0
Colquitt,Hamilton,President of the US,Jill Stein,OTH,Provisional,0
Colquitt,Hamilton,President of the US,Jill Stein,OTH,Advanced Voting,0
Colquitt,Hartsfield,President of the US,Jill Stein,OTH,Election Day,0
Colquitt,Hartsfield,President of the US,Jill Stein,OTH,Absentee by Mail,0
Colquitt,Hartsfield,President of the US,Jill Stein,OTH,Provisional,0
Colquitt,Hartsfield,President of the US,Jill Stein,OTH,Advanced Voting,0
Colquitt,Hopewell,President of the US,Jill Stein,OTH,(not reported),0
Colquitt,Lee,President of the US,Jill Stein,OTH,(not reported),0
Colquitt,Millcreek,President of the US,Jill Stein,OTH,(not reported),0
Colquitt,Monk,President of the US,Jill Stein,OTH,(not reported),1
Colquitt,Murphy,President of the US,Jill Stein,OTH,Election Day,0
