"year","st","district","party","candidates","total_votes","leader","leader_votes","leader_share","second","second_share","runoff","runoff_winner","leader_won_runoff","top_two_state"
2020,"TX","30","D",4,83252,"Johnson, Eddie Bernice",58804,70.63,"Cleveland, Shenita ""Shae""",13.64,FALSE,NA,NA,FALSE
2020,"TX","31","D",6,69583,"Mann, Christine Eady",24145,34.7,"Imam, Donna",30.69,TRUE,"Imam, Donna",FALSE,FALSE
2020,"TX","31","R",4,64502,"Carter, John",53070,82.28,"Williams, Mike",8.62,FALSE,NA,NA,FALSE
2020,"TX","32","R",5,43324,"Collins, Genevieve",22908,52.88,"McLendon, Floyd",33.93,FALSE,NA,NA,FALSE
2020,"TX","33","D",2,37547,"Veasey, Marc",23869,63.57,"Segura, Sean Paul",36.43,FALSE,NA,NA,FALSE
2020,"TX","34","D",3,52604,"Vela, Filemon B.",39484,75.06,"Zavala, Diego",18.45,FALSE,NA,NA,FALSE
2020,"TX","34","R",2,18936,"Gonzalez, Rey",10665,56.32,"Lingsch, Rod",43.68,FALSE,NA,NA,FALSE
2020,"TX","35","D",2,70091,"Doggett, Lloyd",51169,73,"Alcoser, Rafael, III",27,FALSE,NA,NA,FALSE
2020,"TX","35","R",3,18188,"Sharon, Jenny Garcia",6751,37.12,"Hayward, ""Guillermo"" William",34.29,TRUE,"Sharon, Jenny Garcia",TRUE,FALSE
2020,"TX","36","R",2,84051,"Babin, Brian",75277,89.56,"Boatman, RJ",10.44,FALSE,NA,NA,FALSE
2020,"TX","4","R",4,92505,"Ratcliffe, John",92373,99.86,"Fallon, Patrick",0.09,FALSE,NA,NA,FALSE
2020,"TX","5","R",2,68625,"Gooden, Lance",57253,83.43,"Hill, Don",16.57,FALSE,NA,NA,FALSE
2020,"TX","7","R",6,45997,"Hunt, Wesley",28060,61,"Siegel, Cindy",27.17,FALSE,NA,NA,FALSE
2020,"TX","8","D",2,31179,"Hernandez, Elizabeth",18660,59.85,"Jones, Laura",40.15,FALSE,NA,NA,FALSE
2020,"TX","8","R",3,92952,"Brady, Kevin",75044,80.73,"Osborn, Kirk",16.19,FALSE,NA,NA,FALSE
2020,"TX","9","D",2,57898,"Green, Al",48387,83.57,"Wilson, Melissa",16.43,FALSE,NA,NA,FALSE
2020,"TX","9","R",3,10477,"Teague, Johnny",6149,58.69,"Menefee, Jon",24.04,FALSE,NA,NA,FALSE
2020,"UT","1","D",2,22909,"Parry, Darren",11667,50.93,"Cheek, Jamie",49.07,FALSE,NA,NA,FALSE
2020,"UT","1","R",4,126856,"Moore, Blake David",39260,30.95,"Stevenson, Bob",28.61,FALSE,NA,NA,FALSE
2020,"UT","4","R",4,113652,"Owens, Burgess",49456,43.52,"Coleman, Kim",24.26,FALSE,NA,NA,FALSE
2020,"VA","1","D",2,41170,"Rashid, Qasim",21625,52.53,"Williams, Lavangelene A.",47.47,FALSE,NA,NA,FALSE
2020,"VA","11","D",2,65236,"Connolly, Gerald E. ""Gerry""",50626,77.6,"Mohsini, Zainab M.",22.4,FALSE,NA,NA,FALSE
2020,"VA","2","R",3,52514,"Taylor, Scott W.",25478,48.52,"Loyola, Ben, Jr.",29.36,FALSE,NA,NA,FALSE
2020,"VA","3","R",3,22673,"Collick, John W., Jr.",9004,39.71,"Downs, J. H. Madison",34.47,FALSE,NA,NA,FALSE
2020,"VA","4","D",2,56370,"McEachin, A. Donald",45083,79.98,"Levine, R. Cazel",20.02,FALSE,NA,NA,FALSE
2020,"VA","5","D",4,54037,"Webb, B. Cameron",35965,66.56,"Russo, Claire C.",18.2,FALSE,NA,NA,FALSE
2020,"VT","AL","D",2,106165,"Welch, Peter",101566,95.67,"Corbo, Ralph ""Carcajou""",4.33,FALSE,NA,NA,FALSE
2020,"VT","AL","R",4,42403,"Berry, Miriam",14368,33.88,"Tuthill, Justin",25.74,FALSE,NA,NA,FALSE
2020,"WA","10","D",8,123526,"Strickland, Marilyn",45988,37.23,"Doglio, Beth",27.73,FALSE,NA,NA,TRUE
2020,"WA","10","R",8,93688,"Ingrim, Rian",25688,27.42,"Maynard, Jackson",19.77,FALSE,NA,NA,TRUE
2020,"WA","2","D",2,155231,"Larsen, Rick",120694,77.75,"Call, Jason",22.25,FALSE,NA,NA,TRUE
2020,"WA","2","R",5,68660,"Hazelo, Timothy S.",37104,54.04,"Hart, Cody",20.76,FALSE,NA,NA,TRUE
2020,"WA","3","D",3,101366,"Long, Carolyn",95875,94.58,"Ray, Davy",3.47,FALSE,NA,NA,TRUE
2020,"WA","4","R",3,122450,"Newhouse, Dan",101539,82.92,"Sloot, Sarena",9.66,FALSE,NA,NA,TRUE
2020,"WA","5","D",2,84672,"Wilson, Dave",56492,66.72,"Armitage, Chris",33.28,FALSE,NA,NA,TRUE
2020,"WA","5","R",2,142744,"Rodgers, Cathy McMorris",122744,85.99,"Major, Stephen T.",14.01,FALSE,NA,NA,TRUE
2020,"WA","6","D",2,160650,"Kilmer, Derek",125019,77.82,"Parson, Rebecca",22.18,FALSE,NA,NA,TRUE
2020,"WA","6","R",4,103335,"Kreiselmaier, Elizabeth",71601,69.29,"Welton, Chris",14.32,FALSE,NA,NA,TRUE
2020,"WA","7","D",2,250853,"Jayapal, Pramila",240801,95.99,"Hughes-Hageman, Jack",4.01,FALSE,NA,NA,TRUE
2020,"WA","7","R",2,35809,"Keller, Craig",24477,68.35,"Sutherland, Scott",31.65,FALSE,NA,NA,TRUE
2020,"WA","8","D",3,116909,"Schrier, Kim",106611,91.19,"Mitchell, James",5.29,FALSE,NA,NA,TRUE
2020,"WA","8","R",2,92177,"Jensen, Jesse",49368,53.56,"Swank, Keith R.",46.44,FALSE,NA,NA,TRUE
2020,"WA","9","R",2,46906,"Basler, Doug",30923,65.93,"Campbell, Joshua",34.07,FALSE,NA,NA,TRUE
2020,"WI","1","D",2,49306,"Polack, Roger",28698,58.2,"Pade, Josh",41.8,FALSE,NA,NA,FALSE
2020,"WI","3","D",2,65829,"Kind, Ron",53064,80.61,"Neumann, Mark",19.39,FALSE,NA,NA,FALSE
2020,"WI","3","R",2,55230,"Van Orden, Derrick",36395,65.9,"Ebben, Jessi",34.1,FALSE,NA,NA,FALSE
2020,"WI","4","R",2,13283,"Rogers, Tim",6685,50.33,"Werner, Cindy",49.67,FALSE,NA,NA,FALSE
2020,"WI","5","R",2,78505,"Fitzgerald, Scott",60676,77.29,"DeTemple, Cliff",22.71,FALSE,NA,NA,FALSE
2020,"WI","6","D",3,50104,"King, Jessica J.",38043,75.93,"Beardsley, Michael G.",15.76,FALSE,NA,NA,FALSE
2020,"WV","1","D",2,61611,"Cline, Natalie",46052,74.75,"Payne, Tom",25.25,FALSE,NA,NA,FALSE
2020,"WV","2","R",2,70716,"Mooney, Alex X.",50727,71.73,"Hahn, Matthew",28.27,FALSE,NA,NA,FALSE
2020,"WV","3","D",4,57184,"Turner, Hilary",16862,29.49,"Watson, Mr. Lacy",29.31,FALSE,NA,NA,FALSE
2020,"WV","3","R",2,57250,"Miller, Carol",40226,70.26,"Siegel, Russell",29.74,FALSE,NA,NA,FALSE
2020,"WY","AL","D",3,23432,"Grey Bull, Lynnette",14153,60.4,"Hafner, Carol",22.07,FALSE,NA,NA,FALSE
2020,"WY","AL","R",2,106909,"Cheney, Liz",78870,73.77,"Stanley, Blake",26.23,FALSE,NA,NA,FALSE
2022,"AK","AL","R",8,116667,"Palin, Sarah",57693,49.45,"Begich, Nick",42.88,FALSE,NA,NA,FALSE
2022,"AL","2","D",2,24551,"Harvey-Hall, Phyllis",16884,68.77,"Patel, Vimal",31.23,FALSE,NA,NA,FALSE
2022,"AL","3","R",2,86461,"Rogers, Mike",70843,81.94,"Joiner, Michael T.",18.06,FALSE,NA,NA,FALSE
2022,"AL","4","D",2,8323,"Neighbors, Rick",4500,54.07,"Gore, Rhonda",45.93,FALSE,NA,NA,FALSE
2022,"AL","5","D",2,15749,"Warner-Stanton, Kathy",9010,57.21,"Thompson, Charlie",42.79,FALSE,NA,NA,FALSE
2022,"AL","5","R",6,101328,"Strong, Dale",45319,44.73,"Wardynski, Casey",23.03,TRUE,"Strong, Dale",TRUE,FALSE
2022,"AR","1","R",3,85920,"Crawford, Rick",64102,74.61,"Smith, Brandt",13.94,FALSE,NA,NA,FALSE
2022,"AR","2","R",2,84566,"Hill, French",49488,58.52,"Reynolds, Conrad",41.48,FALSE,NA,NA,FALSE
2022,"AR","3","R",2,77228,"Womack, Steve",60814,78.75,"Kumar, Neil Robinson",21.25,FALSE,NA,NA,FALSE
2022,"AZ","1","D",2,74411,"Hodge, Jevin",46144,62.01,"Metzendorf, Adam",37.99,FALSE,NA,NA,FALSE
2022,"AZ","1","R",3,119501,"Schweikert, David",52067,43.57,"Norton, Elijah",33,FALSE,NA,NA,FALSE
2022,"AZ","2","R",7,108104,"Crane, Eli",38681,35.78,"Blackman, Walter ""Walt""",24.42,FALSE,NA,NA,FALSE
2022,"AZ","4","R",5,71446,"Cooper, Kelly",20281,28.39,"Wheeless, Tanya Contreras",25.43,FALSE,NA,NA,FALSE
2022,"AZ","6","D",3,91514,"Engel, Kirsten",54060,59.07,"Hernandez, Daniel",34.77,FALSE,NA,NA,FALSE
2022,"AZ","6","R",5,105152,"Ciscomani, Juan",49559,47.13,"Martin, Brandon",20.91,FALSE,NA,NA,FALSE
2022,"AZ","7","R",2,29477,"Pozzolo, Luis",20413,69.25,"Becker, Nina ""La Nina""",30.75,FALSE,NA,NA,FALSE
2022,"AZ","9","R",4,102086,"Gosar, Paul",67340,65.96,"Kutz, Randy",13.11,FALSE,NA,NA,FALSE
2022,"CA","1","R",2,108266,"LaMalfa, Doug",96858,89.46,"Geist, Tim",10.54,FALSE,NA,NA,TRUE
2022,"CA","11","D",4,159363,"Pelosi, Nancy",133798,83.96,"Buttar, Shahid",12.22,FALSE,NA,NA,TRUE
2022,"CA","11","R",2,27373,"Dennis, John",20054,73.26,"Castello, Eve Del",26.74,FALSE,NA,NA,TRUE
2022,"CA","12","D",2,139645,"Lee, Barbara",135892,97.31,"Wilson, Eric",2.69,FALSE,NA,NA,TRUE
2022,"CA","12","R",2,10176,"Slauson, Stephen",8274,81.31,"Nuerge, Ned",18.69,FALSE,NA,NA,TRUE
2022,"CA","13","D",2,36883,"Gray, Adam",23784,64.48,"Arballo, Phil",35.52,FALSE,NA,NA,TRUE
2022,"CA","13","R",3,39509,"Duarte, John",26163,66.22,"Giglio, David A.",28.65,FALSE,NA,NA,TRUE
2022,"CA","14","D",2,83336,"Swalwell, Eric",77120,92.54,"Peters, James Andrew",7.46,FALSE,NA,NA,TRUE
2022,"CA","14","R",3,34738,"Hayden, Alison",12503,35.99,"Wong, Tom",32.83,FALSE,NA,NA,TRUE
2022,"CA","15","D",4,115661,"Mullin, Kevin",58806,50.84,"Canepa, David J.",29.82,FALSE,NA,NA,TRUE
2022,"CA","16","D",4,130063,"Eshoo, Anna G.",81100,62.35,"Kumar, Rishi",20.33,FALSE,NA,NA,TRUE
2022,"CA","16","R",3,37200,"Ohtaki, Peter",21354,57.4,"Fox, Richard B.",35.45,FALSE,NA,NA,TRUE
2022,"CA","17","D",3,82980,"Khanna, Ro",74892,90.25,"Forbes, Stephen",6.86,FALSE,NA,NA,TRUE
2022,"CA","18","D",2,61357,"Lofgren, Zoe",50104,81.66,"Acevedo-Arreguin, Luis",18.34,FALSE,NA,NA,TRUE
2022,"CA","19","D",2,133245,"Panetta, Jimmy",127545,95.72,"Deitch, Douglas",4.28,FALSE,NA,NA,TRUE
2022,"CA","19","R",2,56263,"Gorman, Jeff",44181,78.53,"Epperson, Dalila",21.47,FALSE,NA,NA,TRUE
2022,"CA","2","D",3,177609,"Huffman, Jared",145245,81.78,"Brower, Douglas",10.19,FALSE,NA,NA,TRUE
2022,"CA","2","R",3,33712,"Coulombe, Chris",17498,51.9,"Ramirez, Archimedes",36.19,FALSE,NA,NA,TRUE
2022,"CA","20","D",2,42268,"Wood, Marisa",33511,79.28,"Dewell, Ben",20.72,FALSE,NA,NA,TRUE
2022,"CA","20","R",3,97618,"McCarthy, Kevin",85748,87.84,"Davis, James",6.54,FALSE,NA,NA,TRUE
2022,"CA","21","D",2,41089,"Costa, Jim",33850,82.38,"Garcia, Eric",17.62,FALSE,NA,NA,TRUE
2022,"CA","21","R",2,30971,"Maher, Michael",19040,61.48,"Stoll, Matt",38.52,FALSE,NA,NA,TRUE
2022,"CA","22","R",3,30692,"Valadao, David G.",14331,46.69,"Mathys, Chris",42.72,FALSE,NA,NA,TRUE
2022,"CA","23","D",2,37292,"Marshall, Derek",20776,55.71,"Gómez, Blanca A.",44.29,FALSE,NA,NA,TRUE
2022,"CA","25","R",6,42771,"Hawkins, Brian E.",16085,37.61,"Tyson, Brian M.",33.17,FALSE,NA,NA,TRUE
2022,"CA","26","R",3,73222,"Jacobs, Matt",64835,88.55,"Taylor, Paul Nathan",7.66,FALSE,NA,NA,TRUE
2022,"CA","27","D",3,60646,"Smith, Christy",45675,75.31,"Quartey, Quaye",13.69,FALSE,NA,NA,TRUE
2022,"CA","27","R",3,61469,"Garcia, Mike",57469,93.49,"Rudnick, David",4.31,FALSE,NA,NA,TRUE
2022,"CA","28","D",2,98388,"Chu, Judy",90395,91.88,"Caronna, Dorothy",8.12,FALSE,NA,NA,TRUE
2022,"CA","29","D",2,67262,"Cardenas, Tony",47941,71.28,"Dueñas, Angélica María",28.72,FALSE,NA,NA,TRUE
2022,"CA","29","R",3,17303,"Carranza, Margarita Maria",7079,40.91,"Miranda, Andy",29.86,FALSE,NA,NA,TRUE
2022,"CA","3","D",3,142180,"Jones, Kermit",91217,64.16,"Jones, Scott",26.93,FALSE,NA,NA,TRUE
2022,"CA","30","D",3,125955,"Schiff, Adam B.",102290,81.21,"Pudlo, G ""Maebe A Girl""",16.71,FALSE,NA,NA,TRUE
2022,"CA","30","R",4,34789,"Kennedy, Ronda",13953,40.11,"Gipson, Patrick Lee",30.27,FALSE,NA,NA,TRUE
2022,"CA","31","D",2,56363,"Napolitano, Grace F.",49415,87.67,"De Luca, Rocco Anthony",12.33,FALSE,NA,NA,TRUE
2022,"CA","32","D",5,117724,"Sherman, Brad",88063,74.8,"Aazami, Shervin",12.77,FALSE,NA,NA,TRUE
2022,"CA","32","R",2,46268,"Volotzky, Lucie Lapointe",32342,69.9,"Toomim, Melissa",30.1,FALSE,NA,NA,TRUE
2022,"CA","33","R",3,27561,"Porter, John Mark",12096,43.89,"Gutierrez, Rex",38.41,FALSE,NA,NA,TRUE
2022,"CA","34","D",2,80297,"Gomez, Jimmy",45376,56.51,"Kim, David",43.49,FALSE,NA,NA,TRUE
2022,"CA","35","D",2,40576,"Torres, Norma J.",37554,92.55,"Stevens, Lloyd A.",7.45,FALSE,NA,NA,TRUE
2022,"CA","35","R",3,28530,"Cargile, Mike",17431,61.1,"Carcamo, Rafael",26.71,FALSE,NA,NA,TRUE
2022,"CA","36","D",2,129190,"Lieu, Ted W.",122969,95.18,"Obrien, Colin Kilpatrick",4.82,FALSE,NA,NA,TRUE
2022,"CA","36","R",4,51927,"Collins, Joe E., III",24553,47.28,"Gates, Derrick R.",19.76,FALSE,NA,NA,TRUE
2022,"CA","37","D",5,88521,"Kamlager, Sydney",42628,48.16,"Perry, Jan C.",20.33,FALSE,NA,NA,TRUE
2022,"CA","37","R",2,8989,"Champion, Chris",5469,60.84,"Fedalizo, Baltazar ""Bong""",39.16,FALSE,NA,NA,TRUE
2022,"CA","38","R",2,41204,"Ching, Eric J.",30436,73.87,"Sarega, John",26.13,FALSE,NA,NA,TRUE
2022,"CA","39","R",6,33042,"Smith, Aja",9751,29.51,"Spinney, Bill",22.46,FALSE,NA,NA,TRUE
2022,"CA","4","D",2,123675,"Thompson, Mike",115041,93.02,"Engdahl, Andrew David",6.98,FALSE,NA,NA,TRUE
2022,"CA","4","R",3,47537,"Brock, Matt",28260,59.45,"Giblin, Scott",35.58,FALSE,NA,NA,TRUE
2022,"CA","40","R",3,107943,"Kim, Young",63346,58.68,"Raths, Greg",39.28,FALSE,NA,NA,TRUE
2022,"CA","41","D",2,69406,"Rollins, Will",45923,66.17,"Kurani, Shrina",33.83,FALSE,NA,NA,TRUE
2022,"CA","41","R",2,79580,"Calvert, Ken",72700,91.35,"Lucio, John Michael",8.65,FALSE,NA,NA,TRUE
2022,"CA","42","D",6,66225,"Garcia, Robert",43406,65.54,"Garcia, Cristina",17.64,FALSE,NA,NA,TRUE
2022,"CA","43","D",2,60841,"Waters, Maxine",55889,91.86,"Monestime, Jean M.",8.14,FALSE,NA,NA,TRUE
2022,"CA","43","R",2,14416,"Navarro, Omar",8927,61.92,"Pratt, Allison",38.08,FALSE,NA,NA,TRUE
2022,"CA","44","D",2,64704,"Barragan, Nanette Diaz",58594,90.56,"Griffin, Morris Falls",9.44,FALSE,NA,NA,TRUE
2022,"CA","45","R",2,77373,"Steel, Michelle",65641,84.84,"Pham, Long K.",15.16,FALSE,NA,NA,TRUE
2022,"CA","46","D",2,46622,"Correa, Lou",37311,80.03,"Ortega, Mike",19.97,FALSE,NA,NA,TRUE
2022,"CA","46","R",3,28069,"Gonzales, Christopher J.",11823,42.12,"Nguyen, Mike",32.64,FALSE,NA,NA,TRUE
2022,"CA","47","R",4,81019,"Baugh, Scott",51776,63.91,"West, Amy Phan",17.22,FALSE,NA,NA,TRUE
2022,"CA","48","D",2,60723,"Houlahan, Stephen",45740,75.33,"Rascon, Matthew G.",24.67,FALSE,NA,NA,TRUE
2022,"CA","49","D",2,97015,"Levin, Mike",92211,95.05,"Smalley, Nadia Bahia",4.95,FALSE,NA,NA,TRUE
2022,"CA","49","R",5,91559,"Maryott, Brian",35805,39.11,"Bartlett, Lisa A.",22.02,FALSE,NA,NA,TRUE
2022,"CA","5","R",4,121100,"McClintock, Tom",87010,71.85,"Magsig, Nathan F.",20.89,FALSE,NA,NA,TRUE
2022,"CA","50","D",2,105959,"Peters, Scott",89894,84.84,"Taitano, Kylie Louie Vie Benitez",15.16,FALSE,NA,NA,TRUE
2022,"CA","50","R",2,60645,"Gustafson, Corey",51312,84.61,"Chiddick, David",15.39,FALSE,NA,NA,TRUE
2022,"CA","52","D",2,66792,"Vargas, Juan",56827,85.08,"Vázquez, Joaquin",14.92,FALSE,NA,NA,TRUE
2022,"CA","6","D",2,83845,"Bera, Ami",76317,91.02,"Gorman, Mark",8.98,FALSE,NA,NA,TRUE
2022,"CA","6","R",5,61197,"Hamilton, Tamika",27339,44.67,"Daniels, Bret",27.15,FALSE,NA,NA,TRUE
2022,"CA","7","D",2,107446,"Matsui, Doris",94896,88.32,"Fremgen, Jimmy",11.68,FALSE,NA,NA,TRUE
2022,"CA","8","D",4,90905,"Garamendi, John",72333,79.57,"Sudduth, Cheryl",12.52,FALSE,NA,NA,TRUE
2022,"CA","9","D",4,53265,"Harder, Josh",39026,73.27,"Chima, Harpreet Singh",15.83,FALSE,NA,NA,TRUE
2022,"CA","9","R",3,52278,"Patti, Tom",30843,59,"Shoemaker, Jim",29.54,FALSE,NA,NA,TRUE
2022,"CO","1","D",2,97863,"DeGette, Diana",79391,81.12,"Walia, Neal",18.88,FALSE,NA,NA,FALSE
2022,"CO","3","D",3,60717,"Frisch, Adam",25751,42.41,"Tafoya, Soledad Sandoval",41.94,FALSE,NA,NA,FALSE
2022,"CO","3","R",2,130808,"Boebert, Lauren",86322,65.99,"Coram, Don",34.01,FALSE,NA,NA,FALSE
2022,"CO","4","R",2,121684,"Buck, Ken",90091,74.04,"Lewis, Robert",25.96,FALSE,NA,NA,FALSE
2022,"CO","5","D",2,44650,"Torres, David",24413,54.68,"Colombe, Michael C.",45.32,FALSE,NA,NA,FALSE
2022,"CO","5","R",4,97599,"Lamborn, Doug",46178,47.31,"Williams, Dave",33.47,FALSE,NA,NA,FALSE
2022,"CO","7","R",3,90717,"Aadland, Erik",43469,47.92,"Reichert, Tim",35.92,FALSE,NA,NA,FALSE
2022,"CO","8","R",4,58222,"Kirkmeyer, Barbara",22724,39.03,"Kulmann, Jan",23.01,FALSE,NA,NA,FALSE
2022,"CT","4","R",2,16517,"Stevenson, Jayme",9962,60.31,"Goldstein, Michael Ted",39.69,FALSE,NA,NA,FALSE
2022,"DC","AL","D",3,122650,"Norton, Eleanor H.",107289,87.48,"Williams, Kelly Mikel",6.26,FALSE,NA,NA,FALSE
2022,"FL","1","D",2,34966,"Jones, Rebekah",21875,62.56,"Schiller, Peggy",37.44,FALSE,NA,NA,FALSE
2022,"FL","1","R",3,105264,"Gaetz, Matt",73374,69.7,"Lombardo, Mark",24.43,FALSE,NA,NA,FALSE
2022,"FL","10","D",10,55469,"Frost, Maxwell Alejandro",19288,34.77,"Bracy, Randolph",24.66,FALSE,NA,NA,FALSE
2022,"FL","10","R",6,27236,"Wimbish, Calvin B.",12103,44.44,"Le, Tuan",13.22,FALSE,NA,NA,FALSE
2022,"FL","11","R",3,85188,"Webster, Daniel",43469,51.03,"Loomer, Laura",44.19,FALSE,NA,NA,FALSE
2022,"FL","12","R",5,84338,"Bilirakis, Gus Michael",67189,79.67,"Martin, Jack",9.24,FALSE,NA,NA,FALSE
2022,"FL","13","R",5,83532,"Luna, Anna Paulina",37156,44.48,"Hayslett, Kevin",33.65,FALSE,NA,NA,FALSE
2022,"FL","14","D",2,69246,"Castor, Kathy",62562,90.35,"Bradley, Christopher",9.65,FALSE,NA,NA,FALSE
2022,"FL","14","R",3,38514,"Judge, James",20466,53.14,"Torres, Jerry",29.59,FALSE,NA,NA,FALSE
2022,"FL","15","D",5,45073,"Cohn, Alan M.",14928,33.12,"Brown, Gavin",22.26,FALSE,NA,NA,FALSE
2022,"FL","15","R",5,54202,"Lee, Laurel",22481,41.48,"Stargel, Kelli",27.81,FALSE,NA,NA,FALSE
2022,"FL","16","R",2,74247,"Buchanan, Vern",64028,86.24,"Hyde, Martin",13.76,FALSE,NA,NA,FALSE
2022,"FL","18","R",5,61495,"Franklin, Scott",44927,73.06,"Raybon, Jennifer",10.74,FALSE,NA,NA,FALSE
2022,"FL","19","R",2,90987,"Donalds, Byron",76192,83.74,"Huff, Jim",16.26,FALSE,NA,NA,FALSE
2022,"FL","20","D",3,72581,"Cherfilus-McCormick, Sheila",47601,65.58,"Holness, Dale V.C",28.63,FALSE,NA,NA,FALSE
2022,"FL","21","R",4,72424,"Mast, Brian",56535,78.06,"Buongiorno, Jeff",12.22,FALSE,NA,NA,FALSE
2022,"FL","22","R",5,34545,"Franzese, Dan",11972,34.66,"Adeimy, Deborah",34.28,FALSE,NA,NA,FALSE
2022,"FL","23","D",6,63524,"Moskowitz, Jared",38822,61.11,"Sorensen, Ben",20.48,FALSE,NA,NA,FALSE
2022,"FL","23","R",7,33471,"Budd, Joe",12592,37.62,"Pruden, James ""Jim""",22.11,FALSE,NA,NA,FALSE
2022,"FL","24","D",2,63592,"Wilson, Frederica",56776,89.28,"Harris, Kevin C.",10.72,FALSE,NA,NA,FALSE
2022,"FL","24","R",2,9879,"Navarro, Jesus G.",6373,64.51,"Spicer, Lavern",35.49,FALSE,NA,NA,FALSE
2022,"FL","25","D",2,56795,"Schultz, Debbie Wasserman",50554,89.01,"Millwee, Robert",10.99,FALSE,NA,NA,FALSE
2022,"FL","25","R",2,22936,"Spalding, Carla",16425,71.61,"Young, Rubin",28.39,FALSE,NA,NA,FALSE
2022,"FL","26","R",2,43746,"Diaz-Balart, Mario",36861,84.26,"Aquino, Darren",15.74,FALSE,NA,NA,FALSE
2022,"FL","27","D",3,39845,"Taddeo, Annette",27015,67.8,"Russell, Ken",25.94,FALSE,NA,NA,FALSE
2022,"FL","27","R",2,41783,"Salazar, Marìa Elvira",33760,80.8,"Polo, Frank",19.2,FALSE,NA,NA,FALSE
2022,"FL","28","D",2,26721,"Asencio, Robert",18504,69.25,"Paredes, Juan",30.75,FALSE,NA,NA,FALSE
2022,"FL","28","R",3,39205,"Gimenez, Carlos A.",28762,73.36,"Garin, Carlos",15.43,FALSE,NA,NA,FALSE
2022,"FL","3","D",2,54980,"Hawk, Danielle",37181,67.63,"Wells, Tom",32.37,FALSE,NA,NA,FALSE
2022,"FL","3","R",2,74301,"Cammack, Kat",63279,85.17,"Waters, Justin",14.83,FALSE,NA,NA,FALSE
2022,"FL","4","D",2,58497,"Holloway, LaShonda ""L.J.""",29352,50.18,"Hill, Anthony ""Tony""",49.82,FALSE,NA,NA,FALSE
2022,"FL","4","R",3,72053,"Bean, Aaron",49060,68.09,"Aguilar, Erick",25.82,FALSE,NA,NA,FALSE
2022,"FL","5","R",3,133610,"Rutherford, John H.",87720,65.65,"Macie, Mara H",17.67,FALSE,NA,NA,FALSE
2022,"FL","6","R",2,84869,"Waltz, Michael",65694,77.41,"Davis, Charles E.",22.59,FALSE,NA,NA,FALSE
2022,"FL","7","D",4,51388,"Green, Karen",23051,44.86,"Krulick, Al",20.99,FALSE,NA,NA,FALSE
2022,"FL","7","R",8,73162,"Mills, Cory",27757,37.94,"Sabatani, Anthony",23.69,FALSE,NA,NA,FALSE
2022,"FL","8","D",2,54134,"Terry, Joanne",29542,54.57,"Dodge, Danelle",45.43,FALSE,NA,NA,FALSE
2022,"FL","9","R",4,30377,"Moore, Scotty",16971,55.87,"Castillo, Jose",24.81,FALSE,NA,NA,FALSE
2022,"GA","1","D",3,45052,"Griggs, Joyce Marie",21891,48.59,"Herring, Wade",38,TRUE,"Herring, Wade",FALSE,FALSE
2022,"GA","10","D",5,37710,"Johnson-Green, Tabitha",15826,41.97,"Fore, Jessica Allison",19.25,TRUE,"Johnson-Green, Tabitha",TRUE,FALSE
2022,"GA","10","R",8,112165,"Collins, Mike",28741,25.62,"Jones, Vernon J.",21.54,TRUE,"Collins, Mike",TRUE,FALSE
2022,"GA","13","D",4,92139,"Scott, David",60544,65.71,"Baker, Mark",12.57,FALSE,NA,NA,FALSE
2022,"GA","13","R",3,22131,"Gonzales, Caesar",12659,57.2,"Plotky, Calina",22.69,FALSE,NA,NA,FALSE
2022,"GA","14","D",3,26885,"Flowers, Marcus",20082,74.7,"Davis, Wendy",19.12,FALSE,NA,NA,FALSE
2022,"GA","14","R",6,103841,"Greene, Marjorie Taylor",72215,69.54,"Strahan, Jennifer",16.94,FALSE,NA,NA,FALSE
2022,"GA","2","D",2,58805,"Bishop, Sanford",54991,93.51,"O'Hara, Joe",6.49,FALSE,NA,NA,FALSE
2022,"GA","2","R",6,62010,"Hunt, Jeremy",22923,36.97,"West, Chris",30.09,TRUE,"West, Chris",FALSE,FALSE
2022,"GA","3","R",2,116489,"Ferguson, Drew",96314,82.68,"Craig, Jared",17.32,FALSE,NA,NA,FALSE
2022,"GA","4","R",2,28002,"Chavez, Jonathan",21924,78.29,"Ivy, Surrea",21.71,FALSE,NA,NA,FALSE
2022,"GA","5","D",3,90932,"Williams, Nikema",78440,86.26,"Stovall, Valencia",9.57,FALSE,NA,NA,FALSE
2022,"GA","6","D",2,33801,"Christian, Bob",18776,55.55,"White, Wayne C.",44.45,FALSE,NA,NA,FALSE
2022,"GA","6","R",9,113553,"McCormick, Rich",48967,43.12,"Evans, Jake",23.04,TRUE,"McCormick, Rich",TRUE,FALSE
2022,"GA","7","D",3,53269,"McBath, Lucy",33607,63.09,"Bourdeaux, Carolyn",30.62,FALSE,NA,NA,FALSE
2022,"GA","7","R",5,45374,"Corbin, Michael",18637,41.07,"Gonsalves, Mark",27.5,TRUE,"Gonsalves, Mark",FALSE,FALSE
2022,"GA","9","R",5,118509,"Clyde, Andrew",90535,76.4,"Souther, Ben",15.12,FALSE,NA,NA,FALSE
2022,"GU","AL","D",2,17760,"Won Pat, Judith T.",9882,55.64,"Nelson, Telena Cruz",44.36,FALSE,NA,NA,FALSE
