"from_state","to_state","est","moe","lo","hi","sig","flag"
"Missouri","Maine",606,840,0,1446,FALSE,""
"Montana","Maine",346,304,42,650,TRUE,""
"Nebraska","Maine",116,162,0,278,FALSE,""
"Nevada","Maine",144,171,0,315,FALSE,""
"New Hampshire","Maine",4373,1699,2674,6072,TRUE,""
"New Jersey","Maine",829,691,138,1520,TRUE,""
"New Mexico","Maine",123,134,0,257,FALSE,""
"New York","Maine",1927,803,1124,2730,TRUE,""
"North Carolina","Maine",1266,711,555,1977,TRUE,""
"North Dakota","Maine",0,179,0,179,FALSE,""
"Ohio","Maine",272,260,12,532,TRUE,""
"Oklahoma","Maine",423,409,14,832,TRUE,""
"Oregon","Maine",462,359,103,821,TRUE,""
"Pennsylvania","Maine",834,499,335,1333,TRUE,""
"Rhode Island","Maine",837,675,162,1512,TRUE,""
"South Carolina","Maine",274,222,52,496,TRUE,""
"South Dakota","Maine",0,179,0,179,FALSE,""
"Tennessee","Maine",585,437,148,1022,TRUE,""
"Texas","Maine",227,188,39,415,TRUE,""
"Utah","Maine",430,316,114,746,TRUE,""
"Vermont","Maine",466,380,86,846,TRUE,""
"Virginia","Maine",883,430,453,1313,TRUE,""
"Washington","Maine",609,464,145,1073,TRUE,""
"West Virginia","Maine",0,179,0,179,FALSE,""
"Wisconsin","Maine",292,323,0,615,FALSE,""
"Wyoming","Maine",,,,,FALSE,"N"
"Puerto Rico","Maine",89,164,0,253,FALSE,""
"Alabama","Maryland",1636,1523,113,3159,TRUE,""
"Alaska","Maryland",,,,,FALSE,"N"
"Arizona","Maryland",1822,1168,654,2990,TRUE,""
"Arkansas","Maryland",0,228,0,228,FALSE,""
"California","Maryland",11078,3398,7680,14476,TRUE,""
"Colorado","Maryland",2748,1215,1533,3963,TRUE,""
"Connecticut","Maryland",1813,1316,497,3129,TRUE,""
"Delaware","Maryland",5781,1822,3959,7603,TRUE,""
"District of Columbia","Maryland",16780,3634,13146,20414,TRUE,""
"Florida","Maryland",9358,2214,7144,11572,TRUE,""
"Georgia","Maryland",5702,2720,2982,8422,TRUE,""
"Hawaii","Maryland",901,1153,0,2054,FALSE,""
"Idaho","Maryland",299,480,0,779,FALSE,""
"Illinois","Maryland",653,427,226,1080,TRUE,""
"Indiana","Maryland",175,203,0,378,FALSE,""
"Iowa","Maryland",774,540,234,1314,TRUE,""
"Kansas","Maryland",2158,1975,183,4133,TRUE,""
"Kentucky","Maryland",787,787,0,1574,FALSE,""
"Louisiana","Maryland",1267,967,300,2234,TRUE,""
"Maine","Maryland",390,327,63,717,TRUE,""
"Massachusetts","Maryland",4130,1405,2725,5535,TRUE,""
"Michigan","Maryland",1672,1032,640,2704,TRUE,""
"Minnesota","Maryland",986,615,371,1601,TRUE,""
"Mississippi","Maryland",219,368,0,587,FALSE,""
"Missouri","Maryland",654,430,224,1084,TRUE,""
"Montana","Maryland",,,,,FALSE,"N"
"Nebraska","Maryland",1250,1415,0,2665,FALSE,""
"Nevada","Maryland",898,562,336,1460,TRUE,""
"New Hampshire","Maryland",600,470,130,1070,TRUE,""
"New Jersey","Maryland",5550,1553,3997,7103,TRUE,""
"New Mexico","Maryland",896,649,247,1545,TRUE,""
"New York","Maryland",12198,3420,8778,15618,TRUE,""
"North Carolina","Maryland",6410,2300,4110,8710,TRUE,""
"North Dakota","Maryland",529,817,0,1346,FALSE,""
"Ohio","Maryland",963,448,515,1411,TRUE,""
"Oklahoma","Maryland",910,1347,0,2257,FALSE,""
"Oregon","Maryland",448,507,0,955,FALSE,""
"Pennsylvania","Maryland",12638,2389,10249,15027,TRUE,""
"Rhode Island","Maryland",919,667,252,1586,TRUE,""
"South Carolina","Maryland",2246,775,1471,3021,TRUE,""
"South Dakota","Maryland",348,367,0,715,FALSE,""
"Tennessee","Maryland",1242,692,550,1934,TRUE,""
"Texas","Maryland",10467,3471,6996,13938,TRUE,""
"Utah","Maryland",232,253,0,485,FALSE,""
"Vermont","Maryland",345,347,0,692,FALSE,""
"Virginia","Maryland",28004,5694,22310,33698,TRUE,""
"Washington","Maryland",1381,898,483,2279,TRUE,""
"West Virginia","Maryland",2338,902,1436,3240,TRUE,""
"Wisconsin","Maryland",1695,1681,14,3376,TRUE,""
"Wyoming","Maryland",0,228,0,228,FALSE,""
"Puerto Rico","Maryland",1080,1059,21,2139,TRUE,""
"Alabama","Massachusetts",693,524,169,1217,TRUE,""
"Alaska","Massachusetts",,,,,FALSE,"N"
"Arizona","Massachusetts",643,562,81,1205,TRUE,""
"Arkansas","Massachusetts",0,228,0,228,FALSE,""
"California","Massachusetts",13810,2866,10944,16676,TRUE,""
"Colorado","Massachusetts",3460,2161,1299,5621,TRUE,""
"Connecticut","Massachusetts",9936,1952,7984,11888,TRUE,""
"Delaware","Massachusetts",202,251,0,453,FALSE,""
"District of Columbia","Massachusetts",1249,781,468,2030,TRUE,""
"Florida","Massachusetts",10580,2788,7792,13368,TRUE,""
"Georgia","Massachusetts",3513,1568,1945,5081,TRUE,""
"Hawaii","Massachusetts",497,485,12,982,TRUE,""
"Idaho","Massachusetts",160,280,0,440,FALSE,""
"Illinois","Massachusetts",3274,1334,1940,4608,TRUE,""
"Indiana","Massachusetts",901,565,336,1466,TRUE,""
"Iowa","Massachusetts",925,670,255,1595,TRUE,""
"Kansas","Massachusetts",382,264,118,646,TRUE,""
"Kentucky","Massachusetts",286,294,0,580,FALSE,""
"Louisiana","Massachusetts",479,369,110,848,TRUE,""
"Maine","Massachusetts",6746,2201,4545,8947,TRUE,""
"Maryland","Massachusetts",2728,1079,1649,3807,TRUE,""
"Michigan","Massachusetts",1994,1021,973,3015,TRUE,""
"Minnesota","Massachusetts",1304,813,491,2117,TRUE,""
"Mississippi","Massachusetts",,,,,FALSE,"N"
"Missouri","Massachusetts",562,405,157,967,TRUE,""
"Montana","Massachusetts",258,287,0,545,FALSE,""
"Nebraska","Massachusetts",,,,,FALSE,"N"
"Nevada","Massachusetts",564,581,0,1145,FALSE,""
"New Hampshire","Massachusetts",11286,2887,8399,14173,TRUE,""
"New Jersey","Massachusetts",6536,1517,5019,8053,TRUE,""
"New Mexico","Massachusetts",603,603,0,1206,FALSE,""
"New York","Massachusetts",18697,3077,15620,21774,TRUE,""
"North Carolina","Massachusetts",3643,1493,2150,5136,TRUE,""
"North Dakota","Massachusetts",,,,,FALSE,"N"
"Ohio","Massachusetts",2466,1601,865,4067,TRUE,""
"Oklahoma","Massachusetts",,,,,FALSE,"N"
"Oregon","Massachusetts",1537,686,851,2223,TRUE,""
"Pennsylvania","Massachusetts",5490,1672,3818,7162,TRUE,""
"Rhode Island","Massachusetts",15235,4211,11024,19446,TRUE,""
"South Carolina","Massachusetts",2047,1626,421,3673,TRUE,""
"South Dakota","Massachusetts",,,,,FALSE,"N"
"Tennessee","Massachusetts",1554,805,749,2359,TRUE,""
"Texas","Massachusetts",6191,1928,4263,8119,TRUE,""
"Utah","Massachusetts",1570,1170,400,2740,TRUE,""
"Vermont","Massachusetts",1734,600,1134,2334,TRUE,""
"Virginia","Massachusetts",4484,1677,2807,6161,TRUE,""
"Washington","Massachusetts",2252,930,1322,3182,TRUE,""
"West Virginia","Massachusetts",0,228,0,228,FALSE,""
"Wisconsin","Massachusetts",1291,932,359,2223,TRUE,""
"Wyoming","Massachusetts",0,228,0,228,FALSE,""
"Puerto Rico","Massachusetts",617,573,44,1190,TRUE,""
"Alabama","Michigan",913,780,133,1693,TRUE,""
"Alaska","Michigan",411,337,74,748,TRUE,""
"Arizona","Michigan",4050,1566,2484,5616,TRUE,""
"Arkansas","Michigan",151,108,43,259,TRUE,""
"California","Michigan",14005,4112,9893,18117,TRUE,""
"Colorado","Michigan",2043,984,1059,3027,TRUE,""
"Connecticut","Michigan",434,280,154,714,TRUE,""
"Delaware","Michigan",,,,,FALSE,"N"
"District of Columbia","Michigan",441,387,54,828,TRUE,""
"Florida","Michigan",19282,4668,14614,23950,TRUE,""
"Georgia","Michigan",3948,2418,1530,6366,TRUE,""
"Hawaii","Michigan",272,283,0,555,FALSE,""
"Idaho","Michigan",275,213,62,488,TRUE,""
"Illinois","Michigan",12464,2739,9725,15203,TRUE,""
"Indiana","Michigan",8855,1871,6984,10726,TRUE,""
"Iowa","Michigan",733,591,142,1324,TRUE,""
"Kansas","Michigan",2263,1365,898,3628,TRUE,""
"Kentucky","Michigan",2769,1297,1472,4066,TRUE,""
"Louisiana","Michigan",964,539,425,1503,TRUE,""
"Maine","Michigan",130,169,0,299,FALSE,""
"Maryland","Michigan",2394,899,1495,3293,TRUE,""
"Massachusetts","Michigan",1358,718,640,2076,TRUE,""
"Minnesota","Michigan",2453,948,1505,3401,TRUE,""
"Mississippi","Michigan",260,351,0,611,FALSE,""
"Missouri","Michigan",1808,1138,670,2946,TRUE,""
"Montana","Michigan",726,638,88,1364,TRUE,""
"Nebraska","Michigan",556,486,70,1042,TRUE,""
"Nevada","Michigan",908,545,363,1453,TRUE,""
"New Hampshire","Michigan",397,433,0,830,FALSE,""
"New Jersey","Michigan",2646,1670,976,4316,TRUE,""
"New Mexico","Michigan",2246,2210,36,4456,TRUE,""
"New York","Michigan",3338,1072,2266,4410,TRUE,""
"North Carolina","Michigan",4166,1650,2516,5816,TRUE,""
"North Dakota","Michigan",194,256,0,450,FALSE,""
"Ohio","Michigan",13776,3189,10587,16965,TRUE,""
"Oklahoma","Michigan",1463,772,691,2235,TRUE,""
"Oregon","Michigan",1015,460,555,1475,TRUE,""
"Pennsylvania","Michigan",2357,1040,1317,3397,TRUE,""
"Rhode Island","Michigan",413,380,33,793,TRUE,""
"South Carolina","Michigan",985,528,457,1513,TRUE,""
"South Dakota","Michigan",316,309,7,625,TRUE,""
"Tennessee","Michigan",2391,963,1428,3354,TRUE,""
"Texas","Michigan",8217,2157,6060,10374,TRUE,""
"Utah","Michigan",520,397,123,917,TRUE,""
"Vermont","Michigan",137,194,0,331,FALSE,""
"Virginia","Michigan",2274,716,1558,2990,TRUE,""
"Washington","Michigan",1723,659,1064,2382,TRUE,""
"West Virginia","Michigan",769,455,314,1224,TRUE,""
"Wisconsin","Michigan",5826,1911,3915,7737,TRUE,""
"Wyoming","Michigan",288,268,20,556,TRUE,""
"Puerto Rico","Michigan",711,658,53,1369,TRUE,""
"Alabama","Minnesota",825,1005,0,1830,FALSE,""
"Alaska","Minnesota",822,849,0,1671,FALSE,""
"Arizona","Minnesota",2608,748,1860,3356,TRUE,""
"Arkansas","Minnesota",324,434,0,758,FALSE,""
"California","Minnesota",6928,2325,4603,9253,TRUE,""
"Colorado","Minnesota",3457,1435,2022,4892,TRUE,""
"Connecticut","Minnesota",300,260,40,560,TRUE,""
"Delaware","Minnesota",0,157,0,157,FALSE,""
"District of Columbia","Minnesota",415,358,57,773,TRUE,""
"Florida","Minnesota",5993,1643,4350,7636,TRUE,""
"Georgia","Minnesota",1183,651,532,1834,TRUE,""
"Hawaii","Minnesota",,,,,FALSE,"N"
"Idaho","Minnesota",853,546,307,1399,TRUE,""
"Illinois","Minnesota",5140,1386,3754,6526,TRUE,""
"Indiana","Minnesota",2127,683,1444,2810,TRUE,""
"Iowa","Minnesota",5965,1581,4384,7546,TRUE,""
"Kansas","Minnesota",3171,2188,983,5359,TRUE,""
"Kentucky","Minnesota",393,311,82,704,TRUE,""
"Louisiana","Minnesota",385,290,95,675,TRUE,""
"Maine","Minnesota",,,,,FALSE,"N"
"Maryland","Minnesota",944,668,276,1612,TRUE,""
"Massachusetts","Minnesota",1687,788,899,2475,TRUE,""
"Michigan","Minnesota",2580,943,1637,3523,TRUE,""
"Mississippi","Minnesota",142,137,5,279,TRUE,""
"Missouri","Minnesota",1914,920,994,2834,TRUE,""
"Montana","Minnesota",710,358,352,1068,TRUE,""
"Nebraska","Minnesota",2415,1179,1236,3594,TRUE,""
"Nevada","Minnesota",1409,991,418,2400,TRUE,""
"New Hampshire","Minnesota",0,157,0,157,FALSE,""
"New Jersey","Minnesota",516,349,167,865,TRUE,""
"New Mexico","Minnesota",572,430,142,1002,TRUE,""
"New York","Minnesota",2788,1019,1769,3807,TRUE,""
"North Carolina","Minnesota",1816,1181,635,2997,TRUE,""
"North Dakota","Minnesota",6171,1506,4665,7677,TRUE,""
"Ohio","Minnesota",1878,919,959,2797,TRUE,""
"Oklahoma","Minnesota",121,109,12,230,TRUE,""
"Oregon","Minnesota",1322,647,675,1969,TRUE,""
"Pennsylvania","Minnesota",637,375,262,1012,TRUE,""
"Rhode Island","Minnesota",,,,,FALSE,"N"
"South Carolina","Minnesota",166,184,0,350,FALSE,""
"South Dakota","Minnesota",2736,776,1960,3512,TRUE,""
"Tennessee","Minnesota",1929,1164,765,3093,TRUE,""
"Texas","Minnesota",4579,1736,2843,6315,TRUE,""
"Utah","Minnesota",611,539,72,1150,TRUE,""
"Vermont","Minnesota",161,25,136,186,TRUE,""
"Virginia","Minnesota",335,321,14,656,TRUE,""
"Washington","Minnesota",4847,2453,2394,7300,TRUE,""
"West Virginia","Minnesota",0,157,0,157,FALSE,""
"Wisconsin","Minnesota",20316,3235,17081,23551,TRUE,""
"Wyoming","Minnesota",148,97,51,245,TRUE,""
"Puerto Rico","Minnesota",267,382,0,649,FALSE,""
"Alabama","Mississippi",8215,3035,5180,11250,TRUE,""
"Alaska","Mississippi",0,226,0,226,FALSE,""
"Arizona","Mississippi",255,227,28,482,TRUE,""
"Arkansas","Mississippi",5010,2899,2111,7909,TRUE,""
"California","Mississippi",2785,1494,1291,4279,TRUE,""
"Colorado","Mississippi",846,728,118,1574,TRUE,""
"Connecticut","Mississippi",0,226,0,226,FALSE,""
"Delaware","Mississippi",,,,,FALSE,"N"
"District of Columbia","Mississippi",0,226,0,226,FALSE,""
"Florida","Mississippi",3023,1163,1860,4186,TRUE,""
"Georgia","Mississippi",3210,1580,1630,4790,TRUE,""
"Hawaii","Mississippi",0,226,0,226,FALSE,""
"Idaho","Mississippi",,,,,FALSE,"N"
"Illinois","Mississippi",1744,592,1152,2336,TRUE,""
"Indiana","Mississippi",325,307,18,632,TRUE,""
"Iowa","Mississippi",0,226,0,226,FALSE,""
"Kansas","Mississippi",,,,,FALSE,"N"
"Kentucky","Mississippi",215,217,0,432,FALSE,""
"Louisiana","Mississippi",7040,1846,5194,8886,TRUE,""
"Maine","Mississippi",0,226,0,226,FALSE,""
"Maryland","Mississippi",783,870,0,1653,FALSE,""
"Massachusetts","Mississippi",388,335,53,723,TRUE,""
"Michigan","Mississippi",624,592,32,1216,TRUE,""
"Minnesota","Mississippi",263,385,0,648,FALSE,""
"Missouri","Mississippi",459,363,96,822,TRUE,""
"Montana","Mississippi",,,,,FALSE,"N"
"Nebraska","Mississippi",,,,,FALSE,"N"
"Nevada","Mississippi",533,494,39,1027,TRUE,""
"New Hampshire","Mississippi",215,233,0,448,FALSE,""
"New Jersey","Mississippi",,,,,FALSE,"N"
"New Mexico","Mississippi",0,226,0,226,FALSE,""
"New York","Mississippi",529,508,21,1037,TRUE,""
"North Carolina","Mississippi",1811,874,937,2685,TRUE,""
"North Dakota","Mississippi",0,226,0,226,FALSE,""
"Ohio","Mississippi",1058,929,129,1987,TRUE,""
"Oklahoma","Mississippi",1547,1115,432,2662,TRUE,""
"Oregon","Mississippi",1128,822,306,1950,TRUE,""
"Pennsylvania","Mississippi",1589,1103,486,2692,TRUE,""
"Rhode Island","Mississippi",,,,,FALSE,"N"
"South Carolina","Mississippi",426,477,0,903,FALSE,""
"South Dakota","Mississippi",478,556,0,1034,FALSE,""
"Tennessee","Mississippi",8457,2868,5589,11325,TRUE,""
"Texas","Mississippi",8574,2693,5881,11267,TRUE,""
"Utah","Mississippi",177,218,0,395,FALSE,""
"Vermont","Mississippi",122,154,0,276,FALSE,""
"Virginia","Mississippi",1565,792,773,2357,TRUE,""
"Washington","Mississippi",788,701,87,1489,TRUE,""
"West Virginia","Mississippi",0,226,0,226,FALSE,""
"Wisconsin","Mississippi",,,,,FALSE,"N"
"Wyoming","Mississippi",310,365,0,675,FALSE,""
"Puerto Rico","Mississippi",,,,,FALSE,"N"
"Alabama","Missouri",1771,912,859,2683,TRUE,""
"Alaska","Missouri",411,402,9,813,TRUE,""
"Arizona","Missouri",4895,1641,3254,6536,TRUE,""
"Arkansas","Missouri",5767,1955,3812,7722,TRUE,""
"California","Missouri",8786,2191,6595,10977,TRUE,""
"Colorado","Missouri",7388,2551,4837,9939,TRUE,""
"Connecticut","Missouri",,,,,FALSE,"N"
"Delaware","Missouri",206,285,0,491,FALSE,""
"District of Columbia","Missouri",,,,,FALSE,"N"
"Florida","Missouri",6623,1785,4838,8408,TRUE,""
"Georgia","Missouri",4242,1640,2602,5882,TRUE,""
"Hawaii","Missouri",324,288,36,612,TRUE,""
"Idaho","Missouri",916,568,348,1484,TRUE,""
"Illinois","Missouri",18362,3110,15252,21472,TRUE,""
"Indiana","Missouri",2893,1414,1479,4307,TRUE,""
"Iowa","Missouri",2421,738,1683,3159,TRUE,""
"Kansas","Missouri",18446,3129,15317,21575,TRUE,""
"Kentucky","Missouri",1292,758,534,2050,TRUE,""
"Louisiana","Missouri",1261,674,587,1935,TRUE,""
"Maine","Missouri",,,,,FALSE,"N"
"Maryland","Missouri",1287,760,527,2047,TRUE,""
"Massachusetts","Missouri",390,296,94,686,TRUE,""
"Michigan","Missouri",2471,1714,757,4185,TRUE,""
"Minnesota","Missouri",2962,1335,1627,4297,TRUE,""
"Mississippi","Missouri",605,475,130,1080,TRUE,""
"Montana","Missouri",314,316,0,630,FALSE,""
"Nebraska","Missouri",3215,1239,1976,4454,TRUE,""
"Nevada","Missouri",648,474,174,1122,TRUE,""
"New Hampshire","Missouri",,,,,FALSE,"N"
"New Jersey","Missouri",832,515,317,1347,TRUE,""
"New Mexico","Missouri",942,649,293,1591,TRUE,""
"New York","Missouri",4973,2533,2440,7506,TRUE,""
"North Carolina","Missouri",2847,1427,1420,4274,TRUE,""
"North Dakota","Missouri",137,144,0,281,FALSE,""
"Ohio","Missouri",2267,962,1305,3229,TRUE,""
"Oklahoma","Missouri",3750,1165,2585,4915,TRUE,""
"Oregon","Missouri",1130,650,480,1780,TRUE,""
"Pennsylvania","Missouri",1195,620,575,1815,TRUE,""
"Rhode Island","Missouri",0,198,0,198,FALSE,""
"South Carolina","Missouri",1721,1414,307,3135,TRUE,""
"South Dakota","Missouri",687,553,134,1240,TRUE,""
"Tennessee","Missouri",2380,1044,1336,3424,TRUE,""
"Texas","Missouri",12723,2888,9835,15611,TRUE,""
"Utah","Missouri",935,568,367,1503,TRUE,""
"Vermont","Missouri",0,198,0,198,FALSE,""
"Virginia","Missouri",1238,659,579,1897,TRUE,""
"Washington","Missouri",2244,827,1417,3071,TRUE,""
"West Virginia","Missouri",781,981,0,1762,FALSE,""
"Wisconsin","Missouri",1233,701,532,1934,TRUE,""
"Wyoming","Missouri",,,,,FALSE,"N"
"Puerto Rico","Missouri",,,,,FALSE,"N"
"Alabama","Montana",287,382,0,669,FALSE,""
"Alaska","Montana",1767,1621,146,3388,TRUE,""
"Arizona","Montana",2330,1157,1173,3487,TRUE,""
"Arkansas","Montana",,,,,FALSE,"N"
"California","Montana",4872,1563,3309,6435,TRUE,""
"Colorado","Montana",3002,1368,1634,4370,TRUE,""
"Connecticut","Montana",0,185,0,185,FALSE,""
"Delaware","Montana",0,185,0,185,FALSE,""
"District of Columbia","Montana",0,185,0,185,FALSE,""
"Florida","Montana",1353,942,411,2295,TRUE,""
"Georgia","Montana",240,217,23,457,TRUE,""
"Hawaii","Montana",897,903,0,1800,FALSE,""
"Idaho","Montana",1318,693,625,2011,TRUE,""
"Illinois","Montana",80,62,18,142,TRUE,""
"Indiana","Montana",,,,,FALSE,"N"
"Iowa","Montana",104,104,0,208,FALSE,""
"Kansas","Montana",260,299,0,559,FALSE,""
"Kentucky","Montana",0,185,0,185,FALSE,""
"Louisiana","Montana",,,,,FALSE,"N"
"Maine","Montana",,,,,FALSE,"N"
"Maryland","Montana",207,162,45,369,TRUE,""
"Massachusetts","Montana",424,315,109,739,TRUE,""
"Michigan","Montana",170,154,16,324,TRUE,""
"Minnesota","Montana",1435,817,618,2252,TRUE,""
"Mississippi","Montana",0,185,0,185,FALSE,""
"Missouri","Montana",697,649,48,1346,TRUE,""
"Nebraska","Montana",744,995,0,1739,FALSE,""
"Nevada","Montana",226,243,0,469,FALSE,""
"New Hampshire","Montana",0,185,0,185,FALSE,""
"New Jersey","Montana",614,558,56,1172,TRUE,""
"New Mexico","Montana",583,586,0,1169,FALSE,""
"New York","Montana",703,598,105,1301,TRUE,""
"North Carolina","Montana",104,105,0,209,FALSE,""
"North Dakota","Montana",591,462,129,1053,TRUE,""
"Ohio","Montana",848,513,335,1361,TRUE,""
"Oklahoma","Montana",,,,,FALSE,"N"
"Oregon","Montana",1606,1198,408,2804,TRUE,""
"Pennsylvania","Montana",438,334,104,772,TRUE,""
"Rhode Island","Montana",0,185,0,185,FALSE,""
"South Carolina","Montana",497,374,123,871,TRUE,""
"South Dakota","Montana",672,598,74,1270,TRUE,""
"Tennessee","Montana",0,185,0,185,FALSE,""
"Texas","Montana",2147,910,1237,3057,TRUE,""
"Utah","Montana",706,389,317,1095,TRUE,""
"Vermont","Montana",191,170,21,361,TRUE,""
"Virginia","Montana",312,358,0,670,FALSE,""
"Washington","Montana",3631,1556,2075,5187,TRUE,""
"West Virginia","Montana",177,294,0,471,FALSE,""
"Wisconsin","Montana",287,302,0,589,FALSE,""
"Wyoming","Montana",1215,622,593,1837,TRUE,""
"Puerto Rico","Montana",0,185,0,185,FALSE,""
"Alabama","Nebraska",,,,,FALSE,"N"
"Alaska","Nebraska",0,175,0,175,FALSE,""
"Arizona","Nebraska",2264,1183,1081,3447,TRUE,""
"Arkansas","Nebraska",665,645,20,1310,TRUE,""
"California","Nebraska",3163,1057,2106,4220,TRUE,""
"Colorado","Nebraska",3680,1097,2583,4777,TRUE,""
"Connecticut","Nebraska",0,175,0,175,FALSE,""
"Delaware","Nebraska",98,138,0,236,FALSE,""
"District of Columbia","Nebraska",266,359,0,625,FALSE,""
"Florida","Nebraska",3970,1955,2015,5925,TRUE,""
"Georgia","Nebraska",720,537,183,1257,TRUE,""
"Hawaii","Nebraska",197,227,0,424,FALSE,""
"Idaho","Nebraska",,,,,FALSE,"N"
"Illinois","Nebraska",841,587,254,1428,TRUE,""
"Indiana","Nebraska",318,294,24,612,TRUE,""
"Iowa","Nebraska",6626,1928,4698,8554,TRUE,""
"Kansas","Nebraska",2013,1229,784,3242,TRUE,""
"Kentucky","Nebraska",607,552,55,1159,TRUE,""
"Louisiana","Nebraska",106,139,0,245,FALSE,""
"Maine","Nebraska",0,175,0,175,FALSE,""
"Maryland","Nebraska",888,1208,0,2096,FALSE,""
"Massachusetts","Nebraska",0,175,0,175,FALSE,""
"Michigan","Nebraska",508,419,89,927,TRUE,""
"Minnesota","Nebraska",1232,707,525,1939,TRUE,""
"Mississippi","Nebraska",0,175,0,175,FALSE,""
"Missouri","Nebraska",1099,645,454,1744,TRUE,""
"Montana","Nebraska",53,78,0,131,FALSE,""
"Nevada","Nebraska",566,408,158,974,TRUE,""
"New Hampshire","Nebraska",,,,,FALSE,"N"
"New Jersey","Nebraska",0,175,0,175,FALSE,""
"New Mexico","Nebraska",567,511,56,1078,TRUE,""
"New York","Nebraska",2654,1712,942,4366,TRUE,""
"North Carolina","Nebraska",483,575,0,1058,FALSE,""
"North Dakota","Nebraska",630,606,24,1236,TRUE,""
"Ohio","Nebraska",1106,1220,0,2326,FALSE,""
"Oklahoma","Nebraska",465,389,76,854,TRUE,""
"Oregon","Nebraska",209,266,0,475,FALSE,""
"Pennsylvania","Nebraska",754,484,270,1238,TRUE,""
"Rhode Island","Nebraska",,,,,FALSE,"N"
"South Carolina","Nebraska",428,426,2,854,TRUE,""
"South Dakota","Nebraska",4055,2381,1674,6436,TRUE,""
"Tennessee","Nebraska",443,514,0,957,FALSE,""
"Texas","Nebraska",2391,1151,1240,3542,TRUE,""
"Utah","Nebraska",1119,1312,0,2431,FALSE,""
"Vermont","Nebraska",0,175,0,175,FALSE,""
"Virginia","Nebraska",538,333,205,871,TRUE,""
"Washington","Nebraska",1493,1430,63,2923,TRUE,""
"West Virginia","Nebraska",0,175,0,175,FALSE,""
"Wisconsin","Nebraska",974,622,352,1596,TRUE,""
"Wyoming","Nebraska",1257,785,472,2042,TRUE,""
"Puerto Rico","Nebraska",,,,,FALSE,"N"
"Alabama","Nevada",832,831,1,1663,TRUE,""
"Alaska","Nevada",271,194,77,465,TRUE,""
"Arizona","Nevada",5504,1946,3558,7450,TRUE,""
"Arkansas","Nevada",801,849,0,1650,FALSE,""
"California","Nevada",53289,6970,46319,60259,TRUE,""
"Colorado","Nevada",3886,1832,2054,5718,TRUE,""
"Connecticut","Nevada",832,614,218,1446,TRUE,""
"Delaware","Nevada",0,236,0,236,FALSE,""
"District of Columbia","Nevada",1341,1787,0,3128,FALSE,""
"Florida","Nevada",6293,2487,3806,8780,TRUE,""
"Georgia","Nevada",2604,1647,957,4251,TRUE,""
"Hawaii","Nevada",2501,1347,1154,3848,TRUE,""
"Idaho","Nevada",2150,766,1384,2916,TRUE,""
"Illinois","Nevada",3104,1519,1585,4623,TRUE,""
"Indiana","Nevada",927,801,126,1728,TRUE,""
"Iowa","Nevada",2010,1608,402,3618,TRUE,""
"Kansas","Nevada",437,605,0,1042,FALSE,""
"Kentucky","Nevada",,,,,FALSE,"N"
"Louisiana","Nevada",802,665,137,1467,TRUE,""
"Maine","Nevada",0,236,0,236,FALSE,""
"Maryland","Nevada",0,236,0,236,FALSE,""
"Massachusetts","Nevada",681,506,175,1187,TRUE,""
"Michigan","Nevada",980,810,170,1790,TRUE,""
"Minnesota","Nevada",1132,820,312,1952,TRUE,""
"Mississippi","Nevada",170,169,1,339,TRUE,""
"Missouri","Nevada",1114,767,347,1881,TRUE,""
"Montana","Nevada",521,357,164,878,TRUE,""
"Nebraska","Nevada",0,236,0,236,FALSE,""
"New Hampshire","Nevada",,,,,FALSE,"N"
"New Jersey","Nevada",1368,855,513,2223,TRUE,""
"New Mexico","Nevada",1320,968,352,2288,TRUE,""
"New York","Nevada",2584,1323,1261,3907,TRUE,""
"North Carolina","Nevada",541,448,93,989,TRUE,""
"North Dakota","Nevada",880,724,156,1604,TRUE,""
"Ohio","Nevada",1028,769,259,1797,TRUE,""
"Oklahoma","Nevada",500,478,22,978,TRUE,""
"Oregon","Nevada",2358,1167,1191,3525,TRUE,""
"Pennsylvania","Nevada",2382,1762,620,4144,TRUE,""
"Rhode Island","Nevada",0,236,0,236,FALSE,""
"South Carolina","Nevada",631,440,191,1071,TRUE,""
"South Dakota","Nevada",293,325,0,618,FALSE,""
"Tennessee","Nevada",2047,1548,499,3595,TRUE,""
"Texas","Nevada",8327,3687,4640,12014,TRUE,""
"Utah","Nevada",3440,1524,1916,4964,TRUE,""
"Vermont","Nevada",0,236,0,236,FALSE,""
"Virginia","Nevada",4626,3052,1574,7678,TRUE,""
"Washington","Nevada",4887,2314,2573,7201,TRUE,""
"West Virginia","Nevada",0,236,0,236,FALSE,""
"Wisconsin","Nevada",362,431,0,793,FALSE,""
"Wyoming","Nevada",694,608,86,1302,TRUE,""
"Puerto Rico","Nevada",161,267,0,428,FALSE,""
"Alabama","New Hampshire",,,,,FALSE,"N"
"Alaska","New Hampshire",0,200,0,200,FALSE,""
"Arizona","New Hampshire",555,528,27,1083,TRUE,""
"Arkansas","New Hampshire",505,647,0,1152,FALSE,""
"California","New Hampshire",1710,1143,567,2853,TRUE,""
"Colorado","New Hampshire",1448,1224,224,2672,TRUE,""
"Connecticut","New Hampshire",1139,752,387,1891,TRUE,""
"Delaware","New Hampshire",,,,,FALSE,"N"
"District of Columbia","New Hampshire",326,287,39,613,TRUE,""
