"county_fips","state_name","county_name","total_votes_20","total_votes_24","r20","r24","swing","flipped"
"31049","Nebraska","Deuel County",1034,1012,86.07,84.81,-1.26,FALSE
"31051","Nebraska","Dixon County",3094,2895,78.2,79.85,1.65,FALSE
"31053","Nebraska","Dodge County",16938,16443,66.46,66.52,0.06,FALSE
"31055","Nebraska","Douglas County",276540,273403,44.21,44.84,0.63,FALSE
"31057","Nebraska","Dundy County",1003,929,89.37,89.62,0.25,FALSE
"31059","Nebraska","Fillmore County",3148,3013,77.29,77.76,0.47,FALSE
"31061","Nebraska","Franklin County",1728,1600,83.89,85.13,1.24,FALSE
"31063","Nebraska","Frontier County",1446,1410,86.67,86.77,0.1,FALSE
"31065","Nebraska","Furnas County",2602,2413,84.43,85.09,0.66,FALSE
"31067","Nebraska","Gage County",11119,10916,68.74,69.88,1.14,FALSE
"31069","Nebraska","Garden County",1200,1117,86.32,85.42,-0.9,FALSE
"31071","Nebraska","Garfield County",1076,1015,87.52,88.5,0.98,FALSE
"31073","Nebraska","Gosper County",1121,1118,80.6,81.71,1.11,FALSE
"31075","Nebraska","Grant County",402,366,94.94,95.9,0.96,FALSE
"31077","Nebraska","Greeley County",1259,1235,81.61,84.29,2.68,FALSE
"31079","Nebraska","Hall County",24450,22804,67.82,69.11,1.29,FALSE
"31081","Nebraska","Hamilton County",5566,5547,79.4,80.54,1.14,FALSE
"31083","Nebraska","Harlan County",1934,1802,85.13,84.32,-0.81,FALSE
"31085","Nebraska","Hayes County",536,494,93.56,96.13,2.57,FALSE
"31087","Nebraska","Hitchcock County",1470,1433,87.84,89.3,1.46,FALSE
"31089","Nebraska","Holt County",5550,5442,87.42,87.36,-0.06,FALSE
"31091","Nebraska","Hooker County",442,427,86.44,87.03,0.59,FALSE
"31093","Nebraska","Howard County",3511,3550,81.13,81.71,0.58,FALSE
"31095","Nebraska","Jefferson County",3730,3631,72.03,72.98,0.95,FALSE
"31097","Nebraska","Johnson County",2233,2152,70.12,70.53,0.41,FALSE
"31099","Nebraska","Kearney County",3617,3604,80.1,79.35,-0.75,FALSE
"31101","Nebraska","Keith County",4369,4199,82.28,82.37,0.09,FALSE
"31103","Nebraska","Keya Paha County",530,544,90.67,91.91,1.24,FALSE
"31105","Nebraska","Kimball County",1877,1720,85.36,83.96,-1.4,FALSE
"31107","Nebraska","Knox County",4708,4436,80.44,82.05,1.61,FALSE
"31109","Nebraska","Lancaster County",157215,157633,46,47.81,1.81,FALSE
"31111","Nebraska","Lincoln County",17163,16464,77.98,77.95,-0.03,FALSE
"31113","Nebraska","Logan County",450,440,91.46,94.24,2.78,FALSE
"31115","Nebraska","Loup County",454,428,83.15,82.9,-0.25,FALSE
"31117","Nebraska","McPherson County",302,283,94.18,95.7,1.52,FALSE
"31119","Nebraska","Madison County",15819,15690,77.44,78.33,0.89,FALSE
"31121","Nebraska","Merrick County",4282,4342,82.15,82.95,0.8,FALSE
"31123","Nebraska","Morrill County",2558,2426,84.55,84.7,0.15,FALSE
"31125","Nebraska","Nance County",1832,1837,80.01,80.6,0.59,FALSE
"31127","Nebraska","Nemaha County",3432,3418,72.5,72.75,0.25,FALSE
"31129","Nebraska","Nuckolls County",2305,2258,81.95,82.15,0.2,FALSE
"31131","Nebraska","Otoe County",8355,8198,69.41,69.65,0.24,FALSE
"31133","Nebraska","Pawnee County",1429,1379,76.88,79.25,2.37,FALSE
"31135","Nebraska","Perkins County",1545,1426,86.91,86.75,-0.16,FALSE
"31137","Nebraska","Phelps County",5021,4965,84.68,84.58,-0.1,FALSE
"31139","Nebraska","Pierce County",4012,3897,87.82,88.46,0.64,FALSE
"31141","Nebraska","Platte County",15721,15658,78.89,79.44,0.55,FALSE
"31143","Nebraska","Polk County",2887,2819,81.21,82.09,0.88,FALSE
"31145","Nebraska","Red Willow County",5470,5323,84.8,84.54,-0.26,FALSE
"31147","Nebraska","Richardson County",4134,3942,75.52,76.03,0.51,FALSE
"31149","Nebraska","Rock County",842,834,89.86,89.76,-0.1,FALSE
"31151","Nebraska","Saline County",5780,5655,64.64,66.81,2.17,FALSE
"31153","Nebraska","Sarpy County",96193,100735,55.78,55.91,0.13,FALSE
"31155","Nebraska","Saunders County",12786,13565,73.22,73.47,0.25,FALSE
"31157","Nebraska","Scotts Bluff County",15524,15040,72.3,74.1,1.8,FALSE
"31159","Nebraska","Seward County",9199,9184,72.69,73.63,0.94,FALSE
"31161","Nebraska","Sheridan County",2684,2484,87.08,85.31,-1.77,FALSE
"31163","Nebraska","Sherman County",1700,1687,79.4,80.38,0.98,FALSE
"31165","Nebraska","Sioux County",731,678,89.92,88.58,-1.34,FALSE
"31167","Nebraska","Stanton County",3165,3064,82.8,83.75,0.95,FALSE
"31169","Nebraska","Thayer County",2989,2852,78.72,80.72,2,FALSE
"31171","Nebraska","Thomas County",427,393,89.34,88.78,-0.56,FALSE
"31173","Nebraska","Thurston County",2379,2123,51.26,53.5,2.24,FALSE
"31175","Nebraska","Valley County",2344,2299,82.19,82.29,0.1,FALSE
"31177","Nebraska","Washington County",12467,12545,70.72,71.45,0.73,FALSE
"31179","Nebraska","Wayne County",4218,4073,74.93,74.96,0.03,FALSE
"31181","Nebraska","Webster County",1876,1763,81.85,83.04,1.19,FALSE
"31183","Nebraska","Wheeler County",503,486,88.13,88.15,0.02,FALSE
"31185","Nebraska","York County",7161,6984,76.6,76.05,-0.55,FALSE
"32001","Nevada","Churchill County",12890,13503,75.44,75.81,0.37,FALSE
"32003","Nevada","Clark County",972510,1031223,45.23,48.66,3.43,FALSE
"32005","Nevada","Douglas County",34125,35556,65.15,66.79,1.64,FALSE
"32007","Nevada","Elko County",21967,22465,78.6,78.93,0.33,FALSE
"32009","Nevada","Esmeralda County",487,461,84.39,83.74,-0.65,FALSE
"32011","Nevada","Eureka County",1017,1036,89.5,89.74,0.24,FALSE
"32013","Nevada","Humboldt County",7771,8030,77.68,78.21,0.53,FALSE
"32015","Nevada","Lander County",2765,2725,81.59,81.89,0.3,FALSE
"32017","Nevada","Lincoln County",2446,2472,86.23,87.04,0.81,FALSE
"32019","Nevada","Lyon County",30238,33541,71.17,72.71,1.54,FALSE
"32021","Nevada","Mineral County",2335,2295,63.19,68.24,5.05,FALSE
"32023","Nevada","Nye County",25378,26997,70.63,71.48,0.85,FALSE
"32027","Nevada","Pershing County",2320,2308,75.99,78.05,2.06,FALSE
"32029","Nevada","Storey County",2877,3075,67.9,69.78,1.88,FALSE
"32031","Nevada","Washoe County",252142,263734,47.68,49.49,1.81,FALSE
"32033","Nevada","White Pine County",4369,4351,79.85,79.21,-0.64,FALSE
"32510","Nevada","Carson City",29739,31068,55.85,55.78,-0.07,FALSE
"33001","New Hampshire","Belknap County",38453,40550,55.3,56.58,1.28,FALSE
"33003","New Hampshire","Carroll County",33272,34498,49.24,50.85,1.61,TRUE
"33005","New Hampshire","Cheshire County",44206,45200,41.23,45.04,3.81,FALSE
"33007","New Hampshire","Coos County",16528,17230,53,56.95,3.95,FALSE
"33009","New Hampshire","Grafton County",53989,55603,37.5,39.9,2.4,FALSE
"33011","New Hampshire","Hillsborough County",231040,233234,46.1,48.55,2.45,FALSE
"33013","New Hampshire","Merrimack County",89887,92475,45,47.37,2.37,FALSE
"33015","New Hampshire","Rockingham County",198943,201949,48.93,51.23,2.3,TRUE
"33017","New Hampshire","Strafford County",73729,76323,42.22,43.9,1.68,FALSE
"33019","New Hampshire","Sullivan County",24383,25091,48.15,50.34,2.19,TRUE
"34001","New Jersey","Atlantic County",140441,129759,46.61,51.54,4.93,TRUE
"34003","New Jersey","Bergen County",497460,459077,41.69,48.27,6.58,FALSE
"34005","New Jersey","Burlington County",262650,229466,40.07,41.57,1.5,FALSE
"34007","New Jersey","Camden County",265599,246954,33,36.08,3.08,FALSE
"34009","New Jersey","Cape May County",57933,54568,58.07,59.76,1.69,FALSE
"34011","New Jersey","Cumberland County",62575,55885,46.93,51.9,4.97,TRUE
"34013","New Jersey","Essex County",345311,313283,22.05,27.2,5.15,FALSE
"34015","New Jersey","Gloucester County",173453,164635,49.01,51.43,2.42,TRUE
"34017","New Jersey","Hudson County",250458,231181,26.58,35.57,8.99,FALSE
"34019","New Jersey","Hunterdon County",84673,80925,52.24,53.4,1.16,FALSE
"34021","New Jersey","Mercer County",177223,163270,29.65,32.71,3.06,FALSE
"34023","New Jersey","Middlesex County",375692,365187,38.8,45.86,7.06,FALSE
"34025","New Jersey","Monmouth County",378390,360143,51.41,55.8,4.39,FALSE
"34027","New Jersey","Morris County",300917,284666,47.84,51.39,3.55,TRUE
"34029","New Jersey","Ocean County",342746,337135,64.57,68.23,3.66,FALSE
"34031","New Jersey","Passaic County",224330,202767,41.61,51.48,9.87,TRUE
"34033","New Jersey","Salem County",34042,31001,56.53,59.76,3.23,FALSE
"34035","New Jersey","Somerset County",186891,177412,39.31,42.86,3.55,FALSE
"34037","New Jersey","Sussex County",88352,84629,59.99,62.69,2.7,FALSE
"34039","New Jersey","Union County",254041,240632,31.97,37.68,5.71,FALSE
"34041","New Jersey","Warren County",61057,60150,58.27,60.54,2.27,FALSE
"35001","New Mexico","Bernalillo County",317590,310844,37.48,39.21,1.73,FALSE
"35003","New Mexico","Catron County",2326,2357,74.05,75.42,1.37,FALSE
"35005","New Mexico","Chaves County",22443,22200,71.04,72.79,1.75,FALSE
"35006","New Mexico","Cibola County",8903,8977,45.58,49.21,3.63,FALSE
"35007","New Mexico","Colfax County",6016,5813,55.61,57.17,1.56,FALSE
"35009","New Mexico","Curry County",15101,15223,70.8,71.69,0.89,FALSE
"35011","New Mexico","De Baca County",901,874,73.96,75.91,1.95,FALSE
"35013","New Mexico","Doña Ana County",82641,85407,40.62,45.01,4.39,FALSE
"35015","New Mexico","Eddy County",23222,23472,76.29,78.29,2,FALSE
"35017","New Mexico","Grant County",14435,14224,46.33,47.4,1.07,FALSE
"35019","New Mexico","Guadalupe County",2189,1938,42.63,49.63,7,FALSE
"35021","New Mexico","Harding County",505,431,64.06,69.88,5.82,FALSE
"35023","New Mexico","Hidalgo County",1974,1862,57.64,61.79,4.15,FALSE
"35025","New Mexico","Lea County",20918,21209,80.28,81.22,0.94,FALSE
"35027","New Mexico","Lincoln County",10306,10165,68.49,69.59,1.1,FALSE
"35028","New Mexico","Los Alamos County",12293,12187,36.16,34.38,-1.78,FALSE
"35029","New Mexico","Luna County",8103,8056,55.3,59.66,4.36,FALSE
"35031","New Mexico","McKinley County",26486,25867,30.2,37.34,7.14,FALSE
"35033","New Mexico","Mora County",2686,2487,34.1,41.24,7.14,FALSE
"35035","New Mexico","Otero County",23571,24242,63.12,63.79,0.67,FALSE
"35037","New Mexico","Quay County",3873,3704,69.24,70.9,1.66,FALSE
"35039","New Mexico","Rio Arriba County",16628,15989,32.98,40.07,7.09,FALSE
"35041","New Mexico","Roosevelt County",6608,6639,72,72.03,0.03,FALSE
"35043","New Mexico","Sandoval County",76562,79540,45.71,47.04,1.33,FALSE
"35045","New Mexico","San Juan County",52294,52926,64.51,66.24,1.73,FALSE
"35047","New Mexico","San Miguel County",11531,11108,30.25,35.75,5.5,FALSE
"35049","New Mexico","Santa Fe County",82227,83719,22.67,24.99,2.32,FALSE
"35051","New Mexico","Sierra County",5945,5953,61,59.83,-1.17,FALSE
"35053","New Mexico","Socorro County",7160,7233,46.65,51.9,5.25,TRUE
"35055","New Mexico","Taos County",17181,16636,22.07,25.59,3.52,FALSE
"35057","New Mexico","Torrance County",7281,7179,67.06,69.48,2.42,FALSE
"35059","New Mexico","Union County",1789,1665,78.37,76.74,-1.63,FALSE
"35061","New Mexico","Valencia County",32277,33277,54.9,58.34,3.44,FALSE
"36001","New York","Albany County",154101,147149,33.93,37.08,3.15,FALSE
"36003","New York","Allegany County",20782,19309,70.03,71.6,1.57,FALSE
"36005","New York","Bronx County",425715,359844,16.01,27.28,11.27,FALSE
"36007","New York","Broome County",92794,89905,48.23,49.79,1.56,FALSE
"36009","New York","Cattaraugus County",34845,34010,65.1,66.41,1.31,FALSE
"36011","New York","Cayuga County",36421,36254,54.72,56.5,1.78,FALSE
"36013","New York","Chautauqua County",59304,56613,60.15,60.99,0.84,FALSE
"36015","New York","Chemung County",39410,37433,56.85,58.4,1.55,FALSE
"36017","New York","Chenango County",22282,22471,61.92,63.61,1.69,FALSE
"36019","New York","Clinton County",35437,35725,47.35,51.08,3.73,TRUE
"36021","New York","Columbia County",35522,35564,41.5,42.65,1.15,FALSE
"36023","New York","Cortland County",21678,21996,50.99,53.22,2.23,FALSE
"36025","New York","Delaware County",23025,23026,59.42,59.88,0.46,FALSE
"36027","New York","Dutchess County",151122,151772,45.09,47.29,2.2,FALSE
"36029","New York","Erie County",473021,453425,42.51,45.16,2.65,FALSE
"36031","New York","Essex County",19259,19162,47.43,49.75,2.32,FALSE
"36033","New York","Franklin County",19268,19390,51.1,54.51,3.41,FALSE
"36035","New York","Fulton County",23744,23903,65.97,67.93,1.96,FALSE
"36037","New York","Genesee County",29217,28364,66.23,66.98,0.75,FALSE
"36039","New York","Greene County",25194,25138,57.97,58.49,0.52,FALSE
"36041","New York","Hamilton County",3460,3434,65.38,64.74,-0.64,FALSE
"36043","New York","Herkimer County",29319,28667,65.5,68.22,2.72,FALSE
"36045","New York","Jefferson County",43848,42743,59.69,61.8,2.11,FALSE
"36047","New York","Kings County",913246,835229,22.38,28.01,5.63,FALSE
"36049","New York","Lewis County",12944,12953,69.93,72.21,2.28,FALSE
"36051","New York","Livingston County",31401,30928,59.3,60.72,1.42,FALSE
"36053","New York","Madison County",34038,33654,55.42,56.53,1.11,FALSE
"36055","New York","Monroe County",380983,360697,39.22,40.46,1.24,FALSE
"36057","New York","Montgomery County",21134,20642,61.5,64.36,2.86,FALSE
"36059","New York","Nassau County",732756,706541,45.18,52.1,6.92,TRUE
"36061","New York","New York County",694904,647703,12.38,17.59,5.21,FALSE
"36063","New York","Niagara County",104080,102116,54.92,57.46,2.54,FALSE
"36065","New York","Oneida County",100746,100102,57.91,60.63,2.72,FALSE
"36067","New York","Onondaga County",234735,227071,39.48,41.36,1.88,FALSE
"36069","New York","Ontario County",59674,59741,50.01,50.59,0.58,FALSE
"36071","New York","Orange County",172099,175189,50.09,54.19,4.1,FALSE
"36073","New York","Orleans County",18154,18025,68.46,70.23,1.77,FALSE
"36075","New York","Oswego County",54491,54031,60.32,62.09,1.77,FALSE
"36077","New York","Otsego County",28008,28287,52.57,53.93,1.36,FALSE
"36079","New York","Putnam County",54989,55509,53.99,56.84,2.85,FALSE
"36081","New York","Queens County",787860,701910,27.21,37.7,10.49,FALSE
"36083","New York","Rensselaer County",79409,78269,47.12,49.32,2.2,FALSE
"36085","New York","Richmond County",216153,197496,57.54,64.89,7.35,FALSE
"36087","New York","Rockland County",150369,149423,49.12,55.91,6.79,TRUE
"36089","New York","St. Lawrence County",44907,43929,55.97,59,3.03,FALSE
"36091","New York","Saratoga County",132655,130261,47.24,49.09,1.85,FALSE
"36093","New York","Schenectady County",74826,71708,41.99,44.59,2.6,FALSE
"36095","New York","Schoharie County",15710,15970,64.95,65.27,0.32,FALSE
"36097","New York","Schuyler County",9766,9453,59.02,60.48,1.46,FALSE
"36099","New York","Seneca County",15630,14989,54.64,55.9,1.26,FALSE
"36101","New York","Steuben County",46178,45190,65.12,65.89,0.77,FALSE
"36103","New York","Suffolk County",771541,759361,50.02,54.99,4.97,FALSE
"36105","New York","Sullivan County",34647,34935,54.65,58.35,3.7,FALSE
"36107","New York","Tioga County",25044,24475,60.56,61.44,0.88,FALSE
"36109","New York","Tompkins County",45735,45985,24.81,24.69,-0.12,FALSE
"36111","New York","Ulster County",97420,97717,39.34,40.67,1.33,FALSE
"36113","New York","Warren County",36131,35705,50.08,52.11,2.03,FALSE
"36115","New York","Washington County",28138,28492,57.95,60.61,2.66,FALSE
"36117","New York","Wayne County",44714,44342,60.02,61.54,1.52,FALSE
"36119","New York","Westchester County",462122,455229,31.66,36.86,5.2,FALSE
"36121","New York","Wyoming County",19399,19041,73.26,74.11,0.85,FALSE
"36123","New York","Yates County",10701,10499,59.54,58.08,-1.46,FALSE
"37001","North Carolina","Alamance County",86091,89568,54.26,54.13,-0.13,FALSE
"37003","North Carolina","Alexander County",20236,20625,79.31,80.16,0.85,FALSE
"37005","North Carolina","Alleghany County",6076,6480,75.29,76.17,0.88,FALSE
"37007","North Carolina","Anson County",11194,10859,47.89,51.26,3.37,TRUE
"37009","North Carolina","Ashe County",15814,16187,73.33,72.41,-0.92,FALSE
"37011","North Carolina","Avery County",9458,9468,76.6,76.39,-0.21,FALSE
"37013","North Carolina","Beaufort County",26315,26521,63.05,65.65,2.6,FALSE
"37015","North Carolina","Bertie County",9815,9170,39.12,42.11,2.99,FALSE
"37017","North Carolina","Bladen County",17125,16743,56.91,60.25,3.34,FALSE
"37019","North Carolina","Brunswick County",90175,109049,62.64,62.52,-0.12,FALSE
"37021","North Carolina","Buncombe County",161569,159885,39.27,37.43,-1.84,FALSE
"37023","North Carolina","Burke County",44602,45733,70.28,70.77,0.49,FALSE
"37025","North Carolina","Cabarrus County",117227,119820,54.8,53.91,-0.89,FALSE
"37027","North Carolina","Caldwell County",42829,43451,75.82,76.49,0.67,FALSE
"37029","North Carolina","Camden County",5953,6292,73.72,75.6,1.88,FALSE
"37031","North Carolina","Carteret County",42695,45693,71.29,71.73,0.44,FALSE
"37033","North Carolina","Caswell County",12051,12025,59.33,62.36,3.03,FALSE
"37035","North Carolina","Catawba County",83425,86885,68.78,69.16,0.38,FALSE
"37037","North Carolina","Chatham County",48599,52098,44.16,43.69,-0.47,FALSE
"37039","North Carolina","Cherokee County",16423,17748,77.9,79.02,1.12,FALSE
"37041","North Carolina","Chowan County",7784,7533,57.93,61.31,3.38,FALSE
"37043","North Carolina","Clay County",6893,7708,75.06,75.21,0.15,FALSE
"37045","North Carolina","Cleveland County",51308,51602,66.59,67.61,1.02,FALSE
"37047","North Carolina","Columbus County",26446,26363,64.05,67.04,2.99,FALSE
"37049","North Carolina","Craven County",53065,56028,59.47,60.33,0.86,FALSE
"37051","North Carolina","Cumberland County",147150,140175,41.54,43.21,1.67,FALSE
"37053","North Carolina","Currituck County",16147,18010,73.54,74.19,0.65,FALSE
"37055","North Carolina","Dare County",24232,25115,58.38,59.49,1.11,FALSE
"37057","North Carolina","Davidson County",88514,93091,74.07,73.78,-0.29,FALSE
"37059","North Carolina","Davie County",25311,26704,73.08,73.52,0.44,FALSE
"37061","North Carolina","Duplin County",22715,22864,61.14,64.56,3.42,FALSE
"37063","North Carolina","Durham County",179914,180189,18.32,18.53,0.21,FALSE
"37065","North Carolina","Edgecombe County",25477,24416,36.39,38.57,2.18,FALSE
"37067","North Carolina","Forsyth County",201270,203928,42.94,43.33,0.39,FALSE
"37069","North Carolina","Franklin County",37351,42526,56.83,56.85,0.02,FALSE
"37071","North Carolina","Gaston County",115498,118959,64.07,62.62,-1.45,FALSE
"37073","North Carolina","Gates County",5971,5860,56.94,60.94,4,FALSE
"37075","North Carolina","Graham County",4665,4769,80.39,82.23,1.84,FALSE
"37077","North Carolina","Granville County",31598,32044,53.34,54.75,1.41,FALSE
"37079","North Carolina","Greene County",8753,8442,55.98,59.09,3.11,FALSE
"37081","North Carolina","Guilford County",284486,284114,38.27,38.93,0.66,FALSE
"37083","North Carolina","Halifax County",25759,23938,39.34,41.1,1.76,FALSE
"37085","North Carolina","Harnett County",58293,63597,61.42,62.69,1.27,FALSE
"37087","North Carolina","Haywood County",36542,37724,63.47,62.71,-0.76,FALSE
"37089","North Carolina","Henderson County",68371,69651,59.53,57.36,-2.17,FALSE
"37091","North Carolina","Hertford County",10634,9819,32.9,36.52,3.62,FALSE
"37093","North Carolina","Hoke County",21639,22724,44.47,46.99,2.52,FALSE
"37095","North Carolina","Hyde County",2492,2417,57.55,61.14,3.59,FALSE
"37097","North Carolina","Iredell County",102371,110560,66.41,66.46,0.05,FALSE
"37099","North Carolina","Jackson County",21428,21864,54.21,54.76,0.55,FALSE
"37101","North Carolina","Johnston County",111357,124360,62.36,60.88,-1.48,FALSE
"37103","North Carolina","Jones County",5525,5458,59.89,62.94,3.05,FALSE
"37105","North Carolina","Lee County",29008,30007,57.56,58.82,1.26,FALSE
"37107","North Carolina","Lenoir County",28409,27465,51.75,53.42,1.67,FALSE
"37109","North Carolina","Lincoln County",50217,55433,73.25,73.03,-0.22,FALSE
"37111","North Carolina","McDowell County",23003,23600,74.33,74.77,0.44,FALSE
"37113","North Carolina","Macon County",20743,21846,69.52,69.18,-0.34,FALSE
"37115","North Carolina","Madison County",13076,13561,61.95,61.92,-0.03,FALSE
"37117","North Carolina","Martin County",12540,12028,52.5,55.19,2.69,FALSE
"37119","North Carolina","Mecklenburg County",567053,573679,32.16,33.28,1.12,FALSE
"37121","North Carolina","Mitchell County",9041,8821,79.16,78.13,-1.03,FALSE
"37123","North Carolina","Montgomery County",12849,13188,66.03,69.04,3.01,FALSE
"37125","North Carolina","Moore County",58339,61590,63.89,64.89,1,FALSE
"37127","North Carolina","Nash County",52271,52364,49.88,50.89,1.01,TRUE
"37129","North Carolina","New Hanover County",131830,138243,48.92,49.68,0.76,FALSE
"37131","North Carolina","Northampton County",10109,9197,39.66,42.71,3.05,FALSE
"37133","North Carolina","Onslow County",72235,81476,65.5,68.15,2.65,FALSE
"37135","North Carolina","Orange County",84997,87426,24.08,24.12,0.04,FALSE
"37137","North Carolina","Pamlico County",7631,7961,64.12,66.15,2.03,FALSE
"37139","North Carolina","Pasquotank County",19897,20277,49.84,52.46,2.62,TRUE
"37141","North Carolina","Pender County",34169,38837,65.19,67.64,2.45,FALSE
"37143","North Carolina","Perquimans County",7484,7640,66.3,69.94,3.64,FALSE
"37145","North Carolina","Person County",21894,21993,60.9,61.96,1.06,FALSE
"37147","North Carolina","Pitt County",87573,86924,45.2,46.98,1.78,FALSE
"37149","North Carolina","Polk County",12358,13032,62.99,62.68,-0.31,FALSE
"37151","North Carolina","Randolph County",73316,75841,78.46,78.82,0.36,FALSE
"37153","North Carolina","Richmond County",20763,19848,57.47,60.51,3.04,FALSE
"37155","North Carolina","Robeson County",47188,46677,59.38,63.93,4.55,FALSE
"37157","North Carolina","Rockingham County",47809,49492,66.19,68.09,1.9,FALSE
"37159","North Carolina","Rowan County",73408,75236,68.08,68.11,0.03,FALSE
"37161","North Carolina","Rutherford County",34429,34600,73.15,74.06,0.91,FALSE
"37163","North Carolina","Sampson County",28618,28138,61.36,64.98,3.62,FALSE
"37165","North Carolina","Scotland County",14775,14613,50.98,53.49,2.51,FALSE
"37167","North Carolina","Stanly County",33939,36651,75.8,75.6,-0.2,FALSE
"37169","North Carolina","Stokes County",25701,27127,79.21,80.02,0.81,FALSE
"37171","North Carolina","Surry County",36638,37424,75.95,76.83,0.88,FALSE
"37173","North Carolina","Swain County",7068,7036,59.95,61.99,2.04,FALSE
"37175","North Carolina","Transylvania County",20404,20706,57.95,56.16,-1.79,FALSE
"37177","North Carolina","Tyrrell County",1817,1752,57.94,60.85,2.91,FALSE
"37179","North Carolina","Union County",131011,138875,62.26,62.77,0.51,FALSE
"37181","North Carolina","Vance County",20999,20059,40.3,43.27,2.97,FALSE
"37183","North Carolina","Wake County",631830,650796,36.51,37.01,0.5,FALSE
"37185","North Carolina","Warren County",10293,9985,36.96,40.37,3.41,FALSE
"37187","North Carolina","Washington County",6205,5939,45.02,46.87,1.85,FALSE
"37189","North Carolina","Watauga County",32220,32934,45.77,46.97,1.2,FALSE
"37191","North Carolina","Wayne County",55537,54667,55.91,58.27,2.36,FALSE
"37193","North Carolina","Wilkes County",35466,36240,78.6,80.02,1.42,FALSE
"37195","North Carolina","Wilson County",40735,39978,48.55,49.8,1.25,FALSE
"37197","North Carolina","Yadkin County",19923,20346,80.89,81.47,0.58,FALSE
"37199","North Carolina","Yancey County",11352,11247,67.08,67.38,0.3,FALSE
"38001","North Dakota","Adams County",1269,1191,79.18,81.73,2.55,FALSE
"38003","North Dakota","Barnes County",5565,5294,66.22,68.01,1.79,FALSE
"38005","North Dakota","Benson County",1961,1994,57.1,59.4,2.3,FALSE
"38007","North Dakota","Billings County",635,644,88.25,85.38,-2.87,FALSE
"38009","North Dakota","Bottineau County",3471,3422,75.82,78.14,2.32,FALSE
"38011","North Dakota","Bowman County",1657,1611,85.95,86.99,1.04,FALSE
"38013","North Dakota","Burke County",1155,1051,87.89,87.49,-0.4,FALSE
"38015","North Dakota","Burleigh County",50753,51764,70.77,72.02,1.25,FALSE
"38017","North Dakota","Cass County",86053,89842,51.39,54.29,2.9,FALSE
"38019","North Dakota","Cavalier County",2020,1977,75.98,74.85,-1.13,FALSE
"38021","North Dakota","Dickey County",2424,2435,74.13,76.66,2.53,FALSE
"38023","North Dakota","Divide County",1202,1194,77.33,78.32,0.99,FALSE
"38025","North Dakota","Dunn County",2338,2231,85.09,84.97,-0.12,FALSE
"38027","North Dakota","Eddy County",1261,1201,69.04,73.17,4.13,FALSE
"38029","North Dakota","Emmons County",2009,1923,88,89.22,1.22,FALSE
"38031","North Dakota","Foster County",1778,1692,78.5,79.83,1.33,FALSE
"38033","North Dakota","Golden Valley County",1026,984,86.41,87.41,1,FALSE
"38035","North Dakota","Grand Forks County",30970,31089,56.88,59.24,2.36,FALSE
"38037","North Dakota","Grant County",1381,1304,84.69,84,-0.69,FALSE
"38039","North Dakota","Griggs County",1250,1285,74.65,76.19,1.54,FALSE
"38041","North Dakota","Hettinger County",1312,1294,84.77,85.01,0.24,FALSE
"38043","North Dakota","Kidder County",1460,1391,84.61,82.69,-1.92,FALSE
"38045","North Dakota","LaMoure County",2219,2109,75.74,78.08,2.34,FALSE
"38047","North Dakota","Logan County",1076,1031,87.9,88.47,0.57,FALSE
"38049","North Dakota","McHenry County",3003,2735,80.74,82.27,1.53,FALSE
"38051","North Dakota","McIntosh County",1455,1381,81.54,83.17,1.63,FALSE
"38053","North Dakota","McKenzie County",5419,5483,84.63,85.12,0.49,FALSE
"38055","North Dakota","McLean County",5536,5398,77.34,79.47,2.13,FALSE
"38057","North Dakota","Mercer County",4675,4530,84.56,84.97,0.41,FALSE
"38059","North Dakota","Morton County",16619,16906,75.97,77.4,1.43,FALSE
"38061","North Dakota","Mountrail County",4165,4060,69.22,71.89,2.67,FALSE
"38063","North Dakota","Nelson County",1777,1755,66.07,66.3,0.23,FALSE
"38065","North Dakota","Oliver County",1066,1084,87.68,85.35,-2.33,FALSE
"38067","North Dakota","Pembina County",3331,3088,75.79,76.95,1.16,FALSE
"38069","North Dakota","Pierce County",2128,1955,76.13,77.28,1.15,FALSE
"38071","North Dakota","Ramsey County",5372,5204,68.58,70.46,1.88,FALSE
"38073","North Dakota","Ransom County",2454,2632,60.01,64.35,4.34,FALSE
"38075","North Dakota","Renville County",1319,1203,82.88,84.73,1.85,FALSE
"38077","North Dakota","Richland County",7812,8199,66.9,69.28,2.38,FALSE
"38079","North Dakota","Rolette County",3804,4060,33.62,35.73,2.11,FALSE
"38081","North Dakota","Sargent County",2070,2024,63.17,66.65,3.48,FALSE
"38083","North Dakota","Sheridan County",812,753,86.87,86.44,-0.43,FALSE
"38085","North Dakota","Sioux County",1186,950,24.29,30.35,6.06,FALSE
"38087","North Dakota","Slope County",427,387,89.62,91.41,1.79,FALSE
"38089","North Dakota","Stark County",15050,15017,82.89,83.29,0.4,FALSE
"38091","North Dakota","Steele County",1088,1005,62.45,62.89,0.44,FALSE
"38093","North Dakota","Stutsman County",9959,10073,72.33,72.74,0.41,FALSE
"38095","North Dakota","Towner County",1174,1110,72.36,73.36,1,FALSE
"38097","North Dakota","Traill County",4136,4080,62.81,66.1,3.29,FALSE
"38099","North Dakota","Walsh County",4783,4456,71.38,73.09,1.71,FALSE
