"name","rank","count","pctwhite","pctblack","pctapi","pctaian","pct2prace","pcthispanic"
"KOBASIC",126018,136,89.71,0,NA,NA,NA,5.88
"KLOTTER",126018,136,93.38,0,NA,NA,NA,NA
"KORZEKWA",126018,136,97.06,0,0,NA,0,NA
"KORNSTEIN",126018,136,95.59,0,NA,0,NA,NA
"KOSCHER",126018,136,97.06,0,NA,NA,NA,NA
"KNIPFEL",126018,136,97.79,0,0,0,NA,NA
"KOTAL",126018,136,91.18,NA,NA,0,NA,5.15
"KLUBEK",126018,136,99.26,0,0,0,NA,NA
"KORTENDICK",126018,136,100,0,0,0,0,0
"KULPER",126018,136,89.71,NA,NA,NA,3.68,NA
"KUHNLY",126018,136,93.38,NA,NA,0,3.68,NA
"KUEBRICH",126018,136,91.91,NA,NA,0,5.15,0
"KRUCKOW",126018,136,98.53,NA,0,0,0,NA
"KULACZ",126018,136,96.32,0,0,0,NA,NA
"KUDLACEK",126018,136,95.59,NA,0,0,NA,3.68
"KUZEMKA",126018,136,96.32,0,NA,0,NA,0
"KUENN",126018,136,97.06,0,NA,0,0,NA
"KUEBELBECK",126018,136,98.53,0,0,0,NA,NA
"KUB",126018,136,93.38,NA,0,0,5.88,NA
"KWIATKOSKI",126018,136,97.06,NA,NA,0,NA,NA
"LAHREN",126018,136,97.06,0,NA,0,NA,NA
"LANZEL",126018,136,98.53,0,NA,0,0,NA
"LANGENBURG",126018,136,97.79,0,0,0,NA,NA
"LALUNA",126018,136,88.97,0,8.82,0,NA,NA
"LAHODNY",126018,136,91.18,NA,NA,NA,0,4.41
"LAPOLICE",126018,136,97.79,NA,0,0,0,NA
"LECHELER",126018,136,95.59,0,0,0,0,4.41
"LEASMAN",126018,136,94.12,NA,0,NA,0,4.41
"LEARMONT",126018,136,76.47,15.44,NA,0,3.68,NA
"LAVERACK",126018,136,99.26,0,NA,0,0,NA
"LAVO",126018,136,82.35,NA,NA,0,3.68,8.82
"LEISHEAR",126018,136,98.53,0,0,0,NA,NA
"LASSAK",126018,136,98.53,0,NA,0,NA,0
"LASKOW",126018,136,97.06,NA,0,0,0,NA
"KATZOFF",126018,136,95.59,NA,0,0,NA,NA
"KEB",126018,136,48.53,NA,3.68,NA,8.09,37.5
"KAYROUZ",126018,136,97.79,0,0,0,NA,NA
"KELCE",126018,136,97.06,0,0,NA,0,NA
"KEBODEAUX",126018,136,97.79,0,NA,0,NA,0
"KEXEL",126018,136,94.12,NA,NA,0,0,3.68
"KLAFEHN",126018,136,97.06,NA,NA,0,NA,NA
"KIVLER",126018,136,95.59,NA,0,0,NA,3.68
"KISHUN",126018,136,11.03,19.85,45.59,NA,NA,11.03
"KLEFSTAD",126018,136,97.79,0,NA,0,NA,0
"KINSLAND",126018,136,97.06,NA,0,NA,0,0
"KLOPPING",126018,136,91.91,0,NA,0,NA,6.62
"KIEM",126018,136,40.44,NA,56.62,0,NA,0
"KLOPPENBORG",126018,136,98.53,0,0,0,NA,NA
"KIRKUM",126018,136,85.29,11.03,NA,0,0,NA
"JOHANNINGSMEIER",126018,136,100,0,0,0,0,0
"JULIETTE",126018,136,90.44,5.88,NA,0,NA,NA
"JOSEANTONIO",126018,136,0,NA,NA,0,0,98.53
"JOVICIC",126018,136,97.06,0,NA,0,NA,NA
"JOMARRON",126018,136,NA,NA,0,0,0,97.06
"JURASIN",126018,136,88.97,NA,0,0,NA,9.56
"JOSMA",126018,136,7.35,87.5,NA,0,NA,3.68
"KAMAE",126018,136,13.97,NA,36.03,NA,35.29,12.5
"KANDEFER",126018,136,100,0,0,0,0,0
"KALMA",126018,136,94.12,NA,NA,0,NA,NA
"KARLO",126018,136,78.68,10.29,5.15,NA,3.68,NA
"KARALEKAS",126018,136,98.53,NA,0,0,0,NA
"KARABAN",126018,136,96.32,0,0,0,NA,NA
"KABANA",126018,136,96.32,NA,NA,0,0,NA
"KARIBIAN",126018,136,95.59,NA,0,0,NA,3.68
"LOUVAR",126018,136,99.26,NA,0,0,0,NA
"LUKASEK",126018,136,92.65,0,NA,0,5.15,NA
"LUKOWIAK",126018,136,94.12,NA,0,0,NA,5.15
"LUPEZ",126018,136,8.09,NA,0,NA,0,90.44
"MAAK",126018,136,91.18,NA,NA,NA,NA,NA
"MACHLER",126018,136,91.91,0,NA,0,4.41,NA
"LYTH",126018,136,91.91,0,NA,NA,NA,3.68
"LOVESEE",126018,136,91.91,NA,0,NA,0,5.88
"MACKEEN",126018,136,94.12,0,NA,0,0,NA
"MAGARGLE",126018,136,97.06,0,0,NA,0,NA
"MAMIYA",126018,136,8.09,NA,80.88,0,9.56,NA
"MALAQUIAS",126018,136,80.15,3.68,NA,0,NA,15.44
"MALECK",126018,136,80.15,NA,0,0,NA,17.65
"MAFFIN",126018,136,97.79,NA,0,0,0,NA
"MALINS",126018,136,83.09,NA,NA,0,NA,11.03
"MAGDICH",126018,136,95.59,NA,0,NA,NA,0
"MALAISE",126018,136,93.38,NA,3.68,0,0,NA
"MAGLICH",126018,136,97.06,NA,0,0,NA,0
"LIPCHIK",126018,136,97.79,NA,0,0,0,NA
"LII",126018,136,5.15,NA,78.68,NA,10.29,4.41
"LETTON",126018,136,84.56,11.76,NA,NA,NA,0
"LENSMIRE",126018,136,100,0,0,0,0,0
"LIGGET",126018,136,94.85,NA,0,NA,NA,NA
"LINGALA",126018,136,NA,0,97.06,NA,0,0
"LINYARD",126018,136,34.56,56.62,NA,0,6.62,NA
"LIPSIUS",126018,136,94.85,0,NA,NA,0,0
"LOIDOLT",126018,136,94.85,0,0,NA,NA,NA
"LOFBERG",126018,136,98.53,0,0,NA,NA,0
"LOSEN",126018,136,97.06,0,NA,NA,0,NA
"LOCKNEY",126018,136,98.53,NA,0,0,0,NA
"MCVITTIE",126018,136,97.79,NA,0,0,0,NA
"MELSNESS",126018,136,97.06,NA,0,NA,NA,0
"MELLUZZO",126018,136,96.32,0,0,0,NA,NA
"MENEDEZ",126018,136,7.35,5.88,NA,0,NA,86.03
"MENSH",126018,136,83.09,8.82,4.41,0,NA,NA
"MEGUIRE",126018,136,88.97,NA,0,NA,NA,5.15
"MENDEZCRUZ",126018,136,0,0,0,NA,NA,98.53
"MELESE",126018,136,8.09,88.24,NA,0,NA,NA
"MECHA",126018,136,75.74,16.18,NA,0,NA,5.88
"MCCON",126018,136,71.32,22.06,0,NA,NA,5.15
"MCGIRL",126018,136,98.53,NA,0,NA,0,0
"MAZZAGLIA",126018,136,95.59,NA,0,0,NA,NA
"MCCONOUGHEY",126018,136,96.32,0,NA,NA,NA,NA
"MCCOULLOUGH",126018,136,62.5,32.35,0,NA,NA,NA
"MCGUAN",126018,136,94.12,0,NA,0,NA,3.68
"MCHOSE",126018,136,96.32,0,0,NA,NA,NA
"MAZZU",126018,136,94.12,NA,0,0,NA,3.68
"MARZOUQ",126018,136,77.21,NA,NA,0,10.29,11.76
"MATSUNAMI",126018,136,7.35,NA,77.21,0,12.5,NA
"MASHIA",126018,136,50,44.12,NA,0,NA,NA
"MASTURZO",126018,136,95.59,0,NA,0,NA,NA
"MAVASHEV",126018,136,96.32,0,0,0,NA,NA
"MARTONIK",126018,136,98.53,0,0,0,NA,NA
"MAVAR",126018,136,86.03,0,4.41,NA,NA,6.62
"MARGULES",126018,136,97.79,NA,0,0,0,NA
"MARANT",126018,136,49.26,42.65,0,0,0,8.09
"MARCHIONNE",126018,136,95.59,0,0,0,0,4.41
"MARMIE",126018,136,97.06,0,NA,0,0,NA
"MARRONI",126018,136,91.18,NA,NA,0,NA,4.41
"IONTA",126018,136,97.06,0,NA,0,NA,NA
"IWEMA",126018,136,99.26,0,0,0,NA,NA
"ITAGAKI",126018,136,NA,0,88.24,0,7.35,NA
"JANGDA",126018,136,6.62,0,86.76,0,6.62,0
"JASPERING",126018,136,99.26,NA,0,0,0,NA
"JAYSWAL",126018,136,NA,0,95.59,NA,NA,0
"JIMENEZGOMEZ",126018,136,NA,0,0,0,NA,97.79
"JELICH",126018,136,95.59,NA,NA,0,NA,0
"JIMEMEZ",126018,136,NA,0,NA,0,NA,94.85
"JAVERS",126018,136,91.91,8.09,0,0,0,0
"JAURIQUE",126018,136,22.06,0,NA,NA,NA,74.26
"IAIA",126018,136,90.44,NA,NA,0,NA,6.62
"HUKLE",126018,136,95.59,0,NA,NA,NA,NA
"IANNELLA",126018,136,92.65,0,NA,0,NA,3.68
"HUERTH",126018,136,75.74,0,0,6.62,3.68,13.97
"IDONI",126018,136,85.29,5.15,0,0,5.15,4.41
"ILAS",126018,136,37.5,4.41,53.68,0,NA,NA
"ILLER",126018,136,90.44,3.68,NA,0,NA,3.68
"HUEBENER",126018,136,97.79,NA,0,0,NA,0
"IBBITSON",126018,136,95.59,NA,0,0,NA,3.68
"HVIDSTEN",126018,136,92.65,0,NA,0,5.88,NA
"IKARI",126018,136,7.35,NA,74.26,NA,3.68,12.5
"HOLLERMANN",126018,136,100,0,0,0,0,0
"HOENSTINE",126018,136,99.26,NA,0,0,0,NA
"HOEBER",126018,136,83.09,NA,NA,0,6.62,8.09
"HOLTHAM",126018,136,84.56,5.88,0,NA,4.41,NA
"HOCHBAUM",126018,136,95.59,NA,0,NA,0,3.68
"HOGLIN",126018,136,96.32,0,0,0,NA,NA
"HOTRUM",126018,136,91.91,NA,0,NA,NA,4.41
"HOBENSACK",126018,136,97.06,NA,NA,0,NA,NA
"HOSBEIN",126018,136,94.12,0,NA,0,4.41,NA
"HONIE",126018,136,3.68,6.62,NA,83.09,4.41,NA
"HOSCHEIT",126018,136,97.79,0,0,0,NA,NA
"HOYEM",126018,136,90.44,NA,3.68,0,NA,5.15
"HACHIGIAN",126018,136,94.85,NA,0,0,NA,NA
"HANONO",126018,136,58.09,NA,0,0,NA,41.18
"HAMBROCK",126018,136,96.32,NA,0,0,NA,NA
"HAMZAH",126018,136,38.97,22.79,27.21,NA,6.62,NA
"HALKYARD",126018,136,93.38,0,NA,0,NA,NA
"HANNANT",126018,136,97.06,0,NA,0,NA,NA
"HALIKIAS",126018,136,93.38,NA,0,0,NA,5.15
"HAMEEN",126018,136,NA,94.12,NA,0,0,NA
"HAPPOLD",126018,136,91.18,NA,NA,0,3.68,4.41
"HARLLEE",126018,136,95.59,NA,0,0,0,NA
"HAMWEY",126018,136,98.53,NA,0,0,0,NA
"HAFERTEPE",126018,136,91.91,0,NA,0,NA,NA
"HADERER",126018,136,97.79,NA,0,0,0,NA
"HALUM",126018,136,58.82,NA,16.91,NA,13.97,8.82
"GROTELUSCHEN",126018,136,99.26,0,NA,0,0,NA
"GRUNEISEN",126018,136,91.18,NA,NA,NA,NA,3.68
"GRIGORE",126018,136,94.85,NA,NA,0,0,3.68
"GROSHENS",126018,136,98.53,NA,0,0,NA,0
"GRIPPALDI",126018,136,94.12,0,NA,0,NA,3.68
"GUANTE",126018,136,5.15,NA,NA,0,0,94.12
"GUELZOW",126018,136,97.79,0,NA,0,NA,0
"GUMUCIO",126018,136,32.35,0,0,0,0,67.65
"GRUEBEL",126018,136,97.79,0,0,0,NA,NA
"HARRSCH",126018,136,94.12,0,NA,0,4.41,NA
"HEMMERLEIN",126018,136,94.85,NA,NA,0,NA,NA
"HASEMEYER",126018,136,93.38,NA,0,0,NA,4.41
"HEMMIG",126018,136,100,0,0,0,0,0
"HEIBECK",126018,136,97.79,NA,NA,0,NA,0
"HEIDMAN",126018,136,96.32,NA,0,0,NA,NA
"HATANO",126018,136,5.15,NA,84.56,0,8.82,NA
"HEAVERLO",126018,136,96.32,0,0,0,0,3.68
"HASSELER",126018,136,93.38,0,NA,0,NA,3.68
"HEMELT",126018,136,97.79,NA,0,0,0,NA
"HELMSTADTER",126018,136,82.35,7.35,0,0,5.88,4.41
"HERNANDEZMEJIA",126018,136,0,NA,0,0,NA,99.26
"HILTBRUNNER",126018,136,88.97,NA,0,NA,0,8.09
"HINZPETER",126018,136,97.79,0,0,NA,0,NA
"HIRCHAK",126018,136,99.26,0,NA,0,0,NA
"HERNANDEZMOREN",126018,136,NA,NA,0,0,0,98.53
"HINDENLANG",126018,136,95.59,0,NA,0,NA,NA
"HERMANSKI",126018,136,95.59,NA,0,0,NA,3.68
"HEPFINGER",126018,136,97.06,0,NA,0,NA,NA
"FRANCHAK",126018,136,91.18,NA,NA,0,4.41,NA
"FUSCHINO",126018,136,92.65,0,NA,0,NA,4.41
"FUHER",126018,136,99.26,0,0,NA,0,NA
"FREUDENSTEIN",126018,136,92.65,0,0,NA,3.68,NA
"FREGOSI",126018,136,94.85,0,NA,0,NA,NA
"GABRIELIAN",126018,136,85.29,NA,NA,0,9.56,3.68
"FULSE",126018,136,4.41,89.71,NA,NA,4.41,0
"FRINKS",126018,136,19.85,76.47,0,0,3.68,0
"FRANDLE",126018,136,97.06,0,NA,0,0,NA
"FIONDA",126018,136,99.26,NA,0,0,0,NA
"FIREK",126018,136,94.12,0,NA,0,NA,NA
"FINTAK",126018,136,94.85,NA,NA,0,NA,NA
"FIVECOATE",126018,136,100,0,0,0,0,0
"FLORESCASTRO",126018,136,NA,NA,0,0,0,96.32
"FOELS",126018,136,98.53,0,0,0,NA,NA
"FOSCHI",126018,136,92.65,0,NA,0,NA,5.15
"FAHRENKROG",126018,136,97.79,NA,0,0,0,NA
"ESPENOSA",126018,136,5.15,NA,0,0,NA,93.38
"ESTEE",126018,136,92.65,4.41,NA,0,0,NA
"ESDAILE",126018,136,18.38,66.91,0,0,3.68,11.03
"ESON",126018,136,74.26,21.32,NA,NA,NA,NA
"FAHLMAN",126018,136,86.03,NA,NA,NA,0,9.56
"FAGBEMI",126018,136,NA,91.91,NA,0,NA,NA
"ESPINELI",126018,136,NA,0,94.85,0,NA,NA
"FEERER",126018,136,95.59,0,0,0,0,4.41
"FARRANCE",126018,136,96.32,NA,NA,0,NA,NA
"FARAHAT",126018,136,80.88,5.88,NA,NA,6.62,5.15
"FIFFICK",126018,136,97.06,NA,0,0,NA,NA
"FERNIZA",126018,136,4.41,0,0,0,0,95.59
"GARLICH",126018,136,94.85,NA,NA,NA,NA,0
"GAUCHE",126018,136,80.88,18.38,0,0,NA,NA
"GALBRECHT",126018,136,99.26,NA,0,0,0,NA
"GARZORIA",126018,136,5.88,0,0,0,0,94.12
"GERSTL",126018,136,96.32,0,0,NA,NA,NA
"GIGOT",126018,136,92.65,NA,0,0,4.41,NA
"GERCHMAN",126018,136,95.59,NA,NA,0,0,NA
"GESSWEIN",126018,136,91.91,3.68,NA,0,NA,NA
"GIOCONDO",126018,136,96.32,NA,NA,0,0,NA
"GLOEKLER",126018,136,95.59,NA,0,0,0,NA
"GLASMANN",126018,136,92.65,0,NA,0,NA,4.41
"GOMZALEZ",126018,136,0,NA,NA,0,0,99.26
"GOLIE",126018,136,91.91,NA,0,NA,4.41,NA
"GOOL",126018,136,74.26,18.38,5.15,0,NA,NA
"GOVINDARAJ",126018,136,0,0,94.12,0,5.88,0
"GRIEPP",126018,136,93.38,0,NA,0,NA,4.41
"GOSHGARIAN",126018,136,94.85,0,0,0,0,5.15
"GRATOPP",126018,136,97.79,0,0,0,NA,NA
"GRAZI",126018,136,97.06,NA,0,0,0,NA
"GREGORCZYK",126018,136,94.12,NA,NA,0,0,5.15
"GRAGO",126018,136,93.38,NA,0,NA,0,5.88
"GRIESSEL",126018,136,91.18,NA,0,0,NA,7.35
"GRENADE",126018,136,42.65,54.41,NA,0,0,NA
"GREENBLAT",126018,136,96.32,0,NA,0,NA,NA
"CANATELLA",126018,136,94.85,NA,NA,0,NA,0
"CAMBRONNE",126018,136,40.44,56.62,NA,0,NA,NA
"CAPPUCCINO",126018,136,95.59,NA,NA,0,NA,0
"CAMACK",126018,136,48.53,40.44,NA,NA,3.68,6.62
"CASTINEIRA",126018,136,7.35,NA,0,0,NA,91.18
"CARMENA",126018,136,48.53,36.03,0,0,0,15.44
"CAVILEER",126018,136,95.59,0,0,NA,0,NA
"CASELLO",126018,136,91.18,NA,NA,0,0,7.35
"CASORLA",126018,136,8.09,0,5.15,0,0,86.76
"CATANI",126018,136,93.38,0,NA,0,NA,5.15
"CASAR",126018,136,50.74,6.62,7.35,NA,NA,33.82
"CASBARRO",126018,136,90.44,0,NA,0,6.62,NA
"CAYEMBERG",126018,136,100,0,0,0,0,0
"CARROZZI",126018,136,88.97,0,NA,NA,0,9.56
"BYTHROW",126018,136,98.53,0,0,NA,NA,0
"BYLOW",126018,136,93.38,0,NA,0,NA,3.68
"BUSHON",126018,136,90.44,0,NA,NA,3.68,3.68
"BURGREEN",126018,136,99.26,NA,0,0,0,NA
"BUGOSH",126018,136,97.79,0,0,0,NA,NA
"BUFFALOW",126018,136,90.44,8.09,0,NA,0,NA
"CABUCO",126018,136,8.82,NA,81.62,0,6.62,NA
"CAAUWE",126018,136,97.06,0,0,0,NA,NA
"BUNSELMEYER",126018,136,94.12,0,NA,0,NA,3.68
"BULAON",126018,136,5.88,NA,88.24,0,NA,3.68
"BUBA",126018,136,73.53,23.53,NA,0,0,NA
"BREGOLI",126018,136,97.06,0,NA,0,NA,NA
"BRUMME",126018,136,88.24,4.41,NA,0,5.15,NA
"BROGLI",126018,136,94.12,0,0,0,0,5.88
"BRELLENTHIN",126018,136,97.06,NA,0,0,0,NA
"BREITIGAN",126018,136,97.06,0,0,NA,0,NA
"BRIOLAT",126018,136,94.85,NA,NA,0,0,4.41
"CHARIF",126018,136,72.79,5.15,NA,NA,5.88,13.97
"CHAKY",126018,136,96.32,0,NA,0,NA,NA
"CHANDARANA",126018,136,8.82,NA,83.09,0,7.35,NA
"CERANSKI",126018,136,94.12,0,NA,0,NA,NA
"CELENDER",126018,136,97.06,NA,0,0,0,NA
"CENDROSKI",126018,136,97.06,NA,0,0,NA,0
"CEDERBURG",126018,136,98.53,NA,0,0,0,NA
"CHEROK",126018,136,97.79,0,NA,NA,0,0
"CHIERICI",126018,136,86.03,0,0,0,3.68,10.29
"CHRITTON",126018,136,95.59,3.68,0,0,NA,NA
"CIPOLLETTI",126018,136,87.5,0,NA,0,NA,11.03
"CHIDA",126018,136,46.32,NA,44.12,0,NA,7.35
"CHRISAWN",126018,136,97.79,NA,0,0,NA,0
"COMBY",126018,136,36.03,NA,0,54.41,5.15,NA
"CLARINGTON",126018,136,0,94.85,NA,0,NA,3.68
"CLOVEN",126018,136,94.12,0,0,0,0,5.88
"COCCIO",126018,136,98.53,NA,0,0,0,NA
"COLUMBIE",126018,136,4.41,0,0,0,0,95.59
"COSTICK",126018,136,92.65,0,NA,NA,3.68,NA
"CORPSTEIN",126018,136,90.44,0,NA,0,5.88,NA
"CORDICE",126018,136,22.79,61.76,0,0,8.82,6.62
"COTREAU",126018,136,97.79,0,0,0,NA,NA
"CONOSCENTI",126018,136,94.12,NA,0,NA,0,4.41
"CONVIS",126018,136,95.59,0,NA,0,NA,0
"CONTRARES",126018,136,3.68,NA,NA,NA,NA,91.91
"CROCHIERE",126018,136,94.12,0,NA,4.41,NA,0
"CUANAS",126018,136,NA,0,NA,0,NA,97.06
"CURNETT",126018,136,96.32,NA,0,NA,NA,NA
"CRISCOE",126018,136,96.32,3.68,0,0,0,0
"DABIS",126018,136,52.21,15.44,14.71,NA,9.56,NA
"CRASTO",126018,136,45.59,NA,44.85,0,NA,8.82
"CUCHNA",126018,136,94.85,NA,0,0,NA,4.41
"CUNNIEN",126018,136,95.59,NA,NA,0,NA,NA
"CZACHOWSKI",126018,136,99.26,0,0,0,NA,NA
"CURINGA",126018,136,95.59,NA,0,0,NA,3.68
"DAVISJOHNSON",126018,136,24.26,69.12,0,NA,3.68,NA
"DAKHIL",126018,136,83.09,0,NA,NA,11.03,3.68
"DALUGA",126018,136,98.53,NA,0,0,0,NA
"DAYRINGER",126018,136,92.65,NA,0,0,NA,4.41
"DANYI",126018,136,98.53,0,NA,0,NA,0
"DAVIO",126018,136,94.85,NA,NA,0,0,NA
"DALEBROUX",126018,136,97.79,0,NA,0,NA,0
"DIERKHISING",126018,136,99.26,0,0,0,NA,NA
"DESCHEENIE",126018,136,NA,0,0,96.32,NA,NA
"DEPERSIS",126018,136,92.65,NA,0,0,NA,4.41
"DIAZMENDEZ",126018,136,NA,NA,0,0,0,97.06
"DERENZY",126018,136,96.32,0,0,0,0,3.68
"DICKNEITE",126018,136,99.26,0,0,0,NA,NA
"DEVECCHIO",126018,136,94.12,NA,NA,0,0,3.68
"DESANTE",126018,136,91.91,NA,NA,0,0,4.41
"DICARLANTONIO",126018,136,100,0,0,0,0,0
"DEMUNBRUN",126018,136,89.71,0,NA,NA,NA,5.15
"DECAREAU",126018,136,83.82,NA,NA,0,5.88,5.15
"DECLOUETTE",126018,136,NA,84.56,NA,0,10.29,NA
"DELORIMIER",126018,136,91.18,0,NA,NA,4.41,NA
"DEANO",126018,136,66.18,NA,26.47,0,NA,4.41
"DECKERS",126018,136,92.65,NA,0,0,NA,6.62
"ELGES",126018,136,98.53,0,NA,0,NA,0
"ERGUN",126018,136,86.76,NA,NA,0,NA,8.82
"EMLAW",126018,136,90.44,0,NA,NA,5.88,0
"ELETTO",126018,136,94.12,NA,NA,0,0,5.15
"ERKAN",126018,136,86.03,NA,NA,0,6.62,5.15
"ELLAZAR",126018,136,NA,NA,77.94,0,9.56,11.03
"ERGENBRIGHT",126018,136,93.38,0,NA,NA,NA,NA
"EHNLE",126018,136,97.06,0,0,0,NA,NA
"DYLAG",126018,136,100,0,0,0,0,0
"EISTERHOLD",126018,136,94.85,0,NA,0,3.68,NA
"EFFA",126018,136,83.09,15.44,NA,0,0,NA
"EBONG",126018,136,4.41,92.65,0,0,NA,NA
"EGGELING",126018,136,98.53,0,0,0,NA,NA
"DUTZ",126018,136,95.59,0,0,NA,NA,NA
"DUNDY",126018,136,19.12,78.68,0,NA,NA,NA
"DUCKART",126018,136,99.26,0,0,NA,0,NA
"DRAUDE",126018,136,94.85,0,NA,0,NA,NA
"DREBIN",126018,136,95.59,0,NA,0,NA,NA
"DUBOWSKY",126018,136,97.06,0,0,NA,NA,NA
"DOUSHARM",126018,136,95.59,0,NA,0,NA,NA
"DROPE",126018,136,95.59,0,NA,0,NA,NA
"DUNOMES",126018,136,NA,92.65,0,0,NA,NA
"DROOGSMA",126018,136,96.32,NA,0,NA,0,NA
"DUCHIMAZA",126018,136,3.68,0,0,0,0,96.32
"DOLT",126018,136,94.12,NA,NA,0,0,4.41
"DINOBILE",126018,136,95.59,0,NA,0,NA,NA
"DISCUILLO",126018,136,93.38,0,NA,0,3.68,NA
"DORESTANT",126018,136,NA,94.12,0,NA,NA,NA
"DINGEL",126018,136,88.97,NA,5.88,0,NA,NA
"DISSELKOEN",126018,136,95.59,NA,NA,0,0,3.68
"DISHLER",126018,136,98.53,NA,0,0,NA,0
"DOLEZEL",126018,136,96.32,0,NA,0,NA,NA
"DOEBELE",126018,136,94.12,0,0,NA,NA,NA
"DOMERACKI",126765,135,96.3,NA,0,0,NA,NA
"DINNALL",126765,135,NA,90.37,0,0,5.19,NA
"DOBREV",126765,135,97.78,NA,0,0,0,NA
"DITIZIO",126765,135,94.81,0,NA,0,NA,3.7
"DOERMANN",126765,135,97.04,0,NA,0,NA,NA
"DIVIETRO",126765,135,92.59,NA,NA,0,0,3.7
"DIMSEY",126765,135,93.33,NA,NA,0,NA,NA
"DISCIASCIO",126765,135,91.11,0,NA,0,NA,7.41
"DRUEKE",126765,135,97.78,0,0,0,NA,NA
"DOTZEL",126765,135,97.78,0,NA,0,NA,NA
"DOTA",126765,135,78.52,0,0,0,0,21.48
"DORSCHER",126765,135,93.33,0,NA,3.7,0,NA
"DULICK",126765,135,94.81,NA,0,0,0,NA
"DUCKWILER",126765,135,92.59,0,NA,0,NA,3.7
"DUNNIVAN",126765,135,92.59,NA,0,0,NA,3.7
"ELBIN",126765,135,94.81,NA,NA,0,NA,0
"EARTH",126765,135,17.04,31.11,NA,42.22,NA,4.44
"DYMON",126765,135,94.07,NA,NA,0,NA,0
"EIERMAN",126765,135,97.78,NA,0,0,0,NA
"EITREIM",126765,135,100,0,0,0,0,0
"DWORAKOWSKI",126765,135,97.78,NA,0,0,0,NA
"DYKGRAAF",126765,135,90.37,NA,0,NA,NA,6.67
"ELAMPARO",126765,135,NA,0,91.85,0,5.19,NA
"ERKENS",126765,135,99.26,0,NA,0,0,NA
"ELTAHIR",126765,135,14.81,78.52,NA,0,5.19,NA
"EMETT",126765,135,92.59,NA,0,0,NA,NA
"EMMERS",126765,135,74.07,21.48,0,0,4.44,0
"ELIDRISSI",126765,135,81.48,5.93,0,0,6.67,5.93
"ERVOLINO",126765,135,91.11,0,NA,0,NA,4.44
"ELLIFRITS",126765,135,94.07,0,NA,NA,0,NA
"ENEH",126765,135,NA,98.52,0,0,0,NA
"DEHOOP",126765,135,85.19,0,NA,0,NA,10.37
"DELLACRUZ",126765,135,NA,0,11.11,NA,0,85.19
"DELZEIT",126765,135,98.52,NA,0,0,0,NA
"DELRAZO",126765,135,NA,0,0,NA,0,97.04
"DELESTON",126765,135,3.7,86.67,NA,0,NA,7.41
"DEBLAS",126765,135,5.19,0,0,0,0,94.81
"DELINO",126765,135,62.96,NA,18.52,0,NA,14.81
"DELIGIANNIS",126765,135,95.56,NA,0,0,NA,3.7
"DELCHIARO",126765,135,83.7,0,NA,0,NA,14.81
"DEBEAU",126765,135,86.67,4.44,NA,0,NA,5.93
"DENNHARDT",126765,135,97.78,NA,0,0,NA,0
"DEREU",126765,135,94.81,NA,0,NA,0,NA
"DIAZALVAREZ",126765,135,NA,NA,NA,NA,0,95.56
"DESAGUN",126765,135,4.44,NA,78.52,NA,4.44,11.85
"DEPAMPHILIS",126765,135,94.81,NA,0,0,NA,NA
"DADIAN",126765,135,90.37,NA,0,0,5.93,NA
"DARKES",126765,135,85.93,8.15,NA,NA,0,5.19
"DAVEN",126765,135,80.74,10.37,NA,0,NA,5.19
"DAIT",126765,135,17.04,0,71.11,0,8.15,3.7
"DABROWSKA",126765,135,99.26,NA,0,0,0,NA
"DANERI",126765,135,52.59,NA,NA,0,0,45.93
"DANIELEY",126765,135,90.37,NA,NA,NA,4.44,NA
"DANNENBRING",126765,135,99.26,NA,0,0,0,NA
"CULLMAN",126765,135,98.52,NA,0,0,NA,0
"CRICCHIO",126765,135,95.56,0,NA,0,NA,NA
"CRETIN",126765,135,91.11,NA,NA,0,0,7.41
"CRUTS",126765,135,99.26,NA,0,0,0,NA
"CRISSUP",126765,135,93.33,0,NA,NA,NA,NA
"CUDJO",126765,135,5.93,80.74,NA,0,11.85,NA
"COWHAM",126765,135,82.96,NA,NA,0,8.15,4.44
"COZMA",126765,135,88.89,NA,0,NA,0,10.37
"CORINA",126765,135,79.26,5.93,NA,0,NA,14.07
"COVEYOU",126765,135,76.3,0,NA,11.85,8.15,NA
"CORBA",126765,135,91.85,NA,0,0,NA,5.93
"COJULUN",126765,135,NA,NA,0,0,0,98.52
"COLLS",126765,135,38.52,5.93,NA,0,NA,53.33
"COCKLEY",126765,135,89.63,3.7,NA,0,3.7,NA
"CISTARO",126765,135,85.19,0,NA,0,NA,11.11
"CHORBAJIAN",126765,135,97.78,NA,0,0,NA,0
"CHURAMAN",126765,135,5.19,14.81,52.59,3.7,20,3.7
"CHESEK",126765,135,98.52,0,NA,0,NA,0
"CHARLSTON",126765,135,65.93,23.7,NA,NA,5.19,NA
"CENO",126765,135,40.74,NA,21.48,NA,15.56,20
"CHANDRASEKHARAN",126765,135,NA,NA,96.3,0,NA,0
"CHAMBLIS",126765,135,33.33,62.22,NA,NA,NA,NA
"CEMAN",126765,135,96.3,0,NA,0,0,NA
"BRENDLER",126765,135,99.26,NA,0,0,0,NA
"BRUNZELL",126765,135,89.63,0,NA,0,8.15,NA
"BRIGDON",126765,135,99.26,0,0,0,NA,NA
"BROCKENBERRY",126765,135,NA,87.41,0,NA,8.15,NA
