"first","last","state","district","senate","party_raw","party","party_side","faction_code","incumbent","open_seat","contested","prim_result","prim_share","experience","female","immigration","the Affordable Care Act","Benghazi","taxes","the minimum wage","gun control","abortion","climate change","the NSA","same-sex marriage","the debt and deficit","the Keystone pipeline","regulation","defense spending","silent_on"
"Doug Macarthur","Magee","MS","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"runoff",48.2,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Hardy","Caraway","MS","3",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",7.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Dennis","Quinn","MS","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"runoff",36.3,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Matt","Moore","MS","4",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",55.7,FALSE,FALSE,4,1,4,4,1,4,1,4,4,1,2,4,4,4,9
"Ron","Vincent","MS","4",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",80,FALSE,FALSE,2,2,4,3,4,4,2,2,4,4,2,1,2,2,5
"Trish","Causey","MS","4",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",44.3,FALSE,TRUE,1,4,4,4,1,1,1,1,2,1,4,4,4,4,7
"Tom","Carter","MS","4",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",4.6,FALSE,FALSE,4,2,4,2,4,4,2,4,4,2,2,4,4,4,9
"Tavish","Kelly","MS","4",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",1.1,FALSE,FALSE,4,4,4,2,4,2,2,2,4,3,2,4,2,4,7
"Gene","Taylor","MS","4",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",43,TRUE,FALSE,2,4,4,4,4,2,2,4,4,4,2,4,4,2,9
"Steven","Palazzo","MS","4",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",50.5,TRUE,FALSE,2,2,2,2,4,2,2,4,2,2,2,1,2,2,2
"Thomas","Carey","MS","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",1.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Chris","McDaniel","MS","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"runoff",49.5,TRUE,FALSE,2,2,4,2,4,2,2,4,2,4,2,4,2,4,6
"William","Compton, Jr.","MS","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",9.9,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Jonathan","Rawl","MS","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",4.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Bill","Marcy","MS","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"lost",12.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Thad","Cochran","MS","SEN",TRUE,"R","R","Republican",11,TRUE,NA,TRUE,"runoff",49,TRUE,FALSE,2,2,4,2,2,2,2,2,4,2,2,1,2,2,2
"Travis","Childers","MS","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"won",74,TRUE,FALSE,4,4,4,4,4,2,2,4,4,4,4,4,4,4,12
"Corey","Stapleton","MT","AL",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",29.3,TRUE,FALSE,4,4,4,4,4,2,4,4,4,4,2,4,4,4,12
"Drew","Turiano","MT","AL",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",1.7,FALSE,FALSE,2,2,4,2,4,4,3,4,4,3,4,4,2,4,8
"Elsie","Arntzen","MT","AL",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",6.84,TRUE,TRUE,4,2,4,4,4,4,4,2,4,4,2,4,4,4,11
"John","Lewis","MT","AL",FALSE,"D","D","Democrat",88,FALSE,1,TRUE,"won",59.8,FALSE,FALSE,4,3,4,3,4,2,1,1,2,4,2,4,4,4,7
"Ryan","Zinke","MT","AL",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"won",33.2,TRUE,FALSE,4,3,4,4,4,2,2,2,4,4,2,1,2,4,7
"John","Driscoll","MT","AL",FALSE,"D","D","Democrat",88,FALSE,1,TRUE,"lost",40.2,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Matt","Rosendale","MT","AL",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",28.8,TRUE,FALSE,4,2,4,4,4,2,2,2,2,2,2,4,2,4,6
"Susan","Cundiff","MT","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",9,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Champ","Edmunds","MT","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",7.7,TRUE,FALSE,4,2,4,2,4,2,2,2,4,2,2,1,2,4,5
"John","Bohlinger","MT","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"lost",22,FALSE,FALSE,4,4,4,1,1,4,1,4,2,1,4,4,4,4,9
"Dirk","Adams","MT","SEN",TRUE,"D","D","Democrat",66,FALSE,NA,TRUE,"lost",13.3,TRUE,FALSE,4,3,4,1,3,3,1,1,4,4,4,2,4,1,6
"John","Walsh","MT","SEN",TRUE,"D","D","Democrat",77,TRUE,NA,TRUE,"won",64,FALSE,FALSE,4,3,4,1,1,2,1,1,2,4,2,1,4,1,4
"Steve","Daines","MT","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"won",83.3,TRUE,FALSE,2,2,4,3,4,2,2,4,2,2,2,1,2,4,4
"Dan","Whittacre","NC","1",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",18.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,2,4,4,1,12
"Brent","Shypulefski","NC","1",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",47.5,FALSE,FALSE,4,4,4,3,4,4,4,3,2,4,3,1,4,4,9
"G.K.","Butterfield","NC","1",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",81.2,TRUE,FALSE,4,1,4,1,1,4,4,4,4,1,2,4,4,4,9
"Arthur","Rich","NC","1",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",52.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tate","MacQueen","NC","10",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,1,4,4,4,4,4,4,13
"Richard","Lynch","NC","10",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",21.9,FALSE,FALSE,2,2,4,2,4,2,4,4,4,4,2,4,2,1,7
"Patrick","McHenry","NC","10",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",78.1,TRUE,FALSE,2,2,4,2,4,4,4,4,4,4,2,4,2,4,9
"Keith","Ruehl","NC","11",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",46,FALSE,FALSE,4,4,4,1,4,4,4,1,4,4,4,4,4,4,12
"Mark","Meadows","NC","11",FALSE,"R","R","Republican",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,2,4,2,4,4,4,2,4,4,2,4,2,1,7
"Tom","Hill","NC","11",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"won",54,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Alma","Adams","NC","12",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"won",44,TRUE,TRUE,4,1,4,4,1,1,1,1,4,4,4,4,4,4,9
"Marcus","Brandon","NC","12",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",8.2,TRUE,FALSE,4,3,4,4,4,4,1,1,4,1,4,4,4,4,10
"Rajive","Patel","NC","12",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",1.4,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Vince","Coakley","NC","12",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"won",78,FALSE,FALSE,4,2,4,4,4,4,4,4,4,4,4,4,4,2,12
"Curtis","Osborne","NC","12",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Malcolm","Graham","NC","12",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",23.6,TRUE,FALSE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,13
"Leon","Threatt","NC","12",FALSE,"R","R","Republican",33,FALSE,1,TRUE,"lost",22,FALSE,FALSE,4,4,4,2,4,4,2,4,4,2,4,4,2,4,10
"George","Battle","NC","12",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",12.5,FALSE,FALSE,1,1,4,4,4,4,4,1,3,1,3,4,4,4,8
"George","Holding","NC","13",FALSE,"R","R","Republican",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,4,4,3,4,2,2,4,4,4,2,4,2,2,8
"Brenda","Cleary","NC","13",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",70.3,FALSE,TRUE,4,1,4,4,1,4,4,1,4,1,4,4,4,4,10
"Virginia","Conlon","NC","13",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",18.1,FALSE,TRUE,1,4,4,1,1,4,4,4,4,4,4,4,4,4,11
"Ron","Sanyal","NC","13",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",11.6,FALSE,FALSE,1,4,4,4,1,4,4,4,4,4,4,4,4,4,12
"Toni","Morris","NC","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",19.6,FALSE,TRUE,4,4,4,4,1,4,4,4,4,4,4,4,4,4,13
"Frank","Roche","NC","2",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",41.2,FALSE,FALSE,2,2,4,2,4,2,2,4,2,2,2,4,2,4,5
"Keith","Crisco","NC","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",39.5,TRUE,FALSE,4,3,4,3,1,4,4,4,4,4,2,4,4,2,9
"Clay","Aiken","NC","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",40.8,FALSE,FALSE,4,4,4,1,1,4,4,4,4,4,4,4,4,4,12
"Renee","Ellmers","NC","2",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",58.8,TRUE,FALSE,2,2,2,2,4,2,2,4,4,2,2,1,2,2,3
"Al","Novinec","NC","3",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",4,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Walter","Jones","NC","3",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",50.9,TRUE,FALSE,2,2,4,2,4,2,2,4,4,2,2,1,2,1,4
"Taylor","Griffin","NC","3",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",45,FALSE,FALSE,2,2,4,2,4,2,2,4,4,4,2,4,2,4,7
"Marshall","Adame","NC","3",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,1,4,4,1,4,1,4,4,4,4,4,4,4,11
"David","Price","NC","4",FALSE,"D","D","Democrat",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,1,4,4,4,1,4,1,4,4,1,4,4,2,9
"Paul","Wright","NC","4",FALSE,"R","R","Republican",22,FALSE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,2,4,2,2,4,4,2,4,6
"Virginia","Foxx","NC","5",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",75.4,TRUE,TRUE,2,2,4,2,4,2,2,4,4,4,2,1,2,4,6
"Michael","Holleman","NC","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",23.1,FALSE,FALSE,1,3,4,4,4,3,1,1,4,4,4,4,4,4,9
"William Clinton","Stinson","NC","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",17.3,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Josh","Brannon","NC","5",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"runoff",33.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Gardenia","Henley","NC","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"runoff",26.4,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Philip","Doyle","NC","5",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",24.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Charlie","Sutherland","NC","6",FALSE,"R","R","Republican",100,FALSE,1,TRUE,"lost",1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Bruce","VonCannon","NC","6",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",11.5,FALSE,FALSE,4,2,4,2,4,2,2,4,4,4,2,4,2,4,8
"Jeff","Phillips","NC","6",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",7.9,TRUE,FALSE,4,2,4,4,4,2,2,4,4,4,2,1,2,4,8
"Phil","Berger","NC","6",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"runoff",34.3,FALSE,FALSE,4,2,2,2,4,2,2,4,4,4,2,4,4,4,8
"Laura","Fjeld","NC","6",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"won",56.1,FALSE,TRUE,4,4,4,4,1,4,1,3,4,4,2,4,4,4,10
"Bruce","Davis","NC","6",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",43.9,FALSE,FALSE,4,1,4,3,4,4,4,4,4,1,4,4,4,4,11
"Zack","Matheny","NC","6",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",11.4,TRUE,FALSE,4,2,4,2,4,2,4,4,4,4,2,4,2,4,9
"Mark","Walker","NC","6",FALSE,"R","R","Republican",33,FALSE,1,TRUE,"runoff",25.2,FALSE,FALSE,2,2,4,2,4,2,2,3,4,4,2,4,2,2,5
"Mike","Causey","NC","6",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",3.2,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Kenn","Kopf","NC","6",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",1.1,FALSE,FALSE,2,2,4,2,4,2,2,4,3,4,2,1,2,4,5
"Don","Webb","NC","6",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",4.3,FALSE,FALSE,2,2,2,2,4,2,2,4,2,2,2,4,2,4,4
"Woody","White","NC","7",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",40.1,TRUE,FALSE,2,2,4,4,4,2,4,4,2,2,2,4,2,2,6
"Walter","Martin","NC","7",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",41.7,FALSE,FALSE,4,4,4,4,1,4,4,4,4,4,1,4,4,4,12
"Chris","Andrade","NC","7",FALSE,"R","R","Republican",100,FALSE,1,TRUE,"lost",6.9,FALSE,FALSE,3,3,4,4,4,1,3,4,4,1,3,4,1,1,6
"Jonathan","Barfield","NC","7",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"won",58.3,TRUE,FALSE,4,1,4,4,4,4,4,1,4,4,4,4,4,4,12
"David","Rouzer","NC","7",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"won",53,TRUE,FALSE,2,2,4,2,4,4,4,4,4,4,2,4,2,2,8
"Richard","Hudson","NC","8",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,4,2,4,2,2,4,4,2,2,4,2,2,5
"Antonio","Blue","NC","8",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Robert","Pittenger","NC","9",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",67.6,TRUE,FALSE,2,2,4,3,4,2,2,4,4,4,2,4,2,2,6
"Mike","Steinberg","NC","9",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",32.4,FALSE,FALSE,2,2,4,2,4,2,2,4,2,4,2,4,2,3,5
"Ted","Alexander","NC","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"lost",1.9,TRUE,FALSE,4,2,4,2,4,2,2,4,4,2,2,4,2,4,7
"Ernest","Reeves","NC","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"lost",8.9,FALSE,FALSE,4,3,4,4,1,4,4,4,4,4,4,4,4,4,12
"Kay","Hagan","NC","SEN",TRUE,"D","D","Democrat",88,TRUE,NA,TRUE,"won",77.2,TRUE,TRUE,4,1,4,3,4,3,4,1,4,4,2,1,4,3,7
"Edward","Kryn","NC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",0.4,TRUE,FALSE,2,2,4,2,4,2,2,4,2,2,2,1,2,4,4
"William","Stewart","NC","SEN",TRUE,"D","D","Democrat",66,FALSE,NA,TRUE,"lost",13.8,FALSE,FALSE,1,3,4,4,1,4,4,4,4,4,4,4,4,4,11
"Thom","Tillis","NC","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"won",45.7,TRUE,FALSE,2,2,4,2,4,2,2,4,4,2,2,4,2,4,6
"Greg","Brannon","NC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",27.1,FALSE,FALSE,2,2,4,2,4,2,2,4,2,2,2,4,2,2,4
"Alex Lee","Bradshaw","NC","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",7,FALSE,FALSE,4,4,4,4,4,4,2,4,4,2,4,4,2,4,11
"Jim","Snyder","NC","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"lost",1.9,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Heather","Grant","NC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",4.7,FALSE,TRUE,2,2,4,2,4,2,4,4,4,4,2,4,2,4,8
"Mark","Harris","NC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",17.5,FALSE,FALSE,2,2,2,2,4,2,2,4,4,2,2,1,2,4,4
"Kevin","Cramer","ND","AL",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",99.7,TRUE,FALSE,3,2,4,4,4,3,3,2,4,4,2,1,2,4,6
"George","Sinner","ND","AL",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",99.8,TRUE,FALSE,4,1,4,1,1,4,4,2,4,4,4,1,4,4,9
"Dennis","Crawford","NE","1",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,4,4,4,4,1,4,4,4,4,4,4,11
"Dennis L","Parker","NE","1",FALSE,"R","R","Republican",33,FALSE,0,TRUE,"lost",6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Jeff","Fortenberry","NE","1",FALSE,"R","R","Republican",100,TRUE,0,TRUE,"won",86.1,TRUE,FALSE,4,4,2,2,4,4,2,4,4,4,2,3,4,4,9
"Jessica Lynn","Turek","NE","1",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",8,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Lee","Terry","NE","2",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",52.8,TRUE,FALSE,3,2,4,2,4,4,2,2,4,4,2,1,2,4,6
"Mark","Aupperle","NE","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",18.7,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Brad","Ashford","NE","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",81.3,TRUE,FALSE,1,1,4,4,1,4,4,4,4,4,4,4,4,4,11
"Dan","Frei","NE","2",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",47.2,FALSE,FALSE,2,2,4,2,4,2,2,2,2,4,2,4,2,2,4
"Adrian","Smith","NE","3",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",68.2,TRUE,FALSE,2,2,4,2,4,2,2,2,1,4,2,1,2,4,4
"Mark","Sullivan","NE","3",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,1,4,4,2,4,4,4,12
"Tom","Brewer","NE","3",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",31.8,FALSE,FALSE,2,2,2,2,4,2,2,4,2,2,2,4,2,2,3
"Bart","McLeay","NE","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",5.7,FALSE,FALSE,2,2,1,2,4,2,2,2,2,4,2,4,2,2,3
"Sid","Dinsdale","NE","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"lost",22.4,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,1,2,4,5
"Dave","Domina","NE","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"won",67.4,FALSE,FALSE,1,4,4,1,1,4,1,1,4,4,4,4,4,4,9
"Shane","Osborn","NE","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",21.1,TRUE,FALSE,2,2,4,2,4,2,2,4,4,2,2,4,2,4,6
"Clifton","Johnson","NE","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",1.5,FALSE,FALSE,3,2,4,3,4,4,4,4,4,4,2,4,2,4,9
"Larry","Marvin","NE","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",32.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Ben","Sasse","NE","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"won",49,FALSE,FALSE,2,2,4,2,4,2,2,2,4,2,2,1,2,2,3
"Frank","Guinta","NH","1",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"won",49.3,TRUE,FALSE,2,2,4,2,4,4,2,3,2,4,2,1,2,4,5
"Carol","Shea-Porter","NH","1",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,TRUE,4,3,4,1,1,1,1,1,2,1,2,2,4,2,3
"Everett","Jabour","NH","1",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",1.7,FALSE,FALSE,4,4,4,2,2,4,4,4,4,4,2,4,4,4,11
"Brendan","Kelly","NH","1",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",8.5,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Dan","Innis","NH","1",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",40.5,FALSE,FALSE,4,2,4,3,4,4,4,4,2,4,2,1,2,4,8
"Mike","Little","NH","2",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",4.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Gary","Lambert","NH","2",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",27.5,TRUE,FALSE,1,2,4,2,4,2,2,2,4,4,4,4,2,4,7
"Annie","Kuster","NH","2",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,3,4,4,1,4,1,1,2,1,2,3,2,4,4
"Marilinda","Garcia","NH","2",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",49.3,TRUE,TRUE,2,2,2,2,4,2,2,2,4,4,2,1,2,4,4
"Jim","Lawrence","NH","2",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",18,TRUE,FALSE,2,2,4,3,4,2,4,4,4,4,4,4,2,4,9
"Andy","Martin","NH","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",60,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Scott","Brown","NH","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"won",50.1,TRUE,FALSE,2,2,4,2,4,2,3,2,4,4,2,1,2,4,5
"Bob","Heghmann","NH","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",70,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Robert","D'Arcy","NH","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",40,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Walter","Kelly","NH","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",1.2,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Mark","Farnham","NH","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",60,FALSE,FALSE,4,2,4,3,4,4,4,4,4,4,4,4,4,4,12
"Bob","Smith","NH","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",22.6,TRUE,FALSE,2,2,2,3,4,2,2,4,2,2,2,4,4,4,5
"Jeanne","Shaheen","NH","SEN",TRUE,"D","D","Democrat",88,TRUE,NA,FALSE,"won",100,TRUE,TRUE,1,3,3,4,1,4,1,1,4,1,2,4,4,2,5
"Gerard","Beloin","NH","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",40,FALSE,FALSE,2,2,4,3,4,2,2,4,4,3,2,4,2,4,6
"Jim","Rubens","NH","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",23.1,TRUE,FALSE,2,2,4,3,4,2,4,2,2,4,2,1,2,4,5
"Miro","Dziedzic","NH","SEN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",40,FALSE,FALSE,2,2,4,4,4,2,4,4,4,4,4,4,2,4,10
"Lee","Lucas","NJ","1",FALSE,"R","R","Republican",100,FALSE,1,TRUE,"lost",1.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Garry","Cobb","NJ","1",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"won",14.7,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Frank","Broomell Jr","NJ","1",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",15.1,FALSE,FALSE,4,3,4,4,1,4,4,4,4,1,4,4,4,3,10
"Gerard","McManus","NJ","1",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",80.4,FALSE,FALSE,2,2,4,3,4,4,4,4,4,4,4,1,4,4,10
"Frank","Minor","NJ","1",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",12.9,TRUE,FALSE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,13
"Claire","Gustafson","NJ","1",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",3.1,TRUE,TRUE,4,2,4,2,4,2,4,4,2,4,2,4,2,2,7
"Donald","Norcross","NJ","1",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"won",72.1,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Donald","Payne","NJ","10",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",91.3,TRUE,FALSE,1,1,4,1,1,1,1,1,4,4,4,4,4,4,7
"Yolanda","Dentley","NJ","10",FALSE,"R","R","Republican",100,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
