"bioguide","name","last","state","cd","black","hisp","count","pctwhite","pctblack","pctapi","pctaian","pct2prace","pcthispanic","matched"
"C001051","John R. Carter","Carter","TX",31,FALSE,FALSE,364355,55.7264,34.4938,0.587888,0.732802,5.0599,3.39916,TRUE
"A000376","Colin Z. Allred","Allred","TX",32,TRUE,FALSE,18639,91.0671,1.67391,0.536509,0.520414,3.02591,3.17614,TRUE
"V000131","Marc A. Veasey","Veasey","TX",33,TRUE,FALSE,1684,59.5012,32.1853,0.831354,0.296912,4.80998,2.3753,TRUE
"G000581","Vicente Gonzalez","Gonzalez","TX",34,FALSE,TRUE,828405,4.3597,0.421654,0.423585,0.160429,0.246136,94.3885,TRUE
"C001131","Greg Casar","Casar","TX",35,FALSE,TRUE,133,57.1429,3.7594,6.76692,0,3.00752,29.3233,TRUE
"B001291","Brian Babin","Babin","TX",36,FALSE,FALSE,6034,88.2333,4.45807,0.613192,0.580046,2.35333,3.76202,TRUE
"D000399","Lloyd Doggett","Doggett","TX",37,FALSE,FALSE,4149,76.6209,16.0762,0.626657,0.506146,3.95276,2.2174,TRUE
"H001095","Wesley Hunt","Hunt","TX",38,TRUE,FALSE,152764,70.8734,16.5039,0.771779,3.72535,4.71577,3.40983,TRUE
"M001213","Blake D. Moore","Moore","UT",1,FALSE,FALSE,696384,63.7668,26.9798,0.624512,0.649211,4.58827,3.39138,TRUE
"S001192","Chris Stewart","Stewart","UT",2,FALSE,FALSE,311429,66.4386,24.3022,0.626146,0.69454,4.44082,3.49775,TRUE
"C001114","John R. Curtis","Curtis","UT",3,FALSE,FALSE,97208,74.9506,15.3722,0.664554,0.970085,4.28566,3.75689,TRUE
"O000086","Burgess Owens","Owens","UT",4,TRUE,FALSE,175160,63.3769,27.4503,0.529801,0.747317,4.77107,3.12457,TRUE
"W000804","Robert J. Wittman","Wittman","VA",1,FALSE,FALSE,4444,91.1341,0.382538,0.877588,1.12511,3.10531,3.37534,TRUE
"K000399","Jennifer A. Kiggans","Kiggans","VA",2,FALSE,FALSE,196,89.2857,1.53061,0,0,4.59184,4.59184,TRUE
"S000185","Robert C. ""Bobby"" Scott","Scott","VA",3,TRUE,FALSE,421499,57.6583,32.0542,0.634402,1.09087,4.89491,3.66739,TRUE
"M001227","Jennifer L. McClellan","McClellan","VA",4,TRUE,FALSE,24392,77.5541,13.365,0.627255,0.947032,4.25549,3.25107,TRUE
"G000595","Bob Good","Good","VA",5,FALSE,FALSE,34414,86.9443,5.14326,0.761318,0.386471,3.45499,3.3097,TRUE
"C001118","Ben Cline","Cline","VA",6,FALSE,FALSE,47748,89.5221,2.31842,0.640865,0.743487,3.92058,2.85457,TRUE
"S001209","Abigail Davis Spanberger","Spanberger","VA",7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"B001292","Donald S. Beyer, Jr.","Beyer","VA",8,FALSE,FALSE,17673,92.8535,0.339501,0.905336,0.209359,2.73298,2.95932,TRUE
"G000568","H. Morgan Griffith","Griffith","VA",9,FALSE,FALSE,75478,80.862,10.3116,0.667744,0.605474,4.10318,3.45001,TRUE
"W000825","Jennifer Wexton","Wexton","VA",10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"C001078","Gerald E. Connolly","Connolly","VA",11,FALSE,FALSE,28669,92.1937,0.791796,0.87551,0.25463,2.50794,3.37647,TRUE
"B001318","Becca Balint","Balint","VT",0,FALSE,FALSE,1629,93.4316,0.429711,0.798036,0,2.63966,2.70104,TRUE
"D000617","Suzan K. DelBene","DelBene","WA",1,FALSE,FALSE,575,95.3043,0,0.695652,0,1.3913,2.6087,TRUE
"L000560","Rick Larsen","Larsen","WA",2,FALSE,FALSE,55235,91.0401,0.586585,0.856341,0.593826,3.31674,3.60641,TRUE
"G000600","Marie Gluesenkamp Perez","Gluesenkamp Perez","WA",3,FALSE,TRUE,680712,5.24892,0.561912,1.36989,0.233579,0.377546,92.2082,TRUE
"N000189","Dan Newhouse","Newhouse","WA",4,FALSE,FALSE,6236,85.7441,7.64913,0.641437,0.144323,3.31944,2.5016,TRUE
"M001159","Cathy McMorris Rodgers","McMorris Rodgers","WA",5,FALSE,FALSE,73646,67.0491,23.598,0.691144,0.534992,4.38313,3.74358,TRUE
"K000381","Derek Kilmer","Kilmer","WA",6,FALSE,FALSE,5197,91.5336,0.558014,0.731191,0.30787,3.50202,3.36733,TRUE
"J000298","Pramila Jayapal","Jayapal","WA",7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"S001216","Kim Schrier","Schrier","WA",8,FALSE,FALSE,1226,93.4747,0.489396,0.489396,0.0815661,2.93638,2.52855,TRUE
"S000510","Adam Smith","Smith","WA",9,FALSE,FALSE,2369644,67.9949,22.618,0.681073,0.833205,4.37243,3.5004,TRUE
"S001159","Marilyn Strickland","Strickland","WA",10,TRUE,FALSE,63585,73.2972,16.9301,0.556735,1.97688,4.42085,2.81827,TRUE
"S001213","Bryan Steil","Steil","WI",1,FALSE,FALSE,1132,92.6678,0.795053,0.706714,0.0883392,2.82686,2.91519,TRUE
"P000607","Mark Pocan","Pocan","WI",2,FALSE,FALSE,108,52.7778,0,0,36.1111,1.85185,9.25926,TRUE
"V000135","Derrick Van Orden","Van Orden","WI",3,FALSE,FALSE,196,30.6122,0.510204,48.4694,1.02041,7.65306,11.7347,TRUE
"M001160","Gwen Moore","Moore","WI",4,TRUE,FALSE,696384,63.7668,26.9798,0.624512,0.649211,4.58827,3.39138,TRUE
"F000471","Scott Fitzgerald","Fitzgerald","WI",5,FALSE,FALSE,72557,83.4254,8.55879,0.769051,0.277024,3.5572,3.41249,TRUE
"G000576","Glenn Grothman","Grothman","WI",6,FALSE,FALSE,128,97.6562,0,0,0,0.78125,1.5625,TRUE
"T000165","Thomas P. Tiffany","Tiffany","WI",7,FALSE,FALSE,4572,90.7262,0.918635,1.13736,0.437445,3.2371,3.54331,TRUE
"G000579","Mike Gallagher","Gallagher","WI",8,FALSE,FALSE,67066,91.826,0.758954,0.82307,0.289267,2.73015,3.5726,TRUE
"M001205","Carol D. Miller","Miller","WV",1,FALSE,FALSE,1129186,81.4662,10.4606,0.681553,0.620358,3.67707,3.09418,TRUE
"M001195","Alexander X. Mooney","Mooney","WV",2,FALSE,TRUE,31792,87.7233,4.19917,0.720307,0.563035,3.65815,3.13601,TRUE
"H001096","Harriet M. Hageman","Hageman","WY",0,FALSE,FALSE,4986,93.3213,0.802246,0.581629,0.180505,2.4268,2.68753,TRUE
