"city","GEOID","in_csv","centre_grade","modal_grade","dom_share","own_share","graded","pA","pB","pC","pD","pU"
"Philadelphia","42101027901",1,"C","C",38.9,38.9,100,0,32.12,38.9,28.98,0
"Philadelphia","42101006500",1,"C","B",66.67,32.35,47.98,0,31.99,15.52,0.47,52.02
"Philadelphia","42101000806",1,"D","D",100,100,44.49,0,0,0,44.49,55.51
"Philadelphia","42101000901",1,"D","D",100,100,47.48,0,0,0,47.48,52.52
"Philadelphia","42101000902",1,"D","D",100,100,59.61,0,0,0,59.61,40.39
"Philadelphia","42101001001",1,"D","D",100,100,65.04,0,0,0,65.04,34.96
"Philadelphia","42101001002",1,"D","D",100,100,66.51,0,0,0,66.51,33.49
"Philadelphia","42101001101",1,"D","D",100,100,86.42,0,0,0,86.42,13.58
"Philadelphia","42101001102",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101001301",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101001400",1,"D","D",100,100,94.73,0,0,0,94.73,5.27
"Philadelphia","42101001500",1,"D","D",100,100,94.51,0,0,0,94.51,5.49
"Philadelphia","42101001600",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101001700",1,"D","D",100,100,93.07,0,0,0,93.07,6.93
"Philadelphia","42101001800",1,"D","D",100,100,94.81,0,0,0,94.81,5.19
"Philadelphia","42101001900",1,"D","D",100,100,94.6,0,0,0,94.6,5.4
"Philadelphia","42101002000",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101002100",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101002200",1,"D","D",100,100,90.06,0,0,0,90.06,9.94
"Philadelphia","42101002300",1,"D","D",100,100,91.69,0,0,0,91.69,8.31
"Philadelphia","42101002400",1,"D","D",100,100,95.76,0,0,0,95.76,4.24
"Philadelphia","42101002500",1,"D","D",100,100,97.94,0,0,0,97.94,2.06
"Philadelphia","42101002701",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101002702",1,"D","D",100,100,98.99,0,0,0,98.99,1.01
"Philadelphia","42101002801",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101002802",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101002900",1,"D","D",100,100,85.08,0,0,0,85.08,14.92
"Philadelphia","42101003001",1,"D","D",100,100,89.67,0,0,0,89.67,10.33
"Philadelphia","42101003002",1,"D","D",100,100,89.7,0,0,0,89.7,10.3
"Philadelphia","42101003100",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101003200",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101003300",1,"D","D",100,100,66.39,0,0,0,66.39,33.61
"Philadelphia","42101003600",1,"D","D",100,100,91.75,0,0,0,91.75,8.25
"Philadelphia","42101003701",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101003702",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101003800",1,"D","D",100,100,55.46,0,0,0,55.46,44.54
"Philadelphia","42101003901",1,"D","D",100,100,90.56,0,0,0,90.56,9.44
"Philadelphia","42101003902",1,"D","D",100,100,78.13,0,0,0,78.13,21.87
"Philadelphia","42101004001",1,"D","D",100,100,92.29,0,0,0,92.29,7.71
"Philadelphia","42101004002",1,"D","D",100,100,90.29,0,0,0,90.29,9.71
"Philadelphia","42101004101",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101004103",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101004104",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101004201",1,"D","D",100,100,95.52,0,0,0,95.52,4.48
"Philadelphia","42101004202",1,"D","D",100,100,75.73,0,0,0,75.73,24.27
"Philadelphia","42101005400",1,"D","D",100,100,85.11,0,0,0,85.11,14.89
"Philadelphia","42101005500",1,"D","D",100,100,97.98,0,0,0,97.98,2.02
"Philadelphia","42101005600",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101009000",1,"D","D",100,100,87.4,0,0,0,87.4,12.6
"Philadelphia","42101009100",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101009300",1,"D","D",100,100,98.63,0,0,0,98.63,1.37
"Philadelphia","42101009400",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101010200",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101010300",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101010400",1,"D","D",100,100,77.1,0,0,0,77.1,22.9
"Philadelphia","42101010500",1,"D","D",100,100,83.35,0,0,0,83.35,16.65
"Philadelphia","42101010600",1,"D","D",100,100,99.17,0,0,0,99.17,0.83
"Philadelphia","42101010700",1,"D","D",100,100,99.21,0,0,0,99.21,0.79
"Philadelphia","42101010800",1,"D","D",100,100,90.79,0,0,0,90.79,9.21
"Philadelphia","42101010900",1,"D","D",100,100,93.16,0,0,0,93.16,6.84
"Philadelphia","42101011000",1,"D","D",100,100,83.45,0,0,0,83.45,16.55
"Philadelphia","42101013100",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101013200",1,"D","D",100,100,88.17,0,0,0,88.17,11.83
"Philadelphia","42101013300",1,"D","D",100,100,82.66,0,0,0,82.66,17.34
"Philadelphia","42101013401",1,"D","D",100,100,92.86,0,0,0,92.86,7.14
"Philadelphia","42101013402",1,"D","D",100,100,98.37,0,0,0,98.37,1.63
"Philadelphia","42101013500",1,"D","D",100,100,88.01,0,0,0,88.01,11.99
"Philadelphia","42101013601",1,"D","D",100,100,93.41,0,0,0,93.41,6.59
"Philadelphia","42101013602",1,"D","D",100,100,95.83,0,0,0,95.83,4.17
"Philadelphia","42101013701",1,"D","D",100,100,95.83,0,0,0,95.83,4.17
"Philadelphia","42101013702",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101013800",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101013900",1,"D","D",100,100,70.62,0,0,0,70.62,29.38
"Philadelphia","42101014000",1,"D","D",100,100,90.25,0,0,0,90.25,9.75
"Philadelphia","42101014100",1,"D","D",100,100,94.28,0,0,0,94.28,5.72
"Philadelphia","42101014201",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101014400",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101014500",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101014600",1,"D","D",100,100,89.86,0,0,0,89.86,10.14
"Philadelphia","42101014700",1,"D","D",100,100,90.91,0,0,0,90.91,9.09
"Philadelphia","42101014800",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101014900",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101015101",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101015102",1,"D","D",100,100,93.08,0,0,0,93.08,6.92
"Philadelphia","42101015200",1,"D","D",100,100,96.04,0,0,0,96.04,3.96
"Philadelphia","42101015300",1,"D","D",100,100,91.06,0,0,0,91.06,8.94
"Philadelphia","42101015600",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101015700",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101015800",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016001",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016002",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016100",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016200",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016300",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016400",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101016500",1,"D","D",100,100,99.3,0,0,0,99.3,0.7
"Philadelphia","42101016600",1,"D","D",100,100,60.48,0,0,0,60.48,39.52
"Philadelphia","42101016701",1,"D","D",100,100,87.24,0,0,0,87.24,12.76
"Philadelphia","42101016702",1,"D","D",100,100,80.89,0,0,0,80.89,19.11
"Philadelphia","42101017400",1,"D","D",100,100,78.19,0,0,0,78.19,21.81
"Philadelphia","42101017601",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101017800",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101017900",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101018001",1,"D","D",100,100,97.15,0,0,0,97.15,2.85
"Philadelphia","42101018002",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101018801",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101018802",1,"D","D",100,100,100,0,0,0,100,0
"Philadelphia","42101036700",1,"D","D",100,100,52.33,0,0,0,52.33,47.67
"Philadelphia","42101037200",1,"D","D",100,100,71.09,0,0,0,71.09,28.91
"Philadelphia","42101037700",1,"D","D",100,100,93.52,0,0,0,93.52,6.48
"Philadelphia","42101037900",1,"D","D",100,100,98.61,0,0,0,98.61,1.39
"Philadelphia","42101038200",1,"D","D",100,100,80.69,0,0,0,80.69,19.31
"Philadelphia","42101016902",1,"D","D",99.99,99.99,99.99,0,0,0.01,99.97,0.01
"Philadelphia","42101009600",1,"D","D",99.94,99.94,100,0,0,0.06,99.94,0
"Philadelphia","42101006700",1,"D","D",99.9,99.9,80.02,0,0,0.08,79.94,19.98
"Philadelphia","42101009500",1,"D","D",99.85,99.85,100,0,0,0.15,99.85,0
"Philadelphia","42101029400",1,"D","D",99.66,99.66,93.92,0,0,0.32,93.6,6.08
"Philadelphia","42101017602",1,"D","D",99.29,99.29,100,0,0,0.71,99.29,0
"Philadelphia","42101021400",1,"D","D",98.77,98.77,71.6,0,0,0.88,70.72,28.4
"Philadelphia","42101037800",1,"D","D",98.67,98.67,23.27,0,0,0.31,22.96,76.73
"Philadelphia","42101000801",1,"D","D",98.39,98.39,44.19,0,0,0.71,43.48,55.81
"Philadelphia","42101029300",1,"D","D",98.19,98.19,76.72,0,1.39,0,75.33,23.28
"Philadelphia","42101006000",1,"D","D",87.51,87.51,99.91,0,0,12.48,87.43,0.09
"Philadelphia","42101024600",1,"D","D",81.34,81.34,100,0,0,18.66,81.34,0
"Philadelphia","42101017702",1,"D","D",81.22,81.22,100,0,0,18.78,81.22,0
"Philadelphia","42101006100",1,"D","D",80.37,80.37,94.24,0,0,18.5,75.73,5.76
"Philadelphia","42101017500",1,"D","D",79.32,79.32,97.09,0,0,20.08,77.01,2.91
"Philadelphia","42101016901",1,"D","D",76.3,76.3,99.44,0,0,23.57,75.87,0.56
"Philadelphia","42101001201",1,"D","D",73.56,73.56,83.22,0,0,22,61.22,16.78
"Philadelphia","42101020102",1,"D","D",70.16,70.16,97.52,0,0,29.1,68.42,2.48
"Philadelphia","42101006300",1,"D","D",65.4,65.4,98.5,0,0,34.08,64.42,1.5
"Philadelphia","42101001204",1,"D","D",63.95,63.95,90.45,0,0,32.61,57.84,9.55
"Philadelphia","42101007400",1,"D","D",59.21,59.21,91.65,0,0,37.38,54.27,8.35
"Philadelphia","42101036902",1,"D","D",57.94,57.94,35.84,0,0,15.07,20.76,64.16
"Philadelphia","42101017701",1,"D","D",57.84,57.84,100,0,0,42.16,57.84,0
"Philadelphia","42101021500",1,"D","D",54.83,54.83,87.45,0,1.58,37.92,47.95,12.55
"Philadelphia","42101006600",1,"D","C",59.62,40.38,78.01,0,0,46.51,31.5,21.99
"Philadelphia","42101021000",1,"D","C",59.81,40.19,73.46,0,0,43.94,29.52,26.54
"Philadelphia","42101032900",1,"D","C",63.48,17.56,77.5,0,14.69,49.2,13.61,22.5
