geoid,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,largest,largest_pct
261635645022,0,0,0,0,0,0,0,0,0,Two or More,0
261635645023,1976,71,941,190,5,696,0,9,64,White,47.6215
261635645031,651,43,305,98,7,159,0,2,37,White,46.851
261635645032,1791,39,855,469,1,385,0,8,34,White,47.7387
261635645033,1056,23,562,255,0,186,0,5,25,White,53.2197
261635645041,1337,89,803,305,8,37,1,6,88,White,60.0598
261635645042,2083,119,1272,168,4,411,1,14,94,White,61.0658
261635645043,743,40,325,146,0,196,0,7,29,White,43.7416
261635645044,2290,95,580,167,4,1346,0,10,88,Asian,58.7773
261635645045,1887,52,1174,345,2,269,1,4,40,White,62.2152
261635646001,1567,63,1253,64,2,89,0,12,84,White,79.9617
261635646002,1897,63,795,121,1,829,0,10,78,Asian,43.7006
261635646003,1728,53,1187,85,0,323,0,10,70,White,68.6921
261635646004,1920,53,1146,102,1,547,0,1,70,White,59.6875
261635647001,2414,94,930,769,6,492,0,11,112,White,38.5253
261635647002,2435,112,1493,121,3,586,1,6,113,White,61.3142
261635648001,1077,47,665,129,0,169,0,18,49,White,61.7456
261635648002,1086,41,614,171,0,228,0,0,32,White,56.5378
261635648003,1621,65,1115,143,7,194,0,15,82,White,68.7847
261635648004,1035,46,754,120,2,82,0,2,29,White,72.8502
261635649001,2557,182,1528,607,6,20,2,7,205,White,59.7575
261635650011,1345,40,651,174,3,397,0,3,77,White,48.4015
261635650012,2521,84,1608,186,1,543,0,8,91,White,63.7842
261635650013,1328,45,621,220,11,376,0,5,50,White,46.762
261635651001,1698,79,851,601,4,64,0,4,95,White,50.1178
261635651002,1993,73,1029,449,4,348,0,12,78,White,51.6307
261635652001,1386,67,1007,111,2,133,0,7,59,White,72.6551
261635652002,1085,24,513,408,4,94,0,5,37,White,47.2811
261635652003,886,32,699,83,0,40,0,4,28,White,78.8939
261635652004,1882,62,771,494,6,471,0,10,68,White,40.9671
261635653011,1324,19,381,806,2,54,1,6,55,Black,60.8761
261635653012,29,1,4,6,0,6,0,1,11,Two or More,37.931
261635653013,574,20,233,178,0,108,0,6,29,White,40.5923
261635653021,769,39,237,393,4,45,0,17,34,Black,51.1053
261635653022,1135,39,525,485,3,47,0,3,33,White,46.2555
261635653023,410,15,271,45,1,41,0,5,32,White,66.0976
261635653024,2164,82,851,744,0,384,0,16,87,White,39.3253
261635656001,1185,58,1002,35,1,21,0,4,64,White,84.557
261635656002,903,30,731,76,0,23,0,1,42,White,80.9524
261635657001,1067,46,862,70,1,26,0,2,60,White,80.7873
261635657002,2462,109,1536,461,7,210,0,9,130,White,62.3883
261635658001,1737,91,1173,327,1,34,1,5,105,White,67.5302
261635658002,807,45,618,84,0,16,1,6,37,White,76.5799
261635658003,1207,78,926,125,9,4,0,2,63,White,76.7191
261635659001,1552,75,1065,315,4,14,0,4,75,White,68.6211
261635659002,1074,50,799,140,6,30,0,0,49,White,74.3948
261635664001,1118,31,539,449,8,11,2,6,72,White,48.2111
261635665001,911,42,333,419,8,62,0,10,37,Black,45.9934
261635665002,1465,78,1014,247,5,10,0,16,95,White,69.215
261635666001,703,32,558,69,4,7,0,3,30,White,79.3741
261635666002,1333,41,758,431,4,17,0,12,70,White,56.8642
261635667001,768,53,536,97,0,4,0,6,72,White,69.7917
261635667002,1565,99,1107,222,10,21,0,5,101,White,70.7348
261635667003,1644,93,1180,176,8,50,1,8,128,White,71.7762
261635668001,1153,57,683,331,5,4,0,0,73,White,59.2368
261635668002,716,50,488,108,4,7,0,15,44,White,68.1564
261635668003,0,0,0,0,0,0,0,0,0,Two or More,0
261635668004,1188,78,773,221,7,17,0,6,86,White,65.0673
261635669001,1234,42,751,330,4,5,0,4,98,White,60.859
261635669002,1269,75,910,153,5,17,0,6,103,White,71.71
261635669003,1269,75,898,194,4,12,0,6,80,White,70.7644
261635669004,1377,26,441,700,0,118,0,17,75,Black,50.8351
261635670001,1198,160,613,328,15,8,0,3,71,White,51.1686
261635670002,1241,26,85,1064,1,11,0,10,44,Black,85.7373
261635670003,1066,41,451,498,3,15,0,5,53,Black,46.7167
261635671001,1465,87,1132,148,0,25,0,5,68,White,77.2696
261635671002,1249,73,747,331,7,28,1,7,55,White,59.8078
261635671003,1007,68,766,107,6,5,1,4,50,White,76.0675
261635672011,1553,71,1300,80,1,17,0,5,79,White,83.709
261635672012,923,37,750,54,8,14,0,12,48,White,81.2568
261635672013,1101,51,931,57,1,8,0,6,47,White,84.5595
261635672021,1262,21,795,350,0,39,0,13,44,White,62.9952
261635672022,1844,83,1356,301,9,34,0,4,57,White,73.5358
261635673001,702,32,570,60,6,10,0,0,24,White,81.1966
261635673002,889,54,404,312,7,65,0,4,43,White,45.4443
261635673003,1562,55,1323,60,4,22,0,7,91,White,84.6991
261635673004,1490,39,1267,74,12,12,0,7,79,White,85.0336
261635674001,1193,59,944,115,0,28,1,6,40,White,79.1282
261635674002,1539,44,1364,52,8,29,0,6,36,White,88.629
261635678001,1306,55,749,374,4,30,2,13,79,White,57.3507
261635678002,613,10,172,384,2,8,0,0,37,Black,62.6427
261635678003,731,52,549,55,1,26,0,4,44,White,75.1026
261635678004,762,23,429,264,1,25,0,2,18,White,56.2992
261635678005,1580,70,1219,157,9,43,0,5,77,White,77.1519
261635679001,685,29,564,45,1,6,0,0,40,White,82.3358
261635679002,1156,60,896,101,11,31,0,1,56,White,77.5087
261635679003,1064,75,762,103,4,48,0,5,67,White,71.6165
261635680001,947,36,742,101,8,19,0,3,38,White,78.3527
261635680002,1319,67,851,241,7,97,1,1,54,White,64.5186
261635682001,1466,77,1083,164,0,66,0,1,75,White,73.8745
261635682002,1261,42,989,113,0,25,0,8,84,White,78.4298
261635682003,1111,39,870,100,7,24,0,3,68,White,78.3078
261635683001,1129,64,734,208,0,21,0,6,96,White,65.0133
261635683002,1557,92,844,448,16,17,1,6,133,White,54.2068
261635683003,1573,91,1101,208,15,21,1,2,134,White,69.9936
261635684001,1270,60,942,146,8,28,0,4,82,White,74.1732
261635684002,2529,81,2017,237,11,29,0,3,151,White,79.7548
261635685001,1317,90,724,384,10,5,0,8,96,White,54.9734
261635685002,686,60,336,179,6,14,0,3,88,White,48.9796
261635685003,1609,71,855,547,10,11,0,3,112,White,53.1386
261635685004,877,60,608,152,1,5,0,4,47,White,69.3273
261635687001,1954,83,946,731,6,40,0,6,142,White,48.4135
261635687002,1852,97,1048,516,5,68,0,5,113,White,56.5875
261635688001,836,43,414,288,2,19,1,7,62,White,49.5215
261635688002,1489,55,468,723,1,179,0,8,55,Black,48.5561
261635688003,1431,53,467,793,1,51,0,13,53,Black,55.4158
261635689001,1388,50,1074,133,6,56,0,1,68,White,77.3775
261635689002,1309,40,938,182,4,87,0,3,55,White,71.6578
261635691001,1467,68,1232,42,5,18,0,8,94,White,83.9809
261635691002,1037,43,880,50,2,7,0,4,51,White,84.8602
261635692001,1468,83,1137,107,0,21,0,5,115,White,77.4523
261635692002,1279,80,1067,59,4,11,1,0,57,White,83.4246
261635693001,1956,66,1641,113,5,26,0,5,100,White,83.8957
261635693002,1732,80,1374,136,6,36,0,2,98,White,79.3303
261635694001,665,21,543,35,6,7,0,15,38,White,81.6541
261635694002,1242,37,1010,129,4,16,1,2,43,White,81.3205
261635694003,950,42,771,69,1,14,1,2,50,White,81.1579
261635695001,1618,83,1366,58,13,7,0,4,87,White,84.4252
261635695002,1173,36,1012,65,5,3,0,5,47,White,86.2745
261635696001,1728,88,1474,62,6,20,2,7,69,White,85.3009
261635696002,1769,93,1474,65,2,24,1,10,100,White,83.3239
261635697001,1607,70,1336,97,7,18,0,5,74,White,83.1363
261635697002,1760,78,1438,87,10,20,0,6,121,White,81.7045
261635697003,961,22,853,39,3,4,0,0,40,White,88.7617
261635698001,819,43,683,52,0,4,0,0,37,White,83.3944
261635698002,1675,51,1379,117,8,20,0,5,95,White,82.3284
261635699001,1133,53,893,97,3,16,0,1,70,White,78.8173
261635699002,1341,56,1026,142,6,14,0,4,93,White,76.5101
261635701001,1301,57,252,856,4,20,0,5,107,Black,65.7955
261635701002,1119,16,219,813,4,16,0,6,45,Black,72.6542
261635701003,1687,48,735,736,0,94,0,7,67,Black,43.6277
261635702001,1004,25,254,699,2,1,0,2,21,Black,69.6215
261635702002,1099,52,332,627,5,0,2,1,80,Black,57.0519
261635702003,940,13,265,626,1,0,0,3,32,Black,66.5957
261635704001,1631,87,437,950,3,11,0,12,131,Black,58.2465
261635704002,1225,20,212,941,1,1,0,7,43,Black,76.8163
261635704003,1218,42,198,892,12,2,0,14,58,Black,73.2348
261635704004,1286,48,231,907,2,3,1,22,72,Black,70.5288
261635705001,1757,59,267,1312,9,9,0,14,87,Black,74.6727
261635705002,1889,45,344,1376,14,11,0,7,92,Black,72.8428
261635706001,885,11,37,790,2,4,0,5,36,Black,89.2655
261635706002,1307,30,51,1132,6,8,0,6,74,Black,86.6106
261635708001,1776,69,110,1491,6,4,0,13,83,Black,83.9527
261635708002,1159,37,84,953,2,5,0,1,77,Black,82.2261
261635709001,1257,39,111,1037,2,4,0,12,52,Black,82.498
261635709002,1303,38,133,1062,3,0,0,9,58,Black,81.5042
261635710001,1241,41,202,929,1,4,0,4,60,Black,74.859
261635710002,1004,21,88,855,4,0,0,3,33,Black,85.1594
261635715001,1329,16,1083,172,0,16,0,4,38,White,81.4898
261635715002,1520,33,1373,33,2,18,0,2,59,White,90.3289
261635715003,2377,51,1879,317,3,30,1,12,84,White,79.0492
261635716001,1929,72,1576,172,1,30,1,4,73,White,81.7004
261635717001,1418,48,987,282,0,31,0,9,61,White,69.6051
261635717002,1340,77,872,326,1,16,0,6,42,White,65.0746
261635718001,1993,117,1426,293,3,66,0,4,84,White,71.5504
261635718002,1647,101,1212,237,1,35,0,8,53,White,73.5883
261635719001,1525,69,992,355,2,45,0,2,60,White,65.0492
261635719002,1510,79,1317,57,5,7,0,1,44,White,87.2185
261635720001,2213,74,1955,69,1,26,0,1,87,White,88.3416
261635721001,2061,46,1832,68,0,39,0,7,69,White,88.8889
261635721002,1424,63,1176,74,5,28,0,10,68,White,82.5843
261635721003,1553,30,1447,28,1,4,0,4,39,White,93.1745
261635721004,2068,90,1765,97,5,21,0,18,72,White,85.3482
261635722001,2021,36,1805,78,7,27,0,17,51,White,89.3122
261635722002,1796,40,1598,77,1,31,0,0,49,White,88.9755
261635722003,1775,49,1629,33,4,22,0,8,30,White,91.7746
261635722004,1563,28,1312,158,0,27,0,7,31,White,83.9411
261635724001,928,46,760,70,5,9,0,2,36,White,81.8966
261635724002,584,51,376,101,5,0,0,2,49,White,64.3836
261635725001,1906,116,1101,488,8,38,0,16,139,White,57.765
261635726001,2111,202,1440,311,6,21,0,9,122,White,68.2141
261635726002,1350,131,831,260,3,24,0,4,97,White,61.5556
261635726003,1978,187,1371,272,14,31,0,14,89,White,69.3124
261635727001,1469,122,1117,120,7,2,0,9,92,White,76.0381
261635727002,1373,98,1023,149,6,32,0,7,58,White,74.5084
261635727003,1782,150,1376,135,11,17,0,19,74,White,77.2166
261635728001,1310,136,1006,61,12,23,1,9,62,White,76.7939
261635728002,1464,122,1132,97,7,36,1,4,65,White,77.3224
261635728003,1644,155,1190,173,12,9,0,6,99,White,72.3844
261635728004,1511,147,1075,132,12,25,0,6,114,White,71.1449
261635729001,1597,118,1211,136,8,11,1,7,105,White,75.8297
261635729002,1063,105,774,88,1,7,1,4,83,White,72.8128
261635730001,1715,23,1639,5,0,10,0,1,37,White,95.5685
261635730002,1625,37,1447,61,0,36,1,5,38,White,89.0462
261635731001,2453,43,1771,399,1,165,0,3,71,White,72.1973
261635731002,2367,33,2070,107,2,40,0,10,105,White,87.4525
261635733001,2913,38,2675,19,1,38,0,12,130,White,91.8297
261635733002,1550,19,1418,14,2,19,0,0,78,White,91.4839
261635734001,1141,11,1025,14,0,6,0,11,74,White,89.8335
261635734002,1511,73,1300,50,4,11,0,14,59,White,86.0357
261635734003,3054,42,2720,210,4,10,0,9,59,White,89.0635
261635735011,2211,15,1959,22,0,52,0,36,127,White,88.6024
261635735012,0,0,0,0,0,0,0,0,0,NHPI,0
261635735013,1615,23,1374,51,0,25,0,12,130,White,85.0774
261635735014,1293,6,1189,23,0,10,0,7,58,White,91.9567
261635736001,1923,30,1714,77,0,12,1,12,77,White,89.1316
261635736002,1944,37,1775,47,3,13,0,10,59,White,91.3066
261635736003,1908,23,1752,28,0,12,0,19,74,White,91.8239
261635736004,1589,31,1462,29,0,11,0,6,50,White,92.0076
261635736005,28,0,24,1,1,0,0,0,2,White,85.7143
261635737011,1186,17,1061,30,1,9,0,26,42,White,89.4604
261635737012,884,15,814,8,0,0,0,13,34,White,92.0814
261635737021,820,10,757,10,0,3,0,5,35,White,92.3171
261635737022,1957,14,1823,37,4,19,0,5,55,White,93.1528
261635737023,1622,18,1525,4,0,7,0,5,63,White,94.0197
261635737024,1465,19,1353,7,0,6,0,9,71,White,92.3549
261635737025,1314,17,1224,7,0,5,0,17,44,White,93.1507
261635738001,889,10,821,5,0,10,0,0,43,White,92.351
261635738002,677,9,618,0,0,19,0,2,29,White,91.2851
261635738003,1359,10,1239,31,0,5,0,1,73,White,91.17
261635738004,1471,24,1337,33,0,5,0,7,65,White,90.8906
261635738005,1319,15,1199,20,0,11,0,7,67,White,90.9022
261635739001,1064,24,995,2,1,7,0,0,35,White,93.515
261635739002,915,13,872,2,0,3,0,0,25,White,95.3005
261635739003,1091,22,999,12,0,37,0,1,20,White,91.5674
261635739004,1629,34,1481,16,3,19,0,5,71,White,90.9147
261635739005,1319,27,1211,10,0,11,0,3,57,White,91.812
261635740001,869,9,787,6,2,8,0,13,44,White,90.5639
261635740002,1124,33,944,57,1,21,1,7,60,White,83.9858
261635740003,1259,6,1164,8,0,18,0,3,60,White,92.4543
261635740004,1480,22,1375,9,0,6,0,14,54,White,92.9054
261635740005,1962,22,1788,14,0,13,0,11,114,White,91.1315
261635741001,1851,25,1585,153,0,15,0,12,61,White,85.6294
261635741002,1864,35,1546,186,0,19,0,8,70,White,82.9399
261635741003,1160,25,1045,16,0,12,0,2,60,White,90.0862
261635742031,1833,62,1260,276,0,140,0,12,83,White,68.7398
261635742032,1432,33,659,301,0,402,0,6,31,White,46.0196
261635743011,2371,57,2078,51,5,82,0,30,68,White,87.6423
261635743012,1403,67,744,136,2,439,0,3,12,White,53.0292
261635746001,1547,89,1347,36,3,21,0,8,43,White,87.0718
261635746002,2236,108,1980,46,4,43,0,9,46,White,88.551
261635746003,1569,63,1359,32,3,30,0,8,74,White,86.6157
261635747001,1317,91,1154,3,1,16,1,2,49,White,87.6234
261635747002,1687,79,1493,14,0,37,1,13,50,White,88.5003
261635747003,1975,111,1721,61,0,17,0,8,57,White,87.1392
261635748001,1311,48,1196,4,2,19,0,1,41,White,91.2281
261635748002,1557,106,1357,33,2,9,0,8,42,White,87.1548
261635748003,1720,75,1523,20,7,22,2,3,68,White,88.5465
261635749001,1236,37,1037,64,3,58,0,6,31,White,83.8997
261635749002,659,31,545,51,0,15,0,4,13,White,82.7011
261635750001,1003,86,799,41,0,18,1,8,50,White,79.661
261635750002,1597,91,1394,25,2,35,0,2,48,White,87.2887
261635750003,1240,97,974,66,3,26,0,1,73,White,78.5484
261635750004,862,69,686,31,0,39,1,2,34,White,79.5824
261635751001,1177,72,919,93,6,34,0,2,51,White,78.0799
261635751002,1535,125,1233,82,1,21,0,1,72,White,80.3257
261635752001,505,18,260,180,0,31,0,3,13,White,51.4851
261635752002,1389,69,1104,113,0,28,0,6,69,White,79.4816
261635752003,1575,97,1253,108,2,44,0,3,68,White,79.5556
261635752004,920,76,730,48,1,9,1,7,48,White,79.3478
261635753001,2158,168,1725,119,5,12,0,4,125,White,79.9351
261635753002,1646,107,1367,60,3,26,0,8,75,White,83.0498
261635754011,938,76,766,44,1,7,1,3,40,White,81.6631
261635754012,1209,88,981,78,3,12,1,6,40,White,81.1414
261635754013,1290,114,1028,52,6,28,1,0,61,White,79.6899
261635755001,1226,131,913,105,0,7,0,7,63,White,74.4698
261635755002,1298,80,1022,90,1,35,0,4,66,White,78.7365
261635755003,1660,117,1398,45,0,20,0,10,70,White,84.2169
261635756001,688,59,551,28,2,18,0,3,27,White,80.0872
261635756002,1173,69,947,85,5,19,0,9,39,White,80.7332
261635760011,1922,316,1154,274,4,53,0,7,114,White,60.0416
261635761001,1678,276,1208,86,2,28,1,6,71,White,71.9905
261635761002,1176,181,872,43,6,15,2,1,56,White,74.1497
261635761003,2125,296,1587,105,6,20,1,5,105,White,74.6824
261635761004,1281,252,879,59,3,50,1,1,36,White,68.6183
261635762001,1106,108,882,48,0,11,0,9,48,White,79.7468
261635762002,1460,162,1197,25,0,10,0,9,57,White,81.9863
261635763001,735,59,605,33,4,5,0,0,29,White,82.3129
261635763002,1648,200,1327,34,1,23,1,2,60,White,80.5218
261635764001,1274,101,1082,38,2,4,0,9,38,White,84.9294
261635764002,1130,130,931,9,11,12,0,2,35,White,82.3894
261635764003,1192,134,968,20,6,3,0,0,61,White,81.2081
261635765001,1389,177,1136,14,1,6,0,0,55,White,81.7855
261635765002,797,71,666,3,0,10,0,3,44,White,83.5634
261635765003,1715,155,1424,26,3,6,1,15,85,White,83.0321
261635766001,1740,179,1450,23,3,12,0,0,73,White,83.3333
261635766002,1979,235,1630,28,4,5,2,0,75,White,82.3648
261635766003,642,92,399,116,5,8,0,0,22,White,62.1495
261635767001,1091,101,915,16,4,13,0,0,42,White,83.868
261635767002,1342,147,1126,16,3,13,0,9,28,White,83.9046
261635767003,1216,110,905,102,9,41,0,2,47,White,74.4243
261635770001,1695,449,602,574,10,9,0,10,41,White,35.5162
261635770002,1356,384,566,323,2,10,0,2,69,White,41.7404
261635770003,1368,518,651,114,6,7,0,11,61,White,47.5877
261635771001,1589,641,631,198,10,6,0,11,92,Hispanic,40.3398
261635771002,1662,623,805,158,9,11,0,9,47,White,48.4356
261635772001,1995,623,1031,184,2,20,0,26,109,White,51.6792
261635772002,1500,520,777,87,0,13,1,5,97,White,51.8
261635773001,1330,329,828,80,4,6,1,8,74,White,62.2556
261635773002,1210,251,789,75,5,4,1,10,75,White,65.2066
261635773003,846,282,477,41,6,2,1,8,29,White,56.383
261635774001,2000,481,1272,151,1,10,3,3,79,White,63.6
261635774002,1613,485,918,130,2,1,3,1,73,White,56.9126
261635775001,1793,408,1180,105,3,28,1,4,64,White,65.8115
261635775002,1798,554,946,141,11,5,4,9,128,White,52.614
261635776001,2150,439,1406,145,19,4,1,13,123,White,65.3953
261635776002,1856,528,1044,157,7,6,0,5,109,White,56.25
261635777001,1251,277,845,73,4,1,0,13,38,White,67.546
261635777002,1186,197,830,84,3,7,0,5,60,White,69.9831
261635778001,1248,296,838,53,6,7,0,0,48,White,67.1474
261635778002,1408,326,919,84,8,1,3,2,65,White,65.2699
261635778003,1289,246,909,45,3,5,1,5,75,White,70.5198
261635778004,1228,299,767,77,3,4,2,10,66,White,62.4593
261635779001,1149,159,866,55,0,8,1,2,58,White,75.3699
261635779002,1659,310,1104,167,2,8,0,7,61,White,66.5461
261635779003,1398,304,945,81,3,9,0,0,56,White,67.5966
261635780001,1425,274,970,77,2,14,1,11,76,White,68.0702
261635780002,1243,177,736,234,5,2,0,10,79,White,59.2116
261635785001,1187,195,835,73,1,12,0,3,68,White,70.3454
261635785002,1335,235,848,134,5,13,0,4,96,White,63.5206
261635785003,771,210,462,35,4,9,0,10,41,White,59.9222
261635785004,1256,286,816,70,1,12,0,3,68,White,64.9682
261635785005,1859,239,1218,264,2,24,0,3,109,White,65.5191
261635786001,2081,370,1265,232,0,48,0,18,148,White,60.7881
261635786002,1931,355,1284,147,9,10,0,22,104,White,66.494
261635786003,993,260,563,66,9,18,0,7,70,White,56.6969
261635786004,1438,331,692,307,7,15,2,11,73,White,48.1224
261635791001,809,235,365,171,0,1,0,1,36,White,45.1174
261635791002,925,173,379,291,3,3,0,8,68,White,40.973
261635792001,867,150,300,362,2,2,0,3,48,Black,41.7532
261635792002,658,133,213,245,4,3,0,5,55,Black,37.234
261635792003,613,151,297,122,7,0,0,2,34,White,48.4502
261635792004,922,247,391,202,9,1,0,8,64,White,42.4078
261635793001,1661,98,31,1475,0,0,0,6,51,Black,88.8019
261635793002,769,67,23,638,4,1,0,7,29,Black,82.9649
261635795011,823,199,327,221,8,3,0,6,59,White,39.7327
261635795012,697,165,329,139,11,2,0,6,45,White,47.2023
261635796001,913,64,36,779,0,0,0,5,29,Black,85.3231
261635796002,1250,102,59,1040,2,2,0,4,41,Black,83.2
261635796003,1155,69,40,980,0,5,0,13,48,Black,84.8485
261635797001,820,246,329,181,4,5,0,7,48,White,40.122
261635797002,1162,295,559,225,4,6,0,0,73,White,48.1067
261635797003,984,279,316,319,3,2,0,6,59,Black,32.4187
261635798001,823,141,375,216,2,4,0,13,72,White,45.565
261635798002,671,137,335,150,1,2,0,0,46,White,49.9255
261635799001,1061,32,984,9,0,13,2,1,20,White,92.7427
261635799002,1340,54,1213,12,0,18,2,2,39,White,90.5224
261635799003,1289,55,1142,16,3,12,0,1,60,White,88.5958
261635799004,2099,108,1086,419,1,413,0,11,61,White,51.7389
261635801001,964,75,788,41,4,4,0,3,49,White,81.7427
261635801002,956,61,796,39,6,5,0,3,46,White,83.2636
261635802001,1380,102,1184,18,8,7,1,3,57,White,85.7971
261635802002,1438,128,1193,42,4,5,0,11,55,White,82.9624
261635803001,1475,127,1211,37,7,6,2,7,78,White,82.1017
261635803002,1290,97,1137,11,1,3,0,5,36,White,88.1395
261635804001,1216,70,1048,17,1,5,0,3,72,White,86.1842
261635804002,1378,90,1196,15,2,9,1,5,60,White,86.7925
261635805001,1528,107,1328,20,1,4,0,3,65,White,86.911
261635805002,1425,78,1294,0,1,0,0,4,48,White,90.807
261635806001,1617,128,1369,15,5,14,0,3,83,White,84.663
261635806002,1488,147,1232,26,9,5,0,4,65,White,82.7957
261635807001,1644,98,1408,28,6,24,0,2,78,White,85.6448
261635807002,1840,141,1525,44,8,11,2,7,102,White,82.8804
261635808001,1511,96,1305,31,6,9,0,6,58,White,86.3666
261635809001,1385,98,1143,44,6,8,0,5,81,White,82.5271
261635809002,1161,73,998,25,6,1,0,3,55,White,85.9604
261635809003,1362,75,1187,14,6,8,1,2,69,White,87.1512
261635811011,30,6,16,3,1,3,0,0,1,White,53.3333
261635811012,1457,149,803,381,0,67,0,0,57,White,55.1132
261635811013,750,76,575,19,2,26,0,3,49,White,76.6667
261635811014,1612,171,1179,118,5,48,0,10,81,White,73.139
261635812001,1805,135,1393,144,6,70,0,0,57,White,77.1745
261635812002,1143,90,901,45,1,66,0,1,39,White,78.8276
261635812003,788,71,607,33,6,41,0,7,23,White,77.0305
261635815001,1260,122,1003,39,1,16,0,7,72,White,79.6032
261635815002,1125,98,893,54,0,9,0,4,67,White,79.3778
261635816001,1365,120,1073,56,13,13,0,5,85,White,78.6081
261635816002,1319,128,971,91,2,47,0,15,65,White,73.6164
261635816003,919,67,611,159,0,46,0,3,33,White,66.4853
261635816004,902,39,561,186,0,87,0,4,25,White,62.1951
261635816005,1306,192,765,194,5,89,0,3,58,White,58.5758
261635818001,941,101,756,16,2,11,0,0,55,White,80.3401
261635818002,719,42,596,25,0,4,0,3,49,White,82.8929
261635818003,1005,96,799,40,7,0,0,14,49,White,79.5025
261635819001,1410,147,1154,29,11,2,4,1,62,White,81.844
261635819002,884,115,665,44,0,8,1,2,49,White,75.2262
261635819003,771,95,611,21,1,6,0,3,34,White,79.2477
261635819004,1549,123,1288,35,7,5,0,8,83,White,83.1504
261635820001,708,58,588,10,2,4,1,3,42,White,83.0508
261635820002,639,44,536,16,1,5,0,4,33,White,83.8811
261635820003,855,72,454,259,8,28,0,4,30,White,53.0994
261635820004,847,73,480,216,0,22,0,6,50,White,56.6706
261635821001,1472,124,1260,6,8,12,0,9,53,White,85.5978
261635821002,1244,87,1021,23,10,21,0,2,80,White,82.074
261635821003,1178,102,976,21,10,3,0,1,65,White,82.8523
261635830011,1385,130,1019,87,8,22,0,9,110,White,73.574
261635830012,1183,115,903,70,6,5,0,6,78,White,76.3314
261635831011,1346,127,1005,112,3,7,0,1,91,White,74.6657
261635831012,1215,115,856,100,3,19,0,7,115,White,70.4527
261635831013,1402,104,1009,191,8,15,0,3,72,White,71.9686
261635832001,1142,77,873,82,4,2,0,3,101,White,76.4448
261635832002,1782,154,1379,131,4,12,0,4,98,White,77.385
261635833001,1331,131,1044,68,9,9,1,5,64,White,78.4373
261635833002,1231,86,953,75,5,19,1,2,90,White,77.4167
261635834001,1120,100,873,59,3,13,0,9,63,White,77.9464
261635834002,1432,111,1139,88,6,12,1,4,71,White,79.5391
261635834003,1111,127,850,64,6,5,0,0,59,White,76.5077
261635834004,1324,113,1042,64,3,7,1,5,89,White,78.7009
261635835001,1040,94,799,56,5,13,2,0,71,White,76.8269
261635835002,1655,143,1310,96,5,18,0,0,83,White,79.1541
261635836001,1283,107,1057,49,3,6,5,4,52,White,82.385
261635836002,1310,100,992,89,5,22,1,10,91,White,75.7252
261635837001,1879,126,1385,211,12,24,0,16,105,White,73.7094
261635837002,1826,184,1238,242,12,23,2,17,108,White,67.7985
261635838001,1321,105,1038,89,5,30,1,3,50,White,78.5768
261635838002,2205,128,1400,505,3,59,0,3,107,White,63.4921
261635838003,1014,65,792,72,4,26,0,5,50,White,78.1065
261635839001,1529,107,1094,212,2,26,0,6,82,White,71.55
261635839002,854,65,453,242,2,24,0,7,61,White,53.0445
261635839003,1673,68,610,849,7,55,4,12,68,Black,50.7472
261635840001,969,66,775,61,3,12,0,5,47,White,79.9794
261635840002,1475,154,1153,68,3,19,0,8,70,White,78.1695
261635840003,2226,124,763,1157,7,37,0,9,129,Black,51.9766
261635841001,946,73,757,52,6,7,0,2,49,White,80.0211
261635841002,7,0,5,0,0,0,0,0,2,White,71.4286
261635841003,869,80,690,41,7,8,0,1,42,White,79.4016
261635842001,1756,89,822,710,1,30,0,13,91,White,46.8109
261635842002,1863,158,1174,392,5,52,0,4,78,White,63.0166
261635843001,1075,51,478,428,1,47,1,4,65,White,44.4651
261635843002,979,65,597,217,5,42,1,8,44,White,60.9806
261635844001,1218,126,765,180,8,49,0,6,84,White,62.8079
261635844002,1948,187,1135,414,7,94,1,1,109,White,58.2649
261635845011,1138,96,836,94,2,60,0,5,45,White,73.4622
261635845012,1498,118,857,402,6,35,0,7,73,White,57.2096
261635846001,883,101,485,223,0,23,0,2,49,White,54.9264
261635846002,27,8,11,3,2,0,0,1,2,White,40.7407
261635846003,1104,49,401,440,0,165,0,0,49,Black,39.8551
261635847001,1340,105,954,138,7,58,0,5,73,White,71.194
261635847002,1171,112,833,125,0,16,0,3,82,White,71.1358
261635848011,1564,133,398,911,7,11,0,6,98,Black,58.2481
261635848012,1747,111,328,1193,7,33,0,9,66,Black,68.2885
261635848021,1753,88,422,1154,0,11,0,5,73,Black,65.83
261635848022,1154,113,651,243,3,69,0,9,66,White,56.4125
261635855001,1312,54,859,275,3,4,1,7,109,White,65.4726
261635855002,510,34,382,49,3,6,0,3,33,White,74.902
261635856001,2963,79,357,2329,4,54,1,18,121,Black,78.6028
261635856002,985,35,220,653,2,8,0,8,59,Black,66.2944
261635857001,941,56,337,481,3,1,0,2,61,Black,51.1158
261635857002,1154,38,368,658,5,9,1,1,74,Black,57.0191
261635858001,2830,138,1261,1184,7,13,1,22,204,White,44.5583
261635858002,2125,80,273,1658,5,21,0,7,81,Black,78.0235
261635859001,713,29,254,396,0,3,0,6,25,Black,55.54
261635859002,719,31,156,461,5,1,2,9,54,Black,64.1168
261635859003,844,29,634,117,5,3,2,4,50,White,75.1185
261635859004,893,61,691,60,4,1,0,8,68,White,77.3796
