"year","state_abbrev","democrat","republican","other","winner","party_win"
1940,"ND",44.18,55.06,NA,"Wendell Willkie","republican"
1940,"NE",42.81,57.19,NA,"Wendell Willkie","republican"
1940,"NH",53.22,46.78,NA,"Franklin D. Roosevelt","democrat"
1940,"NJ",51.48,47.86,NA,"Franklin D. Roosevelt","democrat"
1940,"NM",56.59,43.28,0.08,"Franklin D. Roosevelt","democrat"
1940,"NV",60.08,39.92,NA,"Franklin D. Roosevelt","democrat"
1940,"NY",51.5,47.95,NA,"Franklin D. Roosevelt","democrat"
1940,"OH",52.2,47.8,NA,"Franklin D. Roosevelt","democrat"
1940,"OK",57.41,42.23,NA,"Franklin D. Roosevelt","democrat"
1940,"OR",53.7,45.62,NA,"Franklin D. Roosevelt","democrat"
1940,"PA",53.23,46.33,NA,"Franklin D. Roosevelt","democrat"
1940,"RI",56.73,43.17,NA,"Franklin D. Roosevelt","democrat"
1940,"SC",95.63,4.37,NA,"Franklin D. Roosevelt","democrat"
1940,"SD",42.59,57.41,NA,"Wendell Willkie","republican"
1940,"TN",67.25,32.35,NA,"Franklin D. Roosevelt","democrat"
1940,"TX",80.92,18.91,NA,"Franklin D. Roosevelt","democrat"
1940,"UT",62.25,37.59,0.08,"Franklin D. Roosevelt","democrat"
1940,"VA",68.08,31.55,NA,"Franklin D. Roosevelt","democrat"
1940,"VT",44.92,54.78,NA,"Wendell Willkie","republican"
1940,"WA",58.2,40.6,NA,"Franklin D. Roosevelt","democrat"
1940,"WI",50.15,48.32,NA,"Franklin D. Roosevelt","democrat"
1940,"WV",57.1,42.9,NA,"Franklin D. Roosevelt","democrat"
1940,"WY",52.82,46.89,0.15,"Franklin D. Roosevelt","democrat"
1944,"AL",81.28,18.2,NA,"Franklin D. Roosevelt","democrat"
1944,"AR",69.95,29.84,0.21,"Franklin D. Roosevelt","democrat"
1944,"AZ",58.8,40.9,0.3,"Franklin D. Roosevelt","democrat"
1944,"CA",56.48,42.97,NA,"Franklin D. Roosevelt","democrat"
1944,"CO",46.4,53.21,NA,"Thomas E. Dewey","republican"
1944,"CT",52.3,46.94,NA,"Franklin D. Roosevelt","democrat"
1944,"DE",54.38,45.27,NA,"Franklin D. Roosevelt","democrat"
1944,"FL",70.29,29.66,0.04,"Franklin D. Roosevelt","democrat"
1944,"GA",81.74,18.25,NA,"Franklin D. Roosevelt","democrat"
1944,"IA",47.49,51.99,NA,"Thomas E. Dewey","republican"
1944,"ID",51.55,48.07,NA,"Franklin D. Roosevelt","democrat"
1944,"IL",51.52,48.05,NA,"Franklin D. Roosevelt","democrat"
1944,"IN",46.73,52.38,NA,"Thomas E. Dewey","republican"
1944,"KS",39.18,60.25,NA,"Thomas E. Dewey","republican"
1944,"KY",54.45,45.22,NA,"Franklin D. Roosevelt","democrat"
1944,"LA",80.59,19.39,NA,"Franklin D. Roosevelt","democrat"
1944,"MA",52.8,46.99,NA,"Franklin D. Roosevelt","democrat"
1944,"MD",51.85,48.15,NA,"Franklin D. Roosevelt","democrat"
1944,"ME",47.45,52.44,NA,"Thomas E. Dewey","republican"
1944,"MI",50.19,49.18,NA,"Franklin D. Roosevelt","democrat"
1944,"MN",52.41,46.86,NA,"Franklin D. Roosevelt","democrat"
1944,"MO",51.37,48.43,NA,"Franklin D. Roosevelt","democrat"
1944,"MS",93.56,6.44,NA,"Franklin D. Roosevelt","democrat"
1944,"MT",54.28,44.93,NA,"Franklin D. Roosevelt","democrat"
1944,"NC",66.71,33.29,NA,"Franklin D. Roosevelt","democrat"
1944,"ND",45.48,53.84,NA,"Thomas E. Dewey","republican"
1944,"NE",41.42,58.58,NA,"Thomas E. Dewey","republican"
1944,"NH",52.11,47.87,NA,"Franklin D. Roosevelt","democrat"
1944,"NJ",50.31,48.95,NA,"Franklin D. Roosevelt","democrat"
1944,"NM",53.47,46.44,0.1,"Franklin D. Roosevelt","democrat"
1944,"NV",54.62,45.38,NA,"Franklin D. Roosevelt","democrat"
1944,"NY",52.31,47.3,NA,"Franklin D. Roosevelt","democrat"
1944,"OH",49.82,50.18,NA,"Thomas E. Dewey","republican"
1944,"OK",55.57,44.2,NA,"Franklin D. Roosevelt","democrat"
1944,"OR",51.78,46.94,NA,"Franklin D. Roosevelt","democrat"
1944,"PA",51.14,48.36,NA,"Franklin D. Roosevelt","democrat"
1944,"RI",58.59,41.26,NA,"Franklin D. Roosevelt","democrat"
1944,"SC",87.64,4.46,NA,"Franklin D. Roosevelt","democrat"
1944,"SD",41.67,58.33,NA,"Thomas E. Dewey","republican"
1944,"TN",60.45,39.22,NA,"Franklin D. Roosevelt","democrat"
1944,"TX",71.42,16.64,NA,"Franklin D. Roosevelt","democrat"
1944,"UT",60.44,39.42,0.14,"Franklin D. Roosevelt","democrat"
1944,"VA",62.36,37.39,NA,"Franklin D. Roosevelt","democrat"
1944,"VT",42.93,57.06,NA,"Thomas E. Dewey","republican"
1944,"WA",56.8,42.2,NA,"Franklin D. Roosevelt","democrat"
1944,"WI",48.57,50.37,NA,"Thomas E. Dewey","republican"
1944,"WV",54.89,45.11,NA,"Franklin D. Roosevelt","democrat"
1944,"WY",48.77,51.23,NA,"Thomas E. Dewey","republican"
1948,"AL",NA,19.04,79.75,"Strom Thurmond","other"
1948,"AR",61.72,21.02,16.52,"Harry S. Truman","democrat"
1948,"AZ",53.8,43.8,1.9,"Harry S. Truman","democrat"
1948,"CA",47.57,47.13,NA,"Harry S. Truman","democrat"
1948,"CO",51.88,46.52,NA,"Harry S. Truman","democrat"
1948,"CT",47.91,49.55,NA,"Thomas E. Dewey","republican"
1948,"DE",48.76,50.04,NA,"Thomas E. Dewey","republican"
1948,"FL",48.82,33.63,15.54,"Harry S. Truman","democrat"
1948,"GA",60.81,18.31,20.31,"Harry S. Truman","democrat"
1948,"IA",50.31,47.58,NA,"Harry S. Truman","democrat"
1948,"ID",49.98,47.26,NA,"Harry S. Truman","democrat"
1948,"IL",50.07,49.22,NA,"Harry S. Truman","democrat"
1948,"IN",48.78,49.58,NA,"Thomas E. Dewey","republican"
1948,"KS",44.61,53.63,NA,"Thomas E. Dewey","republican"
1948,"KY",56.74,41.48,1.27,"Harry S. Truman","democrat"
1948,"LA",32.75,17.45,49.07,"Strom Thurmond","other"
1948,"MA",54.66,43.16,NA,"Harry S. Truman","democrat"
1948,"MD",48.01,49.4,0.41,"Thomas E. Dewey","republican"
1948,"ME",42.27,56.74,NA,"Thomas E. Dewey","republican"
1948,"MI",47.57,49.23,NA,"Thomas E. Dewey","republican"
1948,"MN",57.16,39.89,NA,"Harry S. Truman","democrat"
1948,"MO",58.11,41.49,0.003,"Harry S. Truman","democrat"
1948,"MS",10.09,2.62,87.17,"Strom Thurmond","other"
1948,"MT",53.09,43.15,NA,"Harry S. Truman","democrat"
1948,"NC",58.02,32.68,8.8,"Harry S. Truman","democrat"
1948,"ND",43.41,52.17,0.17,"Thomas E. Dewey","republican"
1948,"NE",45.85,54.15,NA,"Thomas E. Dewey","republican"
1948,"NH",46.66,52.41,NA,"Thomas E. Dewey","republican"
1948,"NJ",45.93,50.33,NA,"Thomas E. Dewey","republican"
1948,"NM",56.38,42.93,0.55,"Harry S. Truman","democrat"
1948,"NV",50.37,47.26,NA,"Harry S. Truman","democrat"
1948,"NY",45.01,45.99,NA,"Thomas E. Dewey","republican"
1948,"OH",49.48,49.24,NA,"Harry S. Truman","democrat"
1948,"OK",62.75,37.25,NA,"Harry S. Truman","democrat"
1948,"OR",46.4,49.78,NA,"Thomas E. Dewey","republican"
1948,"PA",46.92,50.93,NA,"Thomas E. Dewey","republican"
1948,"RI",57.59,41.44,NA,"Harry S. Truman","democrat"
1948,"SC",24.14,3.78,71.97,"Strom Thurmond","other"
1948,"SD",47.04,51.84,NA,"Thomas E. Dewey","republican"
1948,"TN",49.14,36.87,13.41,"Harry S. Truman","democrat"
1948,"TX",65.96,24.29,9.11,"Harry S. Truman","democrat"
1948,"UT",53.98,45.02,0.97,"Harry S. Truman","democrat"
1948,"VA",47.89,41.04,10.35,"Harry S. Truman","democrat"
1948,"VT",36.92,61.54,NA,"Thomas E. Dewey","republican"
1948,"WA",52.6,42.7,NA,"Harry S. Truman","democrat"
1948,"WI",50.7,46.28,NA,"Harry S. Truman","democrat"
1948,"WV",57.32,42.24,NA,"Harry S. Truman","democrat"
1948,"WY",51.62,47.27,0.92,"Harry S. Truman","democrat"
1952,"AL",64.55,35.02,NA,"Adlai E. Stevenson","democrat"
1952,"AR",55.9,43.76,0.22,"Adlai E. Stevenson","democrat"
1952,"AZ",41.7,58.3,NA,"Dwight D. Eisenhower","republican"
1952,"CA",42.27,56.83,NA,"Dwight D. Eisenhower","republican"
1952,"CO",38.96,60.27,NA,"Dwight D. Eisenhower","republican"
1952,"CT",43.91,55.7,NA,"Dwight D. Eisenhower","republican"
1952,"DE",47.88,51.75,NA,"Dwight D. Eisenhower","republican"
1952,"FL",44.97,54.99,0.04,"Dwight D. Eisenhower","republican"
1952,"GA",69.66,30.34,NA,"Adlai E. Stevenson","democrat"
1952,"IA",35.59,63.75,NA,"Dwight D. Eisenhower","republican"
1952,"ID",34.42,65.42,NA,"Dwight D. Eisenhower","republican"
1952,"IL",44.94,54.84,NA,"Dwight D. Eisenhower","republican"
1952,"IN",40.99,58.11,NA,"Dwight D. Eisenhower","republican"
1952,"KS",30.5,68.77,NA,"Dwight D. Eisenhower","republican"
1952,"KY",49.91,49.84,NA,"Adlai E. Stevenson","democrat"
1952,"LA",52.92,47.08,NA,"Adlai E. Stevenson","democrat"
1952,"MA",45.46,54.22,NA,"Dwight D. Eisenhower","republican"
1952,"MD",43.83,55.36,NA,"Dwight D. Eisenhower","republican"
1952,"ME",33.77,66.05,NA,"Dwight D. Eisenhower","republican"
1952,"MI",43.97,55.44,NA,"Dwight D. Eisenhower","republican"
1952,"MN",44.11,55.33,NA,"Dwight D. Eisenhower","republican"
1952,"MO",49.14,50.71,NA,"Dwight D. Eisenhower","republican"
1952,"MS",60.44,39.56,NA,"Adlai E. Stevenson","democrat"
1952,"MT",40.07,59.39,NA,"Dwight D. Eisenhower","republican"
1952,"NC",53.91,46.09,NA,"Adlai E. Stevenson","democrat"
1952,"ND",28.39,70.97,NA,"Dwight D. Eisenhower","republican"
1952,"NE",30.85,69.15,NA,"Dwight D. Eisenhower","republican"
1952,"NH",39.08,60.92,NA,"Dwight D. Eisenhower","republican"
1952,"NJ",41.99,56.81,NA,"Dwight D. Eisenhower","republican"
1952,"NM",44.28,55.39,0.12,"Dwight D. Eisenhower","republican"
1952,"NV",38.55,61.45,NA,"Dwight D. Eisenhower","republican"
1952,"NY",43.55,55.45,NA,"Dwight D. Eisenhower","republican"
1952,"OH",43.24,56.76,NA,"Dwight D. Eisenhower","republican"
1952,"OK",45.41,54.59,NA,"Dwight D. Eisenhower","republican"
1952,"OR",38.93,60.54,NA,"Dwight D. Eisenhower","republican"
1952,"PA",46.85,52.74,NA,"Dwight D. Eisenhower","republican"
1952,"RI",49.05,50.89,NA,"Dwight D. Eisenhower","republican"
1952,"SC",50.72,49.28,NA,"Adlai E. Stevenson","democrat"
1952,"SD",30.73,69.27,NA,"Dwight D. Eisenhower","republican"
1952,"TN",49.71,49.99,NA,"Dwight D. Eisenhower","republican"
1952,"TX",46.69,53.13,NA,"Dwight D. Eisenhower","republican"
1952,"UT",41.07,58.93,NA,"Dwight D. Eisenhower","republican"
1952,"VA",43.36,56.32,NA,"Dwight D. Eisenhower","republican"
1952,"VT",28.23,71.45,NA,"Dwight D. Eisenhower","republican"
1952,"WA",44.7,54.3,NA,"Dwight D. Eisenhower","republican"
1952,"WI",38.71,60.95,NA,"Dwight D. Eisenhower","republican"
1952,"WV",51.92,48.08,NA,"Adlai E. Stevenson","democrat"
1952,"WY",37.09,62.71,0.15,"Dwight D. Eisenhower","republican"
1956,"AL",56.52,39.39,4.09,"Adlai E. Stevenson","democrat"
1956,"AR",52.46,45.82,1.72,"Adlai E. Stevenson","democrat"
1956,"AZ",38.9,61,0.1,"Dwight D. Eisenhower","republican"
1956,"CA",44.27,55.39,NA,"Dwight D. Eisenhower","republican"
1956,"CO",39.81,59.49,0.11,"Dwight D. Eisenhower","republican"
1956,"CT",36.26,63.72,NA,"Dwight D. Eisenhower","republican"
1956,"DE",44.62,55.09,NA,"Dwight D. Eisenhower","republican"
1956,"FL",42.67,57.19,0.14,"Dwight D. Eisenhower","republican"
1956,"GA",66.48,32.65,NA,"Adlai E. Stevenson","democrat"
1956,"IA",40.65,59.06,0.26,"Dwight D. Eisenhower","republican"
1956,"ID",38.78,61.17,NA,"Dwight D. Eisenhower","republican"
1956,"IL",40.29,59.52,NA,"Dwight D. Eisenhower","republican"
1956,"IN",39.7,59.9,NA,"Dwight D. Eisenhower","republican"
1956,"KS",34.21,65.44,NA,"Dwight D. Eisenhower","republican"
1956,"KY",45.21,54.3,NA,"Dwight D. Eisenhower","republican"
1956,"LA",39.51,53.28,7.21,"Dwight D. Eisenhower","republican"
1956,"MA",40.37,59.32,NA,"Dwight D. Eisenhower","republican"
1956,"MD",39.96,60.04,NA,"Dwight D. Eisenhower","republican"
1956,"ME",29.13,70.87,NA,"Dwight D. Eisenhower","republican"
1956,"MI",44.15,55.63,NA,"Dwight D. Eisenhower","republican"
1956,"MN",46.08,53.68,NA,"Dwight D. Eisenhower","republican"
1956,"MO",50.11,49.89,NA,"Adlai E. Stevenson","democrat"
1956,"MS",58.23,24.46,17.31,"Adlai E. Stevenson","democrat"
1956,"MT",42.87,57.13,NA,"Dwight D. Eisenhower","republican"
1956,"NC",50.66,49.34,NA,"Adlai E. Stevenson","democrat"
1956,"ND",38.09,61.72,0.19,"Dwight D. Eisenhower","republican"
1956,"NE",34.49,65.51,NA,"Dwight D. Eisenhower","republican"
1956,"NH",33.84,66.11,0.04,"Dwight D. Eisenhower","republican"
1956,"NJ",34.23,64.68,0.21,"Dwight D. Eisenhower","republican"
1956,"NM",41.78,57.81,0.14,"Dwight D. Eisenhower","republican"
1956,"NV",42.03,57.97,NA,"Dwight D. Eisenhower","republican"
1956,"NY",34.64,61.24,NA,"Dwight D. Eisenhower","republican"
1956,"OH",38.89,61.11,NA,"Dwight D. Eisenhower","republican"
1956,"OK",44.87,55.13,NA,"Dwight D. Eisenhower","republican"
1956,"OR",44.75,55.25,NA,"Dwight D. Eisenhower","republican"
1956,"PA",43.3,56.49,NA,"Dwight D. Eisenhower","republican"
1956,"RI",41.74,58.26,NA,"Dwight D. Eisenhower","republican"
1956,"SC",45.37,25.18,29.45,"Adlai E. Stevenson","democrat"
1956,"SD",41.61,58.39,NA,"Dwight D. Eisenhower","republican"
1956,"TN",48.6,49.21,2.11,"Dwight D. Eisenhower","republican"
1956,"TX",43.98,55.26,0.75,"Dwight D. Eisenhower","republican"
1956,"UT",35.44,64.56,NA,"Dwight D. Eisenhower","republican"
1956,"VA",38.36,55.37,6.16,"Dwight D. Eisenhower","republican"
1956,"VT",27.81,72.16,NA,"Dwight D. Eisenhower","republican"
1956,"WA",45.4,53.9,NA,"Dwight D. Eisenhower","republican"
1956,"WI",37.84,61.58,NA,"Dwight D. Eisenhower","republican"
1956,"WV",45.92,54.08,NA,"Dwight D. Eisenhower","republican"
1956,"WY",39.92,60.08,NA,"Dwight D. Eisenhower","republican"
1960,"AK",49.06,50.94,NA,"Richard Nixon","republican"
1960,"AL",56.41,42.18,57.43,"Harry S. Truman","other"
1960,"AR",50.19,43.06,6.76,"John F. Kennedy","democrat"
1960,"AZ",44.4,55.5,0.1,"Richard Nixon","republican"
1960,"CA",49.55,50.1,NA,"Richard Nixon","republican"
1960,"CO",44.91,54.63,NA,"Richard Nixon","republican"
1960,"CT",53.73,46.27,NA,"John F. Kennedy","democrat"
1960,"DE",50.63,49,NA,"John F. Kennedy","democrat"
1960,"FL",48.49,51.51,NA,"Richard Nixon","republican"
1960,"GA",62.54,37.43,NA,"John F. Kennedy","democrat"
1960,"HI",50.03,49.97,NA,"John F. Kennedy","democrat"
1960,"IA",43.22,56.71,NA,"Richard Nixon","republican"
1960,"ID",46.22,53.78,NA,"Richard Nixon","republican"
1960,"IL",49.98,49.8,NA,"John F. Kennedy","democrat"
1960,"IN",44.6,55.03,NA,"Richard Nixon","republican"
1960,"KS",39.1,60.45,NA,"Richard Nixon","republican"
1960,"KY",46.41,53.59,NA,"Richard Nixon","republican"
1960,"LA",50.42,28.59,20.99,"John F. Kennedy","democrat"
1960,"MA",60.22,39.55,NA,"John F. Kennedy","democrat"
1960,"MD",53.61,46.39,NA,"John F. Kennedy","democrat"
1960,"ME",42.95,57.05,NA,"Richard Nixon","republican"
1960,"MI",50.85,48.84,NA,"John F. Kennedy","democrat"
1960,"MN",50.58,49.16,NA,"John F. Kennedy","democrat"
1960,"MO",50.26,49.74,NA,"John F. Kennedy","democrat"
1960,"MS",36.34,24.67,38.99,"Harry S. Truman","other"
1960,"MT",48.6,51.1,NA,"Richard Nixon","republican"
1960,"NC",52.11,47.89,NA,"John F. Kennedy","democrat"
1960,"ND",44.52,55.42,NA,"Richard Nixon","republican"
1960,"NE",37.93,62.07,NA,"Richard Nixon","republican"
1960,"NH",46.58,53.42,NA,"Richard Nixon","republican"
1960,"NJ",49.96,49.16,NA,"John F. Kennedy","democrat"
1960,"NM",50.15,49.41,0.18,"John F. Kennedy","democrat"
1960,"NV",51.16,48.84,NA,"John F. Kennedy","democrat"
1960,"NY",52.53,47.27,NA,"John F. Kennedy","democrat"
1960,"OH",46.72,53.28,NA,"Richard Nixon","republican"
1960,"OK",40.98,59.02,NA,"Richard Nixon","republican"
1960,"OR",47.32,52.56,NA,"Richard Nixon","republican"
1960,"PA",51.06,48.74,NA,"John F. Kennedy","democrat"
1960,"RI",63.63,36.37,NA,"John F. Kennedy","democrat"
1960,"SC",51.24,48.76,NA,"John F. Kennedy","democrat"
1960,"SD",41.79,58.21,NA,"Richard Nixon","republican"
1960,"TN",45.77,52.92,NA,"Richard Nixon","republican"
1960,"TX",50.52,48.52,NA,"John F. Kennedy","democrat"
1960,"UT",45.17,54.81,0.03,"Richard Nixon","republican"
1960,"VA",46.97,52.44,NA,"Richard Nixon","republican"
1960,"VT",41.35,58.65,NA,"Richard Nixon","republican"
1960,"WA",48.3,50.7,NA,"Richard Nixon","republican"
1960,"WI",48.05,51.77,NA,"Richard Nixon","republican"
1960,"WV",52.73,47.27,NA,"John F. Kennedy","democrat"
1960,"WY",44.99,55.01,NA,"Richard Nixon","republican"
1964,"AK",65.91,34.09,NA,"Lyndon B. Johnson","democrat"
1964,"AL",NA,69.45,30.55,"Barry Goldwater","republican"
1964,"AR",56.06,43.41,0.53,"Lyndon B. Johnson","democrat"
1964,"AZ",49.5,50.4,0.1,"Barry Goldwater","republican"
1964,"CA",59.11,40.79,NA,"Lyndon B. Johnson","democrat"
1964,"CO",61.27,38.19,NA,"Lyndon B. Johnson","democrat"
1964,"CT",67.81,32.09,NA,"Lyndon B. Johnson","democrat"
1964,"DC",85.5,14.5,NA,"Lyndon B. Johnson","democrat"
1964,"DE",60.95,38.78,NA,"Lyndon B. Johnson","democrat"
1964,"FL",51.14,48.84,NA,"Lyndon B. Johnson","democrat"
1964,"GA",45.87,54.12,NA,"Barry Goldwater","republican"
1964,"HI",78.76,21.24,NA,"Lyndon B. Johnson","democrat"
1964,"IA",61.88,37.92,NA,"Lyndon B. Johnson","democrat"
1964,"ID",50.92,49.08,NA,"Lyndon B. Johnson","democrat"
1964,"IL",59.47,40.53,NA,"Lyndon B. Johnson","democrat"
1964,"IN",55.98,43.56,NA,"Lyndon B. Johnson","democrat"
1964,"KS",54.09,45.06,NA,"Lyndon B. Johnson","democrat"
1964,"KY",64.01,35.65,NA,"Lyndon B. Johnson","democrat"
1964,"LA",43.19,56.81,NA,"Barry Goldwater","republican"
1964,"MA",76.19,23.44,NA,"Lyndon B. Johnson","democrat"
1964,"MD",65.47,34.53,NA,"Lyndon B. Johnson","democrat"
1964,"ME",68.84,31.16,NA,"Lyndon B. Johnson","democrat"
1964,"MI",66.7,33.1,NA,"Lyndon B. Johnson","democrat"
1964,"MN",63.76,36,NA,"Lyndon B. Johnson","democrat"
1964,"MO",64.05,35.95,NA,"Lyndon B. Johnson","democrat"
1964,"MS",12.86,87.14,NA,"Barry Goldwater","republican"
1964,"MT",58.95,40.57,NA,"Lyndon B. Johnson","democrat"
1964,"NC",56.15,43.85,NA,"Lyndon B. Johnson","democrat"
1964,"ND",57.97,41.88,NA,"Lyndon B. Johnson","democrat"
1964,"NE",52.61,47.39,NA,"Lyndon B. Johnson","democrat"
1964,"NH",63.89,36.11,NA,"Lyndon B. Johnson","democrat"
1964,"NJ",65.61,33.86,NA,"Lyndon B. Johnson","democrat"
1964,"NM",59.03,40.12,0.37,"Lyndon B. Johnson","democrat"
1964,"NV",58.58,41.42,NA,"Lyndon B. Johnson","democrat"
1964,"NY",68.56,31.31,NA,"Lyndon B. Johnson","democrat"
1964,"OH",62.94,37.06,NA,"Lyndon B. Johnson","democrat"
1964,"OK",55.75,44.25,NA,"Lyndon B. Johnson","democrat"
1964,"OR",63.72,35.96,NA,"Lyndon B. Johnson","democrat"
1964,"PA",64.92,34.7,NA,"Lyndon B. Johnson","democrat"
1964,"RI",80.87,19.13,NA,"Lyndon B. Johnson","democrat"
1964,"SC",41.1,58.89,NA,"Barry Goldwater","republican"
1964,"SD",55.61,44.39,NA,"Lyndon B. Johnson","democrat"
1964,"TN",55.5,44.49,NA,"Lyndon B. Johnson","democrat"
1964,"TX",63.32,36.49,NA,"Lyndon B. Johnson","democrat"
1964,"UT",54.71,45.01,NA,"Lyndon B. Johnson","democrat"
1964,"VA",53.54,46.18,NA,"Lyndon B. Johnson","democrat"
1964,"VT",66.3,33.69,NA,"Lyndon B. Johnson","democrat"
1964,"WA",62,37.4,NA,"Lyndon B. Johnson","democrat"
1964,"WI",62.09,37.74,NA,"Lyndon B. Johnson","democrat"
1964,"WV",67.94,32.06,NA,"Lyndon B. Johnson","democrat"
1964,"WY",56.56,43.44,NA,"Lyndon B. Johnson","democrat"
1968,"AK",42.65,45.28,12.07,"Richard Nixon","republican"
1968,"AL",18.72,13.99,65.86,"George Wallace","other"
1968,"AR",30.36,30.77,38.87,"George Wallace","other"
1968,"AZ",35,54.8,9.6,"Richard Nixon","republican"
1968,"CA",44.74,47.82,NA,"Richard Nixon","republican"
1968,"CO",41.32,50.46,7.5,"Richard Nixon","republican"
1968,"CT",49.48,44.32,NA,"Hubert Humphrey","democrat"
1968,"DC",81.82,18.18,NA,"Hubert Humphrey","democrat"
1968,"DE",41.61,45.12,13.28,"Richard Nixon","republican"
1968,"FL",30.93,40.53,28.53,"Richard Nixon","republican"
1968,"GA",26.75,30.4,42.83,"George Wallace","other"
1968,"HI",59.83,38.7,1.47,"Hubert Humphrey","democrat"
1968,"IA",40.82,53.01,5.69,"Richard Nixon","republican"
1968,"ID",30.66,56.79,12.55,"Richard Nixon","republican"
1968,"IL",44.15,47.08,8.46,"Richard Nixon","republican"
1968,"IN",37.99,50.29,11.45,"Richard Nixon","republican"
1968,"KS",34.72,54.84,10.19,"Richard Nixon","republican"
1968,"KY",37.65,43.79,18.29,"Richard Nixon","republican"
1968,"LA",28.21,23.47,48.32,"George Wallace","other"
1968,"MA",63.01,32.89,3.73,"Hubert Humphrey","democrat"
1968,"MD",43.59,41.94,14.47,"Hubert Humphrey","democrat"
1968,"ME",55.3,43.07,1.62,"Hubert Humphrey","democrat"
1968,"MI",48.18,41.46,10.04,"Hubert Humphrey","democrat"
1968,"MN",54,41.46,4.34,"Hubert Humphrey","democrat"
1968,"MO",43.74,44.87,11.39,"Richard Nixon","republican"
1968,"MS",23.02,13.52,63.46,"George Wallace","other"
1968,"MT",41.59,50.6,7.29,"Richard Nixon","republican"
1968,"NC",29.24,39.51,31.26,"Richard Nixon","republican"
1968,"ND",38.23,55.94,5.75,"Richard Nixon","republican"
1968,"NE",31.81,59.82,NA,"Richard Nixon","republican"
1968,"NH",43.93,52.1,3.76,"Richard Nixon","republican"
1968,"NJ",43.97,46.1,9.12,"Richard Nixon","republican"
1968,"NM",39.74,51.84,7.86,"Richard Nixon","republican"
1968,"NV",39.29,47.46,13.25,"Richard Nixon","republican"
1968,"NY",49.76,44.3,NA,"Hubert Humphrey","democrat"
1968,"OH",42.95,45.23,11.81,"Richard Nixon","republican"
1968,"OK",31.3,46.66,NA,"Richard Nixon","republican"
1968,"OR",43.78,49.83,6.06,"Richard Nixon","republican"
1968,"PA",47.59,44.02,7.97,"Hubert Humphrey","democrat"
1968,"RI",64.03,31.78,4.07,"Hubert Humphrey","democrat"
1968,"SC",29.61,38.09,32.3,"Richard Nixon","republican"
1968,"SD",41.96,53.27,4.76,"Richard Nixon","republican"
1968,"TN",28.13,37.85,34.02,"Richard Nixon","republican"
1968,"TX",41.14,39.87,18.97,"Hubert Humphrey","democrat"
1968,"UT",37.07,56.49,6.37,"Richard Nixon","republican"
1968,"VA",32.49,43.36,23.64,"Richard Nixon","republican"
1968,"VT",43.53,52.75,3.16,"Richard Nixon","republican"
1968,"WA",47.2,45.1,NA,"Hubert Humphrey","democrat"
1968,"WI",44.27,47.89,NA,"Richard Nixon","republican"
1968,"WV",49.6,40.78,9.62,"Hubert Humphrey","democrat"
1968,"WY",35.51,55.76,8.73,"Richard Nixon","republican"
1972,"AK",34.62,58.13,7.25,"Richard Nixon","republican"
1972,"AL",25.54,72.43,NA,"Richard Nixon","republican"
1972,"AR",30.54,68.87,0.44,"Richard Nixon","republican"
1972,"AZ",31.9,64.7,3.4,"Richard Nixon","republican"
1972,"CA",41.54,55,NA,"Richard Nixon","republican"
1972,"CO",34.59,62.61,NA,"Richard Nixon","republican"
1972,"CT",40.13,58.57,NA,"Richard Nixon","republican"
1972,"DC",78.1,21.56,0.19,"George McGovern","democrat"
1972,"DE",39.18,59.6,NA,"Richard Nixon","republican"
1972,"FL",27.8,71.91,0.29,"Richard Nixon","republican"
1972,"GA",24.65,75.04,NA,"Richard Nixon","republican"
1972,"HI",37.52,62.48,NA,"Richard Nixon","republican"
1972,"IA",40.48,57.61,NA,"Richard Nixon","republican"
1972,"ID",26.04,64.24,NA,"Richard Nixon","republican"
1972,"IL",40.51,59.03,NA,"Richard Nixon","republican"
1972,"IN",33.34,66.11,NA,"Richard Nixon","republican"
1972,"KS",29.5,67.66,NA,"Richard Nixon","republican"
1972,"KY",34.77,63.37,NA,"Richard Nixon","republican"
1972,"LA",28.35,65.32,NA,"Richard Nixon","republican"
1972,"MA",54.2,45.23,NA,"George McGovern","democrat"
1972,"MD",37.36,61.26,NA,"Richard Nixon","republican"
1972,"ME",38.48,61.46,NA,"Richard Nixon","republican"
1972,"MI",41.81,56.2,NA,"Richard Nixon","republican"
1972,"MN",46.07,51.58,NA,"Richard Nixon","republican"
1972,"MO",37.71,62.29,NA,"Richard Nixon","republican"
1972,"MS",19.63,78.2,NA,"Richard Nixon","republican"
1972,"MT",37.85,57.93,NA,"Richard Nixon","republican"
1972,"NC",28.89,69.46,NA,"Richard Nixon","republican"
1972,"ND",35.79,62.07,NA,"Richard Nixon","republican"
1972,"NE",29.5,70.5,NA,"Richard Nixon","republican"
1972,"NH",34.86,63.98,NA,"Richard Nixon","republican"
1972,"NJ",36.77,61.57,NA,"Richard Nixon","republican"
1972,"NM",36.53,61,2.27,"Richard Nixon","republican"
1972,"NV",36.32,63.68,NA,"Richard Nixon","republican"
1972,"NY",41.21,58.54,NA,"Richard Nixon","republican"
1972,"OH",38.07,59.63,NA,"Richard Nixon","republican"
1972,"OK",23.37,71.78,NA,"Richard Nixon","republican"
1972,"OR",42.33,52.45,NA,"Richard Nixon","republican"
1972,"PA",39.13,59.11,NA,"Richard Nixon","republican"
