lab	file	path	bytes	rows	cols	sha256	schema
surnames	county_race.csv	labs/surnames/data/county_race.csv	488456	3144	10	725c074377f18871	fips|county|state|pop|white|black|api|aian|twoplus|hispanic
surveys	capacity.csv	labs/surveys/data/capacity.csv	427	8	3	c7eb27f9205b1f81	quantity|value|unit
surveys	instruments.csv	labs/surveys/data/instruments.csv	966	6	4	5ed195d86585f42e	question|census|anes|ces
surveys	moe.csv	labs/surveys/data/moe.csv	389	9	3	4cdbaff0b7c2df15	respondents|margin_of_error|what_it_can_support
surveys	weighting.csv	labs/surveys/data/weighting.csv	460	10	6	f2c7ed82c35b4657	variable|category|n|pct_unweighted|pct_weighted|adjustment
surveys-source	cps_turnout.csv	labs/surveys-source/data/cps_turnout.csv	1729	16	13	9c59f2737e0acff7	year|vap_thousands|pct_citizen_basis|reported_voters|citizen_vap|actual_votes|cps_rate|actual_rate|over_report_pp|pct_white_nh|pct_black|pct_asian|pct_hispanic
vote-dilution	adjacency.csv	labs/vote-dilution/data/adjacency.csv	94037	10095	2	efc9dbc05e7e372c	a|b
vote-dilution	block_shapes.csv	labs/vote-dilution/data/block_shapes.csv	1170952	31143	4	73451753cf915d06	id|part|x|y
vote-dilution	blocks.csv	labs/vote-dilution/data/blocks.csv	207163	3269	13	16242218073d41ef	GEOID20|boe5|pop|pop_black|pop_white|vap|vap_black|vap_white|reg|reg_black|x_km|y_km|area_km2
vote-dilution	districts.csv	labs/vote-dilution/data/districts.csv	1460	12	13	8d3f73de01b5dd8a	plan|kind|blocks|pop|pop_black_pct|vap|vap_black_pct|reg|reg_black_pct|pp|reock|area_km2|perim_km
vote-dilution	ga_county_units.csv	labs/vote-dilution/data/ga_county_units.csv	3635	159	4	48ba5d006838b54e	fips|pop|units|people_per_unit
vote-dilution	plan_shapes.csv	labs/vote-dilution/data/plan_shapes.csv	651904	13882	4	d6d5ccfe27b27701	id|part|x|y
vote-dilution	seed_sweep.csv	labs/vote-dilution/data/seed_sweep.csv	15100	306	6	0aae47e06a17c861	seed|seed_vap_black|d5_vap_black_pct|d5_reg_black_pct|d4_vap_black_pct|d4_reg_black_pct
vote-dilution	segregation.csv	labs/vote-dilution/data/segregation.csv	77	1	2	683bfd19324dd08e	quantity|value
vote-dilution	tradeoff.csv	labs/vote-dilution/data/tradeoff.csv	1531	30	9	ef705c56e7a05da7	reach|districts|blocks|pop|pop_black_pct|vap_black_pct|reg_black_pct|pp|reock
vote-targeting	nc_gov_county.csv	labs/vote-targeting/data/nc_gov_county.csv	14544	400	6	a04e578e4ce3c82c	year|county|dem|rep|oth|total
voter-files	headscan.csv	labs/voter-files/data/headscan.csv	380	7	2	be7fd69ceaaeeb11	measure|value
voter-files	lost.csv	labs/voter-files/data/lost.csv	99	3	2	7977638da236ec3f	election|voters_no_longer_in_file
voter-files	peek.csv	labs/voter-files/data/peek.csv	3407	5	53	bb7b857323dd277e	County|Voter Registration Number|Status|Status Reason|Last Name|First Name|Middle Name|Suffix|Birth Year|Residence Street Number|Residence Pre Direction|Residence Street Name|Residence Street Type|Residence Post Direction|Residence Apt Unit Number|Residence City|Residence Zipcode|County Precinct|County Precinct Description|Municipal Precinct|Municipal Precinct Description|Congressional District|State Senate District|State House District|Judicial District|County Commission District|School Board District|City Council District|Municipal School Board District|Water Board District|Super Council District|Super Commissioner District|Super School Board District|Fire District|Municipality|Combo|Land Lot|Land District|Registration Date|Race|Gender|Last Modified Date|Date of Last Contact|Last Party Voted|Last Vote Date|Voter Created Date|Mailing Street Number|Mailing Street Name|Mailing Apt Unit Number|Mailing City|Mailing Zipcode|Mailing State|Mailing Country
voter-files	race_party.csv	labs/voter-files/data/race_party.csv	328	8	5	0ad8e9a5fab9f2e1	race|DEMOCRAT|no primary ballot on record|NON-PARTISAN|REPUBLICAN
voter-files	schema.csv	labs/voter-files/data/schema.csv	2353	53	3	f55dd6bb81727e8e	n|column|purpose
voter-files	status.csv	labs/voter-files/data/status.csv	160	5	3	59f090a9524ff9d1	status|reason|voters
voter-files	turnout.csv	labs/voter-files/data/turnout.csv	328	8	5	70d561004f880862	race|in_file_2026|2020 general|2022 general|2024 general
voter-files-source	attrition.csv	labs/voter-files-source/data/attrition.csv	130	3	3	870b64e6a621bc23	election|voters_no_longer_in_file|pct_of_recorded
voter-files-source	schemas.csv	labs/voter-files-source/data/schemas.csv	374	12	3	276340c5ca3771c2	field|georgia|new_jersey
voter-files-source	selfreport.csv	labs/voter-files-source/data/selfreport.csv	73	2	3	de347f2cf3ab1ea9	year|respondents|pct_said_they_voted
voter-files-source	status.csv	labs/voter-files-source/data/status.csv	160	5	3	59f090a9524ff9d1	status|reason|voters
voter-files-source	validated.csv	labs/voter-files-source/data/validated.csv	158	3	4	69b3f858222d14d5	election|in_file|recorded_voting|pct_of_current_file
wind-map	audit_summary.csv	labs/wind-map/data/audit_summary.csv	435	5	3	344399c04f740141	reason|appears_in|units
wind-map	county_centroids.csv	labs/wind-map/data/county_centroids.csv	180857	3221	6	568703bf112d7f93	fips|county|state|pop|lat|lon
wind-map	facts.csv	labs/wind-map/data/facts.csv	6614	204	2	9809d989f26941f3	key|value
wind-map	ga_outline.csv	labs/wind-map/data/ga_outline.csv	88994	2735	4	1530a83c56772528	county|part|x|y
wind-map	join_1620.csv	labs/wind-map/data/join_1620.csv	2735	71	4	ac6d7170105b8c14	fips|appears_in|name|votes
wind-map	office_gap.csv	labs/wind-map/data/office_gap.csv	216165	2641	6	ba43c93e6da91f39	to_2024|two_pres|two_sen|margin_pres|margin_sen|gap
wind-map	parity.csv	labs/wind-map/data/parity.csv	281	2	5	d3eff7734b416b53	figure|n|max_dx_err|max_dy_err|max_len_err
wind-map	precinct_join_ladder.csv	labs/wind-map/data/precinct_join_ladder.csv	240	4	4	4a2009a6b5c3da78	rung|matched|unmatched_2020|pct_of_2020
wind-map	precinct_join_residual.csv	labs/wind-map/data/precinct_join_residual.csv	1175	44	5	288611f332c9e780	county|unmatched|total_2020|ballots_2020|ballots_unmatched
wind-map	provenance_audit.csv	labs/wind-map/data/provenance_audit.csv	13249	104	6	b33cfc56f0a73c3a	fips|appears_in|name|state|votes|reason
wind-map	us_outline.csv	labs/wind-map/data/us_outline.csv	242771	15537	3	a410f1710d6a6d6f	part|x|y
wind-map	wind_ga.csv	labs/wind-map/data/wind_ga.csv	49688	159	24	473c6e60badebe23	fips|county|lon|lat|x|y|pop|dem_20|gop_20|tot_20|dem_24|gop_24|tot_24|margin_20|margin_24|swing|angle_deg|len_km|dx|dy|lw|capped_len|capped_angle|net_votes
wind-map	wind_ga_counties.csv	labs/wind-map/data/wind_ga_counties.csv	19801	159	15	870e7e99df7fe4f9	fips|county|lon|lat|x|y|pop|dem|gop|total|margin_from|dem_to|gop_to|margin_to|swing
wind-map	wind_input_2026.csv	labs/wind-map/data/wind_input_2026.csv	10422	159	10	73c5218c29f92cd5	unit_id|unit_name|state|office|year_from|year_to|votes_dem_from|votes_gop_from|votes_dem_to|votes_gop_to
wind-map	wind_us.csv	labs/wind-map/data/wind_us.csv	1046424	3104	26	ab53d9f29e3d7c7a	county_fips|state_name|county_name|lon|lat|x|y|pop|votes_dem_20|votes_gop_20|total_votes_20|votes_dem_24|votes_gop_24|total_votes_24|margin_20|margin_24|swing|angle_deg|len_km|dx|dy|lw|in_frame|capped_len|capped_angle|net_votes
wind-map	wind_us_1620.csv	labs/wind-map/data/wind_us_1620.csv	1018875	3111	25	c0647e4a70961bfd	county_fips|county_name|lon|lat|x|y|pop|votes_dem_16|votes_gop_16|total_votes_16|votes_dem_20|votes_gop_20|total_votes_20|margin_16|margin_20|swing|angle_deg|len_km|dx|dy|lw|in_frame|capped_len|capped_angle|net_votes
wind-map	wind_us_1624.csv	labs/wind-map/data/wind_us_1624.csv	990517	3099	27	5df4e74b72821607	county_fips|state_name|county_name|lon|lat|x|y|pop|votes_dem_16|votes_gop_16|total_votes_16|votes_dem_24|votes_gop_24|total_votes_24|margin_16|margin_24|swing|swing_a|swing_b|angle_deg|len_km|dx|dy|lw|in_frame|capped_len|capped_angle
