"icpsr","chamber","bioname","born","entry_congress","last_congress","n_congresses","entry_year","entry_age","years_served","span_years","still_serving","prior_house"
29512,"Senate","CHAMBLISS, Saxby",1943,108,113,6,2003,60,12,12,FALSE,TRUE
29566,"Senate","GRAHAM, Lindsey O.",1955,108,119,12,2003,48,24,24,TRUE,TRUE
29740,"Senate","SUNUNU, John E.",1964,108,110,3,2003,39,6,6,FALSE,TRUE
40300,"Senate","MURKOWSKI, Lisa",1957,108,119,12,2003,46,24,24,TRUE,FALSE
40301,"Senate","PRYOR, Mark",1963,108,113,6,2003,40,12,12,FALSE,FALSE
40302,"Senate","COLEMAN, Norm",1949,108,110,3,2003,54,6,6,FALSE,FALSE
40303,"Senate","DOLE, Elizabeth Hanford",1936,108,110,3,2003,67,6,6,FALSE,FALSE
40304,"Senate","ALEXANDER, Lamar",1940,108,116,9,2003,63,18,18,FALSE,FALSE
40305,"Senate","CORNYN, John",1952,108,119,12,2003,51,24,24,TRUE,FALSE
94828,"House","HALL, Ralph Moody",1923,108,113,6,2003,80,12,12,FALSE,FALSE
20501,"House","COSTA, Jim",1952,109,119,11,2005,53,22,22,TRUE,FALSE
20502,"House","SALAZAR, John",1953,109,111,3,2005,52,6,6,FALSE,FALSE
20503,"House","MACK, Connie, IV",1967,109,112,4,2005,38,8,8,FALSE,FALSE
20504,"House","WASSERMAN SCHULTZ, Debbie",1966,109,119,11,2005,39,22,22,TRUE,FALSE
20505,"House","PRICE, Tom",1954,109,115,7,2005,51,14,14,FALSE,FALSE
20506,"House","WESTMORELAND, Lynn A.",1950,109,114,6,2005,55,12,12,FALSE,FALSE
20507,"House","BARROW, John",1955,109,113,5,2005,50,10,10,FALSE,FALSE
20508,"House","LIPINSKI, Daniel",1966,109,116,8,2005,39,16,16,FALSE,FALSE
20509,"House","BEAN, Melissa L.",1962,109,111,3,2005,43,6,6,FALSE,FALSE
20510,"House","SODREL, Michael E.",1945,109,109,1,2005,60,2,2,FALSE,FALSE
20511,"House","DAVIS, Geoffrey C. (Geoff)",1958,109,112,4,2005,47,8,8,FALSE,FALSE
20512,"House","JINDAL, Bobby",1971,109,110,2,2005,34,4,4,FALSE,FALSE
20513,"House","MELANCON, Charles J.",1947,109,111,3,2005,58,6,6,FALSE,FALSE
20514,"House","BOUSTANY, Charles W.",1956,109,114,6,2005,49,12,12,FALSE,FALSE
20515,"House","SCHWARZ, John J. H. (Joe)",1937,109,109,1,2005,68,2,2,FALSE,FALSE
20516,"House","CARNAHAN, Russ",1958,109,112,4,2005,47,8,8,FALSE,FALSE
20517,"House","CLEAVER, Emanuel, II",1944,109,119,11,2005,61,22,22,TRUE,FALSE
20518,"House","FORTENBERRY, Jeff",1960,109,117,9,2005,45,18,18,FALSE,FALSE
20519,"House","HIGGINS, Brian",1959,109,118,10,2005,46,20,20,FALSE,FALSE
20520,"House","KUHL, John R. (Randy), Jr.",1943,109,110,2,2005,62,4,4,FALSE,FALSE
20521,"House","FOXX, Virginia Ann",1943,109,119,11,2005,62,22,22,TRUE,FALSE
20522,"House","McHENRY, Patrick T.",1975,109,118,10,2005,30,20,20,FALSE,FALSE
20523,"House","BOREN, Daniel David",1973,109,112,4,2005,32,8,8,FALSE,FALSE
20524,"House","FITZPATRICK, Michael G.",1963,109,114,4,2005,42,8,12,FALSE,FALSE
20525,"House","SCHWARTZ, Allyson Y.",1948,109,113,5,2005,57,10,10,FALSE,FALSE
20526,"House","DENT, Charles W.",1960,109,115,7,2005,45,14,14,FALSE,FALSE
20527,"House","GOHMERT, Louie",1953,109,117,9,2005,52,18,18,FALSE,FALSE
20528,"House","POE, Ted",1948,109,115,7,2005,57,14,14,FALSE,FALSE
20529,"House","GREEN, Al",1947,109,119,11,2005,58,22,22,TRUE,FALSE
20530,"House","MCCAUL, Michael T.",1962,109,119,11,2005,43,22,22,TRUE,FALSE
20531,"House","CONAWAY, K. Michael",1948,109,116,8,2005,57,16,16,FALSE,FALSE
20532,"House","MARCHANT, Kenny",1951,109,116,8,2005,54,16,16,FALSE,FALSE
20533,"House","CUELLAR, Henry",1955,109,119,11,2005,50,22,22,TRUE,FALSE
20534,"House","DRAKE, Thelma D.",1949,109,110,2,2005,56,4,4,FALSE,FALSE
20535,"House","MCMORRIS RODGERS, Cathy",1969,109,118,10,2005,36,20,20,FALSE,FALSE
20536,"House","REICHERT, David G.",1950,109,115,7,2005,55,14,14,FALSE,FALSE
20537,"House","MOORE, Gwendolynne S. (Gwen)",1951,109,119,11,2005,54,22,22,TRUE,FALSE
20538,"House","MATSUI, Doris",1944,109,119,11,2005,61,22,22,TRUE,FALSE
20539,"House","CAMPBELL, John",1955,109,113,5,2005,50,10,10,FALSE,FALSE
20540,"House","SCHMIDT, Jean",1951,109,112,4,2005,54,8,8,FALSE,FALSE
20541,"House","SEKULA GIBBS, Shelley",1953,109,109,1,2005,52,2,2,FALSE,FALSE
20542,"House","SIRES, Albio",1951,109,117,9,2005,54,18,18,FALSE,FALSE
29373,"Senate","MENENDEZ, Robert",1954,109,118,10,2005,51,20,20,FALSE,TRUE
29548,"Senate","BURR, Richard M.",1955,109,117,9,2005,50,18,18,FALSE,TRUE
29555,"Senate","COBURN, Thomas Allen",1948,109,113,5,2005,57,10,10,FALSE,TRUE
29754,"Senate","THUNE, John",1961,109,119,11,2005,44,22,22,TRUE,TRUE
29909,"Senate","ISAKSON, Johnny",1944,109,116,8,2005,61,16,16,FALSE,TRUE
29918,"Senate","VITTER, David",1961,109,114,6,2005,44,12,12,FALSE,TRUE
29936,"Senate","DeMINT, James W.",1951,109,112,4,2005,54,8,8,FALSE,TRUE
40500,"Senate","SALAZAR, Kenneth Lee",1955,109,111,3,2005,50,6,6,FALSE,FALSE
40501,"Senate","MARTINEZ, Melquiades R. (Mel)",1946,109,111,3,2005,59,6,6,FALSE,FALSE
40502,"Senate","OBAMA, Barack",1961,109,110,2,2005,44,4,4,FALSE,FALSE
90327,"House","ALEXANDER, Rodney",1946,109,113,5,2005,59,10,10,FALSE,FALSE
15408,"Senate","CARDIN, Benjamin Louis",1943,110,118,9,2007,64,18,18,FALSE,TRUE
20700,"House","MITCHELL, Harry E.",1940,110,111,2,2007,67,4,4,FALSE,FALSE
20701,"House","GIFFORDS, Gabrielle",1970,110,112,3,2007,37,6,6,FALSE,FALSE
20702,"House","MCNERNEY, Jerry",1951,110,117,8,2007,56,16,16,FALSE,FALSE
20703,"House","MCCARTHY, Kevin",1965,110,118,9,2007,42,18,18,FALSE,FALSE
20704,"House","LAMBORN, Doug",1954,110,118,9,2007,53,18,18,FALSE,FALSE
20705,"House","PERLMUTTER, Ed",1953,110,117,8,2007,54,16,16,FALSE,FALSE
20706,"House","COURTNEY, Joe",1953,110,119,10,2007,54,20,20,TRUE,FALSE
20707,"House","MURPHY, Christopher",1973,110,112,3,2007,34,6,6,FALSE,FALSE
20708,"House","CASTOR, Kathy",1966,110,119,10,2007,41,20,20,TRUE,FALSE
20709,"House","BUCHANAN, Vernon G.",1951,110,119,10,2007,56,20,20,TRUE,FALSE
20710,"House","MAHONEY, Tim",1956,110,110,1,2007,51,2,2,FALSE,FALSE
20711,"House","KLEIN, Ron",1957,110,111,2,2007,50,4,4,FALSE,FALSE
20712,"House","JOHNSON, Hank",1954,110,119,10,2007,53,20,20,TRUE,FALSE
20713,"House","HIRONO, Mazie",1947,110,112,3,2007,60,6,6,FALSE,FALSE
20714,"House","SALI, William",1954,110,110,1,2007,53,2,2,FALSE,FALSE
20715,"House","ROSKAM, Peter",1961,110,115,6,2007,46,12,12,FALSE,FALSE
20716,"House","HARE, Phil",1949,110,111,2,2007,58,4,4,FALSE,FALSE
20717,"House","DONNELLY, Joe",1955,110,112,3,2007,52,6,6,FALSE,FALSE
20718,"House","ELLSWORTH, Brad",1958,110,111,2,2007,49,4,4,FALSE,FALSE
20719,"House","BRALEY, Bruce",1957,110,113,4,2007,50,8,8,FALSE,FALSE
20720,"House","LOEBSACK, Dave",1952,110,116,7,2007,55,14,14,FALSE,FALSE
20721,"House","BOYDA, Nancy",1955,110,110,1,2007,52,2,2,FALSE,FALSE
20723,"House","YARMUTH, John",1947,110,117,8,2007,60,16,16,FALSE,FALSE
20724,"House","SARBANES, John",1962,110,118,9,2007,45,18,18,FALSE,FALSE
20725,"House","WALBERG, Tim",1951,110,119,9,2007,56,18,20,TRUE,FALSE
20726,"House","WALZ, Tim",1964,110,115,6,2007,43,12,12,FALSE,FALSE
20727,"House","ELLISON, Keith",1963,110,115,6,2007,44,12,12,FALSE,FALSE
20728,"House","BACHMANN, Michele",1956,110,113,4,2007,51,8,8,FALSE,FALSE
20729,"House","SMITH, Adrian",1970,110,119,10,2007,37,20,20,TRUE,FALSE
20730,"House","HELLER, Dean",1960,110,112,3,2007,47,6,6,FALSE,FALSE
20731,"House","SHEA-PORTER, Carol",1952,110,115,4,2007,55,8,12,FALSE,FALSE
20732,"House","HODES, Paul",1951,110,111,2,2007,56,4,4,FALSE,FALSE
20733,"House","CLARKE, Yvette Diane",1964,110,119,10,2007,43,20,20,TRUE,FALSE
20734,"House","HALL, John",1948,110,111,2,2007,59,4,4,FALSE,FALSE
20735,"House","GILLIBRAND, Kirsten",1966,110,111,2,2007,41,4,4,FALSE,FALSE
20736,"House","ARCURI, Michael",1959,110,111,2,2007,48,4,4,FALSE,FALSE
20737,"House","SHULER, Heath",1971,110,112,3,2007,36,6,6,FALSE,FALSE
20738,"House","JORDAN, Jim",1964,110,119,10,2007,43,20,20,TRUE,FALSE
20739,"House","WILSON, Charlie",1943,110,111,2,2007,64,4,4,FALSE,FALSE
20740,"House","SUTTON, Betty",1963,110,112,3,2007,44,6,6,FALSE,FALSE
20741,"House","SPACE, Zack",1961,110,111,2,2007,46,4,4,FALSE,FALSE
20742,"House","FALLIN, Mary",1954,110,111,2,2007,53,4,4,FALSE,FALSE
20743,"House","ALTMIRE, Jason",1968,110,112,3,2007,39,6,6,FALSE,FALSE
20744,"House","SESTAK, Joe",1951,110,111,2,2007,56,4,4,FALSE,FALSE
20745,"House","MURPHY, Patrick",1973,110,111,2,2007,34,4,4,FALSE,FALSE
20746,"House","CARNEY, Chris",1959,110,111,2,2007,48,4,4,FALSE,FALSE
20747,"House","DAVIS, David",1959,110,110,1,2007,48,2,2,FALSE,FALSE
20748,"House","COHEN, Stephen",1949,110,119,10,2007,58,20,20,TRUE,FALSE
20749,"House","FOSTER, Bill",1955,110,119,9,2007,52,18,20,TRUE,FALSE
20750,"House","WELCH, Peter",1947,110,117,8,2007,60,16,16,FALSE,FALSE
20751,"House","KAGEN, Steven",1949,110,111,2,2007,58,4,4,FALSE,FALSE
20752,"House","RICHARDSON, Laura",1962,110,112,3,2007,45,6,6,FALSE,FALSE
20753,"House","BROUN, Paul C., Jr.",1946,110,113,4,2007,61,8,8,FALSE,FALSE
20754,"House","TSONGAS, Nicola S. (Niki)",1946,110,115,6,2007,61,12,12,FALSE,FALSE
20755,"House","LATTA, Robert E.",1956,110,119,10,2007,51,20,20,TRUE,FALSE
20756,"House","WITTMAN, Robert J.",1959,110,119,10,2007,48,20,20,TRUE,FALSE
20757,"House","CARSON, André",1974,110,119,10,2007,33,20,20,TRUE,FALSE
20758,"House","BILIRAKIS, Gus",1963,110,119,10,2007,44,20,20,TRUE,FALSE
20759,"House","SCALISE, Steve",1965,110,119,10,2007,42,20,20,TRUE,FALSE
20760,"House","CAZAYOUX, Donald J., Jr.",1964,110,110,1,2007,43,2,2,FALSE,FALSE
20761,"House","CHILDERS, Travis W.",1958,110,111,2,2007,49,4,4,FALSE,FALSE
20762,"House","SPEIER, Karen Lorraine Jacqueline (Jackie)",1950,110,117,8,2007,57,16,16,FALSE,FALSE
20763,"House","EDWARDS, Donna F.",1958,110,114,5,2007,49,10,10,FALSE,FALSE
20764,"House","BORDALLO, Madeleine",1933,110,111,2,2007,74,4,4,FALSE,FALSE
20765,"House","CHRISTENSEN, Donna Marie",1945,110,111,2,2007,62,4,4,FALSE,FALSE
20766,"House","FORTUÑO, Luis G.",1960,110,110,1,2007,47,2,2,FALSE,FALSE
20941,"House","FUDGE, Marcia L.",1952,110,117,8,2007,55,16,16,FALSE,FALSE
29147,"Senate","SANDERS, Bernard",1941,110,119,10,2007,66,20,20,TRUE,TRUE
29389,"Senate","BROWN, Sherrod",1952,110,118,9,2007,55,18,18,FALSE,TRUE
29534,"Senate","WICKER, Roger F.",1951,110,119,10,2007,56,20,20,TRUE,TRUE
40700,"Senate","KLOBUCHAR, Amy",1960,110,119,10,2007,47,20,20,TRUE,FALSE
40701,"Senate","McCASKILL, Claire",1953,110,115,6,2007,54,12,12,FALSE,FALSE
40702,"Senate","TESTER, Jon",1956,110,118,9,2007,51,18,18,FALSE,FALSE
40703,"Senate","CASEY, Robert (Bob), Jr.",1960,110,118,9,2007,47,18,18,FALSE,FALSE
40704,"Senate","WHITEHOUSE, Sheldon",1955,110,119,10,2007,52,20,20,TRUE,FALSE
40705,"Senate","CORKER, Robert (Bob)",1952,110,115,6,2007,55,12,12,FALSE,FALSE
40706,"Senate","WEBB, James H. (Jim)",1946,110,112,3,2007,61,6,6,FALSE,FALSE
40707,"Senate","BARRASSO, John A.",1952,110,119,10,2007,55,20,20,TRUE,FALSE
20115,"Senate","KIRK, Mark Steven",1959,111,114,4,2009,50,8,8,FALSE,TRUE
20735,"Senate","GILLIBRAND, Kirsten",1966,111,119,9,2009,43,18,18,TRUE,TRUE
20900,"House","BRIGHT, Bobby Neal, Sr.",1952,111,111,1,2009,57,2,2,FALSE,FALSE
20901,"House","GRIFFITH, Parker",1942,111,111,1,2009,67,2,2,FALSE,FALSE
20902,"House","KIRKPATRICK, Ann",1950,111,117,5,2009,59,10,14,FALSE,FALSE
20903,"House","McCLINTOCK, Tom",1956,111,119,9,2009,53,18,18,TRUE,FALSE
20904,"House","POLIS, Jared",1975,111,115,5,2009,34,10,10,FALSE,FALSE
20905,"House","MARKEY, Betsy",1956,111,111,1,2009,53,2,2,FALSE,FALSE
20906,"House","COFFMAN, Mike",1955,111,115,5,2009,54,10,10,FALSE,FALSE
20907,"House","HIMES, James A.",1966,111,119,9,2009,43,18,18,TRUE,FALSE
20908,"House","GRAYSON, Alan",1958,111,114,3,2009,51,6,8,FALSE,FALSE
20909,"House","POSEY, Bill",1947,111,118,8,2009,62,16,16,FALSE,FALSE
20910,"House","ROONEY, Thomas J.",1970,111,115,5,2009,39,10,10,FALSE,FALSE
20911,"House","KOSMAS, Suzanne M.",1944,111,111,1,2009,65,2,2,FALSE,FALSE
20912,"House","MINNICK, Walt",1942,111,111,1,2009,67,2,2,FALSE,FALSE
20913,"House","HALVORSON, Deborah L.",1958,111,111,1,2009,51,2,2,FALSE,FALSE
20914,"House","SCHOCK, Aaron",1981,111,114,4,2009,28,8,8,FALSE,FALSE
20915,"House","JENKINS, Lynn",1963,111,115,5,2009,46,10,10,FALSE,FALSE
20916,"House","GUTHRIE, Brett",1964,111,119,9,2009,45,18,18,TRUE,FALSE
20917,"House","CAO, Anh (Joseph)",1967,111,111,1,2009,42,2,2,FALSE,FALSE
20918,"House","FLEMING, John",1951,111,114,4,2009,58,8,8,FALSE,FALSE
20919,"House","CASSIDY, Bill",1957,111,113,3,2009,52,6,6,FALSE,FALSE
20920,"House","PINGREE, Chellie",1955,111,119,9,2009,54,18,18,TRUE,FALSE
20921,"House","KRATOVIL, Frank M., Jr.",1968,111,111,1,2009,41,2,2,FALSE,FALSE
20922,"House","SCHAUER, Mark H.",1961,111,111,1,2009,48,2,2,FALSE,FALSE
20923,"House","PETERS, Gary C.",1958,111,113,3,2009,51,6,6,FALSE,FALSE
20924,"House","PAULSEN, Erik",1965,111,115,5,2009,44,10,10,FALSE,FALSE
20925,"House","HARPER, Gregg",1956,111,115,5,2009,53,10,10,FALSE,FALSE
20926,"House","LUETKEMEYER, Blaine",1952,111,118,8,2009,57,16,16,FALSE,FALSE
20927,"House","TITUS, Alice (Dina)",1950,111,119,8,2009,59,16,18,TRUE,FALSE
20928,"House","ADLER, John H.",1959,111,111,1,2009,50,2,2,FALSE,FALSE
20929,"House","LANCE, Leonard",1952,111,115,5,2009,57,10,10,FALSE,FALSE
20930,"House","HEINRICH, Martin",1971,111,112,2,2009,38,4,4,FALSE,FALSE
20931,"House","TEAGUE, Harry",1949,111,111,1,2009,60,2,2,FALSE,FALSE
20932,"House","LUJÁN, Ben Ray",1972,111,116,6,2009,37,12,12,FALSE,FALSE
20933,"House","McMAHON, Michael E.",1957,111,111,1,2009,52,2,2,FALSE,FALSE
20934,"House","TONKO, Paul",1949,111,119,9,2009,60,18,18,TRUE,FALSE
20935,"House","MAFFEI, Daniel B.",1968,111,113,2,2009,41,4,6,FALSE,FALSE
20936,"House","LEE, Christopher John",1964,111,112,2,2009,45,4,4,FALSE,FALSE
20937,"House","MASSA, Eric J.J.",1959,111,111,1,2009,50,2,2,FALSE,FALSE
20938,"House","KISSELL, Larry",1951,111,112,2,2009,58,4,4,FALSE,FALSE
20939,"House","DRIEHAUS, Steve",1966,111,111,1,2009,43,2,2,FALSE,FALSE
20940,"House","AUSTRIA, Steve",1958,111,112,2,2009,51,4,4,FALSE,FALSE
20942,"House","KILROY, Mary Jo",1949,111,111,1,2009,60,2,2,FALSE,FALSE
20943,"House","BOCCIERI, John A.",1969,111,111,1,2009,40,2,2,FALSE,FALSE
20944,"House","SCHRADER, Kurt",1951,111,117,7,2009,58,14,14,FALSE,FALSE
20945,"House","DAHLKEMPER, Kathleen A. (Kathy)",1957,111,111,1,2009,52,2,2,FALSE,FALSE
20946,"House","THOMPSON, Glenn",1959,111,119,9,2009,50,18,18,TRUE,FALSE
20947,"House","ROE, David P. (Phil)",1945,111,116,6,2009,64,12,12,FALSE,FALSE
20948,"House","OLSON, Pete",1962,111,116,6,2009,47,12,12,FALSE,FALSE
20949,"House","CHAFFETZ, Jason",1967,111,115,5,2009,42,10,10,FALSE,FALSE
20950,"House","NYE, Glenn C., III",1974,111,111,1,2009,35,2,2,FALSE,FALSE
20951,"House","PERRIELLO, Tom",1974,111,111,1,2009,35,2,2,FALSE,FALSE
20952,"House","CONNOLLY, Gerald E. (Gerry)",1950,111,119,9,2009,59,18,18,TRUE,FALSE
20953,"House","LUMMIS, Cynthia M.",1954,111,114,4,2009,55,8,8,FALSE,FALSE
20954,"House","QUIGLEY, Mike",1958,111,119,9,2009,51,18,18,TRUE,FALSE
20955,"House","CHU, Judy",1953,111,119,9,2009,56,18,18,TRUE,FALSE
20956,"House","MURPHY, Scott",1970,111,111,1,2009,39,2,2,FALSE,FALSE
20957,"House","OWENS, William",1949,111,113,3,2009,60,6,6,FALSE,FALSE
20958,"House","GARAMENDI, John",1945,111,119,9,2009,64,18,18,TRUE,FALSE
20959,"House","DEUTCH, Theodore E. (Ted)",1966,111,117,7,2009,43,14,14,FALSE,FALSE
20960,"House","CRITZ, Mark S.",1962,111,112,2,2009,47,4,4,FALSE,FALSE
20961,"House","DJOU, Charles",1970,111,111,1,2009,39,2,2,FALSE,FALSE
20962,"House","GRAVES, Tom",1970,111,116,6,2009,39,12,12,FALSE,FALSE
20963,"House","HUNTER, Duncan Duane",1976,111,116,6,2009,33,12,12,FALSE,FALSE
20964,"House","PIERLUISI, Pedro",1959,111,111,1,2009,50,2,2,FALSE,FALSE
21100,"House","STUTZMAN, Marlin",1976,111,119,5,2009,33,10,18,TRUE,FALSE
21101,"House","REED, Thomas W., II",1971,111,117,7,2009,38,14,14,FALSE,FALSE
21996,"House","SABLAN, Gregorio Kilili Camacho",1955,111,118,4,2009,54,8,16,FALSE,FALSE
29906,"Senate","UDALL, Mark",1950,111,113,3,2009,59,6,6,FALSE,TRUE
29924,"Senate","UDALL, Thomas (Tom)",1948,111,116,6,2009,61,12,12,FALSE,TRUE
40900,"Senate","BEGICH, Mark",1962,111,113,3,2009,47,6,6,FALSE,FALSE
40901,"Senate","KAUFMAN, Edward E. (Ted)",1939,111,111,1,2009,70,2,2,FALSE,FALSE
40902,"Senate","RISCH, James",1943,111,119,9,2009,66,18,18,TRUE,FALSE
40903,"Senate","BURRIS, Roland",1937,111,111,1,2009,72,2,2,FALSE,FALSE
40904,"Senate","FRANKEN, Al",1951,111,115,5,2009,58,10,10,FALSE,FALSE
40905,"Senate","JOHANNS, Mike",1950,111,113,3,2009,59,6,6,FALSE,FALSE
40906,"Senate","SHAHEEN, Jeanne",1947,111,119,9,2009,62,18,18,TRUE,FALSE
40907,"Senate","HAGAN, Kay",1953,111,113,3,2009,56,6,6,FALSE,FALSE
40908,"Senate","MERKLEY, Jeff",1956,111,119,9,2009,53,18,18,TRUE,FALSE
40909,"Senate","WARNER, Mark R.",1954,111,119,9,2009,55,18,18,TRUE,FALSE
40910,"Senate","BENNET, Michael F.",1964,111,119,9,2009,45,18,18,TRUE,FALSE
40911,"Senate","LEMIEUX, George S.",1969,111,111,1,2009,40,2,2,FALSE,FALSE
40912,"Senate","KIRK, Paul G., Jr.",1938,111,111,1,2009,71,2,2,FALSE,FALSE
40913,"Senate","BROWN, Scott P.",1959,111,112,2,2009,50,4,4,FALSE,FALSE
40914,"Senate","GOODWIN, Carte P.",1974,111,111,1,2009,35,2,2,FALSE,FALSE
40915,"Senate","MANCHIN, Joe, III",1947,111,118,8,2009,62,16,16,FALSE,FALSE
40916,"Senate","COONS, Christopher A.",1963,111,119,9,2009,46,18,18,TRUE,FALSE
90901,"House","GRIFFITH, Parker",1942,111,111,1,2009,67,2,2,FALSE,FALSE
90964,"House","PIERLUISI, Pedro",1959,111,111,1,2009,50,2,2,FALSE,FALSE
91996,"House","SABLAN, Gregorio Kilili Camacho",1955,111,111,1,2009,54,2,2,FALSE,FALSE
94910,"Senate","SPECTER, Arlen",1930,111,111,1,2009,79,2,2,FALSE,FALSE
20101,"Senate","BOOZMAN, John",1950,112,119,8,2011,61,16,16,TRUE,TRUE
20730,"Senate","HELLER, Dean",1960,112,115,4,2011,51,8,8,FALSE,TRUE
21102,"House","SEWELL, Terri",1965,112,119,8,2011,46,16,16,TRUE,FALSE
21103,"House","GOSAR, Paul",1958,112,119,8,2011,53,16,16,TRUE,FALSE
21104,"House","QUAYLE, Ben",1976,112,112,1,2011,35,2,2,FALSE,FALSE
21105,"House","SCHWEIKERT, David",1962,112,119,8,2011,49,16,16,TRUE,FALSE
21106,"House","CRAWFORD, Rick",1966,112,119,8,2011,45,16,16,TRUE,FALSE
21107,"House","GRIFFIN, Tim",1968,112,113,2,2011,43,4,4,FALSE,FALSE
21108,"House","WOMACK, Steve",1957,112,119,8,2011,54,16,16,TRUE,FALSE
21109,"House","DENHAM, Jeff",1967,112,115,4,2011,44,8,8,FALSE,FALSE
21110,"House","BASS, Karen",1953,112,117,6,2011,58,12,12,FALSE,FALSE
21111,"House","TIPTON, Scott",1956,112,116,5,2011,55,10,10,FALSE,FALSE
21112,"House","GARDNER, Cory",1974,112,113,2,2011,37,4,4,FALSE,FALSE
21113,"House","CARNEY, John C., Jr.",1956,112,114,3,2011,55,6,6,FALSE,FALSE
21114,"House","SOUTHERLAND, Steve",1965,112,113,2,2011,46,4,4,FALSE,FALSE
21115,"House","NUGENT, Richard",1951,112,114,3,2011,60,6,6,FALSE,FALSE
21116,"House","WEBSTER, Daniel A.",1949,112,119,8,2011,62,16,16,TRUE,FALSE
21117,"House","ROSS, Dennis",1959,112,115,4,2011,52,8,8,FALSE,FALSE
21118,"House","WILSON, Frederica",1942,112,119,8,2011,69,16,16,TRUE,FALSE
21119,"House","WEST, Allen",1961,112,112,1,2011,50,2,2,FALSE,FALSE
21120,"House","ADAMS, Sandra (Sandy)",1956,112,112,1,2011,55,2,2,FALSE,FALSE
21121,"House","RIVERA, David",1965,112,112,1,2011,46,2,2,FALSE,FALSE
21122,"House","WOODALL, Rob",1970,112,116,5,2011,41,10,10,FALSE,FALSE
21123,"House","SCOTT, Austin",1969,112,119,8,2011,42,16,16,TRUE,FALSE
21124,"House","HANABUSA, Colleen",1951,112,115,4,2011,60,8,8,FALSE,FALSE
21125,"House","LABRADOR, Raúl R.",1967,112,115,4,2011,44,8,8,FALSE,FALSE
21126,"House","WALSH, Joe",1961,112,112,1,2011,50,2,2,FALSE,FALSE
21127,"House","DOLD, Robert",1969,112,112,1,2011,42,2,2,FALSE,FALSE
21128,"House","KINZINGER, Adam",1978,112,117,6,2011,33,12,12,FALSE,FALSE
21129,"House","HULTGREN, Randy",1966,112,115,4,2011,45,8,8,FALSE,FALSE
21130,"House","SCHILLING, Bobby",1964,112,112,1,2011,47,2,2,FALSE,FALSE
21131,"House","ROKITA, Todd",1970,112,115,4,2011,41,8,8,FALSE,FALSE
21132,"House","BUCSHON, Larry",1962,112,118,7,2011,49,14,14,FALSE,FALSE
21133,"House","YOUNG, Todd",1972,112,114,3,2011,39,6,6,FALSE,FALSE
21134,"House","HUELSKAMP, Tim",1968,112,114,3,2011,43,6,6,FALSE,FALSE
21135,"House","YODER, Kevin",1976,112,115,4,2011,35,8,8,FALSE,FALSE
21136,"House","POMPEO, Mike",1963,112,115,4,2011,48,8,8,FALSE,FALSE
21137,"House","RICHMOND, Cedric",1973,112,117,6,2011,38,12,12,FALSE,FALSE
21138,"House","LANDRY, Jeff",1970,112,112,1,2011,41,2,2,FALSE,FALSE
21139,"House","HARRIS, Andy",1957,112,119,8,2011,54,16,16,TRUE,FALSE
21140,"House","KEATING, William R.",1952,112,119,8,2011,59,16,16,TRUE,FALSE
21141,"House","BENISHEK, Dan",1952,112,114,3,2011,59,6,6,FALSE,FALSE
21142,"House","HUIZENGA, Bill",1969,112,119,8,2011,42,16,16,TRUE,FALSE
21143,"House","AMASH, Justin",1980,112,116,5,2011,31,10,10,FALSE,FALSE
21145,"House","CLARKE, Hansen",1957,112,112,1,2011,54,2,2,FALSE,FALSE
21146,"House","CRAVAACK, Chip",1959,112,112,1,2011,52,2,2,FALSE,FALSE
21147,"House","NUNNELEE, Alan",1958,112,114,3,2011,53,6,6,FALSE,FALSE
21148,"House","PALAZZO, Steven",1970,112,117,6,2011,41,12,12,FALSE,FALSE
21149,"House","HARTZLER, Vicky",1960,112,117,6,2011,51,12,12,FALSE,FALSE
21150,"House","LONG, Billy",1955,112,117,6,2011,56,12,12,FALSE,FALSE
21151,"House","HECK, Joe",1961,112,114,3,2011,50,6,6,FALSE,FALSE
21152,"House","GUINTA, Frank",1970,112,112,1,2011,41,2,2,FALSE,FALSE
21153,"House","RUNYAN, Jon",1973,112,113,2,2011,38,4,4,FALSE,FALSE
21154,"House","GRIMM, Michael G.",1970,112,113,2,2011,41,4,4,FALSE,FALSE
21155,"House","HAYWORTH, Nan",1959,112,112,1,2011,52,2,2,FALSE,FALSE
21156,"House","GIBSON, Christopher",1964,112,114,3,2011,47,6,6,FALSE,FALSE
21157,"House","HANNA, Richard",1951,112,114,3,2011,60,6,6,FALSE,FALSE
21158,"House","BUERKLE, Ann Marie",1951,112,112,1,2011,60,2,2,FALSE,FALSE
21159,"House","ELLMERS, Renee",1964,112,114,3,2011,47,6,6,FALSE,FALSE
21160,"House","BERG, Rick",1959,112,112,1,2011,52,2,2,FALSE,FALSE
21162,"House","JOHNSON, Bill",1954,112,118,7,2011,57,14,14,FALSE,FALSE
21163,"House","STIVERS, Steve",1965,112,117,6,2011,46,12,12,FALSE,FALSE
21164,"House","RENACCI, Jim",1958,112,115,4,2011,53,8,8,FALSE,FALSE
21165,"House","GIBBS, Bob",1954,112,117,6,2011,57,12,12,FALSE,FALSE
21166,"House","LANKFORD, James",1968,112,113,2,2011,43,4,4,FALSE,FALSE
21167,"House","KELLY, Mike",1948,112,119,8,2011,63,16,16,TRUE,FALSE
21168,"House","MEEHAN, Patrick",1955,112,115,4,2011,56,8,8,FALSE,FALSE
